,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17
watched_time_weekday,0.0967313486803,0.0225799125953,0.0325720086052,0.0339847086403,0.290931805675,-0.267231060368,-0.0672715940885,0.0926066764339,0.300311189499,-0.251607773609,-0.0627744400701,-0.00426029078102,0.303072422591,0.264290657002,-0.10645667453,-0.480083557894,-0.222780762102
seek_video_sum,0.171923774716,0.0146752632076,0.0199720976423,-0.00402360681899,0.136273077719,0.132002675701,-0.0502256149594,-0.00260240220185,-0.0671682130506,-0.109224178991,-0.0418014096047,-0.0626068684335,-0.0335991738004,0.0248706489763,0.0325649687671,0.267705422531,0.0907353192916
seek_video_avg,0.159100099121,0.0895249774431,0.0916614840373,0.0185657263775,0.0888930587726,-0.06617196472,0.0660875349216,0.203309938189,-0.0017953984605,-0.0580971635287,0.00845238387382,-0.149798031293,-0.0344552904067,0.0319199005308,-0.024939714271,0.371372916846,0.0437681470606
pause_video_sum,0.170271412191,-0.10146085722,-0.0450225282654,0.0304751154639,0.085046589777,-0.00880170878168,-0.0466218498078,-0.135527177178,-0.112723306492,-0.172333073952,-0.0479255386439,-0.0338637868947,-0.0818516840574,-0.114278202395,-0.131301813999,0.0460403111287,-0.0755501463227
pause_video_avg,0.161546379263,-0.0315144382343,0.0211980280663,0.047710587132,0.0508988934779,-0.250341458391,0.0800424873192,0.0735935420533,-0.0109625274225,-0.130765795124,-0.0606272558047,-0.153251081876,-0.0270430126721,-0.168933942171,-0.131334655103,-0.0607791181897,-0.11651727096
stop_video_sum,0.110915100005,-0.203362332101,-0.273213990895,-0.0613006878698,0.0895248846858,0.0133160466441,0.091359986885,-0.0396861342122,-0.00470808678593,-0.00558105078908,0.0318592645534,0.135409286623,-0.0766802282379,-0.245910777479,0.234720036457,-0.0489475312411,-0.121602879078
stop_video_avg,0.0814263496719,-0.206114687279,-0.275216074803,-0.0373577970783,0.0468168883065,-0.0814348318843,0.192672271709,0.104413466125,0.278172738327,0.0224477212738,0.137204256857,0.266239119891,-0.0712368007035,0.153191476378,0.00960158553585,0.0784138239286,0.203926100732
video_forward_seek_sum,0.109834846613,0.10110137934,0.0960357815839,0.096622620466,0.281898582921,0.315263318451,0.141237132546,-0.0438426926931,0.103879636389,0.0969938683755,0.0622778833136,-0.0635219401559,0.0328312829344,-0.0428550683424,0.0984775135838,-0.098304119211,-0.0063611012301
video_forward_seek_avg,0.0976726523932,0.131244815105,0.161644136505,0.13047560617,0.231049084849,0.201136722719,0.272527476182,0.00533850596337,0.158017764947,0.145738452824,0.175223321681,-0.0949887437738,-0.021368539807,-0.149885177625,-0.0873197744418,-0.0978553829242,-0.00787038012979
video_backward_seek_sum,0.150617974574,0.0982756140004,-0.0504972093369,-0.100133272236,-0.0425076105274,0.161860281765,-0.189568051104,0.233476753917,-0.0235190214292,-0.106973258849,0.19134653744,0.0427779992049,0.00243309358915,-0.0195897088778,0.104241195656,-0.0630001405412,0.000442461185747
video_backward_seek_avg,0.127894360711,0.158263509892,-0.0357750446036,-0.0878830241743,-0.112106519312,0.0133748319829,-0.140449998919,0.382559214739,0.0437087535758,-0.120918264454,0.211773491892,-0.0188132083418,-0.0348992946582,-0.0767272911272,0.00506833610915,0.183333740752,-0.0832810647455
video_pause_forward_seek_sum,0.156560555932,0.072704061734,-0.0808934295696,-0.0210657428217,-0.183844160507,-0.062334134586,-0.0880038847816,-0.252496979179,-0.0368524791582,0.0329630617247,-0.0975595874517,0.0882835546417,-0.0687770079998,0.241766599485,0.0224884340968,0.0547471341342,-0.000176895199567
video_pause_forward_seek_avg,0.127376539651,0.146042991548,-0.0495027708315,-0.0231609717989,-0.263340002787,-0.212137770726,0.0747861726409,-0.154327618114,0.0893275134193,0.135436610616,-0.175923189228,0.0609568489312,-0.00206432761672,-0.0157538194257,0.0576423987324,0.0766982441874,-0.065390496123
video_pause_backward_seek_sum,0.16574732178,0.0211882120063,-0.0669086840733,-0.0684157574949,-0.112428113615,0.10116274684,-0.137660125211,-0.00585281004362,-0.164980011962,-0.0961504451144,-0.0482281051315,0.13173122482,0.0655256749954,0.0122813851906,-0.0529248775465,-0.249550098575,0.1584978225
video_pause_backward_seek_avg,0.152862121833,0.101605247174,-0.0461057060977,-0.0695062536286,-0.200674366978,-0.0549856652891,-0.0147643664478,0.0858689636871,-0.0599917399596,-0.0382107123959,-0.0907860675579,0.102518093674,0.149815262569,-0.174519677841,-0.135621065519,-0.257322266997,0.164869177895
video_stop_backward_seek_sum,0.116709672539,-0.142284996734,-0.185399543242,-0.0562604763398,0.0434665152184,0.173478506562,0.0908371900394,0.189217654997,-0.251065082167,0.230004158391,-0.270707050501,-0.167162973227,0.100118581954,0.0383364686827,0.0832249153733,-0.123971127141,-0.138473458674
video_stop_backward_seek_avg,0.0914743414443,-0.11344940414,-0.212528077726,-0.0711196117079,0.0236821035634,0.0853914726227,0.179081459784,0.320221339564,-0.20914587139,0.321845412815,-0.301546983059,-0.229760223013,0.117002245432,0.22739293205,-0.310886139651,0.0424277848771,-0.000627081298371
all_type_video_forward_seek_sum,0.165329431373,0.109627159002,0.0147672171178,0.0508070130869,0.0752942251388,0.169588767414,0.0401709594172,-0.179228700467,0.0461576036278,0.0832495250377,-0.0173022866099,0.010958328226,-0.0194589317861,0.11598077618,0.0779799722857,-0.0318368782667,-0.00427678663379
all_type_video_forward_seek_avg,0.146977317242,0.179951250381,0.0613964235376,0.0612916408416,-0.0467764316884,-0.0287682923632,0.214060807806,-0.104640728777,0.156227590955,0.181147595464,-0.0188558274812,-0.013817354825,-0.0141299339974,-0.100001492583,-0.0115792266536,-0.00452279781894,-0.0503537730114
all_type_video_backward_seek_sum,0.161738596253,0.0717072550465,-0.0618877288197,-0.0935850170432,-0.0645205409632,0.150540453772,-0.174324522708,0.166952482747,-0.0761426517886,-0.0993401081842,0.111190692268,0.0674650708597,0.025412402701,-0.00874298289586,0.0584242778192,-0.127329780565,0.0471473698078
all_type_video_backward_seek_avg,0.144535824347,0.145939951714,-0.0463111122173,-0.0885587281283,-0.144593853693,-0.00483677138114,-0.104193318216,0.318854368415,0.00850107203394,-0.0932308817452,0.121374818554,0.0117348650562,0.0233903526556,-0.104966725678,-0.0461823934623,0.0577478783466,-0.0109319204244
all_type_video_seek_sum,0.173611959346,0.102890230906,-0.010759598148,0.00404669739848,0.031518692936,0.172797588522,-0.0313242864473,-0.0704260461244,0.00673139998392,0.0252131491099,0.025916055229,0.0310331829208,-0.0051389658201,0.0797404151254,0.0757402191415,-0.0665288676228,0.0131720530814
all_type_video_seek_avg,0.158726568819,0.183407508413,0.0287189256314,0.0137584632327,-0.0852499871573,-0.0228054174995,0.120306171729,0.0355770190401,0.117587313409,0.10002644362,0.0289289981068,-0.0060008560775,-0.00212396718854,-0.110329975925,-0.0247631305667,0.0170268050372,-0.0407855854008
video_pause_sum,0.168610061873,0.0446958675937,-0.0748527304201,-0.0222756288763,-0.147029331348,-0.0277040774548,-0.0979486689332,-0.207321999365,-0.0719880897596,-0.0166191764327,-0.0853250948737,0.0799646191676,-0.0474453713645,0.164233588414,-0.0203000546599,-0.00994173978075,0.00332957145847
video_pause_avg,0.142611120626,0.132060555569,-0.0407995064475,-0.0240844125086,-0.239621530414,-0.203106518802,0.0625957100026,-0.106710630729,0.0565129797572,0.0910372880168,-0.163357240812,0.0443106322464,0.0189042036193,-0.0654335493663,0.0016105265888,-0.00575954697149,-0.0535756348343
video_stop_sum,0.110472639986,-0.203787353965,-0.277632769123,-0.0582910562542,0.0904213966208,0.0171154232653,0.0963787672757,-0.0287222984793,-0.0162125851656,0.0108482772502,0.0105389504585,0.105244216806,-0.0715649146504,-0.234125066526,0.221880487644,-0.0508057636327,-0.122840768797
video_stop_avg,0.0806676179554,-0.205605154531,-0.282270913702,-0.0363509227978,0.0461981141922,-0.0774321605102,0.200653579768,0.115309071601,0.269282005114,0.0411681241428,0.111487181344,0.235078207511,-0.0670046400038,0.169503355758,-0.0266296021995,0.0756742422081,0.193727626166
video_play_sum,0.176545900677,0.0861597917605,-0.0151104910017,0.00727353147711,0.0408114296459,0.160353276071,-0.0321541436644,-0.0781931476752,-0.00201527023022,0.00529565840877,0.0197140999926,0.0277636797207,-0.0130419780689,0.0632137779582,0.0625356856293,-0.0564754452177,0.00732242283054
video_play_avg,0.162626195109,0.170326627977,0.0279104445764,0.0176806032507,-0.0731800269603,-0.0412015022125,0.121601468519,0.040158037449,0.115308247236,0.0828159556788,0.024634968233,-0.0121365454697,-0.00639429685525,-0.110389075437,-0.0293546464609,0.0121649465114,-0.043311540596
video_events_sum,0.178247097275,0.0833782955774,-0.0294529743883,-0.000905169546965,-0.00302989487761,0.126661410036,-0.046346839574,-0.105868072517,-0.014438847061,0.00826515891299,-0.000828624728219,0.0421372973903,-0.0185600626494,0.0913938033461,0.0523322687818,-0.0515652041462,0.00777872637814
video_events_avg,0.160676704117,0.167820347752,0.00938151142995,0.00603742801241,-0.119663050012,-0.0754798992854,0.111312587093,0.00450144287919,0.106930542274,0.0935988275963,-0.0181006462465,0.00593451757929,0.000633576272098,-0.100260395418,-0.0209555426681,0.0106114360482,-0.0440122573754
mt_practice_sum,0.0784004341926,-0.207752167561,0.28613465035,-0.108709953903,-0.125537422944,0.100636316484,0.0248909382308,0.0172137860551,0.218336582687,-0.138429841463,-0.12860706508,-0.0693284011684,-0.0678723196959,0.0223172790331,-0.168035260602,0.176975627562,0.0999422151243
mt_unit_sum,0.09462139515,-0.222574219604,0.266451724317,-0.106330970631,-0.113778225567,0.119318082645,0.0504843691246,0.0426999717152,0.0671579488027,-0.014641911989,-0.0290238522802,0.139710440879,0.087312120823,0.0952226915686,0.13169611363,0.0190200802096,-0.252452620567
mt_online_num_day,0.0673539074583,-0.198194082282,0.246346281763,-0.137198219006,-0.0633700168792,0.122645530587,-0.0456389085955,0.0861068935082,0.235088199798,-0.00810367667768,-0.380257934022,-0.074027418562,-0.221051087381,-0.256171840791,0.0773319247958,-0.244292103495,0.471100294737
mt_online_practice_num_day,0.0938228370588,-0.217457939146,0.267374287033,-0.122520427068,-0.136731905289,0.110001236097,0.0481347432048,0.0436652641815,0.0567555833833,-0.0725019357463,-0.0673326520635,0.111814969734,0.103345047302,0.124311877647,-0.00648121663709,-0.00167555066391,-0.185587281987
hw_mean,0.100141434687,-0.230264539025,0.217552028952,-0.0868132472838,-0.12591284173,0.0866141937691,0.131692240883,0.0199295680443,0.00163829584185,-0.054218296288,-0.00419569030177,0.159771863044,0.111973218808,0.0407251090848,0.0779678792879,0.148420867972,-0.346712108443
qz_mean,0.118237270119,-0.156890531269,0.0730845619964,0.0316266713485,0.0817694407656,-0.125140119087,-0.0454843912939,-0.132715074797,-0.140754659741,0.0931679987908,0.069669881337,0.0599000183719,0.714909580346,-0.323949159026,0.0829189779515,0.177369966132,0.255498614371
Regression P>|t|,0.0,0.0,0.0,0.963,0.832,0.001,0.026,0.005,0.0,0.235,0.009,0.0,0.0,0.0,0.107,0.001,0.007
