,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24
all_type_video_seek_sum,0.181166473211,-0.104181887702,-0.0251674457888,0.0298220122542,-0.03110318714,0.146009338411,-0.0542197968238,-0.0131316109395,-0.0143589098147,0.0410666185105,0.0413936278795,0.0251511025067,0.0436199200504,0.0459551646637,0.109932115887,0.0466839272316,0.0705984005278,0.0508918901108,-0.110904371004,-0.0379326563231,0.0201670362064,0.0027150776619,-0.000187062177455,0.0678482758165
all_type_video_seek_avg,0.1672870284,-0.163512445418,0.0163964866604,0.0132171282166,-0.0227295558441,-0.0263237434793,0.0726186737517,0.181365306149,-0.0630979298659,0.0217366381099,-0.0834326714659,-0.0272991992164,0.00582319396459,-0.0283310030959,-0.0401416778303,-0.0708485193512,-0.0460251692588,0.0434114107014,0.12538421391,0.00809283733897,0.0390523312448,0.0168936069308,-0.0291990686037,-0.0749987160766
video_pause_sum,0.174736270251,-0.0341290177407,-0.100303742032,0.0252455030051,-0.142623104877,-0.0622119759988,-0.0182712710833,-0.102332758332,-0.0874582380337,0.120470110364,0.17734149415,0.0130778307162,-0.0107857228652,0.0779968738452,0.013089754818,0.0934374893835,0.116912307435,0.0147453281938,-0.0977595320432,-0.0527819665063,0.0937815535068,0.031768695845,-0.0808459217406,-0.0934580690813
video_pause_avg,0.156526236434,-0.100089943462,-0.0665255823985,-0.000145734980856,-0.142010669818,-0.239511398163,0.110264152931,0.0942789417459,-0.152436453949,0.126240780838,0.0959005147321,-0.038623326803,-0.0860498622152,-0.00200230026647,-0.0259624397285,-0.0659247233347,-0.0657452287365,-0.00772890194424,0.088000687236,-0.0211228848691,-0.0630097823664,0.0068539404907,0.0869902209505,0.102597696795
video_stop_sum,0.0887379920682,0.229819264453,-0.290747011314,-0.0469184601097,0.0517226071679,0.0388173469364,-0.0856749598176,0.109512111656,-0.0172317960533,-0.0859626882648,0.0693771627881,-0.00367233681711,0.104671226187,0.040946675747,0.0652785330863,-0.119909736102,-0.293014431723,0.111350690896,0.0483410960715,0.0305124820298,-0.0139779633668,0.103639915196,-0.15288230388,-0.0778952252312
video_stop_avg,0.0518702106602,0.23656689727,-0.25800150739,-0.0894268878453,0.119711612187,0.0166957181817,0.123151499708,0.260601046233,-0.113324955095,-0.0768734958799,0.0134811578137,0.0168230383446,0.248774930662,0.00175994788263,0.0328900360901,0.203096948514,0.152224506034,-0.0456831521271,-0.00193963932287,0.0489417292375,-0.0224022042714,-0.00125087812161,0.138924146755,0.089901514751
video_play_sum,0.183920800843,-0.0870635304092,-0.0275066592463,0.0306408054872,-0.0219002560131,0.138142288393,-0.0653734764346,-0.0236603306471,-0.0168332104488,0.0297062682102,0.0471687711242,0.0296126182779,0.0327167595812,0.0397062085892,0.0928250246188,0.0374139802889,0.0688032378846,0.0530074267331,-0.0955171294248,-0.036252595081,0.0184003056529,-0.00428108038757,0.00181777654962,0.0538955987276
video_play_avg,0.170406668899,-0.151225861679,0.0184406939153,0.0102245476052,-0.00898030390708,-0.0412891865881,0.072060411747,0.180067144636,-0.0627215855963,0.00751615319547,-0.0803336439673,-0.0215904528987,-0.000404803804211,-0.02789449396,-0.046575242755,-0.0760418487541,-0.0409016594532,0.0430750972561,0.0990503695072,0.00562356154738,0.0338225360306,0.00792751058982,-0.0308052238031,-0.0582816838026
video_events_sum,0.184737054084,-0.0810970781213,-0.0462211050482,0.0292543481667,-0.0532332578296,0.0977015633932,-0.0521033121342,-0.0373350468257,-0.0326170075374,0.0548172489888,0.0763857324714,0.024594610711,0.0282624672523,0.0519570898706,0.0831357721105,0.0535800364964,0.0794662439364,0.0452097236627,-0.103219464412,-0.0411077806365,0.0366774628191,0.00745608944612,-0.0192046948652,0.0255675253506
video_events_avg,0.170338423539,-0.145260144577,-0.00440091323101,0.00837079931666,-0.0451729546451,-0.0836348560917,0.0841371915589,0.166573022127,-0.0867101266853,0.0408129743728,-0.0412605964013,-0.0282088127964,-0.0163018312914,-0.0225258069317,-0.0399938554692,-0.0716643145032,-0.0484435580138,0.0317037662183,0.108845180229,0.000747613376071,0.01333875141,0.0112938430378,-0.00161846674901,-0.0269310623721
mt_practice_sum,0.0708038172731,0.176955984073,0.269941742982,-0.102249126709,-0.212016185025,0.135125688108,0.109520097889,0.0624704831493,-0.0997629011457,-0.131849451478,0.0491201947875,0.116517208062,-0.164826413568,-0.215682245421,-0.0698487489952,0.0805932644627,0.142837138385,0.39289052011,0.0289405237641,0.137138205995,-0.284299261016,0.360831728406,0.283460901873,-0.0693606177871
mt_unit_sum,0.0866695707251,0.188219061295,0.27378603547,-0.104112753096,-0.207769088426,0.0516485072165,0.0502561903487,0.0845314212633,0.00923000312061,-0.0972867807063,0.0664203759347,-0.175729223863,-0.0232213977928,0.234856910321,-0.0226559270306,0.171780998368,-0.109735816,-0.0496285783427,0.0168419672605,-0.0923225679842,-0.0900923832748,-0.238301610932,-0.382648763347,0.162404358277
mt_online_num_day,0.0316945459768,0.170689657574,0.225895065407,-0.169279359957,-0.0981083732406,0.163586574926,0.214559532442,0.0759909879144,-0.233588426606,-0.0742513581764,0.173406671745,0.334230873134,-0.0481489622653,-0.269441716218,0.361615710694,-0.353671572161,0.0191023393527,-0.426015541763,-0.0182128470251,-0.170094723829,0.110254875635,-0.133606699707,-0.0214144851799,-0.117746844304
mt_online_practice_num_day,0.0875238017806,0.182005534322,0.27800326991,-0.104428129031,-0.223979444662,0.079242637599,0.0580684848395,0.0734320727634,0.0168209394956,-0.117719895671,0.0958308366543,-0.112906565604,-0.0384120155089,0.136658664483,-0.0318695575565,0.135475492902,-0.0138756034767,0.115661670477,-0.0118710073959,0.0929890120336,-0.180025012852,0.0749938761859,-0.350875051199,-0.0727986641127
hw_mean,0.100337328264,0.196599815346,0.210789734008,-0.0631498513583,-0.20046081046,0.0554563720746,-0.0514419245616,0.107126011155,0.0727424427671,-0.0999127483172,0.0420533677813,-0.230298820292,0.0175997154646,0.202853848741,-0.106038277128,0.0868023439617,-0.190852453959,-0.0340316766804,0.0242374811179,0.0642586649044,0.558119862452,-0.184698020588,0.524242785431,-0.0139801330095
qz_mean,0.10507176565,0.169268289479,0.0924817790439,-0.0185592622321,0.0933385632608,-0.0916870178661,-0.0656342240177,-0.101702340837,0.0245530031387,0.143266018592,-0.00402213153733,-0.673638969417,0.125271839247,-0.543996759134,0.201981584873,-0.0695198168999,0.0777435103305,0.109547974827,-0.0680730886245,-0.191313490167,0.0844639890254,0.0560911861891,-0.0593225076529,-0.024788688038
Regression P>|t|,0.0,0.0,0.0,0.366,0.095,0.724,0.0,0.015,0.025,0.047,0.507,0.0,0.007,0.0,0.051,0.686,0.221,0.809,0.729,0.165,0.0,0.279,0.0,0.108
