,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,indicator
active_num_days,0.121846446082,-0.124820118773,0.126265633889,-0.00328224031805,0.174017976738,-0.182905230006,0.117582717049,-0.219410826532,0.0514028714446,0.127560854557,-0.237634719858,0.0938789311459,-0.0739673170243,0.043593133687,0.160935942563,
active_avg_count,0.105989968368,-0.026733539791,0.0775277507812,0.165803206242,-0.262222627798,0.102995763891,-0.316765940471,0.171673815521,0.087274456504,0.123488845772,0.0533421989167,0.0763564019361,-0.0206262295639,-0.0510431814345,-0.0777083037057,
active_sum_count,0.178574187188,-0.0777183085744,0.0998994292789,0.0709645212507,0.00600299420414,0.0317817334897,-0.17027717534,-0.0693150901163,0.108230228603,0.106508254255,-0.0768246188747,0.0565556772757,0.0766874374728,-0.0898285574224,0.0873436692889,
problem_num_days,0.139778108747,-0.121357101983,0.127573278422,-5.03619578764e-05,0.134777633674,-0.194878939881,0.063954103063,-0.203032124518,0.140722958035,0.0749704323765,-0.213044410251,-0.0716758918019,0.0811118908833,-0.170270758142,0.0204579341407,
problem_avg_count,0.0474012296701,-0.0918331072898,0.182620898348,0.151711245956,-0.201130859545,0.0393564208335,-0.370457154949,0.190054982862,0.161868322608,0.257920818964,-0.101053286653,0.0691379805751,0.0761725514139,0.0320745419957,-0.0439152486791,
problem_sum_count,0.100305741951,-0.150162269976,0.213001596508,0.105685228821,-0.0453871302047,-0.0232843277096,-0.270077036789,-0.014847170281,0.196249107532,0.240926256959,-0.212747726819,-0.00435680506183,0.188650013029,-0.0297169407386,0.0900040974408,
video_num_days,0.153246631624,-0.136567144039,0.0583320399736,0.0365416479758,0.110566142249,-0.202090596086,0.0838431821932,-0.166513472991,0.0795978990649,-0.0720148189796,-0.0699832850326,-0.0223775326327,0.24928082276,-0.0794753684064,-0.173993922321,
video_avg_count,0.156635663523,0.0895779653042,-0.0374084505513,0.0879454009468,-0.191999708062,0.197029040889,-0.000973766659134,0.037047016529,-0.0559735540457,0.029594723287,0.166591204301,-0.000459453566271,-0.160254720864,0.0625051492636,-0.0358063962435,
video_sum_count,0.193758597372,0.0678144000445,-0.0310915808567,0.019665613675,-0.0122353031721,0.147028990302,0.0204815196617,-0.0489797337856,0.00673426716766,-0.0150168208765,0.0161828066347,0.0409032667707,0.00157845382369,-0.0621400820178,0.0292696728251,
forum_num_days,0.0174615691958,-0.0408975042321,-0.0503466254037,0.361586404834,0.351306270341,0.0663001386564,0.0239273321104,0.222349070606,-0.0564947054843,-0.00139433894736,-0.0784145766673,-0.0603377093618,-0.0722139320515,0.0461753757157,0.000989015598799,
forum_avg_count,0.0230643350753,-0.0421394017336,-0.0525409270218,0.361586158596,0.35010108063,0.0668119453498,0.0219604988557,0.221924141334,-0.0529528875944,0.000790541041409,-0.0462006707188,-0.0683512000567,-0.0394701431913,-0.0234981503827,-0.0065261092268,
forum_sum_count,0.0200267368438,-0.0417298638057,-0.0516612010168,0.364162135643,0.353283849527,0.0669954041981,0.0232409567272,0.223747906519,-0.0553542079578,-0.000452455576085,-0.0649395855681,-0.0642585171425,-0.0584639323251,0.01615189644,-0.00227781114677,
num_watched,0.162102056144,-0.16662114896,-0.0510586087273,0.125730035025,-0.0545769053369,0.0547193499238,-0.0166152091333,-0.159798950514,-0.110796354254,-0.13403619881,0.108177763509,-0.0348851026645,0.120660011371,0.0531273176021,-0.091898857778,
num_complete,0.151425858476,-0.194648646827,-0.104843938053,0.00694022856738,-0.0251561111971,0.108376962325,-0.0640796581874,-0.158391130927,-0.135557811973,-0.0102510376286,0.031533721112,-0.158505594799,0.101874617691,0.0345278210656,-0.19100255422,
num_incomplete,0.0861562371854,0.0033123225142,0.107479119374,0.327136872854,-0.0898430077525,-0.105800539987,0.105552727764,-0.0634571245095,0.0166287905843,-0.342029844242,0.221253636774,0.278067820891,0.0896611699973,0.0638071060371,0.198859416826,
complete_rate,0.132358293383,-0.205562044685,-0.104342249661,-0.0715580180335,-0.0851511297738,-0.0481312434289,-0.00872719917242,0.0488989741636,-0.245523445198,0.0610926962455,-0.133878180737,-0.258522575395,0.0339463059695,0.0137203015818,-0.236760775507,
incomplete_rate,0.0143945892077,0.0901364971529,0.194007295247,0.211768203587,-0.129224242442,-0.356025226522,0.062613931818,0.154128692263,0.0939562249589,-0.224436516367,0.143316492905,0.31560284629,0.0600134540843,-0.0957683644071,-0.0793140744269,
watched_time_hour,0.12940352644,-0.0428056741254,0.0854523019198,0.0291342925963,-0.0481499938986,-0.265190737691,-0.0218213238204,-0.101667813135,-0.120626341492,-0.138392714929,-0.0527348476373,-0.4707350574,-0.0911138216897,-0.0184925039541,0.464046067658,
watched_time_weekday,0.0760073633247,-0.0474456689894,0.0456125439205,0.132262013211,-0.334249620751,-0.0510396458334,-0.0509335502023,0.155059963802,-0.277922039069,-0.100692074814,-0.0234823691937,-0.237829567748,-0.373887371493,-0.284957439778,0.0033004909461,
seek_video_sum,0.181176045324,-0.0108078792368,0.0272186781292,0.0710136462054,-0.0812689904429,0.115933017972,0.0203948248239,-0.133539799928,0.0525158078925,-0.170554137605,0.0938838320155,-0.0286045594888,0.0143011546204,0.0301817312372,0.182636880961,
seek_video_avg,0.162733748652,0.060073659829,0.0922457742325,0.0500798261646,-0.133030502135,-0.126295568918,0.075731051633,0.0659795371065,0.0807282978663,-0.154849928431,-0.0231810205703,-0.0553357355797,0.033326670329,0.0306301952996,0.137272093468,
pause_video_sum,0.171327143373,-0.147802247304,-0.0285317363166,0.110250830859,-0.0198591500217,0.0556294621466,-0.0296140992376,-0.159779721427,-0.0749399950524,-0.110714597317,0.120406215348,-0.0705200405322,0.087150449403,0.0580237819699,-0.156915334352,
pause_video_avg,0.144597712215,-0.0926435691248,0.0781543192034,0.0566378294263,-0.110534072794,-0.296089429497,0.030858064033,0.132231420226,-0.122974344733,-0.0836465455061,0.00262065685508,-0.0796120123,0.04250084013,0.0174397865868,-0.403958962938,
stop_video_sum,0.0653170809359,-0.280589742543,-0.251261754878,-0.0119163097546,-0.0507044323221,-0.00493237841901,0.0413882981466,-0.0121009865661,-0.0741560416444,-0.0139378850997,-0.0226400727777,0.183202480641,0.113081330774,0.0887659403143,0.0050465750514,
stop_video_avg,0.03569712249,-0.264038252066,-0.231960859511,-0.0658990744023,-0.11145723931,-0.0666472426246,0.100330675184,0.197500342327,-0.104111663402,0.0639311313976,-0.149671093328,0.256635972589,-0.0515775026373,-0.0694904179183,0.229282072004,
video_forward_seek_sum,0.120570891966,0.085067025343,0.0667200281724,0.12172522585,-0.168226836501,0.25718316032,0.335733167766,-0.0346282878066,0.0357735313416,0.100999631266,-0.142617641678,-0.0141887817197,0.0286717035893,0.0127093299368,-0.0523117949548,
video_forward_seek_avg,0.104904782066,0.107354565547,0.0961539152855,0.10084120623,-0.165335343094,0.144153112195,0.413731269755,0.00840435785827,0.0476083236124,0.127709541614,-0.184899033679,-0.000261590573047,0.0395188905067,0.0685230001726,-0.0915203977948,
video_backward_seek_sum,0.16563628178,0.105881893582,-0.0579203905905,-0.115816570146,0.0207377747655,0.125283764532,-0.114180067267,0.0476471556461,0.0746889583372,-0.22336519807,-0.22559364028,0.037416219599,-0.0240348101515,-0.0229441278478,0.072135696106,
video_backward_seek_avg,0.145356636255,0.150581290312,-0.0459768479499,-0.141590000573,0.0104548902487,-0.0496891170489,-0.0868712271377,0.204828967751,0.067375886133,-0.222926874103,-0.295000866563,-0.0580117879222,0.0143268606085,0.146345427893,0.0039500249772,
video_pause_forward_seek_sum,0.177920720406,0.0539514110631,-0.0728886401672,-0.030502234954,0.130575008225,-0.000680012978451,-0.138591175907,-0.0597739499872,-0.0807733123608,0.118404785441,0.210956955867,0.0371587864279,-0.00494408290139,-0.178199304575,0.141384258861,
video_pause_forward_seek_avg,0.147788659682,0.118331453162,-0.0434293405167,-0.103711330044,0.117385597191,-0.230544537387,-0.0583653109107,0.0864598001466,-0.112318333043,0.254306893466,0.260643304658,0.0163475121245,0.0238721564206,0.00342580405368,0.0836035043341,
video_pause_backward_seek_sum,0.171795579984,0.0251830082346,-0.0795651807283,-0.0598671531702,0.124994733474,0.0858150138928,-0.157186039892,-0.0841024418527,0.0209389739242,-0.15514395457,0.0261988986812,0.156393585234,-0.0869585481582,-0.00633853233615,-0.0854678995449,
video_pause_backward_seek_avg,0.164685703339,0.0745795998179,-0.066556491761,-0.124228323799,0.111539174987,-0.07090805388,-0.120099107164,0.0384085819982,0.023066711714,-0.117967648538,0.00727125733651,0.112472255391,-0.094407686538,0.128443591055,-0.202386160418,
video_stop_backward_seek_sum,0.0817692496845,-0.183481307986,-0.155252800311,-0.034512615045,0.0206292494388,0.0183082287507,0.0888636202601,0.0760867538867,0.519294966879,-0.0369367075008,0.244345922278,-0.238446357364,-0.0207112410412,-0.0392480059949,-0.0537978522344,
video_stop_backward_seek_avg,0.0544326556598,-0.153409648566,-0.191137711056,-0.0644304166388,-0.045004656171,-0.0228293553793,0.149533851857,0.229367284439,0.502445404743,0.00906785387147,0.226706973326,-0.229764586136,-0.0950150124883,-0.00886524181896,0.0390420181309,
all_type_video_forward_seek_sum,0.185890973032,0.0851005003799,-0.00737418496091,0.0524786077058,-0.0156382990234,0.151903540062,0.109702286556,-0.0589695199241,-0.0307780514996,0.136006404343,0.05124767931,0.0155027446556,0.0138025810835,-0.10712239332,0.0599778529372,
all_type_video_forward_seek_avg,0.165399348055,0.146791929103,0.0294560725475,-0.00882304197729,-0.0214872824009,-0.0687992750529,0.214485269379,0.0642012992113,-0.0474242884422,0.252149060278,0.0643025861744,0.011001281167,0.0405937638023,0.0444629666995,0.000823279530828,
all_type_video_backward_seek_sum,0.175057712184,0.0798336590585,-0.0701906887635,-0.102761680486,0.0550252363827,0.117433010194,-0.129798378186,0.00908987474212,0.0715776958137,-0.210144685041,-0.147944400111,0.0712586863052,-0.0453044836935,-0.0193156955983,0.0233480680841,
all_type_video_backward_seek_avg,0.16002669599,0.131476310914,-0.0596956661958,-0.145438633724,0.0397924174377,-0.0591621853876,-0.097076736579,0.172146065501,0.071460473252,-0.202881185073,-0.21402116346,-0.016627550954,-0.0198654715758,0.148262286051,-0.0560935241886,
all_type_video_seek_sum,0.192879622216,0.0881882872781,-0.0306133105909,-0.000798913013338,0.00909767221266,0.148313675962,0.0291956702691,-0.0377248514567,0.00457443502916,0.0183252372606,-0.0180590952679,0.0366560758006,-0.00684560636772,-0.081537504885,0.050203115224,
all_type_video_seek_avg,0.178025794497,0.15415384904,-0.000438381356192,-0.0593913136304,-0.00104827091063,-0.0713535501463,0.11984766908,0.109203465346,-0.00827787323772,0.108544807692,-0.0314639226472,0.0019018749099,0.0221385409735,0.0862138215541,-0.019847756092,
video_pause_sum,0.185577708698,0.0296451440659,-0.0727735796613,-0.0222173489631,0.122537600746,0.0227084038892,-0.137483606582,-0.0774884568743,-0.0625677048995,0.0522762372729,0.174205821774,0.042556438154,-0.00844840223565,-0.133876825408,0.0568635483093,
video_pause_avg,0.16229172038,0.102771787331,-0.0387863410694,-0.099287836459,0.106596781364,-0.226398786484,-0.0680039016289,0.0872218788403,-0.0948180984229,0.184378613417,0.216165176714,0.0171705288081,0.0141298766638,0.0249752546364,-0.0275016150729,
video_stop_sum,0.0656361652257,-0.279789831556,-0.256954239354,-0.0138155131848,-0.0552284818978,-0.00675041358229,0.0491982527915,-0.000306295292469,-0.050476272721,-0.0105338341618,0.0010491308319,0.168267441723,0.11119709493,0.0763225477951,0.0150865288579,
video_stop_avg,0.0354109260085,-0.259169109257,-0.239585462273,-0.0691969083914,-0.114053508039,-0.0709035403455,0.110873260627,0.216281269902,-0.0747623278318,0.0694050212037,-0.120315650074,0.229250859978,-0.0501560247574,-0.0773932234558,0.227696718636,
video_play_sum,0.195302687323,0.0700867145498,-0.0330008004774,0.009224868768,0.00430366018097,0.144560457591,0.0263184726474,-0.0484733815538,-0.00438162459496,0.00660264892353,-0.00845070937156,0.0320098033198,0.00317436782778,-0.0728441905929,0.039866993823,
video_play_avg,0.180943922371,0.140229162724,0.00237360642395,-0.0516471613225,-0.0125727197057,-0.0891529671389,0.118225703636,0.115872028773,-0.018798151205,0.0977707673488,-0.031893390935,0.000921509214637,0.0264439383762,0.0796222534434,-0.0382103393545,
video_events_sum,0.196098009313,0.066706563544,-0.0438657639719,-0.00176511600158,0.0328260415938,0.120581108965,-0.00920735373677,-0.0518443415804,-0.0147556313957,0.0215786017246,0.0295335542948,0.0381392359767,-0.0023619133953,-0.090794470969,0.0485387870819,
video_events_avg,0.180364828067,0.137505687839,-0.0109853411857,-0.0679660689823,0.0185044538388,-0.117718080059,0.0790308473302,0.111793939352,-0.0339757563669,0.125642896772,0.0247911768914,0.00765383403749,0.0219891260243,0.0704342013341,-0.0270573055632,
mt_practice_sum,0.0442409350467,-0.16537680368,0.288943045321,-0.196426590476,0.0961776213404,0.161595690209,0.0608599188712,0.162378590534,-0.120179970369,-0.0716632234558,0.140572890731,-0.00886123699291,0.0938607291341,-0.02690816189,0.0611715137577,
mt_unit_sum,0.0497338282841,-0.176990373427,0.307495925967,-0.193618155398,0.085570135859,0.109065193639,0.064234274927,0.15208723199,-0.0280339194279,-0.0480596026099,0.0163434558659,0.0612252933282,-0.13020062962,-0.140572512313,-0.0161994380867,
mt_online_num_day,0.0185305941233,-0.134041910746,0.258577395305,-0.134438997376,0.0267189267928,0.185660300765,-0.00401377879079,0.247830084001,-0.154054817159,-0.0587488373269,0.15407862164,-0.116458056172,0.380640750501,0.455431973681,0.209529924883,
mt_online_practice_num_day,0.055881151817,-0.170840739886,0.290198686798,-0.208384987203,0.107475452664,0.118740966897,0.0654182408507,0.136723654165,-0.0305132075224,-0.0804155254533,0.0763561572654,0.0663014545264,-0.137295728259,-0.248814683134,-0.0146357123954,
hw_mean,0.06847060214,-0.189017860475,0.237583702415,-0.121633275663,0.150796147096,0.0167981758625,0.144425729915,-0.0346469268315,0.0422336088972,-0.0219725182409,0.014987026795,0.13600423133,-0.235002791462,-0.0868965890636,-0.213107228839,
qz_mean,0.0982539583723,-0.171572757626,0.126982168786,0.0591640257496,-0.00970941711291,-0.0552529198988,-0.0542842715998,-0.209572002343,0.05367680798,0.128471377264,0.043003070909,0.0922001814396,-0.578495919078,0.585736468335,0.0286127143715,
Regression P>|t|,0.0,0.0,0.0,0.844,0.672,0.537,0.94,0.0,0.237,0.201,0.607,0.112,0.0,0.0,0.436,0.0
