,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25,indicator
all_type_video_backward_seek_avg,0.146904394738,0.0201064734028,-0.139526380491,0.0619594573413,-0.0339805983295,-0.140233292611,0.338613827139,-0.151259045189,0.172086265103,0.0378526193841,-0.16983848196,0.0453243270877,0.0684035156218,0.0605546802094,-0.125233419699,0.0723197320462,0.0108549514435,0.0725861595205,-0.0831511707713,-0.0405130554117,-0.0154811998537,0.104104902983,-0.00776208991866,-0.0629168446738,0.116070470916,
all_type_video_seek_sum,0.146051132032,0.212880897579,0.0651960713267,-0.0521189137935,0.0388058722,-0.040266851631,-0.0314373235795,0.00477012429604,-0.054752445036,-0.0314131984248,-0.0273359535617,0.0221850691804,-0.00539007804962,-0.00715156403209,0.126800235797,0.0101954162762,-0.00384527058149,-0.0225526135349,0.0115264763269,-0.0372929147011,0.00575938048473,0.0494550659416,0.000655858114636,-0.00516103061168,0.0779982291722,
all_type_video_seek_avg,0.157270317866,0.0502056308471,-0.188659908991,0.0720867701158,0.0573000608726,-0.0909471257622,0.0575649537548,0.0234739528637,-0.133979396207,0.10012507573,-0.0406930640946,0.0110581722827,-0.0070900110142,0.0367766924503,-0.126560348278,-0.00865343506757,0.0454564042893,-0.0399925654801,0.0145872860431,-0.0240565938724,-0.00776721545203,0.034725174067,0.0486602579041,0.0424983304887,-0.0588066600747,
video_pause_sum,0.162763786707,0.0415060447296,-0.0154035853812,0.0273815547704,-0.0805334526512,-0.140469915471,-0.226311684546,-0.112684189465,0.0875783845799,-0.132279362568,0.0581572451477,-0.111256211306,0.054634837237,0.0692514309043,0.0233121168722,0.0959447546789,0.0552390782972,-0.0320286629312,0.168710667065,0.0856584274004,0.166952855423,0.0742150916688,-0.00869509206493,-0.051141502586,-0.0440470097065,
video_pause_avg,0.131249527977,-0.0737756041755,-0.242645333788,0.164927695133,-0.0796118756939,-0.180358198327,-0.128760922256,-0.0278789787064,-0.0920100271024,-0.0701318249858,0.10628519721,0.0924869314881,0.0345248544856,0.0079781107611,-0.0265899462205,-0.0616745953005,0.00130055325898,-0.0684042017488,-0.133339255292,-0.00424993440625,-0.0929889299314,-0.0920939774694,-0.0228797282033,0.0287920320221,0.000754153149781,
video_stop_sum,0.14315120182,-0.00285963298986,0.185531083553,0.101478980157,-0.224241428191,0.0463436895614,-0.0116695375432,0.106608030198,0.0223338569777,0.146270339109,-0.0676224222358,0.151189143835,0.0832636330212,0.0917102508914,-0.105018255547,-0.333829108026,0.00549696699611,0.0641628093519,0.0973424659115,0.124497466731,-0.0985665219337,-0.0677102953957,0.0903522571598,-0.0238931287075,0.0914587270896,
video_stop_avg,0.112260461788,-0.134789605075,0.163215693432,0.222178973374,-0.226606511035,0.0759541648322,0.0627584714752,0.179944639821,-0.0819467200744,0.18897490567,-0.0250515385032,0.123787443012,0.110752629485,-0.0658516762399,0.174070853705,0.327868227702,0.0234168557285,-0.025898390156,0.0047094947804,-0.0737403427059,0.172012215725,0.0388810598322,0.00854480470435,0.0021809891934,-0.0572724723389,
video_play_sum,0.149699597797,0.200953593655,0.067518945245,-0.0504952946073,0.0378728778367,-0.0295524066169,-0.0411919335461,0.0058775315465,-0.0348491729467,-0.0252422174244,-0.0228164388879,0.0226567173364,-0.000576090436746,-0.0100239044691,0.107993755362,0.00748836568725,-0.00224403457051,-0.0280989711521,0.00896139795361,-0.0280584720309,0.00184791602218,0.0481457177952,-0.00377485248936,0.00121910201677,0.0729702855204,
video_play_avg,0.160273148933,0.0330024618466,-0.181376180376,0.0772245430903,0.0565853610187,-0.0688137547363,0.0518614545553,0.0252067923447,-0.111621819162,0.0973051686133,-0.03380976197,0.00653604207716,-0.0119081011922,0.0244251626417,-0.104923190997,-0.014252568387,0.0420913559832,-0.0354741603761,0.00775476969868,-0.0278198902254,-0.00355225597092,0.0325061397138,0.025745894079,0.0386417300629,-0.0587966164753,
video_events_sum,0.153875839026,0.186614864763,0.0571496004839,-0.0400880841442,0.0201606306559,-0.0503595733865,-0.0647152774136,-0.0108631710111,-0.026033877152,-0.0427419409299,-0.0139284942844,0.00460305096395,0.00598540830125,0.00316775269851,0.104920928515,0.0191113528559,0.0054011435793,-0.0263621797222,0.0340699404895,-0.0151007439949,0.0267197916125,0.0528652658461,-0.00201021247183,-0.00922197935541,0.0601826932461,
video_events_avg,0.156856565478,0.0137226081966,-0.200831952377,0.0997950960806,0.0237549626556,-0.10415796566,0.0132121653598,0.014372752899,-0.118645160949,0.0628970535784,-0.00438897608539,0.0298476177989,0.0016840713997,0.0250849181421,-0.0951701609488,-0.0203706597915,0.0348902171709,-0.0459513335531,-0.0226810060353,-0.0221761742458,-0.0245789544589,0.00508337179056,0.023577138988,0.0386283293717,-0.0466053978846,
mt_practice_sum,0.0948804834371,-0.203296742247,0.0218123237476,-0.311780227903,0.0319489505532,-0.111543324979,0.0762632398152,-0.0145089977867,-0.0546902728397,0.239800540202,0.21702597283,-0.0651689490126,-0.108472627242,-0.129496260805,0.108011623832,0.0394504257343,-0.0883535323161,-0.406649594473,-0.378029868313,0.252429205934,0.00161876724665,0.0955301710719,0.294377569705,-0.21834772313,0.131812536474,
mt_unit_sum,0.11253143203,-0.193514629803,0.0321300008356,-0.299522194988,-0.0112930696507,-0.141629348329,0.0279749601858,0.00381669632477,-0.0479139127733,0.0744138242011,0.0362523044915,0.123993558282,0.0240172031686,0.186419364479,0.0167267802984,-0.0371986523624,-0.00549205798156,0.0345415418847,0.241481677761,-0.238236081967,-0.0506294364445,-0.351569007614,-0.126719070903,0.111557941893,0.0173787912358,
mt_online_num_day,0.102290746043,-0.196299272932,0.0238244980007,-0.304387529148,-0.0683276178863,-0.167168336707,0.0581521530669,0.120586872631,0.0405668375598,-0.0523982110188,0.124890218966,0.0220251761406,-0.0746010149559,-0.0223254675882,-0.0383531847181,-0.111559038539,0.0752015563347,0.413600148728,0.00436280807809,0.0966580482621,0.223574963039,0.455176974015,0.1280855848,0.184031549255,-0.1217652003,
mt_online_practice_num_day,0.107414999865,-0.199327320768,0.0272806222804,-0.32044550256,-0.0122904109258,-0.138572807879,0.0459389812207,0.0327572516449,0.0303652831245,0.0355259808799,0.101950655867,0.113755604412,0.0294932707578,0.106766618672,0.0391245979439,0.00217418570011,0.0167211715529,0.0902918384522,0.0739888827755,-0.0308939779184,-0.00196462004009,-0.199378161514,0.199578674982,0.173675328475,0.10970426018,
hw_mean,0.10793942754,-0.210782884457,0.0479993119006,-0.286610326409,-0.00999815182333,-0.141063694876,-0.00259327941261,0.011321235608,-0.0274518944226,0.118591843463,0.0908077909257,0.0977981976485,-0.00195124578567,0.0576661070646,0.0598943912588,0.0412220592642,0.101448138617,-0.175670367644,0.0542318990216,-0.266396553142,-0.138874305938,0.147298628502,-0.503487002361,-0.11814247137,-0.139097216509,
qz_mean,0.122451780695,-0.145777883976,0.0489267377198,-0.0363107979029,-0.0355221943868,0.144295146978,-0.167285971844,-0.0030510498024,0.00506988491321,-0.254745537379,-0.355968117,0.323765049392,-0.627197430587,0.231645203368,-0.221174835787,0.16655768654,-0.156547194469,-0.127620069974,-0.0917440801981,-0.0593098024517,0.14232059669,0.00329311372458,0.0671320174971,-0.0638978020027,0.000565053202578,
Regression P>|t|,0.0,0.0,0.117,0.0,0.127,0.001,0.001,0.95,0.563,0.0,0.0,0.0,0.0,0.02,0.044,0.015,0.175,0.233,0.65,0.788,0.897,0.632,0.019,0.03,0.149,0.072
