,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,indicator
num_incomplete,0.104387494523,-0.0609295574582,-0.00678311302908,-0.000544318424046,0.117769219363,0.365529058705,-0.409293870381,0.0495134663042,0.260106011541,-0.108628493553,0.14131636768,0.0280977699439,-0.180306757437,0.366403136233,-0.0517615955281,0.198181670748,0.0142617969409,-0.0755882842181,
complete_rate,0.147475367928,-0.122885607829,0.115785584451,0.0218949793851,-0.170783136243,-0.000236696242117,0.015296503491,-0.0185096282856,0.112467712677,0.213831657531,-0.260946170788,-0.0809583288506,-0.0592763669227,0.0050253993577,-0.0450002092854,-0.113466184235,0.237095587682,-0.026416006912,
incomplete_rate,0.0932756097371,-0.148486470658,-0.193839433756,0.177523312837,0.0385927886496,0.207208160494,-0.231478353179,0.132542336505,0.0835544334611,-0.300889341256,0.270976611963,0.127503671889,0.279479932539,-0.0962062046636,0.209922496931,0.0338420427527,-0.258349655209,0.11996257623,
watched_time_hour,0.142203037872,-0.126211789718,0.0104785699062,0.0907461746734,-0.114170937956,0.0385833408527,-0.103358526766,0.0623304084307,-0.00871163632839,0.110701374355,-0.356385166245,-0.111188920936,-0.0877574916868,-0.0707850094974,0.131133698523,-0.070125690295,-0.482515329992,0.508035765933,
watched_time_weekday,0.116571575475,-0.140957177037,-0.0504461474696,0.137875164041,-0.0889130384207,0.172951703433,0.0672523140224,0.0666159596162,0.189966241312,-0.121633987464,-0.332139964669,-0.248987369993,0.48753109594,-0.196283708222,0.209090982601,0.141832145586,0.348473237401,-0.191312233456,
seek_video_sum,0.161174598548,0.134530447586,0.0157447148082,-0.0485322893304,0.0630922601203,0.0667863761338,-0.0733624514792,0.0036912974917,0.134782482998,0.0172847823801,-0.0835736028072,-0.0662326500703,-0.077575692581,0.0376030392041,-0.112059018618,-0.138728804945,-0.167694777499,-0.154082250851,
seek_video_avg,0.153211695344,-0.0655365182714,-0.137766204725,0.10186651425,0.0670873121343,0.0882577354763,0.0817614728294,0.105046047946,0.208267848384,0.0649460633804,-0.24448557567,0.0230812678143,-0.160376108522,-0.0321151688466,-0.0382808184275,-0.217579704311,-0.126086358584,-0.202157336461,
pause_video_sum,0.167955015773,0.0288794722882,0.0844330882459,-0.0514162076417,-0.0301170518424,0.0829784379051,-0.170600227772,-0.177809419679,0.153611938625,-0.0433059475166,0.0584822864144,0.0252360552157,-0.0615151572467,-0.046530084492,-0.0341115838874,-0.0120443935442,0.00457377337511,-0.0829558777278,
pause_video_avg,0.151104406873,-0.163058735168,-0.0359330912906,0.102434338744,-0.0771580367698,0.0690534649837,-0.105067023436,-0.0345938445092,0.104187797641,-0.0691200868175,-0.0828019141516,0.0300175068663,0.0444656898632,-0.140532764953,0.0968380425873,-0.0325428042093,0.0907555418733,0.0475234082516,
stop_video_sum,0.151176437965,0.0252416547791,0.15636864619,-0.0480208460783,-0.190959802767,-0.127819043078,-0.0369898586599,-0.0138121194953,0.0893880704392,0.0601653727727,0.263956698976,-0.00585892048639,-0.0651730374709,-0.344245930336,-0.0316652594261,0.134717927484,0.0204479298274,-0.0279458829896,
stop_video_avg,0.0966266081345,-0.116037915938,0.213196397107,-0.0164610763378,-0.33395813182,-0.159958701624,-0.0389322068736,0.258338158097,0.0543708987924,0.16579152053,0.101725630321,-0.0314512087695,0.133631211119,0.325742701386,0.0478168535798,-0.045733801577,-0.0233232121808,0.0210807267099,
video_forward_seek_sum,0.128748740501,0.23765616805,0.0278768351839,-0.0435523908513,0.0812822852137,0.0691528537605,-0.00347051987456,0.163662638851,-0.0992528350049,0.0654135057273,0.0251365799367,0.0177888359561,0.125373919376,-0.0331086410146,0.0464438987174,0.0210814429694,-0.002004693406,0.0969008937789,
video_forward_seek_avg,0.131730559748,0.128046100386,-0.113709339007,0.0543366894443,0.0902442328296,0.204097630071,0.0579244755123,0.341418935827,-0.0903294728244,0.226030802924,0.037422838999,0.110947203436,-0.0601633030187,-0.108816543244,-0.15885189814,-0.163641889722,0.090384860273,-0.0998670131116,
video_backward_seek_sum,0.140519691071,0.19864988148,0.0479448670465,-0.0548820236624,0.0665597309943,-0.114867664436,0.086886336599,-0.0435105190679,0.0238676453008,-0.0891848833058,-0.0362557056194,0.158133697115,0.19391695803,0.0265072790623,0.164068672345,-0.0772490659396,-0.0475120784592,0.00399902712673,
video_backward_seek_avg,0.131384886254,0.00555178199666,-0.0924113056023,0.0851867037347,0.0507466653727,-0.177655888803,0.354861319188,-0.0311263149548,0.423259270576,-0.00262517478045,-0.0456993833719,0.267380128157,-0.153768252538,0.106214689435,0.0729283725018,0.271319135217,-0.00381421193045,0.105718943871,
video_pause_forward_seek_sum,0.158179682187,0.0668249404117,-0.0115908416582,0.0360732321877,-0.0121651181313,-0.10979898282,-0.103080045289,-0.306795723133,-0.118061243798,-0.00688693888681,-0.143727612052,-0.170824991172,-0.117963008687,0.171808665828,0.0814001984544,0.0499246657031,0.0347390657065,-0.0693925669086,
video_pause_forward_seek_avg,0.122238375788,-0.125622572055,-0.213285723123,0.150090759527,-0.057621188557,-0.179222950932,-0.0637007000965,-0.181927374273,-0.244138833409,0.0780734219173,0.0684636450128,-0.227426624523,-0.094626430507,0.0130459428859,0.12826867189,0.240496573537,-0.0658194218705,-0.031258519808,
video_pause_backward_seek_sum,0.161891314959,0.0995894388903,0.00385172281897,-0.0298696716162,0.0486354048964,-0.129162146661,-0.0423197292483,-0.190280228322,0.0481522117088,-0.12827158151,-0.0471985584657,-0.0213253439682,0.0815937829828,0.17255343905,-0.0996162603143,-0.226600673794,0.004375622601,-0.00287724963313,
video_pause_backward_seek_avg,0.118810521983,-0.0970624896192,-0.235503280399,0.149927866695,0.00112059282039,-0.177166415807,-0.0367477210877,-0.039944992543,-0.0480727444358,-0.174959804475,0.255623003624,-0.0656828042314,0.279512503864,0.106545567025,-0.342276978221,-0.378200982841,0.0757147862456,0.0490156264159,
video_stop_backward_seek_sum,0.149701981656,0.129817180448,0.0943519023381,-0.0505765011188,-0.0256982932425,-0.1569920826,-0.0267743633129,0.165119454403,-0.0893082537437,-0.243426216416,0.00946181253551,0.0229590860662,-0.0803706094618,-0.203368936551,0.0501049790993,0.114906095701,0.0132744747937,0.000211840587082,
video_stop_backward_seek_avg,0.110855234618,-0.0363033269358,0.064096662397,0.000403277072725,-0.147411255873,-0.175741187686,-0.0213530335767,0.377146215647,-0.208911143081,-0.595320763049,-0.219546985936,0.0300475009016,-0.327995657302,0.0142777226661,-0.0165417103267,0.0208415266989,-0.0503863043288,-0.245094492038,
all_type_video_forward_seek_sum,0.144555402114,0.212868368735,0.0203124763985,-0.0274287513343,0.0644108698055,0.0309633617298,-0.0275806093952,0.062030679568,-0.110508294362,0.0525317308734,-0.0136274913148,-0.0262082986066,0.0755748538793,0.0137545825428,0.0579795311493,0.0294276922993,0.00666567047385,0.0636317243871,
all_type_video_forward_seek_avg,0.15673887774,0.0229080416353,-0.19236720171,0.117433242175,0.0325164812768,0.0476409993432,0.00672351827801,0.142119877272,-0.192376308927,0.199214143956,0.0623933666444,-0.0429459946538,-0.0921310596365,-0.0690934767704,-0.0430228488503,0.0130631200224,0.0282732380671,-0.0863046534773,
all_type_video_backward_seek_sum,0.148347638563,0.180623219695,0.0407779754903,-0.0507329633645,0.0621593284112,-0.121386228302,0.059009596161,-0.0706382973131,0.0269343604425,-0.102909594408,-0.038323568868,0.120762424566,0.168311887086,0.0526215191646,0.109571343071,-0.106044376425,-0.03625214028,0.00255309563245,
all_type_video_backward_seek_avg,0.143625220031,-0.030128897958,-0.149872778198,0.116478704229,0.0353384337528,-0.200537845542,0.256719953472,-0.0281130353042,0.300201614213,-0.0770252622131,0.0479124226324,0.181478977093,-0.0287356074433,0.117863999276,-0.0629080425198,0.0765345842357,0.0219483258489,0.0912424002027,
all_type_video_seek_sum,0.147712965606,0.20706207092,0.0262655284382,-0.0342702639023,0.0647284469346,-0.0106941109583,-0.00404961325198,0.0262662547345,-0.0741318277636,0.0103344367858,-0.0206523225293,0.0140318470022,0.102310101153,0.0246980818451,0.0730855180078,-0.00758725659751,-0.00509950903816,0.0476781745018,
all_type_video_seek_avg,0.162445248284,0.00648027413197,-0.190456245192,0.124703945762,0.0355718258704,-0.0330810614541,0.0915744358124,0.0938266194861,-0.0384864427275,0.118817332326,0.0615378352791,0.030058676713,-0.0766813735182,-0.0104310873658,-0.0525192534451,0.0353401394537,0.0279656044037,-0.0319327209386,
video_pause_sum,0.166506616326,0.0672251612105,0.0086970764931,0.0100271191552,-0.00233569371492,-0.0767328491973,-0.107703287401,-0.270749032379,-0.0356806143845,-0.0448813955136,-0.0995232958079,-0.0996984980549,-0.0711230454324,0.136700656641,0.0228189211436,-0.0102812582237,0.0277778342603,-0.0738439851768,
video_pause_avg,0.133664944397,-0.134865632302,-0.207592806719,0.157628610084,-0.0481450146321,-0.147825535531,-0.0662731259527,-0.13784508055,-0.165219478179,0.0016614914122,0.0790231271773,-0.159781056624,0.00152155681046,0.00285296189452,0.0335306371635,0.0862573184989,-0.0192048245026,-0.0132363486834,
video_stop_sum,0.150828290571,0.0305433937864,0.167992984516,-0.0411340956223,-0.180748761857,-0.127555589874,-0.0403362793414,-0.0142599222516,0.081513059187,0.0493737855225,0.272330804052,0.00750725632026,-0.0492100678435,-0.352209598358,-0.0270176254719,0.131774286107,0.0191726962696,-0.0350377369953,
video_stop_avg,0.0974871906194,-0.113872591423,0.222711333297,-0.00917018260953,-0.327017379862,-0.159427053385,-0.0404340707879,0.255961561884,0.0500781135122,0.16038585335,0.11186340705,-0.0248983046553,0.13723443334,0.315670918338,0.0460912115399,-0.0466231332603,-0.0202294465297,0.0167803900715,
video_play_sum,0.151002249847,0.198711735488,0.0306660622272,-0.0355301742166,0.0586783034694,-0.00168010900386,-0.0150830709114,0.0166044394915,-0.0591052536867,0.0097382158973,-0.0145971819478,0.0120577439764,0.0916013106768,0.0198294108725,0.0630428274333,-0.00640447101188,-0.00410254944811,0.0396930475878,
video_play_avg,0.165287002933,-0.00994629137691,-0.176172513637,0.124934666092,0.0219160708934,-0.0210998927805,0.075140651679,0.09135060366,-0.0233617506845,0.111901832873,0.0498184084186,0.027571916308,-0.0624611970478,-0.0136602717064,-0.0422611183497,0.0257491669641,0.0316584263758,-0.0259761785315,
video_events_sum,0.154291128987,0.18919934949,0.0275965796538,-0.0302201437806,0.0535177457945,-0.0154619995016,-0.021869943424,-0.0136042346053,-0.0630097563817,0.00388030013791,-0.0258228935951,-0.000310178280958,0.0775142717674,0.0339188918029,0.0631722229366,-0.00659994409377,-0.000631312540993,0.029782902444,
video_events_avg,0.162681464211,-0.0319148419883,-0.1906031368,0.134988160236,0.00917847294314,-0.0552938888237,0.0526085736416,0.0481315028841,-0.0598218460144,0.0954920204301,0.0631544397359,-0.0113244852969,-0.0543493787671,-0.00578078728485,-0.0305357928887,0.0426546000959,0.0198736783249,-0.026039457448,
mt_practice_sum,0.0855618625805,-0.187694366834,-0.0200927029627,-0.277508829885,0.255165937882,-0.0632886888959,0.0493103235466,0.125409180079,0.0484068710971,-0.00386696112031,-0.0676584775288,-0.191943546391,-0.0748797567734,-0.0954891769449,0.0619298472021,-0.172597989144,0.0843128254196,0.0112776015719,
mt_unit_sum,0.109424015173,-0.190433812469,0.0154065693302,-0.251536486977,0.222929680792,-0.0615083512233,0.0553521577977,-0.0018555263825,-0.0141013629374,0.114543863404,0.0576743886543,-0.0277494992646,0.106241897029,-0.0114332934429,0.0576543190402,0.139919924278,-0.25715198286,-0.172729469043,
mt_online_num_day,0.0881460344776,-0.185911439732,-0.0110252053635,-0.251261382893,0.223648351129,-0.144280987823,-0.0854996537582,0.116611743379,0.0632768437577,-0.138663448675,0.0761043763844,-0.19268315482,-0.125283278614,-0.0144661582593,-0.102965802416,-0.0947996788648,0.385274747998,0.436405338526,
mt_online_practice_num_day,0.104473427814,-0.19359393418,0.0160460850106,-0.264687153275,0.248726352138,-0.0810439206295,0.00617710103467,0.0486842799356,0.0534140618303,0.0156034884084,0.0632513211546,-0.0893479427994,0.0362150788993,0.00510767375979,0.0462289711443,0.122166783577,-0.0844774884276,-0.0287388908633,
hw_mean,0.100790116111,-0.205133083704,0.0258818826251,-0.258969476526,0.207978715077,-0.0831173997833,0.0449984893319,0.0561260237234,-0.024397421559,0.132041161168,0.00284105772084,-0.0580954945421,0.142862802868,0.00942488083559,0.0231634516808,0.0570322751635,-0.198137637128,-0.188364179989,
qz_mean,0.123939958517,-0.15461889999,0.0739905853943,-0.0731853431032,-0.0299266292675,0.0313705063084,-0.059625512538,-0.095406342157,-0.183298591035,-0.0343969557109,-0.300055292931,0.306455996136,0.231953513137,-0.0869259853452,-0.628486324357,0.309315177444,-0.056827005801,0.193770136096,
Regression P>|t|,0.0,0.0,0.041,0.0,0.707,0.266,0.272,0.07,0.002,0.851,0.001,0.002,0.0,0.7,0.0,0.0,0.052,0.703,0.145
