,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,indicator
num_complete,0.160697139193,0.114879237193,-0.118970156098,-0.0552135838961,-0.0105722972847,-0.0185302406083,-0.0555674331958,-0.182500358901,0.111754034834,0.133473416966,-0.0531002046858,-0.134247083858,0.0405784916231,0.152516406308,0.0105425820853,-0.157597092962,-0.0289803544517,
num_incomplete,0.101726828269,0.000613414417612,0.135699733201,0.212494759353,0.178547587397,-0.219955863617,0.0912505510423,-0.0263966529115,0.349331766685,-0.202765888476,0.274016006646,0.233052561542,0.206845205747,-0.00468233511024,-0.121870548748,-0.0172980515757,0.102462800137,
complete_rate,0.153326010413,0.0866551396082,-0.11477444919,0.00766736566871,-0.158025493678,-0.0817065671312,-0.0267022792594,-0.105232250715,0.0782657892037,0.232311191497,-0.139648137086,-0.224844360246,-0.0597962879496,0.00205206046505,-0.24291035496,-0.0484925371736,-0.0358405818234,
incomplete_rate,0.067500273046,-0.0991351095936,0.206162245043,0.244107993001,-0.0159623215489,-0.301130654486,0.11674509223,0.24694458182,0.114438985985,-0.18509901499,0.230694758966,0.172226118102,0.15526246299,0.0238201657269,0.269140422484,0.0512396577693,-0.0758236578389,
watched_time_hour,0.13447016663,-0.0314165182313,-0.0279606607504,0.0521637070086,-0.16735742139,-0.201275991776,-0.0514347773257,0.0214233281264,0.0499448743359,0.15781960235,-0.182110750995,-0.267662741182,0.291743447712,-0.18969955937,0.424617732472,0.419794532782,0.348812389229,
watched_time_weekday,0.0973467783326,-0.0433466560045,0.025987434062,0.071050643416,-0.171346862342,-0.373435046807,-0.0784178628159,0.0989728521888,0.00161600074942,0.319029889546,0.239122996492,-0.183866174823,-0.240724091291,-0.257459417061,-0.123995427426,0.124170051968,-0.486989962653,
seek_video_sum,0.170183212038,-0.0133333188258,0.0125784699352,-0.0814288541408,0.154402739789,-0.0476872341471,-0.0553394076786,-0.0226543250285,0.0987215505996,0.0702772652374,-0.0151582841729,-0.0787067490747,0.0747566318159,0.0908783348997,-0.0423615122342,-0.0856093055246,0.164946593688,
seek_video_avg,0.155388856019,-0.0980877031395,0.0960748988674,0.0129266854461,-0.023834962086,-0.134741377604,0.00408415777098,0.197399835244,0.0515927191642,0.0797407060876,-0.130017812062,-0.123715945971,0.0324338816667,0.11924739759,-0.124226501628,-0.0390279677777,0.227672483557,
pause_video_sum,0.169549043849,0.095999427987,-0.0428970837596,0.0263633084622,0.0244063102464,-0.0505335495883,-0.025515725021,-0.146367169491,0.207696349079,0.0136438707419,0.0309254628925,-0.0556905821643,0.0918996213578,0.112220474828,-0.0438194416009,-0.153229709538,-0.027759529171,
pause_video_avg,0.161491462818,0.00632634490912,0.00933768310215,0.113594239667,-0.156149977972,-0.162560737732,0.014531855184,0.0287333073051,0.135028179515,0.0373246580558,-0.0138351410909,-0.193461317211,0.0239285835773,0.0523997640195,-0.05745508137,-0.107335652688,-0.13891272758,
stop_video_sum,0.120731576776,0.181165365208,-0.283458210464,-0.0548671056601,0.000608618532169,-0.0557522931616,0.122227419708,-0.0554923877329,0.0198970543549,0.0131560400305,0.00673843832812,0.155051514,0.0492628771511,0.205881349577,0.221377593971,-0.0252956904609,-0.15853596959,
stop_video_avg,0.0964719403123,0.17345690399,-0.296196029655,0.0166154423039,-0.114994100171,-0.0953195372073,0.200111805592,0.0883626170989,-0.102107856613,0.164861585533,-0.0333194373885,0.351004700665,-0.0347286258873,-0.0987392132813,-0.0792610376924,0.125931453876,0.14514824604,
video_forward_seek_sum,0.109234480078,-0.109000507925,0.0389443873445,-0.0811232256339,0.404519001232,-0.137978725007,0.126692120686,-0.0640666003512,-0.138595720941,0.0836201102394,-0.0446983134337,-0.0113512660468,-0.0645037892964,-0.0165574430292,0.0438150753194,0.0774906922841,-0.0461543946665,
video_forward_seek_avg,0.100464867717,-0.153413289676,0.135365403533,0.0126108512893,0.27501863355,-0.17464672792,0.263162998092,0.0187094427701,-0.198784317015,0.0664411128962,-0.240536026346,-0.0344177628068,-0.123679440099,0.225335440026,-0.103808598017,0.0582488304317,0.0124200770474,
video_backward_seek_sum,0.151053466277,-0.0566537385288,-0.0539822254713,-0.147579214841,0.118543489762,0.0845535714321,-0.202917984123,0.205588498714,0.10191895988,0.044031839754,-0.117973162581,0.106118741525,-0.0644598324229,-0.0119164847434,0.10508545212,-0.0367850687983,-0.173997017666,
video_backward_seek_avg,0.128509969359,-0.120384792826,-0.0248343064571,-0.0695690572044,-0.0350839292596,0.0386527116512,-0.218147602712,0.405382100621,0.162700470707,0.0572968828898,-0.207571511687,0.167109942796,-0.0221196039172,-0.121277968609,0.125203902578,-0.274544839716,0.0163736857093,
video_pause_forward_seek_sum,0.149772949599,-0.0914884206667,-0.0543373328882,0.0392485214714,-0.137985192069,0.212091787511,-0.0443825191738,-0.217478651791,0.0172311426593,-0.0743976318154,0.0218985627373,0.0335823063708,0.110685191277,-0.295511028123,0.0017483551517,-0.0168428146145,0.0334159776249,
video_pause_forward_seek_avg,0.115883003845,-0.187422179959,-0.0163009907427,0.108376934841,-0.283323490239,0.166768268259,0.0986341199142,-0.0958610094759,-0.152667943821,-0.029283220145,0.113014282174,0.0255271594916,0.11955983812,-0.0263071325465,0.119159156532,-0.162060339018,-0.0689244427286,
video_pause_backward_seek_sum,0.160490907455,-0.00831830832461,-0.0441427154957,-0.0747174533817,0.0229064731767,0.196481867072,-0.108886937074,-0.0151397802707,0.149027390124,-0.0886021905824,0.186584030191,-0.0137555023212,-0.107876621181,0.149488084748,-0.0695898896366,0.345559540554,0.0665590932117,
video_pause_backward_seek_avg,0.141908851782,-0.109392045313,-0.00779248683187,0.00803308445632,-0.153532316489,0.180800388319,-0.0169452470033,0.0844934590828,0.045877927083,-0.0240215976193,0.240701191675,-0.0249094672198,-0.202005959605,0.397900932273,-0.228878770335,0.423131147723,0.118683441785,
video_stop_backward_seek_sum,0.120370534907,0.124321813651,-0.211620253033,-0.130386000714,0.122232474567,0.0162381573428,0.112771676995,0.180465052249,-0.106292283982,-0.300973381594,0.105241319315,-0.288612040639,0.0492899210329,-0.000656211942547,0.0639144272484,-0.0206797753143,-0.175619054751,
video_stop_backward_seek_avg,0.0931239344348,0.0952872589725,-0.217730187208,-0.0937978478381,0.0229090252332,-0.0120469180794,0.169502979954,0.33945062019,-0.157644324301,-0.408042261748,0.108987007514,-0.379669505635,0.0493922495371,-0.21431204843,-0.209139160029,-0.136211659466,0.16297879278,
all_type_video_forward_seek_sum,0.158535380714,-0.125742265404,-0.0037987292998,-0.0334850647726,0.199293249485,0.024419456418,0.061763848786,-0.165564275448,-0.0851036657359,0.0155122886126,-0.0182972290534,0.0110422139754,0.0178738155061,-0.176774393622,0.0309331694331,0.0435464965686,-0.0128441504758,
all_type_video_forward_seek_avg,0.137380842914,-0.217166744297,0.0634729417349,0.0834291460699,-0.0475282073493,0.0209049884417,0.215323182771,-0.0572544308888,-0.217780870808,0.016142653132,-0.0535031522253,-0.00105616064183,0.0158338698284,0.106244169581,0.0265565461127,-0.082050213719,-0.0417377731225,
all_type_video_backward_seek_sum,0.161726370208,-0.0370496979792,-0.0592999954303,-0.13062422266,0.0929602954237,0.124878977519,-0.171326034829,0.141494583425,0.116281263285,-0.0106972400812,-0.0134540691851,0.0574709183574,-0.0787997722008,0.0425441883924,0.0503433621145,0.0913644838071,-0.102337694374,
all_type_video_backward_seek_avg,0.147258648936,-0.123275927456,-0.0284263069912,-0.051152879225,-0.0792046069684,0.0918474175735,-0.159255635883,0.33741824278,0.129473647452,0.0191345231462,-0.0623375670451,0.0999069569011,-0.0860069984475,0.0451059840761,0.0029712602122,-0.0550459397272,0.0596524658189,
all_type_video_seek_sum,0.167758373161,-0.103196178884,-0.0221626015709,-0.0670102195551,0.174767033216,0.0585638338768,-0.0113500572854,-0.0735920105333,-0.0235721717612,0.00773304493341,-0.0176557672174,0.0268099275426,-0.0128494612961,-0.114101524083,0.0388827096242,0.0614457963139,-0.0428017597735,
all_type_video_seek_avg,0.152699004614,-0.205261375764,0.0387324270344,0.0463617932472,-0.0621487860054,0.0461401425663,0.110672450156,0.0679002699145,-0.122358670176,0.0185465938792,-0.0611139292461,0.0321533008217,-0.0163678477938,0.0954047215683,0.0211083321956,-0.0803457914647,-0.0119586749107,
video_pause_sum,0.164401717038,-0.0543642785486,-0.0503188957284,0.0205709663781,-0.0915919266992,0.185835492653,-0.0591949898659,-0.184149986149,0.0740414296879,-0.069993872799,0.0538339568742,0.00814599705804,0.0665018561648,-0.172949307926,-0.0271588823688,0.0271163809724,0.0188995449608,
video_pause_avg,0.133208856595,-0.167632817637,-0.00879265235633,0.101355337207,-0.267186180489,0.148524937288,0.0753377412173,-0.0644128066862,-0.0989818025751,-0.0263250696768,0.129420619893,-0.0128238645321,0.0598689215435,0.0544142790783,0.0396541130829,-0.072016859585,-0.0692856007174,
video_stop_sum,0.1200018461,0.183128274183,-0.28980015422,-0.0539360606637,0.00637858109154,-0.0539864445549,0.130074152977,-0.0373588831779,0.00854477332933,-0.0128427306209,0.00546665905647,0.111542848092,0.0584201720116,0.197000648702,0.196927128004,-0.0293842533876,-0.159690318549,
video_stop_avg,0.0949907572458,0.174803850398,-0.30517414438,0.016404856487,-0.109903403306,-0.0909510814458,0.211532514921,0.109303817907,-0.115524345438,0.129929234503,-0.0290671537553,0.294638868102,-0.0208041816148,-0.112888543392,-0.132127272765,0.112952386354,0.158121373983,
video_play_sum,0.171269591612,-0.0856740241499,-0.0257323710702,-0.0593055862076,0.166212750001,0.0453134869295,-0.0118754992808,-0.0836200028265,-0.00104093019273,0.0113087378147,-0.01142712923,0.0217059766926,-0.00186650897351,-0.093004171005,0.0325327437127,0.0429903524048,-0.038346616581,
video_play_avg,0.157178533141,-0.190405217541,0.0365679790469,0.0541981095436,-0.0704002598292,0.0249430018382,0.106906419573,0.0664001995952,-0.104319403601,0.0262873921038,-0.0576507158164,0.021275355713,-0.0134090687361,0.0906372974931,0.0131492606415,-0.077096324239,-0.0168819831994,
video_events_sum,0.173395517027,-0.0857634491157,-0.0330832456382,-0.0467546945631,0.117217127547,0.0814725330187,-0.0209651582959,-0.1038309494,0.00664402664838,-0.0076245141421,0.000157247922052,0.0222932748576,0.00928374341622,-0.118695582007,0.0246388142895,0.0473378181786,-0.0300209481881,
video_events_avg,0.153569270861,-0.19233382532,0.0237250911352,0.0643985743835,-0.119331453656,0.0635416054067,0.104575671326,0.0364444263774,-0.11291273634,0.0119631677757,-0.0133126977289,0.0200393948177,0.0034554748817,0.084022320686,0.0217580472935,-0.0774795649905,-0.0270362194707,
mt_practice_sum,0.0904018120664,0.207579387265,0.287830376139,-0.104835135018,-0.0261872156291,0.108995235254,0.0586295673329,0.0637790019437,-0.0680547045565,0.277739100005,0.015994303263,-0.0577687220647,0.16664245166,0.00930906242225,-0.122231497058,-0.186380447173,0.240635058691,
mt_unit_sum,0.109257890757,0.225169070668,0.244747417345,-0.111946965362,-0.00529787892807,0.126086355085,0.100801702355,0.0562479706134,-0.0491644042009,0.0809304989999,0.0930740689339,0.0818804083519,-0.0323800841142,-0.0948037937982,0.0752359466364,-0.0314744651333,-0.101394221226,
mt_online_num_day,0.0937081648733,0.195113716078,0.217393940947,-0.186672508918,0.0243469054318,0.112608432172,0.0637126732588,0.120353047172,-0.109880653415,0.137889637382,0.166781360762,-0.17100410709,0.243390040213,0.0841605225666,0.191196813487,0.2039140181,-0.107299684127,
mt_online_practice_num_day,0.105888642326,0.224116423401,0.2554379074,-0.121665834256,-0.0255226086221,0.133048361174,0.08969411331,0.0809044934364,-0.0175339519461,0.0887669509381,0.129656581849,0.0497369827195,-0.032822267444,-0.0664914941353,-0.00174667376573,-0.00441231562735,-0.0469745229519,
hw_mean,0.110380442816,0.230272768713,0.22638273734,-0.0862443754044,-0.0377350124143,0.107921085253,0.129678086551,0.0366370887183,-0.015594736174,0.0614900790535,0.0930513844804,0.133807134278,-0.0310886057551,-0.00993327681919,0.00263929724849,-0.120251760663,0.0166573707823,
qz_mean,0.125477111409,0.138830109995,0.0504814493176,0.0307732431747,-0.0677497201707,-0.134712086823,-0.0471361244518,-0.165515444554,-0.0241843152232,-0.124897818481,0.153830253239,-0.126450925981,-0.628228412831,0.0477236602398,0.439935076913,-0.210924648299,0.301567913686,
Regression P>|t|,0.0,0.0,0.0,0.999,0.0,0.0,0.621,0.001,0.232,0.179,0.001,0.788,0.0,0.026,0.0,0.024,0.001,0.003
