,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,indicator
forum_avg_count,0.024284719093,0.157289840273,0.0893396203753,0.332782395705,0.335111364756,0.222801954915,-0.0997767632756,0.0650519854494,-0.0948630721459,-0.0128526755111,-0.0251193231185,0.00798419275196,-0.0439340180033,0.00219779753924,0.0539299819347,-0.00207385289574,0.0202763258342,-0.00156106491482,0.0284129029539,0.0481898063082,-0.011315233315,-0.01321810759,-0.0301111182957,0.0289948332818,
forum_sum_count,0.0246721908254,0.164917894581,0.0901628894679,0.328350411829,0.328450260403,0.221910935488,-0.0892525244997,0.0739589409178,-0.121596476865,-0.0246241293803,-0.0180379259832,-0.0116110651708,-0.038513399966,-0.000552293943719,0.0205432026742,0.0202469256304,0.0728210289792,-0.0231716627178,0.0422043062383,0.0433862771463,-0.0147668399723,-0.0549660749515,-0.022494774024,-0.0287576231553,
num_watched,0.167819071246,0.0767969881193,0.0823678798549,-0.0383805463512,0.0618565813604,-0.0901025007573,-0.0391582966323,-0.15390819445,0.116780924807,-0.180751955509,-0.0149719899628,0.0484051182997,0.111324272401,-0.0750394996453,0.118133324249,0.0426483101595,-0.0758859779379,-0.0366191681457,-0.0282171274716,0.0167457936329,0.0274123690406,-0.166861269295,0.0323937533783,0.13731235277,
num_complete,0.161557578022,0.090719523344,0.13896159203,-0.0744823522111,-0.0344206279594,-0.0490441128903,-0.0893354078297,-0.158682190244,-0.00153971839697,-0.158357339974,0.00442659068579,0.100964544619,-0.00114068616865,-0.00839889955101,0.212810660297,0.0205241257073,-0.0592417698501,0.00950916650264,0.114578862786,0.0300432668995,-0.0273218780596,-0.18307819281,0.0988486661952,0.234646987529,
num_incomplete,0.109191862578,0.00533307509206,-0.105047391644,0.0748211415653,0.290089160903,-0.158851654912,0.111815149764,-0.0721799434446,0.378985522874,-0.159217864757,-0.0598325490294,-0.113049989441,0.360407568051,-0.218562180744,-0.186579818652,0.0823414246753,-0.0861004203201,-0.142837990632,-0.395221050649,-0.0261203396721,0.160641970453,-0.0488989011384,-0.158824280555,-0.183068646596,
complete_rate,0.154101186674,0.122422222284,0.0722447492847,0.0569491907463,-0.108114014531,-0.122584935095,-0.0279695987694,-0.0646458737128,-0.114434777527,-0.216546452636,0.0812287795643,0.248134119518,-0.0807042550296,-0.122060025875,0.0529520251972,-0.109501336891,-0.0159200376219,-0.0288373074545,0.218152981417,0.061027003512,0.236818315628,0.191250169219,0.0254133253212,-0.0794725943961,
incomplete_rate,0.0620591718171,-0.0626179353516,-0.252549361581,0.149516236732,0.195237583127,-0.240119739508,0.194456896959,0.207593686194,0.24186920782,0.0673033401125,-0.185748215975,-0.262831218788,0.199186091934,0.405379862348,0.0205918147826,-0.0372702194105,0.0843624827179,-0.046242916798,0.283682705173,-0.0969180922884,-0.057816140832,-0.0679763819969,0.15343658536,0.218187719145,
watched_time_hour,0.144690825946,0.0100580178721,-0.0510391785843,0.108086137624,-0.0432807533819,-0.177462024215,-0.0405787600851,-0.00887497155959,0.0500351678549,-0.166778698575,-0.120091863997,0.26349113804,-0.382846875321,0.450197363694,-0.0692933060468,0.222597658528,0.329270246489,0.176703263562,-0.451235200869,-0.00315498780185,0.190420498632,0.00424616264376,0.0354600295482,0.0167192835979,
watched_time_weekday,0.102718254661,-0.00767605728177,-0.0580248606846,0.0384574056209,0.0801237496027,-0.378218058377,-0.0879279858284,0.15567590589,-0.20304129691,-0.347625062366,-0.0902761809307,-0.173098397821,-0.302818635176,-0.0537997472663,-0.182581849324,-0.485676227983,-0.280867973906,0.13365883794,-0.082325939298,-0.107472094977,-0.209023344217,-0.146724393913,-0.087041383057,-0.0806008286374,
seek_video_sum,0.168350538337,-0.0456623673985,0.0462948575399,-0.130405117158,0.105370430201,-0.000849483177206,-0.0162322743183,-0.018207010987,0.0930385000193,-0.140024012877,-0.0221591521435,0.0840491044166,-0.0128092395635,-0.0762245530994,-0.0227178782126,0.25526335338,0.159200480319,0.0213494386443,0.0955542481839,-0.0469702896963,-0.351725996406,-0.0532568346072,-0.170912568168,0.0096847624462,
seek_video_avg,0.15739164711,-0.078765369336,-0.123884271405,0.0181540742379,0.0628891352634,-0.0992164115312,0.0637798143145,0.176514392522,0.035126270009,-0.116379569474,0.0270924513404,0.193603355424,-0.0586847131722,-0.115040480129,-0.0556226655917,0.322120920812,0.0928463475307,0.104594734107,0.207482235501,0.00469541859711,-0.498737340249,0.243388043234,-0.140954985102,-0.013873604923,
pause_video_sum,0.170826820357,0.0782292396444,0.0659328740847,-0.0270576624371,0.0380744946999,-0.059860793942,-0.0525266764746,-0.144626051685,0.134477320057,-0.150672564885,-0.0155436096587,0.0557528353874,0.0893301648105,-0.0809663666809,0.119174835479,0.0136788610392,-0.0902519057338,-0.0393841326261,0.0278460358465,-0.0318314916558,0.065541663788,-0.114769562217,0.0766278958169,0.0965426942928,
pause_video_avg,0.160505689387,0.0560227160597,-0.0845120677486,0.128976306872,-0.0231145007998,-0.180850157362,0.0607631035132,0.0435853321674,0.0706609487412,-0.107814286518,-0.0391642610717,0.0991001906795,-0.00408740590838,0.0741963546997,0.155854478319,-0.129228710024,-0.036215261473,-0.0579002780428,0.3625620011,0.00190558266481,0.225862008515,0.192371960552,0.190234394664,0.0322741972077,
stop_video_sum,0.120340499311,0.167109720481,0.275795453699,-0.010448554938,-0.0941594088781,-0.0790965701688,0.097291443019,-0.0561118934473,-0.0304386921536,0.00267455836769,0.0320756139253,-0.101153738377,0.147377763786,0.168730439784,0.243028612654,0.0331456593965,-0.165413135408,0.0797846589672,-0.154454846053,0.0744094227726,-0.199640018527,0.00519353299726,-0.0104460028157,0.0224599212186,
stop_video_avg,0.0854145960818,0.210252065179,0.240275196109,0.105454490112,-0.133270862773,-0.117390532816,0.185178270974,0.0915355047281,-0.237598677313,-0.0408066185214,0.119886017202,-0.15246317735,0.172740443984,0.00860928831562,-0.26248165758,0.064828631469,0.235667655628,-0.0792586367768,0.0242882663633,-0.105812110799,0.0591265675641,0.0441208557708,-0.0351259132216,-0.00541125356523,
video_forward_seek_sum,0.116756270976,-0.12912946609,0.0878054897316,-0.227396352766,0.275999425001,0.0194567805006,0.186459107686,-0.0597390481943,-0.139720043921,0.0961876774761,0.0283855476865,-0.00799428153831,-0.0504621341804,0.141681693571,0.0511023878556,-0.0627092391038,0.0316835668763,-0.00429485548571,-0.0139691169009,0.0778402752223,0.151358883128,-0.0155173263782,0.00471283849378,0.00114730278614,
video_forward_seek_avg,0.105284496917,-0.143870003269,-0.0778053950589,-0.107749970506,0.271391797385,-0.0634819353124,0.324357333228,-0.027400526913,-0.226669877477,0.0950114064276,0.165629820532,0.109474666191,-0.0059195213347,-0.229416478032,0.137006994456,-0.0669292699787,0.0489503814907,0.173939224245,-0.103447173266,-0.184679784035,-0.00522160983642,0.0509679959113,0.0842727877267,0.0339580919117,
video_backward_seek_sum,0.147223705919,-0.115996398309,0.113905902346,-0.131710951166,0.00338187558539,0.151133549519,-0.112583912304,0.206825003011,0.0659874440278,-0.041000701644,0.193866292871,-0.0760931362844,-0.0220510469285,0.208061981308,-0.0255106742398,-0.0889133536239,0.0421290735316,-0.131636795817,0.11877797884,-0.125387142331,0.00784504375666,-0.107870785246,-0.167120772559,-0.0368542076294,
video_backward_seek_avg,0.131099573919,-0.147468214818,-0.0154604801708,0.0380162121363,-0.0902145941428,0.0920843907128,-0.10176952294,0.425177747329,0.013704621457,-0.132232359591,0.262947632866,0.0362040047104,0.00865024998228,0.0101914336721,0.0642269108726,0.1940815607,-0.262618001182,-0.208854736296,-0.15016738073,0.00521163350334,0.0844890398294,0.00251883006365,0.164849326907,-0.0339629086817,
video_pause_forward_seek_sum,0.152191378719,-0.0725572116875,0.0133629894543,0.128494257685,-0.149846357581,0.102998700163,-0.17566942825,-0.222293184314,0.0157709531895,0.0240980359485,-0.136792539915,0.00859436342481,0.0203731562489,-0.0318340412201,-0.256207492781,0.0446886585077,-0.0888390264033,-0.0387616784014,-0.0117822136505,-0.247518594515,-0.105155098381,0.105255498841,0.189920767525,-0.0449666217067,
video_pause_forward_seek_avg,0.123605700334,-0.115143862921,-0.104010930834,0.24512853486,-0.237555562261,0.0467797555676,-0.0253378427002,-0.132830310285,-0.129252056393,0.104523440465,-0.209725598831,-0.0445809104182,0.0388614953824,0.110849359213,-0.0247775913778,0.0852673510971,-0.116138280539,-0.128325360441,0.0332881250328,0.0730376888705,-0.0477964715416,-0.122312423494,-0.182420464774,-0.0287243340236,
video_pause_backward_seek_sum,0.163433832123,-0.0403950138864,0.0624796398804,-0.0177034140841,-0.0790427086336,0.148592887838,-0.138527787042,-0.0101885023208,0.202851561023,-0.0516225663696,-0.00546853752318,-0.145350898149,0.0586222015911,-0.165875265297,-0.0162930763849,-0.204001635148,0.243798047036,0.236868969876,-0.0278548584272,-0.0484831280132,-0.0385666033359,0.108535742526,0.00948247630152,0.0917676611553,
video_pause_backward_seek_avg,0.149137992544,-0.0923137634772,-0.0592154851958,0.126209596454,-0.172097075648,0.0926017913186,-0.00133526313432,0.0745499481626,0.0926109626883,-0.00925351454791,-0.0426737213349,-0.194551887489,0.0746684516165,-0.203047336459,0.217009273849,-0.240201219127,0.397068942827,0.351784783745,-0.0880208930673,0.238000033967,0.0669501976612,-0.0144661851853,-0.0784594571826,0.0390525091282,
video_stop_backward_seek_sum,0.124671320832,0.0948828330322,0.232932836622,-0.0878370505442,-0.0202283926732,0.0808548893723,0.167481060855,0.163658983853,0.210066134561,0.22947805481,-0.281606850985,0.0730626882882,-0.171084388167,0.0690016940749,0.0644844230543,-0.0793910039854,-0.109134935958,0.065911646415,0.0493926008081,0.0849824477503,-0.0589635452441,-0.112271114505,-0.116749314146,-0.488097462452,
video_stop_backward_seek_avg,0.0950556370134,0.10170921215,0.207109283897,0.00298785988173,-0.102527260401,0.0157303768358,0.259784323522,0.318395537768,0.223592243854,0.277395494218,-0.312898701519,0.207601387085,-0.216384457521,-0.314681389227,-0.178841070851,-0.0219663532506,-0.107042348263,-0.0375960479975,-0.0267966823118,-0.0766288801024,0.0858093123931,-0.0565664191107,0.101090184,0.356619320687,
all_type_video_forward_seek_sum,0.159714083075,-0.129334342493,0.0701739120008,-0.10116476515,0.125806642098,0.0649669772644,0.0482215779666,-0.153061877201,-0.0933692414741,0.0815457317083,-0.0470219377524,-0.00154251138856,-0.026471456264,0.0868545717846,-0.0895638395498,-0.023327067815,-0.0209457490303,-0.0222572789645,-0.015934144621,-0.0659129256079,0.0576414614412,0.0407599101559,0.0972303741159,-0.0213822115736,
all_type_video_forward_seek_avg,0.146719552354,-0.164530124371,-0.116898126807,0.0984208347011,0.00618362900793,-0.00732421176277,0.180350004978,-0.105514961301,-0.224331847087,0.127706901196,-0.03953361726,0.0367711537463,0.022393104967,-0.065402771428,0.0667644507781,0.0163225642051,-0.047907691097,0.0199680126221,-0.0406583403449,-0.0634821983335,-0.0351464166737,-0.0508102085968,-0.0707570256351,0.00144259725772,
all_type_video_backward_seek_sum,0.157705057946,-0.0937421975858,0.106631111492,-0.102955322545,-0.0211354488891,0.155144122104,-0.118182652566,0.151192135386,0.112301755416,-0.039295258759,0.132358749571,-0.0959671486031,-0.00303158598734,0.104293744123,-0.0217236131334,-0.12611687816,0.0991985701127,-0.0247713383275,0.0793158848289,-0.103165876837,-0.00700455742969,-0.0493408776258,-0.121426644652,-0.0117855545222,
all_type_video_backward_seek_avg,0.146132540629,-0.13551649009,-0.0252558011461,0.068093309359,-0.123461789878,0.0975813992723,-0.0692555691174,0.344472202691,0.044756275294,-0.0937949827073,0.172809706373,-0.0300785761237,0.0249166563459,-0.0643170545268,0.111882187542,0.066341654932,-0.070171077128,-0.0432653716575,-0.13919001474,0.0774734224091,0.0855136849053,-0.0040705773939,0.0989925916418,-0.00419371065527,
all_type_video_seek_sum,0.16527460249,-0.122702947716,0.084857528943,-0.105690983937,0.0825360052045,0.0970578980145,-0.00445006957688,-0.059283755199,-0.0295834703269,0.0451078810484,0.00995026413163,-0.0325561285914,-0.0198183508357,0.0959533741043,-0.0708125058386,-0.0579311595667,0.0176234253609,-0.0239480940368,0.0146695232247,-0.0806914812858,0.0386942034724,0.0128109166712,0.0293379743769,-0.0190689111445,
all_type_video_seek_avg,0.157125157962,-0.166433283679,-0.0937881533927,0.0950918105066,-0.0380192504809,0.0282758005182,0.10742495054,0.0418321708401,-0.147876864215,0.0606546949872,0.0307392735694,0.0164066116166,0.0248812311681,-0.0697574476188,0.0871300708263,0.034729282399,-0.0590389229788,-0.000365919383164,-0.0775322872279,-0.0195267457912,0.00386791505276,-0.0383866142869,-0.0174108723594,-0.000394251052931,
video_pause_sum,0.16479017789,-0.0493598589791,0.0274132734325,0.0868940893004,-0.116167587506,0.096033350799,-0.162447076331,-0.183613308816,0.0678194337238,-0.0141750871229,-0.0993441109869,-0.0115139825283,0.0356825942066,-0.0720577156915,-0.169553742643,-0.0149765999341,-0.0466237959513,0.0120011489853,-0.00306085016306,-0.197733220201,-0.0503658797333,0.0805936535207,0.157912047296,0.00129787456931,
video_pause_avg,0.139076800218,-0.10129736511,-0.104851580304,0.227037800439,-0.215001865639,0.0341645948159,-0.0158648667062,-0.0895400311742,-0.0758773835846,0.0724826679758,-0.176780754445,-0.0530651984442,0.042525186435,0.0577459295116,0.0445844912341,-0.00376061029446,-0.0456822332633,-0.0432507371739,0.0541579565884,0.0958136810597,0.0169213624042,-0.0850005138134,-0.132962333138,-0.0100737692668,
video_stop_sum,0.119785520108,0.167355987921,0.280105653338,-0.00858316136544,-0.092315142304,-0.0775341377699,0.105554395108,-0.046221519972,-0.0187992860997,0.016219199399,0.0133768502261,-0.078274404548,0.128600700809,0.1615234961,0.242872673945,0.0286534222173,-0.170099642418,0.0808205486586,-0.154331068049,0.078802337788,-0.198563261544,-0.0124907927251,-0.00602015345449,-0.0050167851195,
video_stop_avg,0.0847682655118,0.209089484138,0.245569238029,0.108088641083,-0.134926980226,-0.115351567682,0.196414504833,0.104782725325,-0.230156339354,-0.0293520332279,0.0998789840297,-0.120462181205,0.154345698822,-0.01835555638,-0.265266893079,0.0577747410638,0.206641321203,-0.0711464295047,0.0201949900805,-0.091742836627,0.0557136157068,0.0430507420928,-0.0411150971614,0.00615406657163,
video_play_sum,0.168323270642,-0.108437927302,0.0861046079603,-0.101971816342,0.0822688531419,0.0834421926808,-0.00726909340296,-0.0679966155876,-0.0180789446012,0.0274056697519,0.0081052154906,-0.0267004598584,-0.00932491091248,0.0835804533132,-0.0568045252525,-0.0508042490797,0.0103521234012,-0.025716041075,0.0114408090543,-0.0740847020327,0.0387335049777,-0.00181497868465,0.0301120705745,-0.00698432707243,
video_play_avg,0.16079026136,-0.151430333492,-0.0936430467742,0.0993337803927,-0.0353187502989,0.00924679915161,0.107231070482,0.0433843315688,-0.137437089332,0.0457024984463,0.0270534978161,0.02127394561,0.0260697781787,-0.0580120789691,0.0863702912193,0.0239886539742,-0.0534520143697,-0.00436254492498,-0.0477328923376,-0.0182492615207,0.0171434125572,-0.0265512238044,-0.00871663464975,0.00272536736062,
video_events_sum,0.171471396688,-0.104003752467,0.0783377818121,-0.0690458288296,0.0448405725372,0.0928450238262,-0.0359294936956,-0.0891860540476,-0.00644674297343,0.0271500568111,-0.0119060034161,-0.0273185836954,-0.003976283489,0.0613238160774,-0.0840876687953,-0.0476813424558,0.00108191384333,-0.0176478506523,0.00901787027991,-0.102196934412,0.0207294999097,0.0200506213904,0.0555396699309,-0.0104130197774,
video_events_avg,0.158569130329,-0.146709581356,-0.0962825587414,0.131367246291,-0.0811993329164,0.0216126200736,0.0820894252213,0.0129893076,-0.131849729516,0.0585424066128,-0.0186722671951,0.00109295567167,0.0314997717612,-0.0363305714847,0.0762643558548,0.0225077179383,-0.053082165879,-0.0128488134333,-0.03565657628,0.00724834698,0.0129179652712,-0.0452088524942,-0.0422238225478,-0.00139914817545,
mt_practice_sum,0.0844176610057,0.220047541289,-0.237873173816,-0.171946238256,-0.0221247376676,0.172436697408,0.0310891084705,0.0377934780979,-0.159610158733,-0.175805019901,-0.114936961902,0.14629986883,0.0203091870596,-0.0917300369509,-0.0384454489896,0.04831811478,0.161134575831,-0.142379514969,0.129639287297,-0.0462966247488,0.115516001737,-0.561252910457,-0.161372984576,-0.0329488778803,
mt_unit_sum,0.101326780682,0.221090991845,-0.214799584889,-0.176261330806,-0.0163222215414,0.17637516643,0.0458277532775,0.0388011144645,-0.0773422063417,-0.0316560399657,-0.0235562285119,-0.175869092599,-0.0215821599852,0.0884456415248,-0.0800831367845,0.11142715023,-0.212868496366,0.174783525855,-0.0489909419646,0.0156692951588,0.0289051372267,0.223029081916,0.0627206711314,0.0781810228621,
mt_online_num_day,0.0805810902067,0.201883405088,-0.189111502316,-0.217815450314,-0.0122618169557,0.152403638097,-0.0131707849159,0.125899602386,-0.165278665558,-0.0881966731684,-0.342238118351,0.142759176305,0.189379194464,0.0512906707256,0.18547049557,-0.272685845836,0.200761190955,-0.421253730571,-0.249957897731,0.00431240501814,-0.218836602869,0.322708977022,0.11279220794,-0.0514119100245,
mt_online_practice_num_day,0.0996155496064,0.220688656152,-0.222200657569,-0.170604965483,-0.0375326702959,0.188960103986,0.0422875821946,0.0363634567159,-0.0274124123199,-0.085508412452,-0.059790718469,-0.153998516583,-0.0187331274627,-0.0150024324532,-0.111193361938,0.019519413657,-0.140282884378,0.151651792196,0.00987541339552,0.06251256562,0.0584492818516,0.0380119035765,0.0480391178365,0.0814339143938,
hw_mean,0.10469177038,0.234950403414,-0.19342192396,-0.120303402614,-0.0500299872671,0.152364455656,0.120692909027,-0.00138347408957,-0.015558792611,-0.0578937689113,-0.00702814570032,-0.179803824652,-0.0198137174775,0.0514012659515,-0.0134261154316,0.231966111395,-0.144932142974,0.331999726593,0.0977892615842,-0.0745361829409,0.166726007795,0.0463914983149,-0.0523297483754,-0.112933138217,
qz_mean,0.1235359451,0.163351340142,-0.0574953501669,-0.00264264372149,0.021520106629,-0.136520333495,-0.0691160550384,-0.130185037157,0.0726853599563,0.152368510989,0.0466956278227,-0.471138497816,-0.493812361906,-0.206344084054,0.320498942453,0.182930303249,0.123797573452,-0.368237548387,-0.0232169625628,-0.208447393782,0.0428243784463,0.112006310701,-0.112990844213,0.00493246194485,
Regression P>|t|,0.0,0.0,0.0,0.001,0.779,0.0,0.746,0.0,0.089,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601,0.009,0.073,0.028,0.92,0.008,0.0
