,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,comp 25,comp 26,comp 27,indicator
all_type_video_forward_seek_avg,0.147168035783,-0.164874856673,-0.107221097088,0.0936955102716,-0.0266963617888,-0.0225183899925,0.191820906753,-0.104211030888,-0.24047966883,0.101281786608,0.04441246848,-0.00346453875675,0.00146085464724,-0.0661611617231,-0.0760114073174,-0.0225403339832,-0.0132250458574,-0.0744235945365,-0.0372806615173,-0.00892347992382,-0.0418706052208,0.0496284905227,-0.0298877631275,0.0297778766756,-0.0744285226134,-0.061898174163,-0.00591798761836,
all_type_video_backward_seek_sum,0.163709030184,-0.0797513829041,0.105551005326,-0.0632799882947,-0.00186709606445,0.167282601526,-0.0863491533838,0.141263867038,0.167071897217,-0.0852980411765,0.0637664268205,-0.0259723366198,-0.111911216463,0.0760447250342,0.0415635860119,0.1182556199,0.0382340399506,0.069695742242,0.0215303911954,-0.0767006004174,-0.0752064193049,0.0582840524824,-0.0880438947188,0.0697984312924,-0.189251350559,-0.0899273924956,0.0507677809978,
all_type_video_backward_seek_avg,0.148161842567,-0.13540472193,-0.0034578531463,0.0584129222257,-0.109425870023,0.0636254509381,0.0141848792965,0.297916666298,0.156950311422,-0.185206064061,0.150545564095,-0.0158833170886,-0.0395901647701,-0.0649170991179,-0.0875188582276,0.00428322627364,-0.0466937783477,-0.045635005685,-0.133091316576,0.0445971504382,0.117188114185,-0.0843569510255,0.0847570460229,-0.0448052199338,0.158712295837,0.0317307570741,-0.000409605256726,
all_type_video_seek_sum,0.172514174495,-0.106585055765,0.0844133656077,-0.061756517459,0.0806384299752,0.128224040603,-0.0117089358601,-0.0549499467736,-0.0259146610023,0.051125218151,-0.00310299410419,0.000986159808543,-0.0447641415447,0.0912704470226,0.07098676486,0.0393274748543,0.0527344869194,0.0666100611409,-0.0444084977653,-0.0606556411693,-0.0490660574504,-0.0297578004066,0.0072633052041,0.00755517433284,-0.010300127838,0.0325724182249,0.0438696493756,
all_type_video_seek_avg,0.159643543767,-0.168217824198,-0.0799811820952,0.0891507639622,-0.0576608997333,0.00557686664623,0.145869160924,0.0270150719289,-0.122118526776,0.0100209706068,0.0849743880274,-0.00806796988519,-0.0126917329222,-0.0711817896344,-0.0862774811611,-0.0150719053817,-0.0259518044515,-0.0705483000132,-0.073665758111,0.00894956755594,0.00998130524183,0.0071337122121,0.00750956870618,0.00630051123538,0.000497423903655,-0.0344462168282,-0.00449055859651,
video_pause_sum,0.168943305117,-0.0403024864626,0.0434736361112,0.0829248830099,-0.150374817573,0.0548641117437,-0.187096852699,-0.0454141250633,-0.030096051791,0.0901088232278,-0.160726127076,0.0113236216061,0.000613981216215,-0.0716098332673,0.122858596629,-0.016711467983,0.108774001404,0.00273198764938,-0.0610404982437,-0.00800129717713,-0.190933054764,-0.0208159389754,-0.0459030125888,-0.136328723993,0.200812006157,0.0597427991505,-0.0768263106762,
video_pause_avg,0.143993907116,-0.0974226596812,-0.0747394012216,0.18364148795,-0.261199842018,-0.0339912449836,-0.00466289023022,0.000511914138158,-0.11833089594,0.103115469113,-0.15510112185,0.0306141592687,-0.0272602345682,0.0620931006154,-0.0850126337916,-0.0508943826461,-0.0122626797542,0.0390648421934,0.0145013854983,0.0168194756737,0.108901494318,0.0711345594583,0.0304173438876,0.145848272973,-0.185043063274,-0.0383080981533,0.037526299386,
video_stop_sum,0.109443451732,0.199511079628,0.271018216374,-0.0220283306851,-0.0749856581104,-0.0502565913043,0.129984639134,-0.0999764311228,-0.000424082121226,-0.0788690839039,-0.0133441929335,-0.0296054131123,-0.147554580087,0.0895375179304,-0.280335019546,-0.140861449012,-0.0241284251266,-0.170658085054,-0.0650682797313,0.0547140562777,-0.0298306365748,0.0673640937472,0.0406436560894,-0.257224643953,-0.0555590373,-0.0204802623846,0.0611376770411,
video_stop_avg,0.0647313471842,0.245797183101,0.227061025717,0.0556546302276,-0.114864850145,-0.0880410476367,0.288492542825,0.0794745461713,-0.134421978019,-0.103146168171,0.0115595055255,-0.13302085662,-0.181288032818,-0.0318163580172,0.323438696519,0.0339727483858,-0.00711217634474,0.0400086490823,0.0291984824474,-0.0798055551954,0.00464754240087,0.0242909599772,-0.0689669358151,0.0937446863572,0.0402488653622,-0.010177680932,-0.0690390653512,
video_play_sum,0.175166824672,-0.0925619160347,0.086070131278,-0.0607196398551,0.0823844718851,0.113717734436,-0.0205988735276,-0.0622375145517,-0.0209517284447,0.0389325524233,-0.0126531043335,-0.00466300347011,-0.03610411499,0.0756062017092,0.0589963278061,0.0348179135899,0.0496608155161,0.0630715353418,-0.0476572154478,-0.0565239947565,-0.0413031493627,-0.0244638730669,0.024129461287,0.0112296141096,-0.0108880530665,0.0233378895412,0.0344166465773,
video_play_avg,0.163020210604,-0.15550036818,-0.0810266224996,0.0906380791071,-0.0539186704688,-0.0110870488354,0.145236934232,0.0259805223136,-0.114294706233,-0.00177250930928,0.07640398395,-0.0122941914029,-0.00393663247919,-0.0634637569094,-0.0872279865254,-0.0140494896629,-0.0239820579966,-0.0442370718085,-0.0628013938899,0.00393618306542,0.0111867080329,-0.0036498399362,-0.00463775672539,0.00800117513206,-0.00273677184559,-0.0186841356998,-0.0154841005306,
video_events_sum,0.178007319451,-0.0884104508671,0.0810088330117,-0.0338862409362,0.0363066606934,0.110081884261,-0.0500925953063,-0.0582379728595,-0.0252910488848,0.05445844179,-0.0390623584119,0.000467878670773,-0.0341723817007,0.0547628224035,0.0759674738976,0.0260388514191,0.0638274357821,0.0526042558053,-0.0507238751285,-0.0493862973316,-0.0757593442297,-0.02593473307,0.00421278997318,-0.0216018200368,0.0312673884358,0.0347678290057,0.0171063199517,
video_events_avg,0.161947801487,-0.148620521632,-0.0793063071695,0.114794511996,-0.106610108478,-0.0110863359634,0.116261062211,0.0217044861734,-0.122321905264,0.0266095023135,0.0271474738376,-0.00197404142852,-0.0144412128439,-0.0387125096513,-0.0858535616035,-0.0232104967388,-0.0226510131932,-0.0355309024166,-0.050118044499,0.00833948807976,0.0340999961206,0.0182637717769,0.00761981769527,0.0408587631798,-0.0442303523967,-0.0299581808291,0.000286018273303,
mt_practice_sum,0.0777868571191,0.181019919013,-0.276575120333,-0.160342172678,-0.0321391306352,0.212838895494,0.0293966322313,0.0550464992815,-0.121041422529,-0.120625494438,-0.0792652137195,-0.0632404543001,0.239588770578,-0.0573228674223,0.0682669927956,0.0245132622104,-0.182674517957,0.191997164392,-0.226802545227,-0.269537579938,0.217435012253,0.511388845881,-0.150646369976,-0.213602995777,0.0383129609443,-0.138858172362,-0.0769709484515,
mt_unit_sum,0.0971909823597,0.192628742648,-0.265888876483,-0.141353895829,-0.0372028299133,0.195156398688,0.0494788531861,-0.00319728156344,-0.00523908971121,-0.0603325386224,-0.0342186083861,0.188213704487,-0.108397731773,0.0582272191332,0.0662853925942,-0.278985258389,0.11729132794,-0.0577743052919,0.0489030706521,0.0249797440522,-0.0212412960173,-0.262816351228,0.131283683965,-0.00627628487289,-0.18682534672,0.170576772736,0.118776903389,
mt_online_num_day,0.0505003946537,0.173318825883,-0.209817501866,-0.211646206638,-0.0185963646305,0.185600691202,0.0915398265012,0.163216678905,-0.240540715868,-0.0719584240065,-0.318681871531,-0.285459197268,0.0456311871,0.148700873575,-0.134833168008,0.508635982531,0.0254318916518,-0.0814678300074,0.00268002531956,0.447790687018,-0.0973893754308,-0.148166765611,0.0799514875269,0.0416912963005,0.0614649169809,0.0135195264268,-0.027091417452,
mt_online_practice_num_day,0.0945755776835,0.186537346013,-0.278762207904,-0.145913713981,-0.0456719078764,0.206350487804,0.0428743777135,0.017933190317,0.00839946468961,-0.0860133883675,-0.0677121033619,0.151597188157,-0.0523131640288,-0.0287281421657,0.0581676203001,-0.177132275078,0.0634673189523,-0.023483403407,0.0313995772785,-0.110055426626,0.0802290463793,-0.104177250012,-0.0445695039212,-0.337032652451,-0.192761705173,0.175002857228,0.118637651142,
hw_mean,0.107565194303,0.206809404769,-0.226569515078,-0.0968010877231,-0.0542677793567,0.155757187306,0.089867620525,-0.0767775911961,0.0594665838756,-0.110688906445,-0.0151974253197,0.18319060425,-0.0874144943212,-0.00419330713374,-0.0301232099883,-0.266156546161,-0.0128847882794,-0.115699026922,0.0481178465993,-0.102644366141,-0.136488982626,-0.113901205957,-0.0325056204077,0.505669234171,0.368438288928,-0.347868604844,-0.0569775952791,
qz_mean,0.122498192135,0.169177520169,-0.0703579949218,-0.0147369481218,0.055906142003,-0.181273230639,-0.0833927951492,-0.0474622680154,0.0543439076544,0.147905410821,0.0333760110806,0.474096171193,-0.272642493582,-0.11044073808,0.0143133530415,0.282094463185,-0.539710222523,0.137492722829,-0.302749438971,0.149141321821,-0.172056917178,-0.076193322936,-0.0956362508631,-0.0276464445327,-0.0769321924637,-0.0092140783268,-0.0219252476346,
Regression P>|t|,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.038,0.043,0.0,0.0,0.001,0.72,0.0,0.0,0.147,0.0,0.041,0.001,0.08,0.047,0.0,0.002,0.067,0.067,0.001
