,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,indicator
active_num_days,0.147653738588,0.107644044321,0.111760279087,0.0531247335123,0.018038756651,-0.00724190048349,-0.143771118432,-0.0801335214628,0.100576918646,0.213549064356,-0.0512016662462,-0.297304109945,0.204818363511,0.139226145521,0.0439330670419,0.109305529765,
active_avg_count,0.115926833285,0.0219569285483,0.0376726761362,0.0132063176693,-0.225156285372,-0.18345567364,0.38151600801,-0.126332512864,0.146856956351,-0.216365757149,0.00117455023136,0.187388639967,-0.0185913674998,0.0440218018693,-0.150908513102,-0.00757076018178,
active_sum_count,0.175286086581,0.100020127636,0.0835458080098,0.0157837360349,0.0079331247326,-0.0286290456777,0.0988165267813,-0.136468100302,0.11846688309,0.0605938160385,-0.0829206480851,0.0268945083597,0.0674163356926,0.0875264118506,0.0402096788409,0.0365075740075,
problem_num_days,0.152878774871,0.134136563247,0.110233042093,0.0618567877337,-0.00513843250173,-0.00213220722755,-0.0877671470163,-0.0848627265982,0.131738828706,0.216514351271,-0.174255288702,-0.133481378533,0.162448485804,0.201259565562,-0.019306683921,0.139163439571,
problem_avg_count,0.0704329691427,0.100126637533,0.121949862648,-0.00619390616148,-0.220940728566,-0.225493031479,0.38988484888,-0.176852645306,0.281786777078,-0.200016117585,-0.0404483371155,0.0611121539582,0.107950900978,-0.0856024986987,-0.0358101799365,0.0444597427466,
problem_sum_count,0.130588876164,0.184124555856,0.139274232109,0.0111076993531,-0.0682875106399,-0.126435598732,0.145094118645,-0.161848935027,0.238585830533,0.0171251147202,-0.17103206201,0.00267997123954,0.0700860048037,0.0550712981234,0.0335645973165,0.121211430719,
video_num_days,0.16971985234,0.0936851352588,0.0323350958955,0.0601962983614,0.00565131521121,0.0467963427998,-0.104611645591,-0.0738919594973,0.0478225979505,0.247834229259,-0.128681204227,-0.0203482370739,0.0209634073474,0.028883079022,-0.190827423064,-0.0396790277316,
video_avg_count,0.151352785776,-0.132641280208,-0.0232772831184,-0.00802259543094,-0.0588629632471,0.0134617517216,0.176896839918,0.0518808679549,-0.128907257733,-0.224339902038,0.240864924207,-0.00652615854633,-0.100160345953,0.0393394887355,-0.0278672685074,0.109540837654,
video_sum_count,0.183312081575,-0.0632419049947,0.014584752374,-0.00719053204961,0.0671007012043,0.149631219437,0.0612095498873,-0.0510819402617,-0.0367823623051,-0.0280000000841,-0.00325276551541,0.0414494661244,0.00154660021711,0.0264639468039,0.0843162031258,-0.0443601736824,
forum_num_days,0.0342478562546,0.144962420188,0.0106176550562,0.441117278104,0.250551214703,-0.0750835829161,0.0727479550789,0.125964377631,-0.0258257358752,-0.120566970543,-0.0184274849138,-0.00952241379399,-0.0276572493544,0.0471425384985,0.0479039774594,0.010136101583,
forum_avg_count,0.0284952448031,0.15060508101,0.00448509923486,0.440569338168,0.236453726975,-0.0847547114802,0.0632930110633,0.1564075286,-0.039584872682,-0.140129246119,-0.0349127057034,-0.0619091394537,-0.0193163481291,-0.0214600066791,0.0153064404147,0.0259183251399,
forum_sum_count,0.0322362716866,0.1576880365,0.00821430077526,0.432384921229,0.242322166242,-0.0831039977534,0.0577481574402,0.151227333676,-0.0351750584896,-0.148876297314,-0.0240755434597,-0.0365953515599,-0.0209923145356,-0.012908155339,0.00906769180573,0.00240453563005,
num_watched,0.169505027842,0.127847395413,-0.0308896724457,0.0567997260093,-0.0476419095962,0.0721579968995,0.0124801793224,-0.10314804244,-0.188827135399,0.0915806794538,0.0128872190267,0.105384844281,-0.110806345639,-0.0739393359277,-0.11524408861,-0.0983188381132,
num_complete,0.16195603879,0.143783761335,-0.0993389351286,-0.050346720246,0.0196352637227,0.0171019728173,0.0247664234959,-0.11443745068,-0.187717896021,0.0150882766818,-0.114222766854,-0.00775011233711,-0.176089895039,-0.0638398715387,-0.167558336579,-0.0906945337092,
num_incomplete,0.101397769933,0.0264740550004,0.14294204369,0.275829123223,-0.179124622351,0.163013376003,-0.0222224279341,-0.0249846433317,-0.0960795914526,0.222188602098,0.300233169846,0.313734694829,0.0960454446823,-0.0599657029366,0.0638654573987,-0.0663174386143,
complete_rate,0.152954718182,0.0725369337901,-0.158619691285,-0.0397760037838,-0.0781734999502,-0.0868879508437,-0.0579575559869,-0.0590266382316,-0.229968190203,-0.0884191385176,-0.187036410174,-0.164561791158,-0.144564457953,0.14192520734,-0.253022153281,0.0443804538297,
incomplete_rate,0.0502757082972,-0.0739992380344,0.169272676774,0.250299718394,-0.308773587732,-0.0906636658774,-0.118007766047,0.183603146416,0.12617611937,0.284782399472,0.254510457771,0.233566316274,0.117939924345,-0.10819613487,0.0562330120255,-0.0891943307153,
watched_time_hour,0.117239470782,-0.0173507307641,-0.0516562051491,0.0547022593601,-0.237634093428,-0.158104935185,-0.0839099905251,0.0344022227016,-0.169170171804,0.139751920369,-0.417557915368,-0.0124641469562,-0.153114403271,-0.328064074636,0.508142112484,0.300405695198,
watched_time_weekday,0.0689649317757,-0.0517717805701,-0.0175875428387,0.0653259281837,-0.384780899508,-0.178718490782,0.00803680395029,0.0874823883341,-0.347872065057,-0.126599860774,0.14541573893,-0.0861563180144,-0.0851970680151,0.558957094293,0.190207429055,-0.0294518089697,
seek_video_sum,0.175847854818,0.014986843837,0.0630913189999,-0.0144862424103,-0.0482363312025,0.154836038582,0.090364761666,0.0293156638398,-0.105245609623,0.0676134345986,-0.01015193694,0.0416107066098,-0.102416773217,-0.102542189197,-0.0675346368701,-0.0758885171903,
seek_video_avg,0.15308015766,-0.088532868895,0.0744925752535,0.0356945598639,-0.198741278159,-0.0150362298201,0.00211567146287,0.201853898748,-0.0097314068074,0.0964423051152,-0.094997382171,-0.0710631995692,-0.0847403518813,-0.0527966651834,-0.192446078828,0.10579680117,
pause_video_sum,0.17386445999,0.119941923476,-0.0187348137908,0.0446499413087,-0.0143228832099,0.050209985345,0.0156129818282,-0.0891179385772,-0.161147202637,0.0951429346142,-0.000301566223891,0.0739915883419,-0.139266556318,-0.0365216818434,-0.123179740921,-0.117171900893,
pause_video_avg,0.163309107014,-0.00150204630749,-0.0227769971034,0.0972042713307,-0.184595515733,-0.138246481098,-0.0999989335641,0.0728835136907,-0.0839908953495,0.0974288099487,-0.0457789666826,-0.0553284597795,-0.143457369251,0.0353449698168,-0.245506185083,-0.0766336812783,
stop_video_sum,0.102552028341,0.208494866443,-0.291005638583,0.000580508239414,-0.0394538027394,0.0643320229299,-0.0550101725889,-0.0760553753069,-0.0103714210263,-0.0286474488881,0.0696878323726,0.0935337341248,0.110387818958,-0.21288185372,-0.0767596331232,-0.0144642892213,
stop_video_avg,0.0741935786558,0.154574738867,-0.345061269094,0.00135825940942,-0.121118244556,0.00497036883344,-0.169642741109,0.00574893962877,-0.0219899585258,-0.189772504915,0.0562802462289,0.0590113948722,0.355986390323,0.013722742047,0.0763006741471,0.0976147910373,
video_forward_seek_sum,0.103570961556,-0.0885649103772,0.144378326516,0.0970774249251,-0.100509049175,0.441140287979,-0.0169779421994,-0.0573037137022,0.00240494717257,-0.227026196755,-0.00989670846826,-0.0574963725041,0.0150222118918,0.0295191420218,0.0193740706224,0.0905994417506,
video_forward_seek_avg,0.0977888660767,-0.130332512689,0.147900661001,0.117531356345,-0.14662896077,0.347290838781,-0.138990021868,0.00778121976629,0.114573554712,-0.238110478446,-0.0784643192567,-0.171540651205,0.00903707626881,-0.0928812664723,-0.121718071157,0.177567726223,
video_backward_seek_sum,0.157499822024,-0.0548004221578,-0.00970685327615,-0.122622489213,0.0707301298487,0.0691276699306,0.221106351633,0.212652191357,-0.105581525111,0.0135732466766,-0.0969505972701,-0.0318331250905,0.226635476157,-0.0675024811419,0.00956392504972,-0.19929019256,
video_backward_seek_avg,0.136975475748,-0.132405099469,-0.0406314684869,-0.0788990873629,-0.0138028152341,-0.0515463761391,0.156010251412,0.372025557986,-0.0413407183694,0.025470128502,-0.20313971687,-0.0559908777112,0.279402938675,-0.0614274683127,0.0199052554162,-0.237089438154,
