,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,indicator
active_num_days,0.119353860064,0.169458147345,0.0528689825672,0.217269339033,-0.183833594563,0.0156067196171,-0.161122448158,0.099427646583,0.0629468832644,0.0155767079615,-0.163588077503,0.166591887682,0.0510548804673,-0.0117683266352,0.0720638157308,
active_avg_count,0.10737786168,0.0252994031373,0.0305312955762,-0.354988090227,-0.00355557713637,0.118345713756,0.197186415261,-0.186725136439,-0.0186358646634,0.16973689039,0.0568779884438,0.0547693903025,0.146031468093,-0.0572155451447,-0.171439788741,
active_sum_count,0.183167128408,0.0849999759097,0.0115090886507,-0.0421154379646,-0.133286726334,-0.0138682463593,0.0778091572105,-0.0553945519857,0.0997529707692,-0.0127124332454,-0.0733537906724,0.150141154427,0.0660497865645,-0.0793508574809,-0.0701838283978,
problem_num_days,0.135994170283,0.124767192908,0.0113640655069,0.137537306537,-0.248262450253,-0.039221384091,-0.157155994924,0.0831641020461,0.0682743634054,0.0198413467278,-0.147409198725,0.200063717901,0.0784823583006,0.0942685580404,0.0136773018341,
problem_avg_count,0.0688797996194,0.14638695693,0.111937271977,-0.31413640911,-0.0584672272184,0.0273968578041,0.208617902866,-0.21248157465,0.0666100111091,0.164310723166,-0.204378863242,0.176853301855,0.13286379768,-0.297091645455,-0.0304723231599,
problem_sum_count,0.127435239324,0.173580631357,0.0744646912197,-0.122140953674,-0.188839924521,-0.036486038693,0.104882283979,-0.100334309691,0.111983546223,0.0348756261461,-0.261919920106,0.274134377016,0.114399286259,-0.211227044509,-0.0676249877669,
video_num_days,0.146009964674,0.148732385772,-5.79031801978e-05,0.13114983605,-0.166629917284,-0.0272310921529,-0.205479557376,0.0772178621406,0.0268067321597,-0.0447324368393,-0.0508064623298,0.100920300283,-0.215065683578,0.0309026797051,-0.0482863082522,
video_avg_count,0.139538484526,-0.129958943751,0.00265008362321,-0.196249914181,0.0652046832655,0.141132448255,0.174757527653,0.0258185312882,-0.0526609513634,0.0783687884554,0.187349257885,-0.119317235619,0.0416542520187,0.0921894554831,-0.0879521578097,
video_sum_count,0.191569091387,-0.0930443342504,-0.0320339940224,0.00168191918436,0.0203914256862,0.0291760530446,0.093243787932,0.0333125968426,0.0877868451336,-0.0515018294952,0.0767510975804,0.0294273476604,-0.0619271386551,0.0658032601861,0.0725039844962,
forum_num_days,-0.00121000005916,0.146381718209,0.0294835675824,0.297970124315,0.104365325035,0.418008015632,0.134589800005,-0.0327708985744,-0.0593621894377,0.06185310017,-0.076013731532,0.00298042375821,-0.0427143051154,-0.0197040484357,-0.0357725928541,
forum_avg_count,-0.00482153372649,0.11589951269,0.00385226965873,0.280198342291,0.0763051883211,0.415689583757,0.148214022327,-0.0287441546809,0.0595419184734,0.11063406682,-0.028565072021,-0.0929810294629,0.021529403555,-0.114466088085,-0.0617774571268,
forum_sum_count,-0.00121000005916,0.146381718209,0.0294835675824,0.297970124315,0.104365325035,0.418008015632,0.134589800005,-0.0327708985744,-0.0593621894377,0.06185310017,-0.076013731532,0.00298042375821,-0.0427143051154,-0.0197040484357,-0.0357725928541,
num_watched,0.160517416631,0.133266495161,-0.135446567458,-0.109534610843,-0.165399509595,0.0771043792657,0.0386629618127,0.0368392849173,-0.0768553631688,-0.0739469972004,0.0712465525965,-0.0657710482888,-0.162808754427,-0.00122226678007,-0.041615628497,
num_complete,0.15323420842,0.139409169328,-0.192159073551,-0.0574607625758,-0.122434142553,-0.0470059104841,0.117401882163,0.047951516263,-0.167321043998,-0.0631663549718,-0.0636779048402,-0.0990326644362,-0.151744795692,-0.000288824598171,-0.0420463201443,
num_incomplete,0.0603193819248,0.0185491175933,0.111694517534,-0.163002824067,-0.153878630482,0.340956184788,-0.193679765494,-0.0192237294434,0.21414340703,-0.0469949165441,0.367415014573,0.0690402569449,-0.0706910181997,-0.00273035097562,-0.00964007145499,
complete_rate,0.144137424328,0.177688682584,-0.0851574610787,-0.041158664833,0.000975648765186,-0.0801688910942,0.00662950213847,0.0529570507419,-0.339061678394,-0.0208060778423,-0.20093251314,-0.107816987237,-0.114558772295,0.0978209944989,-0.0247657459203,
incomplete_rate,-0.00246327829411,-0.0193421047687,0.219409928519,-0.141495085471,0.00267256978846,0.206138857244,-0.442814895273,-0.0680333855304,0.12915054722,0.0617947290067,0.285536312363,0.077976284596,-0.0796393289475,-0.188180170209,0.162300437291,
watched_time_hour,0.136951418399,0.106470690434,0.00236979976127,0.0100187725717,-0.205301991309,0.0204043686226,-0.19612533834,0.0178511078648,0.0363989142073,-0.0170104922879,-0.142806638427,-0.114341963027,-0.112871500037,0.0136287846862,0.186015615284,
