,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,indicator
active_num_days,0.140673066334,0.124989059234,0.103540444967,0.120585121095,-0.0943049642262,-0.182151126143,-0.146745021422,0.0740968122833,0.123272182246,0.0700082242373,-0.21407086376,-0.051198104706,0.179346318459,0.0377660121549,0.107926692114,-0.0444662932948,
active_avg_count,0.117507838817,0.0278631849299,0.0642330275858,-0.151965071598,0.276528815943,0.0632388569619,0.204224943982,-0.228499167252,-0.139922368072,0.216422013688,0.0768210967859,0.0310643953679,0.0742107872668,0.0296162133332,-0.224366019865,0.0490584709867,
active_sum_count,0.179626738818,0.0800541303741,0.0706518495823,-0.00039319483464,-0.012883863092,0.000760006996851,-0.0401568413503,-0.108686243846,0.0507502270876,0.149628555581,-0.0597394057075,0.0806424108489,0.136675474397,0.104546690668,-0.00555227675189,0.0485305669289,
problem_num_days,0.152428820668,0.112307965074,0.080755623407,0.070104099981,-0.0623083299552,-0.183930445576,-0.172378250114,0.0406482184224,0.138641277675,0.100199074609,-0.226880352257,0.063420786296,0.144484354154,0.124592315826,0.0489506575201,-0.0425816538082,
problem_avg_count,0.0720656781269,0.135484900366,0.179308781383,-0.181986873396,0.205324267785,0.019814728199,0.224092510941,-0.21724566976,-0.0550050056879,0.354871289931,-0.0793147995124,0.126061008735,0.167792786485,0.0504576688126,-0.0600013080877,-0.133132576855,
problem_sum_count,0.132136898698,0.175630590267,0.159997645934,-0.0531816968519,0.0237322736592,-0.0508917458342,-0.000435066913805,-0.142103790542,0.0753327282829,0.267128671121,-0.218385310275,0.162611613022,0.186142208717,0.122923999541,0.0536796880087,-0.0505242469901,
video_num_days,0.163262859291,0.112148658223,0.0242562618184,0.0669973077273,-0.0388828305614,-0.147146355488,-0.164357095113,0.0749660822464,0.139064967948,-0.0215838560853,-0.00120449776251,0.179372029502,-0.0270805927964,-0.014963155695,-0.165770673307,-0.0987439720784,
video_avg_count,0.146997204054,-0.138585555911,-0.00522924062501,-0.020762274393,0.168340953239,0.170723739653,0.0347289743054,-0.111022603031,-0.175356627292,-0.0207832982948,0.0816092886965,-0.177105947269,-0.0543149531213,-0.0859706902337,-0.0604937524291,0.121471725734,
video_sum_count,0.183672232937,-0.0851439813745,-0.0254658167566,0.0283299416183,-0.00648191039996,0.142571124738,-0.0564088911829,-0.0280134343076,-0.00338821353974,0.0156950889533,0.0616270023813,0.0291443133321,0.00994569257251,-0.0035004798343,0.0803212439151,0.0515799964906,
forum_num_days,0.0188237104294,0.162305317776,0.00781796795364,0.488028595733,-0.000377234685142,0.0796752866471,0.197522359698,-0.024393586265,-0.0865444614022,0.0160726097976,-0.0482781274201,-0.00222256979933,-0.06139648618,0.0233069080873,0.0048132389914,0.0443857906287,
forum_avg_count,0.0150128343685,0.151077427483,0.00549088860972,0.494838138245,0.00921515850971,0.0682267513797,0.195314321763,-0.036919480666,-0.0804319108655,0.030889425681,-0.0739818448969,-0.00865757304105,-0.0617772476426,-0.0199275795323,-0.0205369409557,-0.0208038556753,
forum_sum_count,0.0169785645726,0.164723305671,0.00868377986981,0.484590953859,0.000811760093137,0.075911253588,0.20411891646,-0.0203226786237,-0.0912698935166,-0.00184112445922,-0.085948011882,-0.0106643446495,-0.0555408158444,-0.00691633597115,0.0101142125439,0.0425182098259,
num_watched,0.16467643416,0.132122388543,-0.0469293426646,0.0303183209816,0.0901228095941,0.00969672457437,-0.175895349611,-0.139079234276,-0.0408624495735,-0.107267469732,0.0991597525465,0.073507615475,-0.101887114053,-0.0437684126139,-0.127699628943,-0.0779931107163,
num_complete,0.155775755008,0.149121623699,-0.118477380834,-0.04549796682,-0.0113353578778,0.0376085609033,-0.158811956221,-0.16214556268,-0.0882449744346,-0.0795761563748,-0.0651053501812,0.0614399029911,-0.158540760588,-0.0609108240346,-0.143298994537,-0.0798337078165,
num_incomplete,0.0861497453565,0.00587745419108,0.169532156802,0.210187701907,0.300181395367,-0.0694222713909,-0.11186698584,0.00736243711853,0.10853935761,-0.113472168006,0.468167942117,0.0596611797527,0.109543463486,0.0282090336184,-0.007857262301,-0.0249363149808,
complete_rate,0.152033214661,0.142638144763,-0.109604075444,-0.101146985287,0.0231327687886,-0.0634997474423,-0.0510879996281,-0.0260701642445,-0.16072578552,-0.144112327927,-0.231100384127,0.0280715697146,-0.187459798971,-0.0622404464118,-0.205325597452,-0.0845517653655,
incomplete_rate,0.0226074069616,-0.065963408962,0.229334731877,0.085823604389,0.289576011654,-0.310094315916,0.133111973379,0.184655023763,0.182440221082,-0.120902501868,0.330706166736,0.0752485736074,0.122883620945,0.0733522721891,0.102783400975,-0.0730090230094,
watched_time_hour,0.134880285075,0.0404558809824,0.0165396970029,-0.0321627580066,0.0898749821792,-0.305908188338,-0.0909471716978,-0.082835248122,0.0423871260001,-0.0653873821202,-0.176161295216,0.229656817927,-0.283203318419,-0.18920009106,0.50853795623,0.373575727775,
watched_time_weekday,0.0796980990731,-0.00825514314029,0.0510982091671,-0.111785161746,0.344609733726,-0.0719823494886,0.10535161458,-0.13564459073,-0.261478458408,-0.234136417645,-0.141153343062,-0.291509572016,-0.241826578886,0.504547750749,0.275773010619,-0.073210154948,
seek_video_sum,0.175444600512,-0.0145982426575,0.0312878525346,0.0149718719919,0.092641530802,0.110517071975,-0.0978655724383,-0.105114215233,0.0949986858954,-0.0991224367053,0.0623224319181,0.0428791895475,-0.0437288795041,-0.14321450404,-0.0897921905835,0.264917093674,
seek_video_avg,0.155127813999,-0.0737059232712,0.107761712874,-0.0299262910879,0.17481013933,-0.0750181957335,0.0765455742866,0.0610081329138,0.143788436882,-0.13067623326,-0.0677768407209,0.0592085585618,-0.03816606688,-0.169265303909,-0.229137350951,0.33062459036,
pause_video_sum,0.169701955985,0.120486004622,-0.0359070625533,0.0353349759752,0.0559827504073,-0.00202947606806,-0.16031838763,-0.15120505633,-0.0252939797045,-0.0660976429058,0.0772794194963,0.0482700161357,-0.117103863419,-0.0314567862235,-0.171593565128,-0.0978060488996,
pause_video_avg,0.159052488228,0.0677672706744,0.054898728332,-0.0191837088495,0.146242912943,-0.254496745067,0.0389366385352,0.0585675422806,-0.0103738266997,-0.138799981259,-0.0465605021601,0.0196811327552,-0.152199093153,-0.03642934617,-0.197688661043,-0.187244849215,
stop_video_sum,0.089019178944,0.232726272459,-0.28687796903,-0.0429569214739,0.0459220986688,0.0320182596179,-0.0839618460348,0.10144583453,-0.0362227814512,-0.0989943750468,0.0643520020422,0.000654228980465,0.133354734927,0.0309674697652,0.0446143635368,-0.122972631133,
stop_video_avg,0.0516916581733,0.240318697799,-0.249603802205,-0.0862648083605,0.115065029323,0.00966437034902,0.124817818693,0.250514074398,-0.132074385877,-0.0880328494507,0.0101320751404,0.0250778470735,0.287561995311,-0.0159222992455,0.0266657047227,0.206820794233,
video_forward_seek_sum,0.110985492308,-0.114228224177,0.1253285056,0.052480896979,0.176591319994,0.351563465263,-0.23421291429,0.178632174902,-0.0243601585271,0.0288163561526,-0.0923511261971,0.0273940731009,-0.0013389712658,-0.00815127592062,0.112035707507,-0.0559868644842,
video_forward_seek_avg,0.0973120627435,-0.134952814756,0.177394795157,0.0459205418866,0.178014994922,0.238066243052,-0.174214757136,0.313538577053,-0.0461593956232,0.00357884083298,-0.21388194227,-0.0158553550461,0.0589829331342,-0.0345123433693,-0.0683149244439,-0.107238824679,
video_backward_seek_sum,0.155918886211,-0.113742117533,-0.0618137152374,-0.0161710508639,-0.0618736568784,0.142387039817,0.163340107506,-0.140480039996,0.160379535247,-0.184326716044,-0.100026277966,0.0439964475687,0.158062882803,0.0128635135076,0.154945397346,0.00660474361782,
video_backward_seek_avg,0.136576486036,-0.158156681821,-0.0462211763072,-0.0264493327534,-0.0228948612244,0.0202499770624,0.288962536308,-0.0368487405088,0.169043827724,-0.240391683599,-0.206174709072,0.0238770408767,0.09048654312,-0.0317868514148,-0.0267517000271,-0.0386948178366,
video_pause_forward_seek_sum,0.164638861349,-0.0575944633641,-0.109826036089,0.0226193521971,-0.161890206571,-0.0945860935575,-0.00178952870715,-0.0666120705365,-0.142339024472,0.174789790987,0.184712399972,0.022117867452,-0.0055662111013,0.0996029350197,0.0466575851797,0.17655866449,
video_pause_forward_seek_avg,0.141831863775,-0.111439980695,-0.0779912448021,0.00344597890699,-0.159368332531,-0.253012478653,0.110646233321,0.124208940118,-0.207417963616,0.176342251909,0.10573827484,-0.0274729283011,-0.0885927471086,0.000187948081478,0.00609938155235,0.0165964535378,
video_pause_backward_seek_sum,0.168640467792,-0.021271933298,-0.0854276942268,0.0189909088242,-0.133379671662,0.0408041070332,0.00856385532367,-0.187494050837,0.128098700715,-0.0290277695177,0.184890891915,-0.0600605856224,0.079000327732,-0.00112078326493,0.00701029774533,-0.0824638020186,
video_pause_backward_seek_avg,0.166173098322,-0.0833149576847,-0.0641437151867,0.00317703800898,-0.136574231267,-0.0790940977043,0.107521544526,-0.0678010760182,0.107458449688,-0.0663369689103,0.0956683575293,-0.121558709284,0.035254425601,-0.0448119842593,-0.0566392782787,-0.23141025918,
video_stop_backward_seek_sum,0.094143943133,0.133696636528,-0.180715149682,-0.0158160539643,0.0433529059588,0.158032617058,0.0239987153646,0.139141966931,0.404951002097,0.172319710572,0.0913760325947,-0.0737924251564,-0.413877368485,0.136449722341,0.165312521351,-0.228803217444,
video_stop_backward_seek_avg,0.0479358647593,0.113877776224,-0.121396651892,-0.134389188739,0.143837130434,0.132395073064,0.278699967213,0.221265733386,0.350636449912,0.344385941672,0.0279401921136,-0.0277233145813,-0.301893075499,-0.0376222198613,-0.0773386280419,0.159586909874,
all_type_video_forward_seek_sum,0.172580464515,-0.10518834606,0.00336821693813,0.0458397729018,0.000120729138119,0.147699955204,-0.140363262458,0.0630335918727,-0.106653862021,0.13031675582,0.0647265316162,0.0306046736691,-0.004400364795,0.0596558096611,0.096802758957,0.0810594569656,
all_type_video_forward_seek_avg,0.1545187083,-0.155750771148,0.0506021512548,0.0293270675362,-0.00490885105076,-0.0339493472444,-0.0263135108772,0.269369937178,-0.169518547218,0.123181334693,-0.0529729155407,-0.0281724997244,-0.0261993365606,-0.0201339290248,-0.0359212810456,-0.0515668843729,
all_type_video_backward_seek_sum,0.167061959212,-0.0847015587107,-0.075508606981,-0.00584136695479,-0.0855861406684,0.118172223845,0.119688722303,-0.156604983952,0.16459918163,-0.136567851303,-0.0102117794191,0.0104816068132,0.128121239357,0.0120053594226,0.116521332557,-0.026934870605,
all_type_video_backward_seek_avg,0.152974181671,-0.139923286808,-0.0571392267693,-0.0227395343761,-0.0535093823219,-0.00447082665831,0.25639409246,-0.0413472755281,0.168596802619,-0.189874062838,-0.125305635668,-0.0189480263889,0.0695663694811,-0.0381838125393,-0.0390600594845,-0.0930117617029,
all_type_video_seek_sum,0.181166473211,-0.104181887702,-0.0251674457888,0.0298220122542,-0.03110318714,0.146009338411,-0.0542197968238,-0.0131316109395,-0.0143589098147,0.0410666185105,0.0413936278795,0.0251511025067,0.0436199200504,0.0459551646637,0.109932115887,0.0466839272316,
all_type_video_seek_avg,0.1672870284,-0.163512445418,0.0163964866604,0.0132171282166,-0.0227295558441,-0.0263237434793,0.0726186737517,0.181365306149,-0.0630979298659,0.0217366381099,-0.0834326714659,-0.0272991992164,0.00582319396459,-0.0283310030959,-0.0401416778303,-0.0708485193512,
video_pause_sum,0.174736270251,-0.0341290177407,-0.100303742032,0.0252455030051,-0.142623104877,-0.0622119759988,-0.0182712710833,-0.102332758332,-0.0874582380337,0.120470110364,0.17734149415,0.0130778307162,-0.0107857228652,0.0779968738452,0.013089754818,0.0934374893835,
