label,username,week,active_num_days,active_sum_count,problem_num_days,problem_sum_count,video_num_days,video_sum_count,num_watched,num_complete,num_incomplete
0.0,Y1050186,4,4.0,1247.0,3.0,96.0,4.0,151.0,14.0,13.0,1.0
0.0,Y1050186,5,4.0,1396.0,2.0,127.0,3.0,123.0,13.0,12.0,1.0
1.0,Y1050186,6,3.0,583.0,2.0,73.0,3.0,30.0,5.0,4.0,1.0
1.0,Y1050187,1,2.0,303.0,1.0,8.0,1.0,53.0,6.0,2.0,4.0
0.0,Y1050188,1,7.0,593.0,6.0,32.0,4.0,96.0,5.0,2.0,3.0
0.0,Y1050188,2,6.0,433.0,5.0,39.0,2.0,10.0,2.0,0.0,2.0
0.0,Y1050188,3,5.0,528.0,3.0,20.0,3.0,125.0,4.0,2.0,2.0
0.0,Y1050188,4,2.0,217.0,0.0,0.0,2.0,63.0,3.0,2.0,1.0
0.0,Y1050188,5,1.0,76.0,0.0,0.0,1.0,20.0,1.0,0.0,1.0
1.0,Y1050188,6,2.0,92.0,1.0,11.0,1.0,3.0,1.0,0.0,1.0
0.0,Y1050189,1,3.0,922.0,3.0,90.0,1.0,61.0,6.0,6.0,0.0
0.0,Y1050189,2,2.0,923.0,2.0,61.0,2.0,98.0,10.0,10.0,0.0
0.0,Y1050189,3,6.0,881.0,4.0,86.0,3.0,64.0,11.0,11.0,0.0
0.0,Y1050189,4,3.0,761.0,3.0,83.0,1.0,69.0,8.0,5.0,3.0
0.0,Y1050189,5,3.0,1363.0,2.0,128.0,2.0,156.0,18.0,17.0,1.0
1.0,Y1050189,6,2.0,168.0,0.0,0.0,2.0,17.0,3.0,0.0,3.0
0.0,Y1050190,1,2.0,522.0,2.0,25.0,1.0,108.0,4.0,4.0,0.0
0.0,Y1050190,2,3.0,1619.0,3.0,73.0,3.0,261.0,12.0,10.0,2.0
0.0,Y1050190,3,6.0,2073.0,6.0,82.0,3.0,312.0,16.0,12.0,4.0
0.0,Y1050190,4,6.0,1489.0,2.0,106.0,5.0,163.0,15.0,11.0,4.0
0.0,Y1050190,5,3.0,1008.0,3.0,70.0,2.0,102.0,8.0,5.0,3.0
1.0,Y1050190,6,3.0,617.0,1.0,22.0,1.0,117.0,7.0,6.0,1.0
0.0,Y1050191,2,1.0,921.0,1.0,46.0,1.0,244.0,8.0,2.0,6.0
0.0,Y1050191,3,4.0,886.0,2.0,16.0,3.0,282.0,14.0,7.0,7.0
0.0,Y1050191,4,6.0,1037.0,4.0,33.0,5.0,258.0,18.0,4.0,14.0
0.0,Y1050191,5,3.0,342.0,2.0,6.0,2.0,101.0,6.0,2.0,4.0
1.0,Y1050191,6,3.0,111.0,1.0,4.0,2.0,10.0,1.0,0.0,1.0
0.0,Y1050192,1,3.0,1150.0,1.0,109.0,3.0,40.0,10.0,7.0,3.0
0.0,Y1050192,2,3.0,932.0,2.0,119.0,2.0,38.0,11.0,10.0,1.0
0.0,Y1050192,3,3.0,1252.0,2.0,135.0,2.0,90.0,16.0,11.0,5.0
0.0,Y1050192,4,2.0,861.0,2.0,111.0,2.0,71.0,13.0,10.0,3.0
0.0,Y1050192,5,2.0,1647.0,2.0,187.0,2.0,101.0,12.0,12.0,0.0
1.0,Y1050192,6,2.0,340.0,1.0,46.0,1.0,21.0,3.0,1.0,2.0
0.0,Y1050193,1,6.0,1027.0,2.0,79.0,6.0,81.0,12.0,8.0,4.0
0.0,Y1050193,2,3.0,379.0,2.0,40.0,2.0,29.0,5.0,3.0,2.0
1.0,Y1050193,3,3.0,199.0,1.0,8.0,2.0,16.0,3.0,2.0,1.0
0.0,Y1050194,1,6.0,966.0,4.0,80.0,4.0,98.0,11.0,9.0,2.0
0.0,Y1050194,2,2.0,682.0,2.0,42.0,2.0,118.0,6.0,4.0,2.0
0.0,Y1050194,3,2.0,574.0,2.0,44.0,2.0,78.0,7.0,3.0,4.0
0.0,Y1050194,4,3.0,323.0,2.0,45.0,1.0,4.0,1.0,0.0,1.0
1.0,Y1050194,5,2.0,540.0,1.0,23.0,1.0,86.0,4.0,2.0,2.0
0.0,Y1050195,1,6.0,2111.0,6.0,117.0,6.0,235.0,15.0,12.0,3.0
0.0,Y1050195,2,5.0,1415.0,3.0,83.0,3.0,125.0,7.0,7.0,0.0
0.0,Y1050195,3,7.0,2118.0,5.0,142.0,4.0,214.0,13.0,11.0,2.0
0.0,Y1050195,4,4.0,1263.0,4.0,60.0,4.0,157.0,10.0,10.0,0.0
0.0,Y1050195,5,3.0,1031.0,2.0,53.0,2.0,119.0,10.0,8.0,2.0
1.0,Y1050195,6,2.0,181.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050196,1,3.0,169.0,1.0,8.0,1.0,11.0,2.0,0.0,2.0
0.0,Y1050196,2,3.0,106.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
1.0,Y1050196,3,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050197,1,6.0,1502.0,3.0,107.0,4.0,67.0,13.0,10.0,3.0
0.0,Y1050197,2,3.0,925.0,3.0,78.0,2.0,72.0,12.0,10.0,2.0
0.0,Y1050197,3,2.0,824.0,2.0,77.0,2.0,105.0,13.0,11.0,2.0
0.0,Y1050197,4,3.0,1889.0,3.0,132.0,3.0,303.0,15.0,13.0,2.0
0.0,Y1050197,5,4.0,2717.0,3.0,99.0,4.0,771.0,34.0,32.0,2.0
1.0,Y1050197,6,2.0,3053.0,1.0,12.0,2.0,1126.0,40.0,38.0,2.0
0.0,Y1050198,1,2.0,568.0,2.0,60.0,2.0,43.0,8.0,6.0,2.0
0.0,Y1050198,2,2.0,397.0,2.0,47.0,2.0,27.0,5.0,5.0,0.0
0.0,Y1050198,3,1.0,84.0,0.0,0.0,1.0,22.0,1.0,0.0,1.0
1.0,Y1050198,4,2.0,92.0,1.0,8.0,1.0,9.0,2.0,1.0,1.0
0.0,Y1050199,1,3.0,1069.0,2.0,103.0,3.0,112.0,14.0,11.0,3.0
0.0,Y1050199,2,4.0,778.0,2.0,71.0,3.0,129.0,10.0,9.0,1.0
1.0,Y1050199,3,3.0,514.0,2.0,30.0,3.0,99.0,12.0,5.0,7.0
0.0,Y1050200,1,3.0,1040.0,2.0,100.0,2.0,115.0,7.0,5.0,2.0
0.0,Y1050200,2,3.0,887.0,2.0,39.0,2.0,174.0,5.0,4.0,1.0
0.0,Y1050200,3,3.0,776.0,0.0,0.0,2.0,187.0,8.0,6.0,2.0
0.0,Y1050200,4,2.0,355.0,0.0,0.0,2.0,98.0,3.0,2.0,1.0
0.0,Y1050200,5,3.0,800.0,3.0,53.0,3.0,105.0,11.0,8.0,3.0
1.0,Y1050200,6,1.0,87.0,1.0,9.0,1.0,7.0,1.0,0.0,1.0
0.0,Y1050201,1,4.0,1298.0,2.0,82.0,4.0,144.0,12.0,11.0,1.0
0.0,Y1050201,2,4.0,814.0,3.0,39.0,3.0,131.0,12.0,11.0,1.0
0.0,Y1050201,3,4.0,1071.0,4.0,101.0,4.0,103.0,16.0,13.0,3.0
0.0,Y1050201,4,3.0,714.0,3.0,25.0,3.0,122.0,11.0,10.0,1.0
0.0,Y1050201,5,3.0,818.0,2.0,70.0,2.0,77.0,12.0,9.0,3.0
1.0,Y1050201,6,4.0,881.0,0.0,0.0,3.0,179.0,27.0,14.0,13.0
0.0,Y1050202,1,4.0,765.0,3.0,64.0,3.0,95.0,10.0,10.0,0.0
0.0,Y1050202,2,4.0,743.0,3.0,51.0,3.0,87.0,9.0,9.0,0.0
0.0,Y1050202,3,4.0,1420.0,4.0,107.0,4.0,147.0,15.0,14.0,1.0
0.0,Y1050202,4,4.0,1358.0,4.0,133.0,4.0,143.0,16.0,16.0,0.0
0.0,Y1050202,5,5.0,837.0,2.0,66.0,2.0,69.0,7.0,6.0,1.0
1.0,Y1050202,6,3.0,147.0,1.0,6.0,2.0,11.0,1.0,1.0,0.0
0.0,Y1050203,1,1.0,320.0,1.0,29.0,1.0,9.0,2.0,1.0,1.0
1.0,Y1050203,2,1.0,12.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
0.0,Y1050204,1,3.0,635.0,3.0,50.0,3.0,65.0,9.0,5.0,4.0
0.0,Y1050204,2,2.0,402.0,2.0,34.0,2.0,37.0,5.0,4.0,1.0
0.0,Y1050204,3,2.0,747.0,1.0,60.0,2.0,61.0,11.0,8.0,3.0
0.0,Y1050204,4,1.0,426.0,1.0,27.0,1.0,52.0,11.0,10.0,1.0
0.0,Y1050204,5,4.0,1031.0,2.0,49.0,4.0,108.0,31.0,27.0,4.0
1.0,Y1050204,6,2.0,321.0,1.0,43.0,1.0,6.0,4.0,2.0,2.0
0.0,Y1050205,1,3.0,997.0,3.0,82.0,3.0,115.0,12.0,12.0,0.0
0.0,Y1050205,2,2.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050205,3,3.0,1076.0,2.0,59.0,3.0,109.0,23.0,18.0,5.0
0.0,Y1050205,4,2.0,313.0,1.0,29.0,2.0,43.0,3.0,3.0,0.0
0.0,Y1050205,5,5.0,1553.0,4.0,139.0,5.0,112.0,22.0,21.0,1.0
1.0,Y1050205,6,3.0,211.0,1.0,6.0,2.0,45.0,2.0,1.0,1.0
0.0,Y1050206,1,4.0,1160.0,4.0,87.0,4.0,72.0,12.0,7.0,5.0
0.0,Y1050206,2,2.0,424.0,2.0,42.0,2.0,15.0,8.0,4.0,4.0
0.0,Y1050206,3,2.0,966.0,2.0,100.0,2.0,39.0,13.0,6.0,7.0
0.0,Y1050206,4,3.0,654.0,3.0,78.0,3.0,35.0,6.0,5.0,1.0
0.0,Y1050206,5,5.0,706.0,4.0,85.0,4.0,32.0,11.0,6.0,5.0
1.0,Y1050206,6,3.0,548.0,3.0,58.0,2.0,34.0,6.0,5.0,1.0
0.0,Y1050207,1,2.0,820.0,2.0,64.0,2.0,121.0,12.0,12.0,0.0
0.0,Y1050207,2,1.0,99.0,0.0,0.0,1.0,21.0,3.0,2.0,1.0
1.0,Y1050207,3,1.0,356.0,1.0,7.0,1.0,90.0,9.0,3.0,6.0
0.0,Y1050207,5,1.0,1405.0,0.0,0.0,1.0,492.0,32.0,20.0,12.0
1.0,Y1050207,6,1.0,566.0,1.0,25.0,1.0,174.0,11.0,6.0,5.0
0.0,Y1050208,1,2.0,584.0,1.0,41.0,2.0,111.0,3.0,3.0,0.0
0.0,Y1050208,2,4.0,912.0,2.0,64.0,2.0,168.0,9.0,6.0,3.0
0.0,Y1050208,3,7.0,1189.0,6.0,102.0,5.0,102.0,9.0,1.0,8.0
0.0,Y1050208,4,7.0,1655.0,6.0,124.0,5.0,94.0,8.0,3.0,5.0
0.0,Y1050208,5,6.0,1233.0,6.0,83.0,4.0,97.0,7.0,3.0,4.0
1.0,Y1050208,6,4.0,454.0,3.0,19.0,2.0,23.0,2.0,2.0,0.0
0.0,Y1050209,1,4.0,261.0,1.0,10.0,3.0,29.0,3.0,2.0,1.0
0.0,Y1050209,2,4.0,782.0,4.0,44.0,4.0,72.0,10.0,8.0,2.0
0.0,Y1050209,3,7.0,1261.0,6.0,94.0,6.0,85.0,15.0,7.0,8.0
0.0,Y1050209,4,6.0,932.0,5.0,62.0,5.0,40.0,12.0,4.0,8.0
0.0,Y1050209,5,7.0,949.0,6.0,68.0,2.0,26.0,20.0,2.0,18.0
1.0,Y1050209,6,3.0,360.0,3.0,23.0,1.0,16.0,5.0,3.0,2.0
0.0,Y1050210,2,3.0,997.0,2.0,108.0,2.0,35.0,8.0,5.0,3.0
1.0,Y1050210,3,2.0,82.0,1.0,5.0,1.0,3.0,1.0,0.0,1.0
0.0,Y1050211,1,3.0,1091.0,2.0,81.0,2.0,145.0,11.0,7.0,4.0
0.0,Y1050211,2,2.0,941.0,2.0,63.0,2.0,187.0,12.0,9.0,3.0
0.0,Y1050211,3,1.0,878.0,1.0,64.0,1.0,193.0,11.0,9.0,2.0
0.0,Y1050211,4,1.0,130.0,1.0,18.0,1.0,2.0,1.0,0.0,1.0
1.0,Y1050211,5,2.0,384.0,1.0,15.0,1.0,3.0,1.0,1.0,0.0
0.0,Y1050212,1,3.0,834.0,2.0,62.0,2.0,124.0,12.0,10.0,2.0
0.0,Y1050212,2,3.0,630.0,3.0,42.0,3.0,111.0,6.0,4.0,2.0
1.0,Y1050212,3,3.0,451.0,2.0,50.0,2.0,26.0,4.0,3.0,1.0
1.0,Y1050212,5,1.0,142.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050213,2,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050213,3,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050214,1,4.0,1061.0,4.0,81.0,4.0,155.0,12.0,12.0,0.0
0.0,Y1050214,2,2.0,89.0,1.0,1.0,2.0,8.0,1.0,0.0,1.0
0.0,Y1050214,3,5.0,645.0,3.0,9.0,5.0,173.0,11.0,9.0,2.0
1.0,Y1050214,4,3.0,315.0,2.0,16.0,3.0,71.0,5.0,4.0,1.0
0.0,Y1050215,1,2.0,702.0,2.0,77.0,2.0,40.0,12.0,11.0,1.0
0.0,Y1050215,2,2.0,443.0,1.0,42.0,1.0,32.0,8.0,8.0,0.0
0.0,Y1050215,3,5.0,807.0,3.0,86.0,4.0,55.0,17.0,14.0,3.0
1.0,Y1050215,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050216,2,3.0,356.0,1.0,12.0,1.0,22.0,4.0,0.0,4.0
1.0,Y1050216,3,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050218,1,2.0,827.0,2.0,104.0,2.0,37.0,6.0,4.0,2.0
0.0,Y1050219,1,5.0,654.0,3.0,71.0,3.0,23.0,8.0,3.0,5.0
0.0,Y1050219,2,2.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.0,Y1050219,3,2.0,596.0,2.0,79.0,2.0,28.0,8.0,0.0,8.0
1.0,Y1050219,4,1.0,214.0,1.0,29.0,1.0,7.0,4.0,0.0,4.0
0.0,Y1050220,2,2.0,735.0,1.0,34.0,2.0,118.0,11.0,11.0,0.0
0.0,Y1050220,3,4.0,1416.0,3.0,13.0,4.0,322.0,19.0,18.0,1.0
1.0,Y1050220,4,3.0,168.0,1.0,1.0,3.0,39.0,5.0,5.0,0.0
1.0,Y1050220,6,1.0,176.0,0.0,0.0,1.0,41.0,7.0,4.0,3.0
0.0,Y1050221,2,4.0,736.0,2.0,91.0,3.0,15.0,4.0,0.0,4.0
0.0,Y1050221,3,4.0,651.0,2.0,87.0,1.0,1.0,1.0,0.0,1.0
0.0,Y1050221,4,3.0,862.0,3.0,125.0,1.0,1.0,0.0,0.0,0.0
0.0,Y1050221,5,3.0,661.0,2.0,65.0,3.0,27.0,9.0,4.0,5.0
1.0,Y1050221,6,2.0,286.0,2.0,33.0,1.0,7.0,1.0,0.0,1.0
0.0,Y1050222,1,3.0,622.0,2.0,80.0,2.0,12.0,9.0,0.0,9.0
0.0,Y1050222,2,2.0,37.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
0.0,Y1050222,3,3.0,560.0,3.0,75.0,3.0,12.0,5.0,1.0,4.0
0.0,Y1050222,4,3.0,563.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050222,5,4.0,711.0,2.0,77.0,3.0,41.0,6.0,4.0,2.0
1.0,Y1050222,6,2.0,531.0,2.0,66.0,2.0,39.0,7.0,7.0,0.0
0.0,Y1050223,2,2.0,573.0,1.0,48.0,1.0,47.0,8.0,3.0,5.0
0.0,Y1050223,3,3.0,1368.0,3.0,101.0,3.0,124.0,11.0,6.0,5.0
1.0,Y1050223,4,3.0,994.0,3.0,82.0,3.0,105.0,11.0,8.0,3.0
0.0,Y1050224,2,4.0,917.0,4.0,69.0,4.0,139.0,13.0,11.0,2.0
0.0,Y1050224,3,2.0,505.0,1.0,33.0,2.0,58.0,8.0,6.0,2.0
0.0,Y1050224,4,4.0,836.0,3.0,66.0,3.0,91.0,14.0,9.0,5.0
1.0,Y1050224,5,4.0,350.0,1.0,14.0,2.0,55.0,7.0,5.0,2.0
0.0,Y1050225,1,2.0,97.0,1.0,5.0,2.0,21.0,2.0,1.0,1.0
0.0,Y1050225,2,6.0,1129.0,4.0,85.0,5.0,147.0,12.0,11.0,1.0
0.0,Y1050225,3,6.0,1334.0,6.0,112.0,6.0,152.0,18.0,16.0,2.0
0.0,Y1050225,4,6.0,1289.0,4.0,115.0,6.0,125.0,15.0,12.0,3.0
0.0,Y1050225,5,4.0,755.0,3.0,76.0,3.0,88.0,10.0,10.0,0.0
1.0,Y1050225,6,3.0,166.0,1.0,9.0,2.0,22.0,2.0,1.0,1.0
0.0,Y1050226,1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050226,2,2.0,333.0,0.0,0.0,2.0,43.0,9.0,5.0,4.0
0.0,Y1050226,3,2.0,689.0,0.0,0.0,2.0,124.0,26.0,17.0,9.0
1.0,Y1050226,4,1.0,103.0,0.0,0.0,1.0,16.0,6.0,3.0,3.0
1.0,Y1050226,6,1.0,1840.0,1.0,324.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050227,2,2.0,561.0,2.0,56.0,2.0,35.0,7.0,0.0,7.0
0.0,Y1050227,3,2.0,230.0,1.0,3.0,1.0,28.0,4.0,2.0,2.0
1.0,Y1050227,4,2.0,155.0,1.0,1.0,2.0,25.0,5.0,4.0,1.0
1.0,Y1050227,6,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050228,2,3.0,1022.0,1.0,47.0,3.0,148.0,18.0,9.0,9.0
0.0,Y1050228,3,6.0,1739.0,6.0,136.0,6.0,187.0,19.0,14.0,5.0
0.0,Y1050228,4,4.0,1741.0,3.0,136.0,4.0,199.0,17.0,8.0,9.0
