label,username,week,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,tmp
0.0,Y1050160,1,1.0,822.0,1.0,10.0,6.0,8.0,10.0,0.0,84.0,28.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050160,2,3.0,318.0,3.0,4.0,0.0,3.0,4.0,0.0,25.0,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050160,3,2.0,372.0,2.0,2.0,0.0,2.0,2.0,0.0,41.0,13.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050160,4,1.0,181.0,1.0,2.0,0.0,1.0,2.0,0.0,12.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050161,1,2.0,656.0,1.0,6.0,1.0,3.0,6.0,0.0,43.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050161,2,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050161,3,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050161,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050162,1,3.0,1377.0,2.0,13.0,11.0,11.0,13.0,1.0,264.0,39.0,82.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050162,2,3.0,1898.0,3.0,12.0,10.0,11.0,12.0,0.0,490.0,77.0,173.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050162,3,3.0,1707.0,3.0,15.0,12.0,14.0,14.0,0.0,349.0,73.0,78.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050162,4,2.0,408.0,2.0,4.0,3.0,3.0,4.0,0.0,88.0,5.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050164,1,3.0,109.0,3.0,6.0,4.0,1.0,4.0,2.0,12.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050164,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050164,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050164,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050165,1,2.0,141.0,2.0,3.0,1.0,2.0,3.0,1.0,34.0,3.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,Y1050165,2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050165,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,Y1050165,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
