username,active_num_days,active_avg_count,active_sum_count,problem_sum_count,video_pause_backward_seek_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,1.0,242.666666667,259.333333333,4.16666666667,0.833333333333,0.0,0.0,0.0,0.0,9.95,8.33333333333,61.0
102602012,0.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.57
103602527,2.0,183.013888883,537.333333333,12.0,1.16666666667,0.0,0.0,0.0,0.0,9.62777777783,8.05555555567,47.15
104602001,1.33333333333,108.75,222.333333333,0.0,1.16666666667,0.833333333333,0.5,0.333333333333,0.5,9.49444444467,8.33333333317,58.21
104602002,1.33333333333,50.7777777833,117.666666667,0.0,0.666666666667,1.66666666667,1.33333333333,0.833333333333,1.33333333333,9.46111111117,8.361111111,69.33
104602003,1.66666666667,127.472222217,271.833333333,1.83333333333,2.16666666667,1.83333333333,1.33333333333,0.833333333333,1.33333333333,9.511111111,6.277777778,55.3
104602005,1.66666666667,195.083333333,387.166666667,21.0,1.66666666667,5.0,1.5,1.0,1.83333333333,9.86666666683,9.1666666665,74.12
104602006,1.33333333333,40.5833333333,66.8333333333,0.0,0.166666666667,2.83333333333,1.16666666667,0.833333333333,1.5,9.73888888883,6.6666666665,61.13
104602007,2.5,164.861111117,477.5,2.16666666667,2.0,2.33333333333,1.16666666667,0.833333333333,1.33333333333,9.66666666683,9.55555555567,85.72
104602008,1.83333333333,48.6111111117,128.166666667,0.0,0.5,2.5,0.833333333333,0.5,0.833333333333,9.82222222233,9.36111111133,72.53
104602009,0.0,0.0,0.0,0.0,0.0,3.33333333333,1.16666666667,0.833333333333,1.16666666667,9.788888889,9.55555555533,79.78
104602010,1.0,110.583333333,381.333333333,0.0,2.0,3.5,1.0,0.666666666667,1.0,9.988888889,9.9444444445,76.68
104602011,2.5,68.9722222167,198.0,0.833333333333,1.5,3.0,1.0,0.666666666667,1.0,9.61666666683,8.49999999983,70.97
104602012,2.83333333333,99.9722222172,363.333333333,0.0,3.5,5.33333333333,1.16666666667,1.0,1.83333333333,9.74999999983,8.4444444445,88.14
104602013,0.333333333333,21.6666666667,21.6666666667,0.0,0.166666666667,2.0,1.0,0.666666666667,1.0,9.85555555567,9.16666666683,66.43
104602014,0.0,0.0,0.0,0.0,0.0,0.833333333333,0.333333333333,0.166666666667,0.333333333333,8.02777777783,3.72222222217,50.89
104602016,0.0,0.0,0.0,0.0,0.0,1.16666666667,0.333333333333,0.333333333333,0.333333333333,9.7333333335,5.66666666667,25.71
104602017,0.333333333333,68.8333333333,68.8333333333,0.0,0.166666666667,0.666666666667,0.333333333333,0.166666666667,0.333333333333,9.50555555567,8.66666666667,52.83
104602018,0.666666666667,21.3333333333,21.3333333333,0.5,0.0,0.833333333333,0.333333333333,0.166666666667,0.333333333333,9.4,7.888888889,54.02
104602019,2.5,39.8833333333,162.0,0.0,1.66666666667,3.0,0.833333333333,0.666666666667,0.833333333333,9.81666666667,6.88888888867,80.67
104602020,0.166666666667,0.666666666667,0.666666666667,0.0,0.0,0.833333333333,0.333333333333,0.166666666667,0.333333333333,9.29999999983,9.27777777767,77.99
104602021,1.33333333333,4.36666666667,19.8333333333,0.0,0.166666666667,0.833333333333,0.333333333333,0.166666666667,0.333333333333,9.39444444433,6.16666666667,80.61
104602022,2.33333333333,106.300000005,256.5,0.0,0.833333333333,1.16666666667,0.5,0.333333333333,0.5,9.63888888883,9.3333333335,83.56
