username,active_num_days,problem_num_days,video_num_days,num_complete,num_incomplete,pause_video_sum,pause_video_avg,stop_video_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,final_score
os24,3.2718579475369203,2.333333333,3.035063760249101,7.911657763952036,4.45628410592616,12.061020163564852,0.851810748015873,1.3948087194630796,1.3948087194630796,2.9294172561828047,1.9298724797121805,1.043715894073841,2.2718579475369203,5.878188731241625,2
os25,3.231129815827426,2.333333333,3.0214877163187843,7.558680622741277,4.537740369345147,11.843803460842695,0.8410716172938616,1.4355368511725732,1.4355368511725732,2.6986245097747017,1.9570245674913576,0.9622596306548532,2.231129815827426,5.799176155725207,2
os26,3.376952234072504,3.0,2.8859047249258403,6.866856187232988,2.834476888617037,9.078285308976243,0.9488143982599344,1.2628569589983438,1.2628569589983438,0.456381099612068,0.456381099612068,0.1140952750741599,0.456381099612068,1.9530426455706185,2
os27,3.4243292328876302,2.1818553854713114,2.0303774379426223,4.151614361468926,2.484947694468927,6.348658465411549,0.7949639120886007,1.2879035905263039,1.3485220524713113,0.5302410240023847,0.5302410240023847,0.21209640947369607,0.5302410240023847,0.6737180069752218,2
os28,4.024836024841832,2.691502691271636,3.5248360248418327,10.115557514283337,2.663792464355184,12.089284392110471,0.9294937876022848,1.7879725874239532,1.8596064591642407,5.954639254423952,2.0248360248418327,2.191502691271636,3.168103767892605,7.108052309645938,2
os29,3.3859674237311603,2.333333333,3.0731002523899207,8.900606556874717,4.2280651535376785,12.669604037361527,0.8818989580573009,1.2806992432688398,1.2806992432688398,3.5760376214356424,1.85379949565876,1.2719348464623204,2.3859674237311603,6.09956111505845,2
os30,4.011626161940773,2.846897188601445,3.003875387309716,9.259700974045641,0.3682118188223216,9.620162019236906,0.9990157746465179,2.9651215141776786,2.9651215141776786,2.5310030985126057,1.6686043606490448,0.8352710266606711,2.170542054309716,6.904036021895398,2
os31,3.251704009256009,2.384355738374014,3.0,7.23810455837805,4.224472487023848,11.312917846995964,0.8420264018243416,1.6530672161220419,1.6530672161220419,2.3503408014920195,1.9659850631180056,0.833333333,2.166666667,5.799932896070416,2
os32,3.445169008390154,3.0348127927520983,3.0770228818469327,6.126630268284504,3.3111414427629136,8.674063963342736,0.9263936526226612,1.3829407194375714,1.4177535121896694,1.9895527888643276,1.0496073864375712,0.6888585572370868,1.3281097278277254,3.8702938470093433,2
os33,3.881746024126225,2.6021825295287644,3.1935515865399595,9.98908734816273,3.612896827597461,12.795535767493606,0.9493690720647592,0.8386904821150037,0.8386904821150037,5.166666667,1.6935515865399595,1.6989087348162732,2.6397817472987306,6.644592086843885,2
os34,3.7822972250625697,2.506779170267301,3.1088513877952693,10.639549981971472,2.5103610849867337,12.605654133553614,0.9712066091877046,1.6937833490692031,1.6937833490692031,4.241622201458766,1.666666667,1.4864416584653983,2.493220829732699,6.735329752193628,2
os35,2.668861068444285,2.004388803635279,2.211076335365388,5.251097201095497,2.46436793790517,7.379937403809673,0.8501519633343134,1.4978055985557146,1.6222569976346122,0.9155694659045032,0.666666667,0.166666667,0.666666667,2.567435024161689,2
os36,4.378252303013695,3.2228153784173865,3.2556148711681563,6.885923105581517,3.4887702575963093,9.630308237677538,0.934261856273655,0.4663107728563063,0.4663107728563063,5.166666667,1.755614871168156,1.3885923105581517,2.5777184622981544,6.645687321480024,2
os37,2.9110922590016024,1.9555461290008016,2.4110922590016024,9.444397312270727,2.9110922590016024,11.396227171487295,0.9144162196227598,0.7481418642523924,0.7481418642523924,12.218694474733185,2.6740992107460047,4.7297018974975735,4.4296736187444035,7.5650295133786924,2
os38,4.708555763369537,3.7350506938711434,3.2803434718378166,3.6358783345820784,3.5452927779666727,6.593989238212543,0.9008347863768372,0.2384543754682796,0.2384543754682796,4.716252846565048,1.8598282636605763,0.9735050693394236,2.4470101388378165,6.4923907701807275,2
os39,2.9448124294178477,1.9632082863153568,1.7034583806846433,3.8322293787464576,2.0,5.665562711746457,0.8196634432977129,1.2218542375821526,1.240250094369287,0.8517291898975092,0.8149374762128659,0.31493747621286594,0.8149374762128659,1.2146472577155338,2
os40,2.8281647947326367,1.8854431966029808,1.781223470397019,4.18217228280209,2.0,6.0155056158020885,0.8201263307406431,1.3385018722673634,1.3957802737940377,0.8906117348703446,0.7760549314733258,0.2760549314733258,0.7760549314733258,1.5440052850894577,2
os41,2.4484857925492998,0.8454573783715345,1.9715162843486136,7.941814970891653,3.833333333,10.654542621628464,0.6379977057819054,1.4309085243256932,1.5745446993881964,0.09212196761180352,0.09212196761180352,0.023030491937496612,0.09212196761180352,0.3942278317236651,2
os42,3.2649578478400265,2.333333333,3.0327637270122034,7.851856899958291,4.470084305319947,12.024219631802087,0.8499913404091504,1.4017088191599734,1.4017088191599734,2.8903166912245397,1.9344725461721763,1.0299156946800534,2.2649578478400265,5.864802537829652,2
os43,3.7979414963390363,2.684362585330482,2.7281208618643444,5.184362585330481,3.5176959183304817,8.079150113563554,0.8195000044457454,1.315637414669518,1.4208498864364487,0.24581678056355116,0.24581678056355116,0.061454195233069074,0.24581678056355116,1.0519512220062917,2
os44,3.868322050020223,2.3508276915996147,2.547328820172288,5.02983446175168,3.0946576395235823,7.684161024599613,0.7645404568961583,1.5298344617516797,1.6965011285726732,0.1790067701520649,0.1193378468277122,0.029834461751679725,0.1193378468277122,0.4422520203230409,2
os45,2.6618354596874694,1.7475843967951838,2.064734183894408,5.1504831210021225,2.1294683676917145,7.080917729795184,0.8147002478759771,1.650483121002123,1.817149787099224,0.9028987242069388,0.6019324831055921,0.1504831210021227,0.6019324831055921,2.2306909654221725,2
os46,4.004611574498804,2.5810275462505983,2.6936758489754964,5.081027546250598,3.414360879250598,7.941370061388148,0.781742970872197,1.418972453749402,1.5586299386118507,0.10803672838814904,0.10803672838814904,0.027009182137551047,0.10803672838814904,0.462333646177151,2
os47,3.6891857211590553,2.7597539802650917,2.887885190758344,9.689185721159054,0.9709782919334842,10.39739893558297,0.9418071974966252,1.801300530400712,1.8173169317484053,0.0,0.0,0.0,0.0,0.0,2
os48,4.1392027095077815,2.4882297325066984,2.6431261320133954,4.968612620025708,3.301945953025708,7.778405418039102,0.7537212111019342,1.4921531550123122,1.654896399506698,0.019617112480990077,0.019617112480990077,0.007846844987687895,0.019617112480990077,0.024925272329064274,2
os49,3.8437829329403166,2.5990077321761493,3.078108533764168,10.27063573488945,1.8955040054714392,11.775597075820613,0.9793387150683184,2.062697596704597,2.062697596704597,3.749736537883421,1.666666667,1.3019845346477017,2.4009922678238507,6.783831125436289,2
os50,2.3681917007144944,0.5580972795241572,1.8604453967856864,8.368191700714494,3.759743445618227,10.984507392049426,0.5994384604037459,1.507746303928808,1.6705398189527845,0.0,0.0,0.0,0.0,0.0,2
os51,4.236563679698312,3.1008075868257894,3.6048455197450466,9.02687264020822,1.0698970130934669,9.72848781206949,0.9279228106004548,2.438178852745046,2.5389864395708357,4.2339186382153216,1.512113799362615,1.6129213861884044,2.3185744921543945,4.67154216146729,2
os52,3.3839470174145028,2.463701543300849,3.0,7.608384981317049,3.536808844218817,11.0219832289838,0.8699443702362794,1.8911046309025477,1.8911046309025477,2.3767894031871952,1.9130878598863459,0.833333333,2.166666667,5.995590316303425,2
os53,4.467343506467794,3.1340101734286074,3.9673435064677953,8.611032077923282,1.4247715149528732,9.522740995706238,0.8968532737198509,2.761489047213475,2.9216244154913587,6.9281557142134735,2.4673435064677958,2.6340101734286074,3.7876142420627517,7.681229647996311,2
os54,2.569005802002213,1.2070174064410242,2.1161402955764097,7.532046939127773,3.833333333,10.292982593558976,0.6878098337415192,1.3585965187117952,1.4781286918547911,0.1885379751452087,0.1885379751452087,0.04713449385700391,0.1885379751452087,0.8068316283937299,2
os55,4.060098280606584,2.8733988534845207,3.1201965612131692,9.233169532029093,0.4535298942131689,9.62660114651548,0.9873125852720523,2.97996723975774,3.0,3.04088452545926,1.7668304679709084,1.0536936953042741,2.366994268941817,7.005195781009294,2
os56,3.6730996710310455,2.2532165021635926,2.4692398685531898,5.049356699685737,2.9384797364025204,7.586549835163593,0.7726568452614689,1.5493566996857375,1.7160233663895974,0.2961401975221449,0.19742679844681,0.04935669968573755,0.19742679844681,0.7316404879087874,2
os57,2.4124851456757392,0.6780915784313661,1.8135453799201116,7.779270644626013,3.6156658482901287,10.346997545751655,0.6175974848340062,1.4604240937214945,1.6073028075228781,0.09893976575562748,0.09893976575562748,0.03957590627850545,0.09893976575562748,0.12571170237325288,2
os58,2.8410084103030115,1.894005606974669,1.7726610600253307,4.143641436090964,2.0,5.976974769090964,0.8200753640117815,1.325658256696988,1.378655453050662,0.8863305296716569,0.7803361366463262,0.2803361366463261,0.7803361366463262,1.507740958770082,2
os59,2.7928685027426647,1.8619123352998643,1.804754331700136,4.288061158772005,2.0,6.121394491772004,0.8202663953925174,1.3737981642573351,1.4428419964002714,0.9023771655571994,0.7642895008570637,0.26428950085706365,0.7642895008570637,1.6436654036576828,2
os60,2.7308141633487844,1.8654070811743924,2.2308141633487844,8.993702073679518,2.7308141633487844,10.735207486826036,0.9045151237857808,0.6880491657615456,0.6880491657615456,13.901290034099395,2.91447000488967,5.420767930953561,4.850322508540887,7.784756698123661,2
os61,4.30752788062998,3.1921158605041526,3.1025092934408174,7.3856567557793,1.2559169748899408,8.436555144480081,0.9739658935975184,2.0774163581100598,2.0774163581100598,3.320074348449123,1.717921313566645,0.8845879798741727,2.2691759604408173,6.827101575036205,2
os62,3.14905607735213,2.0123564239482983,2.5943762160234054,8.917980207924893,1.248686459075107,9.833333332999999,0.906578924792831,2.1093597228214893,2.1093597228214893,5.233702952277024,2.8059934028356377,2.169293748849786,3.791009896037553,7.482492231162829,3
os63,5.333333333,3.4851842538107283,1.9579107649842444,2.4828262507960424,3.570030453331276,6.0528567025152,0.6144776913617178,0.5373732294490107,0.5373732294490107,4.099661945172446,2.8457910766372123,1.447811024361718,3.6518509208107286,7.1988735331059885,3
os64,3.3965635430754237,2.1954098965164643,1.3793078121611786,1.028743230516464,1.5919489573223573,2.454025520838821,0.5948269530402946,0.1206921878388214,0.1206921878388214,4.149435418355285,2.454025520838821,1.5804614584787529,3.16092291719889,7.043344630440063,3
os65,4.403938404493831,3.0,3.762728261612077,8.807876809881757,1.2803795294061038,10.088256338970137,0.9823487321000656,0.07060507149383062,0.07060507149383062,13.654779901537347,3.0,2.0176512678999345,3.8078768098817535,9.537223595452883,3
os66,4.649066946055639,3.0,3.517599720417962,9.298133892637678,1.0965331233266713,10.394667014543547,0.9210665966176904,0.3157336130556384,0.3157336130556384,11.87759797475462,3.0,2.078933403382309,4.298133892637677,9.71955597232741,3
os67,4.875778437720049,3.0,3.2908882290936186,9.751556875626429,0.92649950466338,10.678056377848806,0.8643887236165708,0.5424451047200493,0.5424451047200493,10.233939659762557,3.0,2.135611276383429,4.751556875626432,9.888189314151123,3
os68,4.868459088564479,3.043846970566201,3.385901519304841,9.605377265693438,1.5348848607438057,11.052568184146416,0.8707859538509086,1.1051363716096818,1.1051363716096818,7.579454514035107,2.736918177128958,2.122819696433799,4.298448472256195,9.227400451645355,3
os69,3.549883687424372,2.4777002360217653,2.397008983039165,9.319541371385208,1.8556330969782355,10.652874702034858,0.9584699148242232,1.1751744683634422,1.1751744683634422,6.20159527070295,3.0,1.4777002360217646,3.5360917258095785,7.945457755086747,3
os70,3.968551506405452,2.9234787819820407,2.747899984531589,8.292972709495873,2.198115159594548,10.013624231369734,0.9692626893108914,1.3694939271081779,1.4145666515315896,6.837533363936822,2.553984855738644,1.2568121158468226,4.806084871207055,7.121910751117781,3
os71,3.589662351400261,2.3195448446898213,1.3379294961033932,1.152878178689821,1.5091923252067858,2.495403836896607,0.5844823740258482,0.16207050389660704,0.16207050389660704,4.3149486825864285,2.495403836896607,1.6080470024896911,3.216094005303523,7.006980392656706,3
os72,3.9081707665918417,2.8582791442471724,2.6995664895283524,8.099783244839013,2.183658465816317,9.858279144247172,0.972246332376098,0.9920459885691448,0.9920459885691448,8.356111592637308,2.716558289344669,1.2913957229365112,4.942154366224475,7.36139400668237,3
os73,4.611011944748412,3.3517857410915015,3.9257441212795294,9.684970328047156,1.5556547212515877,10.870238151516038,0.9782976348688052,2.3331845846226185,2.5924107882795298,4.48184509044094,2.018601156691204,1.685119074313823,3.092857035411674,7.759836174299517,3
os74,3.5265778235629317,2.6288296602464576,2.7045036727535425,14.74862120761552,2.2310814969299844,15.866191687511899,0.941730678347396,3.1094515596924297,3.211703396375957,4.879289257503448,2.359911157562931,1.6779258491906115,3.428385446447602,6.020825870985197,3
os75,3.7846325707647024,2.800866158208936,2.5324671747910648,9.071416769176551,2.3170997456531683,10.791114990651323,0.9632920019923316,1.4751048277586183,1.4913384152028506,6.943727235117619,2.6179659047647017,1.2478346040263624,4.890695680935046,6.8341537154314915,3
os76,5.608358338044387,3.324908314687267,3.1332999930908016,6.1668333669959425,3.933099952735712,9.45820830642822,0.8822635428493804,1.9167500169979703,1.9167500169979703,7.808558378399475,3.0,2.3833833430887728,4.316649996820426,9.188766636048262,3
os77,5.26884390957198,2.8224471183009108,0.4891137853009108,1.0427169938037149,0.424624361485954,1.4028519314747123,0.29564551424297697,0.1934682710579338,0.1934682710579338,3.827476293347603,2.7311560904280197,1.3224471183009108,3.053603209115868,6.298886857834482,3
os78,5.089204790934961,2.434899055416772,0.2968685560688038,0.3658838053404395,0.3294190283115919,0.6790275974818119,0.2114235663460401,0.0,0.0,2.764318083826016,2.63411619465956,1.048825708413008,2.699217139242788,6.147804837676878,3
os79,4.93381309972759,3.0,3.232853567173129,9.867626199554461,0.8829735081794869,10.750599705031789,0.8498800580929224,0.6004797667275906,0.6004797667275906,9.813188360099069,3.0,2.1501199419070773,4.8676261995544605,9.931356861257328,3
os80,4.318237866873373,2.994968177947728,3.7930787566723954,8.646539378821103,1.3635242652532509,9.994968177947726,0.9990146015133796,0.03522275430552346,0.03522275430552346,13.96036196615875,2.9899363559256464,1.9748408897990208,3.711953065379877,9.409317348242423,3
os81,5.224476660802437,3.044283362947235,0.7109500299472347,1.5307567323983124,0.6020933570965318,2.0239934166441413,0.3843800120482659,0.32657001789896883,0.32657001789896883,4.626086774393814,2.775523339197563,1.5442833629472348,3.319806702797937,6.477399788813576,3
os82,3.418788125568023,2.5569698616550447,2.776363471344955,17.119994563503507,2.1951515977420684,17.98605574886889,0.9327244942362356,3.792119646849797,3.9303013829368187,4.01697167354418,2.2521214595680226,1.857575345776932,2.817577157666068,5.681098105174445,3
os83,4.393025360947638,2.7387681114324005,3.6790760834847616,8.5,2.323278972991412,10.489945640424018,0.974837275832575,2.5472826111047238,2.5472826111047238,4.806159443554301,2.4278985555676,1.5721014444324006,3.4030797215980737,7.964131083238253,3
os84,2.457990262390772,1.7082189766307148,2.0004574277291995,7.172613223726161,2.3337907607292,8.71416553110482,0.8453565908086257,2.5022871371446254,2.6274014942645967,1.4146082433446314,1.0821897648030303,0.7493138587815438,1.2483990040738309,6.781575555802957,3
os85,4.245079336073202,3.107830668715468,3.7450793360732018,13.63082909503947,1.6601411093318896,14.500105985918525,0.9595255374665804,3.3202822188794405,3.5882539969267984,3.5359435563103765,1.964056443689624,1.898694888344812,2.4346384446551883,6.973174429444097,3
os86,5.670809718495822,2.5,1.9665407225277585,5.282986987388718,1.2915879515361106,5.787130039209588,0.5846558129622467,1.799874056202711,1.799874056202711,7.503828191990173,2.8916509237722314,2.237413413259703,3.6790958234874713,8.712621768970168,3
os87,4.839737570758263,3.4807872867636327,4.288503668807426,10.160262432126462,1.3141206197636326,11.153858194252921,0.9757336962385048,2.5898158140545298,2.9103406715764275,3.88441075031988,1.8781629972309992,1.8461418085165289,2.596063566181837,8.05743908794547,3
os88,4.817137028978667,3.0609543237956855,3.4714382852469785,9.451411086936002,1.8086025119023488,11.138104950807062,0.8853984847964413,1.2762099034939576,1.2762099034939576,6.8951603862927175,2.634274057957335,2.1057123432043143,4.024730821097652,8.933536376394665,3
os89,4.452107480048257,3.132457724159733,3.9178985372490414,8.541050731375481,3.4384239029367807,11.632457726913428,0.9745161369576149,2.299124390200784,2.299124390200784,2.721400975486956,2.0410507313754795,1.9726328457359967,2.381225852951744,7.134163941499125,3
os90,4.768526877887924,2.8263951585027454,3.282403227882433,9.479185475508237,1.1226747357268974,10.48612364804712,0.8822988011057075,1.3610860329890182,1.3610860329890182,8.175967723134038,2.884263439117567,1.8773252642731024,4.652790317005492,9.444455636278905,3
os91,4.43917647881228,3.1058431458122797,3.93917647881228,8.56082352118772,2.709294226019408,11.058431458122802,0.9845645416193906,1.481804038196629,1.481804038196629,6.863489621653839,2.3649411263964364,2.0,2.8199215017718755,7.981484172112242,3
os92,4.333333333,2.997649783838944,3.8317665222275297,8.665883261611416,1.334900143777171,9.999216594611417,0.9998794760926176,0.012534486193866544,0.012534486193866544,14.128279806020414,2.9984331892275287,1.9968663784503584,3.6682334777724703,9.479778722942903,3
os93,5.333333333,3.566725603776696,2.1061677649344976,2.660734650754137,3.851718753250101,6.512453402258687,0.6515419413381618,0.5818503294385343,0.5818503294385343,4.218267545114857,2.860616776618895,1.484875274338162,3.733392270776696,7.294839417091234,3
os94,4.199806627528893,2.711780450660447,1.2071842941131845,1.5451137846604466,1.2477019212263687,2.626149038886816,0.5517960735282961,0.2928157058868156,0.2928157058868156,4.837929490547261,2.626149038886816,1.6952104703960003,3.3904209413776316,6.892078432713107,3
os95,3.8080308352884127,2.4124495835396345,2.7120462534326197,9.025302497711587,1.8417674993954283,10.35863582913568,0.9599823728471472,2.053813752828048,2.053813752828048,4.949395004576826,2.8417674993954285,1.333333333,3.7373487511442063,7.955046299044392,3
os96,5.333333333,3.190231481132745,1.4216329964349423,1.8392929284725272,2.551102693039338,4.390395620382395,0.4804082492646132,0.3764898988681318,0.3764898988681318,3.670639730397358,2.7921632998305475,1.3137415822646132,3.356898148132745,6.851744088036032,3
os97,3.502337140419446,2.6126692048336277,2.7206641281663724,15.281916236772188,2.2230012692478103,16.34292512284487,0.9397052894704288,3.2629758862355143,3.373307950649697,4.685363792355567,2.335670474419446,1.718326987746926,3.291021575268865,5.944424941404232,3
os98,2.67070949412951,1.7791253869266686,1.7168317852690689,3.485479873871655,2.050165118269069,5.097938592822581,0.7204732817087773,1.0841589256948485,1.1383668720934277,2.690923633777062,1.7912538703151997,1.1747523222590206,2.241088752046131,6.99004040290692,3
os99,3.650535075069296,2.5448011611519314,2.581536527021309,9.235665215047987,1.788532171848069,10.568998545999591,0.9638053703006024,1.024197386896056,1.024197386896056,7.22488437876185,3.0,1.5448011611519312,3.5528669571172835,8.143208128424194,3
os100,4.1116788150259085,2.8522303212767213,3.4269667167880518,8.85137876523786,1.4811030117232789,10.184712097572897,0.9882502582481912,0.33248177696113634,0.33248177696113634,11.913179069857893,3.0,1.8522303212767213,3.629724247263767,9.04921994676443,3
os101,3.301143857764401,1.8669526307163151,2.5168096488329432,9.091023247176112,1.200285964665886,9.757689913176113,0.7973733081724228,3.6162377204507417,3.774499562059485,3.6611214855701766,1.7339052623822009,0.7759293844897726,1.7927390333731448,7.826599430404625,3
os102,4.558315421812461,3.0,3.608351244525012,9.116630844287453,1.164596766475022,10.281227609750053,0.9437544777125164,0.2249820888124615,0.2249820888124615,12.535546525687812,3.0,2.056245522287484,4.1166308442874495,9.652052853291094,3
os103,3.155356970647527,1.8310713937403629,2.495476121467154,9.168928606259641,1.184762181144956,9.846904968571394,0.7996160004016305,3.6621427884535818,3.828809454467154,3.2971423047100883,1.65309503138789,0.6644047277267912,1.65309503138789,7.69690230366049,3
