username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050171,3.333333333,111.65,483.6666667,2,20.83333333,59,2.333333333,6.583333333,21.33333333,0,0,0,7.333333333,7.333333333,0,0.666666667,4.522175713,1,0.090909091,7,0.636363636,1.333333333,0.666666667,0.060606061,1.333333333,6.333333333,0.575757576,2,0.181818182,0,7,0.636363636,3.333333333,0.303030303,10.33333333,0.939393939,14,1.272727273,1.333333333,17.66666667,1.606060606,43.33333333,3.939393939,0.666666667,0.666666667,0.666666667,1,0,10
Y1050172,1,315,315,0.333333333,15.33333333,15.33333333,0.666666667,49,49,0,0,0,3,2.666666667,0.333333333,0.333333333,4.161597105,2,0.25,2.666666667,0.625,0.666666667,4.333333333,0.541666667,3,35.66666667,10,1.333333333,0.166666667,0.333333333,40,10.54166667,4.666666667,0.583333333,44.66666667,11.125,39.33333333,10.75,0.666666667,47.66666667,11.79166667,132.3333333,33.75,0.666666667,0.666666667,0.666666667,0,22.5,10
Y1050173,3,338,668,2.333333333,24.33333333,47.66666667,2.333333333,50.55555556,79,0,0,0,9.333333333,6.333333333,3,0.627777778,10.05994507,5.333333333,0.561111111,9,0.972222222,1.666666667,13,1.283333333,9.333333333,34.33333333,3.755555555,5,0.55,0,47.33333333,5.038888889,14.33333333,1.5,61.66666667,6.538888889,46.33333333,5.044444445,1.666666667,71,7.538888889,180.6666667,19.32222222,1.666666667,1.666666667,1.666666667,2,90,70
Y1050174,5,166.8333333,791.3333333,4,20.25,81,1.666666667,23.16666667,40.33333333,0,0,0,5.666666667,4.333333333,1.333333333,0.822222222,10.83692589,1.666666667,0.288888889,5.666666667,1,1,9,1.207407408,1.666666667,20.33333333,3.607407408,2.333333333,0.333333333,0,29.33333333,4.814814815,4,0.592592593,33.33333333,5.407407407,27.33333333,4.725925926,1,39,6.407407407,100.6666667,16.75555556,3.333333333,3,3,7.23,100,80
Y1050175,3.333333333,236.1388889,792.6666667,3.333333333,22.13888889,74.66666667,3.333333333,14.52777778,51,0,0,0,10.66666667,7.666666667,3,0.682539682,13.92972757,5.666666667,0.607142857,9,0.80952381,1,3.666666667,0.337301587,6,20.33333333,1.845238095,4.666666667,0.357142857,0.333333333,24,2.182539683,11,1.007936508,35,3.19047619,33,2.900793651,1,45.66666667,4.19047619,114.6666667,10.36111111,1,0.666666667,0.666666667,1,35,30
Y1050176,4.333333333,208.7666667,883.3333333,2.666666667,27.5,73.66666667,3.666666667,29.84444444,101,0,0,0,10,10,0,1,10.31530922,6,0.582621083,10,1,0,25.66666667,2.558404558,12.66666667,37.33333333,3.866096866,6,0.674145299,0,63,6.424501425,18.66666667,1.923076923,81.66666667,8.347578348,53.33333333,5.540242165,0,91.66666667,9.347578348,226.6666667,23.23539886,16.66666667,3.333333333,4.333333333,9.693333333,80,90
Y1050177,3,298.5277778,876.3333333,1.333333333,34.5,69,1.666666667,27,73,0,0,0,5.666666667,2.666666667,3,0.280952381,7.30991274,5.333333333,0.619047619,4,0.442857143,0,13.66666667,1.438095238,23.66666667,8.666666667,0.895238095,7.666666667,0.766666667,0,22.33333333,2.333333333,31.33333333,3.419047619,53.66666667,5.752380952,18,1.857142857,0,59.33333333,6.419047619,131,14.02857143,2.666666667,1.666666667,1.666666667,2,65,20
Y1050178,0.666666667,270.6666667,270.6666667,0.666666667,18.33333333,18.33333333,0.666666667,44.33333333,44.33333333,0,0,0,7,3.666666667,3.333333333,0.348484848,4.491795008,5.333333333,0.512121212,5.333333333,0.509090909,1.333333333,16.66666667,1.624242424,4,8.666666667,0.821212121,1.333333333,0.13030303,0,25.33333333,2.445454545,5.333333333,0.521212121,30.66666667,2.966666667,12.66666667,1.206060606,1.333333333,37.66666667,3.633333333,82.33333333,7.93030303,0.666666667,0.666666667,0.666666667,0.583333333,97.5,20
Y1050179,5.333333333,266.7777778,1541.333333,4,22.7,101,4.666666667,47.18888889,238,0,0,0,13,11.66666667,1.333333333,0.832129343,14.54247128,9,0.679394565,12.33333333,0.962848297,3.333333333,88,4.681114552,38.33333333,49.66666667,4.023047816,18,1.456484348,1.666666667,137.6666667,8.704162368,58,3.794289645,195.6666667,12.49845201,76.66666667,6.260749914,3.333333333,208.6666667,13.49845201,484.3333333,32.44134847,2,1,1.666666667,7.833333333,89,95
Y1050180,4,72.88888889,224.6666667,0.666666667,7.666666667,15.33333333,1,6.333333333,19,0,0,0,3.333333333,2.666666667,0.666666667,0.266666667,3.808008277,1,0.1,3,0.3,0.666666667,1.333333333,0.133333333,2.666666667,3.666666667,0.366666667,1,0.1,0.333333333,5,0.5,4,0.4,9,0.9,7,0.7,0.666666667,12.33333333,1.233333333,29,2.9,0.666666667,0.666666667,0.666666667,0.666666667,72.5,40
Y1050181,3.666666667,135.8,422.6666667,2.666666667,31,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.5,20
Y1050182,4.666666667,204.7833333,967.3333333,3.666666667,15.80555556,56.66666667,4.333333333,25.71666667,112,0,0,0,13.66666667,8.333333333,5.333333333,0.590686275,12.48644919,8,0.611519608,13.33333333,0.979166667,1.666666667,3.666666667,0.290441176,17.66666667,50.66666667,4.088235294,19,1.430147059,0.333333333,54.33333333,4.378676471,37,2.742647059,91.33333333,7.121323529,79.66666667,6.234068627,1.666666667,105,8.121323529,277.6666667,21.59681373,1.666666667,1.333333333,1.333333333,8.166666667,77.5,90
Y1050184,0.333333333,20.66666667,20.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.222222222,45,10
Y1050185,6.333333333,116.8095238,693,3,16.82222222,57.66666667,3,13.77777778,38.66666667,1,0.333333333,1,8.333333333,6.333333333,2,0.836829837,9.721453671,4,0.335664336,7.666666667,0.948717949,2.333333333,3,0.268065268,8.666666667,6.666666667,0.876456876,4,0.335664336,0,9.666666667,1.144522144,12.66666667,1.03030303,22.33333333,2.174825175,15.33333333,1.58974359,2.333333333,30.66666667,3.174825175,70.66666667,7.445221445,10.66666667,3.333333333,5.333333333,10,90,99
