username,active_num_days,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
104602035,1.1666666666666667,4.5,1.3333333333333333,1.3333333333333333,2.0,9.805555555666663,9.555555555666666,80.48
104602037,1.5,2.333333333333333,1.1666666666666667,0.5,1.1666666666666667,9.7055555555,8.555555555666666,61.61
104602501,2.5,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,9.638888889,7.416666666666668,56.93
104602502,2.0,3.1666666666666665,1.3333333333333333,1.0,1.5,9.605555555333334,7.833333333333332,67.38
104602503,1.1666666666666667,2.833333333333333,0.8333333333333334,0.6666666666666666,0.8333333333333334,8.394444444500001,6.0,48.27
104602504,2.5,2.5,1.3333333333333333,1.0,1.8333333333333333,9.688888888833333,5.666666666833334,71.49
104602505,1.5,2.5,1.1666666666666667,0.6666666666666666,1.3333333333333333,9.611111111333337,9.4444444445,81.71
104602506,1.0,2.833333333333333,1.0,0.8333333333333334,1.3333333333333333,9.5,8.111111111,63.62
104602507,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.3333333335,6.888888888666665,39.87
104602508,1.8333333333333333,2.333333333333333,1.1666666666666667,1.0,1.3333333333333333,9.366666666833334,6.111111111333335,60.32
104602509,1.8333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.099999999833333,3.8333333331666672,47.45
104602510,2.333333333333333,2.5,0.8333333333333334,0.6666666666666666,1.0,9.838888888666668,8.999999999833332,70.1
104602511,2.5,2.5,0.8333333333333334,0.8333333333333334,1.0,9.777777777833334,9.111111111,78.77
104602513,2.5,5.0,1.1666666666666667,1.0,1.8333333333333333,9.888888888666663,9.500000000166668,93.69
104602514,1.6666666666666667,3.8333333333333335,1.0,0.8333333333333334,1.3333333333333333,9.516666666499999,8.6666666665,74.75
104602515,0.8333333333333334,2.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,8.261111111,8.000000000166668,60.84
104602516,2.6666666666666665,3.0,1.1666666666666667,1.0,1.3333333333333333,9.766666666499999,9.5,56.89
104602517,1.0,0.0,0.0,0.0,0.0,9.116666666833334,8.861111111,82.97
104602519,2.1666666666666665,4.5,1.3333333333333333,1.3333333333333333,2.1666666666666665,9.777777777666666,9.111111111333337,94.97
104602520,2.333333333333333,2.833333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,7.411111111,5.388888888833333,48.24
104602521,1.8333333333333333,3.1666666666666665,1.3333333333333333,1.0,1.5,9.655555555333335,8.638888889,80.87
104602522,3.333333333333333,5.666666666666668,1.3333333333333333,1.6666666666666667,2.333333333333333,8.961111111000001,6.4722222223333326,59.34
104602524,1.1666666666666667,2.1666666666666665,1.0,0.6666666666666666,1.0,9.233333333166668,6.666666666833334,68.02
104602525,0.0,1.5,0.5,0.3333333333333333,0.5,8.611111111166666,6.888888888666665,59.69
104602526,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,9.805555555500002,8.777777777666666,76.48
