username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_num_days,num_watched,pause_video_sum,pause_video_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,3.0,185.04166665,594.8333333333334,17.027777776666667,43.0,2.6666666666666665,8.0,4.666666666666667,0.6931216929999999,0.0,0.0,0.0,0.0,9.933333333333332,7.5,61.0
102602012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.57
103602527,2.1666666666666665,234.54166666666663,569.1666666666666,18.83333333333333,27.33333333333333,1.3333333333333333,4.333333333333333,3.1666666666666665,0.5103174603333334,0.0,0.0,0.0,0.0,9.277777777833334,7.8888888889999995,47.15
104602001,2.1666666666666665,109.775,327.0,9.416666666666666,16.833333333333332,1.6666666666666667,6.5,2.833333333333333,0.3296066253333333,3.5,1.6666666666666667,1.0,1.8333333333333333,9.477777778000002,9.1666666665,58.21
104602002,2.333333333333333,158.65277778333333,526.1666666666666,14.5,35.0,2.0,7.666666666666668,6.0,0.7162698413333333,4.166666666666667,1.8333333333333333,1.1666666666666667,2.5,9.761111111166668,7.944444444333332,69.33
104602003,2.5,186.06944445,522.5,13.0,29.66666666666667,1.6666666666666667,3.1666666666666665,1.6666666666666667,0.5083333333333333,3.5,1.5,1.0,1.5,9.544444444333331,7.611111111333335,55.3
104602005,2.6666666666666665,142.52777778333333,392.83333333333326,21.58333333333333,33.666666666666664,0.8333333333333334,1.8333333333333333,1.5,0.5916666666666667,7.333333333333332,2.1666666666666665,1.3333333333333333,2.6666666666666665,9.800000000166667,9.1666666665,74.12
104602006,2.0,132.90277776666667,395.66666666666674,7.083333333333332,14.166666666666664,1.3333333333333333,5.333333333333333,4.833333333333333,0.6081349206666666,4.0,1.5,1.3333333333333333,1.8333333333333333,9.788888888833334,6.499999999833332,61.13
104602007,2.333333333333333,190.4888888833333,869.5,4.9777777783333335,26.83333333333333,2.333333333333333,5.666666666666668,4.666666666666667,0.5301120448333333,3.1666666666666665,2.0,1.8333333333333333,2.6666666666666665,9.5833333335,9.888888889,85.72
104602008,1.1666666666666667,44.61666666666667,220.33333333333331,13.833333333333336,13.833333333333336,0.8333333333333334,2.5,2.0,0.13333333333333333,3.8333333333333335,1.6666666666666667,1.0,1.8333333333333333,9.888888889,9.111111111333337,72.53
104602009,1.0,225.61111111666665,360.5,20.58333333333333,27.16666666666667,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,3.8333333333333335,1.6666666666666667,1.0,2.0,9.672222222333334,9.722222222000001,79.78
104602010,2.0,178.55555555499996,463.16666666666674,20.416666666666668,26.66666666666667,1.0,5.5,2.333333333333333,0.20000000000000004,3.1666666666666665,1.8333333333333333,1.3333333333333333,2.0,9.988888889000002,9.9444444445,76.68
104602011,3.333333333333333,176.80119048333336,593.5,20.866666666666667,38.5,1.6666666666666667,6.833333333333332,5.0,0.5236111111666667,3.8333333333333335,1.6666666666666667,1.5,1.8333333333333333,9.8833333335,9.1666666665,70.97
