feature,pearson,p-value,distance_correlation
active_num_days,0.3108962067215421,0.0165449515266417,0.6891037932784578
active_avg_count,0.269391726189021,0.03908627927549825,0.7306082738109789
active_sum_count,0.32840503546897376,0.011103837386999566,0.6715949645310262
problem_num_days,0.17086855314446445,0.19569165640630573,0.8291314468555355
problem_avg_count,0.25405779761216973,0.05217459650445844,0.7459422023878303
problem_sum_count,0.2889687172715142,0.026438558310503773,0.7110312827284858
video_num_days,0.23523837024840594,0.07289295565266025,0.764761629751594
video_avg_count,0.11608687597065523,0.3812653893116775,0.8839131240293447
video_sum_count,0.14560359373204476,0.2711798723797604,0.8543964062679552
forum_num_days,,1.0,
forum_avg_count,,1.0,
forum_sum_count,,1.0,
num_watched,0.232421305231299,0.07649252675754478,0.767578694768701
num_complete,0.2365059387166875,0.07131793565158112,0.7634940612833125
num_incomplete,0.1142936546127845,0.38871398597701357,0.8857063453872155
complete_rate,0.2046686094215268,0.11995466127045558,0.7953313905784731
incomplete_rate,0.0904744810077783,0.4955689920599853,0.9095255189922217
watched_time_hour,0.16403269579572063,0.2144470168807706,0.8359673042042793
watched_time_weekday,0.187875942743936,0.15417167746427798,0.812124057256064
seek_video_sum,0.2126919365959206,0.10580760284390815,0.7873080634040794
seek_video_avg,0.1781480607688873,0.17703847379415585,0.8218519392311127
pause_video_sum,0.2500520673215719,0.05612606582871373,0.7499479326784281
pause_video_avg,0.21764679947211557,0.09773719318162868,0.7823532005278844
stop_video_sum,0.18598289479249724,0.15844090397368157,0.8140171052075027
stop_video_avg,0.1542348215790483,0.24347417679829306,0.8457651784209517
video_forward_seek_sum,0.18846775316789882,0.15285463950403252,0.8115322468321012
video_forward_seek_avg,0.15562766670516098,0.2391916405970814,0.844372333294839
video_backward_seek_sum,0.2273880132985813,0.08327386548122166,0.7726119867014187
video_backward_seek_avg,0.1074807036343949,0.4177896665572365,0.8925192963656051
video_pause_forward_seek_sum,0.0740079758834975,0.5774810067438375,0.9259920241165025
video_pause_forward_seek_avg,-0.0036868333078004236,0.9778908432721576,1.0036868333078004
video_pause_backward_seek_sum,0.26546611811848836,0.04214611872809384,0.7345338818815117
video_pause_backward_seek_avg,0.1824713310785871,0.16658985363099657,0.8175286689214128
video_stop_backward_seek_sum,0.16818993852565392,0.2028962835266665,0.831810061474346
video_stop_backward_seek_avg,0.1614957241641218,0.22171854908849287,0.8385042758358782
all_type_video_forward_seek_sum,0.1877640138534066,0.15442170941803254,0.8122359861465933
all_type_video_forward_seek_avg,0.1525305620076483,0.24878516211553633,0.8474694379923517
all_type_video_backward_seek_sum,0.24735266900937916,0.05892318074802287,0.7526473309906209
all_type_video_backward_seek_avg,0.12919447700837375,0.32944922182586345,0.8708055229916263
all_type_video_seek_sum,0.21993867764746405,0.09417007894281484,0.780061322352536
all_type_video_seek_avg,0.15966571798899573,0.22706936161294575,0.8403342820110042
video_pause_sum,0.24597145149571498,0.06039736174713985,0.754028548504285
video_pause_avg,0.15969613450623457,0.22697969980329682,0.8403038654937655
video_stop_sum,0.17108071529655824,0.19512891139873859,0.8289192847034418
video_stop_avg,0.14535540333342858,0.2720064382630358,0.8546445966665714
video_play_sum,0.25338352017103727,0.05282341503156378,0.7466164798289627
video_play_avg,0.18284694671208357,0.1657038333699226,0.8171530532879164
video_events_sum,0.25476904616007523,0.05149724844964343,0.7452309538399249
video_events_avg,0.18308158712141695,0.16515210633612282,0.816918412878583
mt_practice_sum,0.34112490932977974,0.008193564385364683,0.6588750906702203
mt_unit_sum,0.4537476717197301,0.0003069277142826754,0.5462523282802698
mt_online_num_day,0.3779926589393489,0.003160790433637864,0.622007341060651
mt_online_practice_num_day,0.44506523326994,0.0004124554052917893,0.55493476673006
hw_mean,0.34934358994567116,0.006688510216830997,0.6506564100543288
qz_mean,0.6101041256292906,2.900087252607382e-07,0.38989587437070927
