feature,pearson,p-value,distance_correlation
active_num_days,0.25721459917009837,0.0492227193755292,0.7427854008299016
active_avg_count,0.054637833498594995,0.6810660253792026,0.945362166501405
active_sum_count,0.10341209074181044,0.43573179718404476,0.8965879092581895
problem_num_days,-0.03753131337095509,0.7777788333476232,1.0375313133709552
problem_avg_count,-0.018103792303810377,0.8917472315797395,1.0181037923038103
problem_sum_count,-0.018996508077689152,0.8864435823579102,1.0189965080776893
video_num_days,0.1304679203511416,0.3246637835127779,0.8695320796488584
video_avg_count,0.15959538584619923,0.22727678083293032,0.8404046141538007
video_sum_count,0.15208195422368428,0.2501961696277526,0.8479180457763157
forum_num_days,,1.0,
forum_avg_count,,1.0,
forum_sum_count,,1.0,
num_watched,0.12227819874487705,0.3562109190974011,0.8777218012551229
num_complete,0.11145358843749943,0.40068581671115877,0.8885464115625006
num_incomplete,0.09826056752623592,0.45905765814920185,0.9017394324737641
complete_rate,0.10573657647967447,0.4254286288380731,0.8942634235203255
incomplete_rate,0.10918319333557155,0.4104095145899438,0.8908168066644284
watched_time_hour,0.16640327681046027,0.20780518893985478,0.8335967231895397
watched_time_weekday,0.0814612456989972,0.5396459138396912,0.9185387543010028
seek_video_sum,0.1505828148883555,0.2549508353177537,0.8494171851116444
seek_video_avg,0.15578256290778159,0.23871860220465613,0.8442174370922184
pause_video_sum,0.13959147199600033,0.2916749478904232,0.8604085280039997
pause_video_avg,0.12433301540477668,0.34812434873415654,0.8756669845952233
stop_video_sum,0.0971594278509885,0.4641304043876533,0.9028405721490115
stop_video_avg,0.10441231956253276,0.43128126550106105,0.8955876804374672
video_forward_seek_sum,0.12889679437060705,0.3305742565431923,0.8711032056293929
video_forward_seek_avg,0.12756526918039732,0.3356360771017671,0.8724347308196027
video_backward_seek_sum,0.17378654014046918,0.18805299908503872,0.8262134598595308
video_backward_seek_avg,0.0895944239356632,0.4997886328489547,0.9104055760643368
video_pause_forward_seek_sum,0.058708331545784205,0.6587207564983839,0.9412916684542157
video_pause_forward_seek_avg,-0.04800014607343208,0.7180877353840222,1.048000146073432
video_pause_backward_seek_sum,0.20334193007356804,0.12242668191659062,0.796658069926432
video_pause_backward_seek_avg,0.21330465199396484,0.104782615672042,0.7866953480060351
video_stop_backward_seek_sum,0.18752531745110634,0.1549559219709796,0.8124746825488937
video_stop_backward_seek_avg,0.13842312133946083,0.2957723673707189,0.8615768786605391
all_type_video_forward_seek_sum,0.12804001115284822,0.33382579214735286,0.8719599888471518
all_type_video_forward_seek_avg,0.1221779301982413,0.3566084445675821,0.8778220698017587
all_type_video_backward_seek_sum,0.19034536117085724,0.14873128992553042,0.8096546388291428
all_type_video_backward_seek_avg,0.1152795737210781,0.38460810814284374,0.8847204262789219
all_type_video_seek_sum,0.15488480900255827,0.2414692003128616,0.8451151909974417
all_type_video_seek_avg,0.138093439444593,0.2969353176955591,0.861906560555407
video_pause_sum,0.1858890745195519,0.15865473174860956,0.8141109254804482
video_pause_avg,0.1323662789231306,0.317612208145462,0.8676337210768694
video_stop_sum,0.09720346839461184,0.46392693642202787,0.9027965316053882
video_stop_avg,0.09963919866147593,0.4527494224948515,0.900360801338524
video_play_sum,0.17487125552828864,0.1852687871289003,0.8251287444717114
video_play_avg,0.15704071948843243,0.23490011431941119,0.8429592805115675
video_events_sum,0.17618495506220017,0.18193671769163788,0.8238150449377999
video_events_avg,0.15763919646124494,0.23309860116364936,0.8423608035387551
mt_practice_sum,0.3572531372103119,0.005474359683734308,0.6427468627896882
mt_unit_sum,0.3209834840649098,0.013184642844741879,0.6790165159350903
mt_online_num_day,0.3054059593047037,0.01866388851793042,0.6945940406952963
mt_online_practice_num_day,0.3748365943679552,0.003444223903843388,0.6251634056320448
hw_mean,0.35757921787839997,0.0054287585237073515,0.6424207821216
qz_mean,0.5968365664280463,6.066496151873768e-07,0.4031634335719536
