username,active_num_days,active_avg_count,active_sum_count,problem_sum_count,video_pause_backward_seek_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,1.5555555555555556,185.90277777222227,328.0555555555556,15.722222222222221,1.6111111111111112,0.0,0.0,0.0,0.0,9.900000000000002,7.0,61.0
102602012,0.3333333333333333,0.9722222222222222,1.7222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.57
103602527,2.1666666666666665,172.87037036666663,465.16666666666674,14.833333333333336,0.6666666666666666,0.0,0.0,0.0,0.0,9.488888888944446,7.77777777788889,47.15
104602001,1.9444444444444444,104.38796296333334,262.5,7.777777777777778,1.0555555555555556,1.7777777777777777,0.8333333333333334,0.5555555555555556,0.8888888888888888,9.55555555577778,8.333333333166665,58.21
104602002,1.6111111111111112,85.22685185555554,248.11111111111111,11.666666666666664,0.8333333333333334,2.1666666666666665,1.2777777777777777,0.8333333333333334,1.5,9.588888888944446,6.72222222211111,69.33
104602003,2.0,136.15277777777777,338.0555555555556,10.5,2.3888888888888893,2.2222222222222223,1.1666666666666667,0.8333333333333334,1.1666666666666667,9.522222222111113,6.5555555557777785,55.3
104602005,1.6111111111111112,135.89814815,287.5555555555556,19.444444444444443,1.2777777777777777,5.5555555555555545,1.6111111111111112,1.0555555555555556,1.8888888888888888,9.766666666833336,8.333333333166665,74.12
104602006,1.5,66.73611110555558,174.88888888888889,4.722222222222221,1.0,3.6666666666666665,1.1666666666666667,1.0,1.5,9.811111111055556,6.333333333166666,61.13
104602007,2.333333333333333,178.1259259255556,594.3888888888888,16.333333333333332,3.388888888888889,2.7777777777777777,1.3888888888888888,1.1111111111111112,1.6666666666666667,9.666666666833338,9.77777777788889,85.72
104602008,1.7777777777777777,45.3185185188889,163.72222222222226,4.611111111111111,0.7777777777777778,2.2777777777777777,0.9444444444444444,0.5555555555555556,1.0,9.877777777888888,9.05555555577778,72.53
104602009,0.3333333333333333,75.20370370555554,120.16666666666669,9.055555555555557,0.0,2.6111111111111107,1.0555555555555556,0.6666666666666666,1.1666666666666667,9.77777777788889,9.44444444422222,79.78
104602010,1.5555555555555556,131.49999999999997,414.5,8.888888888888891,1.4444444444444444,2.7222222222222223,1.0,0.7222222222222222,1.0555555555555556,9.977777777888887,9.888888888944443,76.68
