evaluation_num,acc,precision,recall,f1_score
18,0.863387978,0.846064655,0.863387978,0.848891828
31,0.863387978,0.858324814,0.863387978,0.85769779
66,0.863387978,0.837363824,0.863387978,0.844757118
89,0.863387978,0.852741738,0.863387978,0.855165154
97,0.863387978,0.851022839,0.863387978,0.855703474
14,0.857923497,0.853998911,0.857923497,0.853826849
30,0.857923497,0.844830571,0.857923497,0.849367214
19,0.852459016,0.847496936,0.852459016,0.848261336
44,0.852459016,0.848282592,0.852459016,0.847516015
55,0.852459016,0.824866103,0.852459016,0.832574992
58,0.852459016,0.850577722,0.852459016,0.847118475
99,0.852459016,0.845142684,0.852459016,0.840939412
10,0.846994536,0.838623944,0.846994536,0.84152746
11,0.846994536,0.839993664,0.846994536,0.839478442
12,0.846994536,0.837476172,0.846994536,0.839427896
62,0.846994536,0.839204088,0.846994536,0.839144625
74,0.846994536,0.839864045,0.846994536,0.842799298
94,0.846994536,0.840031493,0.846994536,0.833908125
100,0.846994536,0.838619486,0.846994536,0.841052487
22,0.841530055,0.837319602,0.841530055,0.836828793
25,0.841530055,0.830510018,0.841530055,0.831419681
34,0.841530055,0.829142575,0.841530055,0.829789161
43,0.841530055,0.826647479,0.841530055,0.83275527
63,0.841530055,0.828868378,0.841530055,0.830052121
78,0.841530055,0.842075718,0.841530055,0.837433526
90,0.841530055,0.825328593,0.841530055,0.831870387
3,0.836065574,0.819010702,0.836065574,0.820759748
5,0.836065574,0.825435218,0.836065574,0.823028549
28,0.836065574,0.818367585,0.836065574,0.823341916
54,0.836065574,0.839144378,0.836065574,0.82770933
61,0.836065574,0.802317012,0.836065574,0.81570212
80,0.836065574,0.831454905,0.836065574,0.832080837
81,0.836065574,0.824908925,0.836065574,0.827301582
2,0.830601093,0.827952278,0.830601093,0.826137088
26,0.830601093,0.816029144,0.830601093,0.820995288
42,0.830601093,0.833504593,0.830601093,0.827513779
49,0.830601093,0.809698605,0.830601093,0.816015814
53,0.830601093,0.826545135,0.830601093,0.828260969
59,0.830601093,0.812763303,0.830601093,0.818958656
69,0.830601093,0.816059502,0.830601093,0.819470179
71,0.830601093,0.817511037,0.830601093,0.822765568
75,0.830601093,0.810316857,0.830601093,0.817926419
77,0.830601093,0.786229672,0.830601093,0.806879802
96,0.830601093,0.808328592,0.830601093,0.816680948
,0.827377049,0.814145222,0.827377049,0.817899955
8,0.825136612,0.815552206,0.825136612,0.817608892
9,0.825136612,0.817318201,0.825136612,0.819704315
15,0.825136612,0.809012254,0.825136612,0.816113213
20,0.825136612,0.806836955,0.825136612,0.813938647
23,0.825136612,0.813863854,0.825136612,0.818559749
24,0.825136612,0.815588848,0.825136612,0.818655863
27,0.825136612,0.811972181,0.825136612,0.817185092
45,0.825136612,0.81133721,0.825136612,0.816067627
46,0.825136612,0.812433468,0.825136612,0.81687169
50,0.825136612,0.815131477,0.825136612,0.81762384
51,0.825136612,0.8149732,0.825136612,0.8192978
52,0.825136612,0.818147456,0.825136612,0.820740583
56,0.825136612,0.813206819,0.825136612,0.816651548
65,0.825136612,0.8091872,0.825136612,0.815051444
76,0.825136612,0.818480305,0.825136612,0.819808066
84,0.825136612,0.807266076,0.825136612,0.814543971
88,0.825136612,0.813628737,0.825136612,0.815372306
91,0.825136612,0.812838051,0.825136612,0.818004752
98,0.825136612,0.812119358,0.825136612,0.816362172
13,0.819672131,0.803736822,0.819672131,0.808759803
36,0.819672131,0.808166363,0.819672131,0.811659391
41,0.819672131,0.812227231,0.819672131,0.812259016
73,0.819672131,0.808665372,0.819672131,0.812907277
82,0.819672131,0.798500816,0.819672131,0.806284306
85,0.819672131,0.801581931,0.819672131,0.808697318
1,0.81420765,0.804406613,0.81420765,0.805124566
4,0.81420765,0.793649611,0.81420765,0.802640237
6,0.81420765,0.793639541,0.81420765,0.800305816
7,0.81420765,0.794111985,0.81420765,0.800383541
21,0.81420765,0.798902373,0.81420765,0.804915669
37,0.81420765,0.803644745,0.81420765,0.808053031
38,0.81420765,0.805180122,0.81420765,0.808899697
39,0.81420765,0.798141111,0.81420765,0.800064215
57,0.81420765,0.810637031,0.81420765,0.80942986
60,0.81420765,0.787281965,0.81420765,0.797805788
67,0.81420765,0.792624737,0.81420765,0.800469352
68,0.81420765,0.795220331,0.81420765,0.802015249
83,0.81420765,0.793928983,0.81420765,0.802713813
92,0.81420765,0.799986015,0.81420765,0.804870691
29,0.808743169,0.795496647,0.808743169,0.799953187
32,0.808743169,0.808821233,0.808743169,0.806405725
40,0.808743169,0.788304797,0.808743169,0.795544917
48,0.808743169,0.790285294,0.808743169,0.791843284
70,0.808743169,0.779529696,0.808743169,0.792548335
79,0.808743169,0.785218556,0.808743169,0.795555493
87,0.808743169,0.808494217,0.808743169,0.805378418
95,0.808743169,0.794820844,0.808743169,0.800860941
16,0.803278689,0.778490296,0.803278689,0.789015537
35,0.803278689,0.78298408,0.803278689,0.790959603
86,0.803278689,0.791343521,0.803278689,0.796590622
72,0.797814208,0.783449106,0.797814208,0.790283972
93,0.797814208,0.789599972,0.797814208,0.789337897
17,0.792349727,0.78187168,0.792349727,0.786155648
33,0.792349727,0.767023385,0.792349727,0.77803325
64,0.792349727,0.782090981,0.792349727,0.785202957
47,0.786885246,0.773574277,0.786885246,0.779069948
,0.827377049,0.814145222,0.827377049,0.817899955
