evaluation_num,acc,precision,recall,f1_score
1,0.792349727,0.763026249,0.792349727,0.771265878
2,0.825136612,0.798839382,0.825136612,0.800202235
3,0.836065574,0.811557945,0.836065574,0.817652913
4,0.803278689,0.760656632,0.803278689,0.775485904
5,0.808743169,0.783084311,0.808743169,0.790036341
6,0.830601093,0.823827678,0.830601093,0.810857207
7,0.825136612,0.805703817,0.825136612,0.809746423
8,0.836065574,0.82756174,0.836065574,0.816001094
9,0.825136612,0.786742942,0.825136612,0.796609162
10,0.819672131,0.78412043,0.819672131,0.798217261
11,0.781420765,0.759505818,0.781420765,0.760948224
12,0.819672131,0.763185812,0.819672131,0.789784457
13,0.841530055,0.836566527,0.841530055,0.824218745
14,0.808743169,0.778679341,0.808743169,0.784583324
15,0.836065574,0.822487579,0.836065574,0.813325101
16,0.797814208,0.765922504,0.797814208,0.772817088
17,0.792349727,0.758147831,0.792349727,0.769003135
18,0.786885246,0.747473959,0.786885246,0.760567543
19,0.803278689,0.790676478,0.803278689,0.787919647
20,0.797814208,0.765021061,0.797814208,0.771043856
21,0.830601093,0.802062691,0.830601093,0.800633457
22,0.825136612,0.816187096,0.825136612,0.804379655
23,0.81420765,0.78165999,0.81420765,0.792018798
24,0.836065574,0.819978142,0.836065574,0.823789678
25,0.797814208,0.73712337,0.797814208,0.764258692
26,0.81420765,0.771425569,0.81420765,0.785007873
27,0.841530055,0.823531866,0.841530055,0.82099748
28,0.819672131,0.80021188,0.819672131,0.801622677
29,0.792349727,0.753027999,0.792349727,0.767972339
30,0.825136612,0.801801584,0.825136612,0.805556062
31,0.775956284,0.74290406,0.775956284,0.749578022
32,0.81420765,0.77384258,0.81420765,0.788008462
33,0.792349727,0.733387742,0.792349727,0.758140521
34,0.836065574,0.816450313,0.836065574,0.819118296
35,0.819672131,0.80119521,0.819672131,0.803162183
36,0.808743169,0.777626092,0.808743169,0.783976094
37,0.81420765,0.783429739,0.81420765,0.790593988
38,0.803278689,0.766945041,0.803278689,0.777022393
39,0.830601093,0.800899726,0.830601093,0.808360004
40,0.803278689,0.768764933,0.803278689,0.777138199
41,0.830601093,0.815263697,0.830601093,0.815868342
42,0.830601093,0.801083188,0.830601093,0.807056048
43,0.836065574,0.818121645,0.836065574,0.822473113
44,0.81420765,0.797507095,0.81420765,0.799031384
45,0.81420765,0.784997656,0.81420765,0.793506977
46,0.825136612,0.815966275,0.825136612,0.803712708
47,0.825136612,0.799895915,0.825136612,0.802188455
48,0.808743169,0.776582423,0.808743169,0.787027176
49,0.825136612,0.819350691,0.825136612,0.806236514
50,0.81420765,0.795294612,0.81420765,0.794153133
51,0.797814208,0.773665829,0.797814208,0.777961744
52,0.803278689,0.778416114,0.803278689,0.783676557
53,0.792349727,0.76651645,0.792349727,0.771675708
54,0.81420765,0.790370466,0.81420765,0.794080852
55,0.803278689,0.766881343,0.803278689,0.774297938
56,0.803278689,0.776126634,0.803278689,0.780510947
57,0.803278689,0.788769037,0.803278689,0.787667305
58,0.792349727,0.731541549,0.792349727,0.755561266
59,0.770491803,0.704473454,0.770491803,0.732643516
60,0.781420765,0.737217757,0.781420765,0.753212073
61,0.808743169,0.790095329,0.808743169,0.789015873
62,0.825136612,0.783271039,0.825136612,0.796861141
63,0.803278689,0.777080918,0.803278689,0.785121372
64,0.808743169,0.778170463,0.808743169,0.785013662
65,0.808743169,0.784111648,0.808743169,0.783072328
66,0.819672131,0.801119139,0.819672131,0.805543555
67,0.825136612,0.79752649,0.825136612,0.804677274
68,0.836065574,0.811157962,0.836065574,0.812763413
69,0.781420765,0.750373814,0.781420765,0.756496567
70,0.819672131,0.80445992,0.819672131,0.804322114
71,0.781420765,0.745931005,0.781420765,0.757226835
72,0.803278689,0.782480129,0.803278689,0.785005612
73,0.803278689,0.780427476,0.803278689,0.784843999
74,0.819672131,0.794867203,0.819672131,0.795852019
75,0.792349727,0.752513548,0.792349727,0.766986648
76,0.81420765,0.783371531,0.81420765,0.793053419
77,0.836065574,0.84283894,0.836065574,0.81016292
78,0.830601093,0.803586213,0.830601093,0.809744991
79,0.81420765,0.78755038,0.81420765,0.791962905
80,0.808743169,0.791072316,0.808743169,0.787571484
81,0.808743169,0.79870327,0.808743169,0.785669146
82,0.830601093,0.80572326,0.830601093,0.809988375
83,0.825136612,0.788017987,0.825136612,0.797215652
84,0.797814208,0.766235912,0.797814208,0.775726908
85,0.797814208,0.74773262,0.797814208,0.770253095
86,0.830601093,0.816190422,0.830601093,0.817616661
87,0.797814208,0.77198803,0.797814208,0.775216126
88,0.803278689,0.770685529,0.803278689,0.781659747
89,0.81420765,0.752760666,0.81420765,0.781071496
90,0.792349727,0.748816064,0.792349727,0.764679332
91,0.825136612,0.806842543,0.825136612,0.804903907
92,0.825136612,0.801513241,0.825136612,0.801076348
93,0.825136612,0.785528613,0.825136612,0.800981929
94,0.830601093,0.799450648,0.830601093,0.808495744
95,0.808743169,0.790827479,0.808743169,0.780851161
96,0.81420765,0.7980817,0.81420765,0.79966054
97,0.808743169,0.787721329,0.808743169,0.787894056
98,0.825136612,0.804875083,0.825136612,0.809136481
99,0.819672131,0.805996917,0.819672131,0.795249933
100,0.803278689,0.769097248,0.803278689,0.779050349
,0.81273224,0.785020795,0.81273224,0.790158573
