evaluation_num,acc,precision,recall,f1_score
1,0.803278689,0.791915165,0.803278689,0.795746552
2,0.792349727,0.778164789,0.792349727,0.781071773
3,0.841530055,0.824446185,0.841530055,0.831158958
4,0.797814208,0.783927279,0.797814208,0.789251191
5,0.836065574,0.833876589,0.836065574,0.829352869
6,0.808743169,0.792972655,0.808743169,0.798813032
7,0.797814208,0.773365978,0.797814208,0.784183239
8,0.836065574,0.817846498,0.836065574,0.823814569
9,0.830601093,0.819452724,0.830601093,0.823757881
10,0.803278689,0.782380536,0.803278689,0.790415585
11,0.830601093,0.81028901,0.830601093,0.816768114
12,0.836065574,0.815596101,0.836065574,0.823296685
13,0.765027322,0.736582844,0.765027322,0.749386244
14,0.808743169,0.803230983,0.808743169,0.803786619
15,0.808743169,0.812295336,0.808743169,0.809993108
16,0.830601093,0.819986703,0.830601093,0.823996324
17,0.857923497,0.852431263,0.857923497,0.854492075
18,0.846994536,0.830538912,0.846994536,0.837204761
19,0.841530055,0.830824133,0.841530055,0.831462163
20,0.819672131,0.803703891,0.819672131,0.809875193
21,0.825136612,0.79233442,0.825136612,0.805321124
22,0.81420765,0.807065092,0.81420765,0.809181138
23,0.792349727,0.76430661,0.792349727,0.775525774
24,0.836065574,0.835635582,0.836065574,0.830187686
25,0.825136612,0.809984515,0.825136612,0.815580044
26,0.830601093,0.822089419,0.830601093,0.822448455
27,0.836065574,0.812272745,0.836065574,0.820423624
28,0.797814208,0.778486416,0.797814208,0.786988434
29,0.825136612,0.813127834,0.825136612,0.817855302
30,0.836065574,0.832893554,0.836065574,0.833544296
31,0.846994536,0.824498557,0.846994536,0.831330926
32,0.819672131,0.796723352,0.819672131,0.804086288
33,0.775956284,0.770268019,0.775956284,0.769097749
34,0.836065574,0.816636761,0.836065574,0.823182376
35,0.819672131,0.80261508,0.819672131,0.809479366
36,0.846994536,0.83333142,0.846994536,0.83790569
37,0.836065574,0.82970995,0.836065574,0.831356502
38,0.81420765,0.80842224,0.81420765,0.809110985
39,0.825136612,0.814330872,0.825136612,0.817377536
40,0.836065574,0.820085165,0.836065574,0.826026445
41,0.825136612,0.803823702,0.825136612,0.809182498
42,0.836065574,0.82533532,0.836065574,0.82953596
43,0.830601093,0.830151176,0.830601093,0.829241546
44,0.797814208,0.790542214,0.797814208,0.791305035
45,0.841530055,0.828371954,0.841530055,0.831995862
46,0.825136612,0.814686749,0.825136612,0.818459072
47,0.792349727,0.781556865,0.792349727,0.782362917
48,0.808743169,0.791750797,0.808743169,0.795924506
49,0.81420765,0.793591841,0.81420765,0.801860919
50,0.808743169,0.787906477,0.808743169,0.796186744
51,0.81420765,0.798998179,0.81420765,0.804399608
52,0.797814208,0.780559239,0.797814208,0.784567676
53,0.830601093,0.818342735,0.830601093,0.820182409
54,0.830601093,0.805268998,0.830601093,0.815851732
55,0.819672131,0.810822676,0.819672131,0.811567818
56,0.808743169,0.779252193,0.808743169,0.79028169
57,0.830601093,0.823232345,0.830601093,0.825560946
58,0.81420765,0.788996523,0.81420765,0.799628961
59,0.868852459,0.856862597,0.868852459,0.860959813
60,0.819672131,0.805519803,0.819672131,0.808646708
61,0.841530055,0.834463954,0.841530055,0.836935895
62,0.841530055,0.832734661,0.841530055,0.835647018
63,0.819672131,0.794874099,0.819672131,0.803214191
64,0.841530055,0.824593051,0.841530055,0.830314425
65,0.803278689,0.77926959,0.803278689,0.78692344
66,0.81420765,0.795944473,0.81420765,0.803643915
67,0.868852459,0.862354867,0.868852459,0.862403992
68,0.81420765,0.782435741,0.81420765,0.795582909
69,0.819672131,0.809071609,0.819672131,0.812088642
70,0.841530055,0.826422312,0.841530055,0.828928816
71,0.825136612,0.814691283,0.825136612,0.81598814
72,0.830601093,0.819201379,0.830601093,0.821333215
73,0.797814208,0.785603361,0.797814208,0.789578163
74,0.797814208,0.784297884,0.797814208,0.790021185
75,0.825136612,0.816890177,0.825136612,0.818473401
76,0.792349727,0.776878321,0.792349727,0.78220207
77,0.868852459,0.851200232,0.868852459,0.855769681
78,0.792349727,0.782131741,0.792349727,0.786448413
79,0.792349727,0.778242273,0.792349727,0.783993763
80,0.836065574,0.827919133,0.836065574,0.830659156
81,0.830601093,0.819423746,0.830601093,0.823490262
82,0.803278689,0.798229637,0.803278689,0.791718221
83,0.841530055,0.824113607,0.841530055,0.830017333
84,0.825136612,0.811376176,0.825136612,0.816904298
85,0.852459016,0.837712558,0.852459016,0.841062944
86,0.81420765,0.791800397,0.81420765,0.800970517
87,0.825136612,0.805831155,0.825136612,0.813588651
88,0.830601093,0.807649628,0.830601093,0.817291979
89,0.819672131,0.808736164,0.819672131,0.813255103
90,0.825136612,0.817928748,0.825136612,0.821110404
91,0.863387978,0.858898624,0.863387978,0.856793628
92,0.819672131,0.807045453,0.819672131,0.81102595
93,0.819672131,0.799868071,0.819672131,0.807921496
94,0.836065574,0.819852957,0.836065574,0.824038298
95,0.836065574,0.83143608,0.836065574,0.832732083
96,0.808743169,0.776035041,0.808743169,0.790017187
97,0.857923497,0.83937693,0.857923497,0.841817246
98,0.81420765,0.797421032,0.81420765,0.803001508
99,0.857923497,0.83727386,0.857923497,0.843382267
100,0.81420765,0.798363599,0.81420765,0.802634378
,0.823442623,0.808818112,0.823442623,0.813444633
