username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_avg_count,video_sum_count,all_type_video_backward_seek_sum,all_type_video_seek_sum,all_type_video_seek_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_unit_sum,qz_mean,final_score
101302503,1.5555555559999998,185.9027778,328.05555560000005,7.064814814,15.72222222,19.66666667,28.11111111,6.5,8.388888889,0.790990799,22.22222222,2.058801846,47.44444444,4.38954271,0.0,7.0,2
102602012,0.333333333,0.972222222,1.722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103602527,2.166666667,172.8703704,465.1666667,11.25925926,14.83333333,103.3842593,220.5,3.333333333,24.38888889,3.19350031,33.38888889,4.519389821,68.66666667,9.092708266,0.0,7.777777778,1
104602001,1.944444444,104.387963,262.5,5.305555556,7.777777778,23.95833333,32.94444444,5.1111111110000005,6.055555556,0.950743218,22.05555556,3.4985445310000003,44.66666667,7.082121622000001,0.833333333,8.333333332999999,1
104602002,1.611111111,85.22685186,248.1111111,4.833333333,11.66666667,12.5,30.55555556,1.777777778,4.166666667,0.5571067820000001,18.44444444,2.418981482,36.22222222,4.866125541000001,1.277777778,6.722222222,2
104602003,2.0,136.15277780000002,338.05555560000005,4.944444444,10.5,38.02777778,73.83333333,17.0,31.38888889,6.49280303,49.5,9.985143097,102.0,20.66881313,1.166666667,6.555555556,1
104602005,1.611111111,135.89814819999998,287.55555560000005,11.91666667,19.44444444,36.30555556,39.66666667,4.722222222,8.0,1.681679894,18.61111111,4.443187831,38.38888889,9.169642857000001,1.611111111,8.333333332999999,2
104602006,1.5,66.73611111,174.88888889999996,2.361111111,4.722222222,14.11111111,28.05555556,4.722222222,10.27777778,1.308399471,19.0,2.769642857,38.72222222,5.660119047999999,1.166666667,6.333333333,2
104602007,2.333333333,178.1259259,594.3888889,4.927777778,16.33333333,46.61759259,108.8888889,11.72222222,45.83333333,5.067513102,71.11111111,7.370135962999999,146.33333330000005,15.13124834,1.388888889,9.777777777999999,3
104602008,1.777777778,45.31851852,163.72222219999998,4.6111111110000005,4.6111111110000005,6.477777777999999,16.55555556,2.888888889,3.388888889,0.375544662,13.94444444,1.422699996,29.27777778,3.018364198,0.944444444,9.055555556,2
104602009,0.333333333,75.20370371,120.1666667,6.8611111110000005,9.055555556,2.0,2.0,0.111111111,1.0,0.388888889,1.944444444,0.759259259,3.833333333,1.5,1.0555555559999998,9.444444444,2
104602010,1.5555555559999998,131.5,414.5,6.805555556,8.888888889,57.52314815,166.5555556,13.77777778,55.11111111,3.526185835,68.66666667,4.453931124,137.0,8.913807667,1.0,9.888888889,2
104602011,2.611111111,94.11150794,300.0,7.233333332999999,13.11111111,16.70833333,33.77777778,7.0,11.16666667,1.6397596999999997,26.94444444,3.640288801,55.27777778,7.503990299999999,1.0555555559999998,8.333333332999999,2
104602012,3.222222222,139.15277780000002,457.61111110000013,8.004629629,15.66666667,34.51296296,81.77777778,14.55555556,25.66666667,2.982210914,50.22222222,5.745030177,104.3888889,11.9091671,1.388888889,8.888888889,3
104602013,1.4444444440000002,83.32407407,225.2222222,3.75,5.5,19.27777778,42.22222222,9.333333332999999,16.61111111,4.476686508,27.27777778,6.719179894,57.83333333,14.01312831,1.0555555559999998,8.666666667000001,2
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,3.111111111,1
104602016,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
104602017,0.7222222220000001,99.29166667,179.5,9.055555556,16.77777778,11.97222222,13.72222222,1.111111111,8.388888889,1.989417989,12.66666667,3.080687831,25.05555556,6.0806878310000005,0.7222222220000001,9.0,1
104602018,1.888888889,86.76018518,292.1666667,6.092592592999999,11.94444444,16.69444444,36.05555556,7.277777778,12.05555556,2.599537037,22.61111111,5.681944444,47.0,11.81666667,0.944444444,7.777777778,1
104602019,2.722222222,91.69444444,377.7222222,9.101851852000001,14.44444444,21.99074074,62.72222222,20.61111111,30.44444444,4.655687831,47.16666667,6.9832120810000005,96.88888889,14.3219687,0.944444444,6.444444444,3
104602020,0.833333333,60.67962963,149.5,10.63888889,12.16666667,2.333333333,2.333333333,0.833333333,1.611111111,1.611111111,2.222222222,2.222222222,4.5,4.5,0.7222222220000001,9.222222222000001,2
104602021,1.277777778,23.00648148,92.0,2.277777778,4.555555556,3.907407407,8.944444444,0.833333333,6.055555556,1.484126984,7.277777778,2.087301587,14.77777778,4.253968254,0.611111111,6.0,3
104602022,1.944444444,132.60277779999998,307.05555560000005,9.388888889,9.388888889,34.6537037,67.33333333,10.27777778,26.16666667,3.506668223,35.5,4.580275443000001,73.83333333,9.482092281,0.7222222220000001,9.666666667000001,3
104602023,0.8888888890000001,28.30555556,98.66666667,1.611111111,4.833333333,1.953703704,3.333333333,0.388888889,1.722222222,0.648148148,2.833333333,1.025462963,5.444444444,1.914351852,0.7777777779999999,9.333333332999999,3
104602024,1.277777778,78.91944444,128.6666667,5.583333333,5.722222222,1.611111111,2.555555556,0.222222222,1.0555555559999998,0.244444444,2.111111111,0.6333333329999999,4.1111111110000005,1.227777778,0.5,6.888888889,2
104602025,1.888888889,35.30092593,124.7777778,3.805555556,9.388888889,2.393518518,6.555555556,0.166666667,2.833333333,0.642857143,4.5,0.900793651,8.944444444,1.794642857,1.0,5.388888889,2
104602026,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
104602027,2.166666667,60.41296297,184.2222222,5.0,7.5,8.848148148,15.5,1.722222222,9.666666667000001,1.803835979,14.33333333,2.906457431,29.16666667,5.887241462,0.8888888890000001,9.444444444,1
104602028,1.0,89.49537037,222.1666667,9.777777777999999,14.5,5.462962963,11.22222222,1.333333333,1.611111111,0.171825397,11.0,1.08968254,22.61111111,2.235714286,0.833333333,9.333333332999999,3
104602029,1.611111111,72.3287037,202.9444444,9.833333332999999,9.833333332999999,8.953703704,19.27777778,2.666666667,10.16666667,1.584427609,15.38888889,2.577188552,31.05555556,5.310858586,1.111111111,6.888888889,2
104602030,0.7777777779999999,71.89629629,189.5555556,4.5,4.5,11.96296296,30.77777778,5.666666667,18.27777778,1.4882275130000002,26.38888889,2.370436508,54.55555556,4.954365079,0.611111111,4.777777778,1
104602031,1.388888889,73.44444445,177.5,8.023148147999999,12.05555556,7.083333333,10.22222222,1.944444444,5.833333333,1.558712121,8.333333332999999,2.1054292930000003,16.77777778,4.264520202,0.666666667,5.222222222,1
104602032,0.111111111,14.83333333,14.83333333,0.944444444,0.944444444,1.333333333,1.333333333,0.111111111,0.944444444,0.236111111,1.277777778,0.319444444,2.555555556,0.638888889,0.111111111,9.777777777999999,1
104602033,2.111111111,118.837037,329.6666667,9.087962962999999,18.44444444,11.18981482,24.88888889,5.166666667,11.55555556,1.585250398,19.05555556,2.960423835,38.72222222,6.025876901,0.7222222220000001,6.6111111110000005,3
104602035,1.833333333,95.5462963,242.3888889,5.194444444,7.5,8.547222222,19.27777778,6.722222222,9.333333332999999,0.92383157,16.38888889,2.02228836,34.77777778,4.238073192,1.333333333,9.777777777999999,3
104602037,1.5,160.0046296,343.8888889,14.92592593,24.38888889,17.88888889,30.72222222,3.111111111,23.94444444,4.2507187260000014,28.55555556,5.177097902,56.44444444,10.24664595,1.111111111,8.777777777999999,2
104602501,2.5,70.79034391,244.4444444,3.611111111,10.33333333,14.11111111,37.5,7.611111111,16.55555556,2.250507055,30.33333333,4.122045855,64.11111111,8.636816578,0.611111111,6.5,1
104602502,2.277777778,179.14537040000005,437.7777778,12.08333333,16.88888889,42.73148148,67.83333333,13.22222222,35.27777778,5.502207977,55.05555556,8.264245014,112.5555556,16.83532764,1.388888889,7.0,2
104602503,1.222222222,136.1203704,252.6111111,7.722222222,7.722222222,38.96296296,62.11111111,11.27777778,35.0,3.800180375,48.88888889,5.2935545930000005,98.55555556,10.66740019,1.0,5.0,1
104602504,2.666666667,70.38796296,211.2777778,1.277777778,1.277777778,26.67592593,47.5,5.777777778,12.66666667,2.089638448,44.22222222,6.874074074,91.77777778,14.173412699999998,1.333333333,6.666666667,2
104602505,2.222222222,115.2027778,319.5,9.212962962999999,14.5,21.7037037,48.77777778,9.0,30.22222222,3.785998878,41.38888889,5.47661536,84.16666667,11.19678331,1.222222222,8.888888889,3
104602506,1.666666667,80.0,222.6666667,6.055555556,6.055555556,19.60648148,41.22222222,3.0,5.5,1.5007631259999998,16.61111111,4.43554131,36.27777778,9.576363451,1.222222222,7.222222222,2
104602507,0.444444444,26.26666667,79.66666667,2.444444444,7.166666667,1.111111111,3.333333333,0.222222222,0.833333333,0.104166667,2.111111111,0.263888889,4.333333333,0.541666667,0.666666667,6.444444444,1
104602508,2.5,133.0277778,407.4444444,7.921296297,20.5,12.69907407,29.11111111,6.666666667,16.83333333,2.349338624,25.0,3.511177249,50.77777778,7.208994709,1.0555555559999998,6.555555556,2
104602509,1.666666667,130.4398148,287.0,6.231481482,9.666666667000001,12.90740741,25.77777778,3.611111111,4.222222222,0.686419753,15.94444444,2.556327161,33.05555556,5.274074074,0.611111111,4.333333333,1
104602510,2.166666667,125.9148148,326.0,8.319444444,14.27777778,15.97222222,40.66666667,3.722222222,8.777777777999999,1.648884162,35.27777778,3.979401984,71.5,8.057211275,1.0555555559999998,8.333333332999999,2
104602511,2.722222222,211.4814815,572.4444444000002,10.5,18.0,55.55555556,117.8333333,24.33333333,79.33333333,9.109116809,109.1666667,12.50567072,221.3888889,25.29768519,1.111111111,8.222222222000001,2
104602513,2.611111111,143.19722219999997,405.1666667,18.05555556,25.83333333,25.43518519,33.77777778,4.833333333,9.5,1.608465609,20.5,3.621164021,41.66666667,7.334126984,1.333333333,9.666666667000001,3
104602514,2.111111111,80.81851852,295.0,7.894444443999999,14.44444444,13.14074074,29.44444444,7.222222222,9.5,1.07895457,24.77777778,2.653667214,51.83333333,5.543012224,1.277777778,8.333333332999999,2
104602515,1.222222222,63.85185185,181.7222222,13.38888889,15.11111111,7.0,11.88888889,1.611111111,3.388888889,0.543055556,9.5,1.463888889,19.05555556,2.945833333,0.611111111,6.666666667,2
104602516,2.722222222,70.57804233,281.3333333,8.305555556,13.27777778,26.2962963,53.61111111,7.055555556,18.77777778,8.195987654,24.83333333,10.10864198,50.72222222,20.53271605,1.388888889,9.0,1
104602517,0.944444444,54.92129629,127.3333333,7.277777778,10.61111111,8.138888889,8.555555556,1.111111111,2.055555556,0.232323232,6.555555556,0.8560606059999999,13.72222222,1.767676768,0.055555556,8.722222222000001,3
104602519,2.166666667,142.91666669999995,297.55555560000005,8.444444444,10.72222222,40.17592593,78.77777778,6.5,17.22222222,3.592063492,25.22222222,5.298458486,51.66666667,10.70450244,1.5,9.555555556,3
104602520,2.277777778,154.74074069999998,440.83333330000005,22.0,27.11111111,27.51851852,55.94444444,11.77777778,20.27777778,2.052912134,34.66666667,3.5795049860000003,70.83333333,7.275435444,0.666666667,5.1111111110000005,1
104602521,2.277777778,148.59933859999995,578.5555555999998,11.83333333,17.16666667,69.48611111,140.66666669999998,15.16666667,73.61111111,6.209350036,88.11111111,7.725099855,178.38888889999996,15.64725853,1.333333333,8.277777777999999,3
104602522,3.111111111,170.52129630000005,522.9444444000002,15.11111111,22.61111111,69.26851852,92.33333333,8.111111111,22.27777778,2.444631565,46.77777778,4.736588592,97.94444444,9.793413128,1.388888889,6.277777778,1
