username,active_num_days,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,video_avg_count,video_sum_count,all_type_video_backward_seek_sum,all_type_video_seek_sum,all_type_video_seek_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_unit_sum,qz_mean,final_score
104602524,1.277777778,94.62037037,184.2222222,6.194444444,8.388888889,14.62037037,30.33333333,3.5555555560000003,10.61111111,1.07161602,18.61111111,1.92756345,37.88888889,3.912479133,1.222222222,5.666666667,2
104602525,0.833333333,55.99074074,129.7222222,6.138888889,9.333333332999999,7.916666667,12.22222222,2.388888889,5.888888889,1.638888889,10.11111111,2.255952381,20.77777778,4.523809524,0.7222222220000001,5.444444444,1
104602526,1.666666667,81.75,255.7222222,2.685185185,7.944444444,22.75925926,50.44444444,10.61111111,17.77777778,2.84833489,34.61111111,4.625112823,73.88888889,9.798443822000001,1.0,8.222222222000001,2
os0,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os1,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os2,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os3,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os4,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os5,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os6,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os7,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os8,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os9,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os10,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os11,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os12,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os13,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os14,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os15,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os16,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os17,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os18,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os19,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os20,0.5,12.01851852,24.44444444,0.0,0.0,3.018518518,4.6111111110000005,0.5555555560000001,2.333333333,0.712121212,4.1111111110000005,1.265151515,8.277777777999999,2.535353535,0.5555555560000001,6.0,0
os21,0.944444444,25.86111111,46.55555556,0.0,0.0,1.787037037,3.444444444,0.388888889,0.5555555560000001,0.099206349,2.555555556,0.75952381,5.055555556,1.484920635,0.0,1.888888889,0
os22,1.666666667,130.4398148,287.0,6.231481482,9.666666667000001,12.90740741,25.77777778,3.611111111,4.222222222,0.686419753,15.94444444,2.556327161,33.05555556,5.274074074,0.611111111,4.333333333,1
os23,3.111111111,170.52129630000005,522.9444444000002,15.11111111,22.61111111,69.26851852,92.33333333,8.111111111,22.27777778,2.444631565,46.77777778,4.736588592,97.94444444,9.793413128,1.388888889,6.277777778,1
os24,0.7222222220000001,99.29166667,179.5,9.055555556,16.77777778,11.97222222,13.72222222,1.111111111,8.388888889,1.989417989,12.66666667,3.080687831,25.05555556,6.0806878310000005,0.7222222220000001,9.0,1
os25,0.444444444,26.26666667,79.66666667,2.444444444,7.166666667,1.111111111,3.333333333,0.222222222,0.833333333,0.104166667,2.111111111,0.263888889,4.333333333,0.541666667,0.666666667,6.444444444,1
os26,0.7777777779999999,71.89629629,189.5555556,4.5,4.5,11.96296296,30.77777778,5.666666667,18.27777778,1.4882275130000002,26.38888889,2.370436508,54.55555556,4.954365079,0.611111111,4.777777778,1
os27,2.222222222,115.2027778,319.5,9.212962962999999,14.5,21.7037037,48.77777778,9.0,30.22222222,3.785998878,41.38888889,5.47661536,84.16666667,11.19678331,1.222222222,8.888888889,3
os28,1.944444444,132.60277779999998,307.05555560000005,9.388888889,9.388888889,34.6537037,67.33333333,10.27777778,26.16666667,3.506668223,35.5,4.580275443000001,73.83333333,9.482092281,0.7222222220000001,9.666666667000001,3
os29,1.277777778,23.00648148,92.0,2.277777778,4.555555556,3.907407407,8.944444444,0.833333333,6.055555556,1.484126984,7.277777778,2.087301587,14.77777778,4.253968254,0.611111111,6.0,3
os30,2.333333333,178.1259259,594.3888889,4.927777778,16.33333333,46.61759259,108.8888889,11.72222222,45.83333333,5.067513102,71.11111111,7.370135962999999,146.33333330000005,15.13124834,1.388888889,9.777777777999999,3
os31,1.277777778,23.00648148,92.0,2.277777778,4.555555556,3.907407407,8.944444444,0.833333333,6.055555556,1.484126984,7.277777778,2.087301587,14.77777778,4.253968254,0.611111111,6.0,3
os32,0.8888888890000001,28.30555556,98.66666667,1.611111111,4.833333333,1.953703704,3.333333333,0.388888889,1.722222222,0.648148148,2.833333333,1.025462963,5.444444444,1.914351852,0.7777777779999999,9.333333332999999,3
os33,2.333333333,178.1259259,594.3888889,4.927777778,16.33333333,46.61759259,108.8888889,11.72222222,45.83333333,5.067513102,71.11111111,7.370135962999999,146.33333330000005,15.13124834,1.388888889,9.777777777999999,3
os34,2.722222222,91.69444444,377.7222222,9.101851852000001,14.44444444,21.99074074,62.72222222,20.61111111,30.44444444,4.655687831,47.16666667,6.9832120810000005,96.88888889,14.3219687,0.944444444,6.444444444,3
os35,1.277777778,23.00648148,92.0,2.277777778,4.555555556,3.907407407,8.944444444,0.833333333,6.055555556,1.484126984,7.277777778,2.087301587,14.77777778,4.253968254,0.611111111,6.0,3
os36,1.833333333,95.5462963,242.3888889,5.194444444,7.5,8.547222222,19.27777778,6.722222222,9.333333332999999,0.92383157,16.38888889,2.02228836,34.77777778,4.238073192,1.333333333,9.777777777999999,3
