username,active_avg_count,problem_sum_count,video_sum_count,video_backward_seek_sum,all_type_video_backward_seek_sum,video_play_avg,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,qz_mean,final_score
101302503,185.9027778,15.72222222,28.11111111,3.722222222,6.5,2.058801846,4.38954271,0.0,0.0,0.0,7.0,2
102602012,0.972222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103602527,172.8703704,14.83333333,220.5,2.611111111,3.333333333,4.519389821,9.092708266,0.0,0.0,0.0,7.777777778,1
104602001,104.387963,7.777777778,32.94444444,3.5555555560000003,5.1111111110000005,3.4985445310000003,7.082121622000001,1.777777778,0.833333333,0.8888888890000001,8.333333332999999,1
104602002,85.22685186,11.66666667,30.55555556,0.7777777779999999,1.777777778,2.418981482,4.866125541000001,2.166666667,1.277777778,1.5,6.722222222,2
104602003,136.15277780000002,10.5,73.83333333,14.16666667,17.0,9.985143097,20.66881313,2.222222222,1.166666667,1.166666667,6.555555556,1
104602005,135.89814819999998,19.44444444,39.66666667,3.333333333,4.722222222,4.443187831,9.169642857000001,5.555555556,1.611111111,1.888888889,8.333333332999999,2
104602006,66.73611111,4.722222222,28.05555556,3.666666667,4.722222222,2.769642857,5.660119047999999,3.666666667,1.166666667,1.5,6.333333333,2
104602007,178.1259259,16.33333333,108.8888889,7.277777778,11.72222222,7.370135962999999,15.13124834,2.777777778,1.388888889,1.666666667,9.777777777999999,3
104602008,45.31851852,4.6111111110000005,16.55555556,1.5555555559999998,2.888888889,1.422699996,3.018364198,2.277777778,0.944444444,1.0,9.055555556,2
104602009,75.20370371,9.055555556,2.0,0.111111111,0.111111111,0.759259259,1.5,2.611111111,1.0555555559999998,1.166666667,9.444444444,2
104602010,131.5,8.888888889,166.5555556,11.88888889,13.77777778,4.453931124,8.913807667,2.722222222,1.0,1.0555555559999998,9.888888889,2
104602011,94.11150794,13.11111111,33.77777778,5.166666667,7.0,3.640288801,7.503990299999999,2.666666667,1.0555555559999998,1.111111111,8.333333332999999,2
104602012,139.15277780000002,15.66666667,81.77777778,10.27777778,14.55555556,5.745030177,11.9091671,5.0,1.388888889,1.777777778,8.888888889,3
104602013,83.32407407,5.5,42.22222222,6.944444444,9.333333332999999,6.719179894,14.01312831,2.222222222,1.0555555559999998,1.111111111,8.666666667000001,2
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.388888889,0.166666667,0.166666667,3.111111111,1
104602016,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
104602017,99.29166667,16.77777778,13.72222222,1.0,1.111111111,3.080687831,6.0806878310000005,2.444444444,0.7222222220000001,0.944444444,9.0,1
104602018,86.76018518,11.94444444,36.05555556,5.5,7.277777778,5.681944444,11.81666667,3.0,0.944444444,1.166666667,7.777777778,1
104602019,91.69444444,14.44444444,62.72222222,17.72222222,20.61111111,6.9832120810000005,14.3219687,3.0555555560000003,0.944444444,1.0,6.444444444,3
104602020,60.67962963,12.16666667,2.333333333,0.7777777779999999,0.833333333,2.222222222,4.5,1.777777778,0.7222222220000001,0.7222222220000001,9.222222222000001,2
104602021,23.00648148,4.555555556,8.944444444,0.666666667,0.833333333,2.087301587,4.253968254,1.333333333,0.611111111,0.611111111,6.0,3
104602022,132.60277779999998,9.388888889,67.33333333,7.833333333,10.27777778,4.580275443000001,9.482092281,1.5,0.7222222220000001,0.7222222220000001,9.666666667000001,3
104602023,28.30555556,4.833333333,3.333333333,0.388888889,0.388888889,1.025462963,1.914351852,2.111111111,0.7777777779999999,0.8888888890000001,9.333333332999999,3
104602024,78.91944444,5.722222222,2.555555556,0.055555556,0.222222222,0.6333333329999999,1.227777778,1.4444444440000002,0.5,0.5555555560000001,6.888888889,2
104602025,35.30092593,9.388888889,6.555555556,0.111111111,0.166666667,0.900793651,1.794642857,3.5,1.0,1.0555555559999998,5.388888889,2
104602026,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
104602027,60.41296297,7.5,15.5,1.166666667,1.722222222,2.906457431,5.887241462,2.611111111,0.8888888890000001,0.8888888890000001,9.444444444,1
104602028,89.49537037,14.5,11.22222222,0.833333333,1.333333333,1.08968254,2.235714286,1.5,0.833333333,0.833333333,9.333333332999999,3
104602029,72.3287037,9.833333332999999,19.27777778,1.722222222,2.666666667,2.577188552,5.310858586,3.5,1.111111111,1.333333333,6.888888889,2
104602030,71.89629629,4.5,30.77777778,3.944444444,5.666666667,2.370436508,4.954365079,1.611111111,0.611111111,0.666666667,4.777777778,1
104602031,73.44444445,12.05555556,10.22222222,1.777777778,1.944444444,2.1054292930000003,4.264520202,2.0,0.666666667,0.7222222220000001,5.222222222,1
104602032,14.83333333,0.944444444,1.333333333,0.111111111,0.111111111,0.319444444,0.638888889,0.111111111,0.111111111,0.111111111,9.777777777999999,1
104602033,118.837037,18.44444444,24.88888889,3.777777778,5.166666667,2.960423835,6.025876901,1.5,0.7222222220000001,0.7222222220000001,6.6111111110000005,3
104602035,95.5462963,7.5,19.27777778,4.333333333,6.722222222,2.02228836,4.238073192,3.166666667,1.333333333,1.722222222,9.777777777999999,3
104602037,160.0046296,24.38888889,30.72222222,2.833333333,3.111111111,5.177097902,10.24664595,2.944444444,1.111111111,1.277777778,8.777777777999999,2
104602501,70.79034391,10.33333333,37.5,4.444444444,7.611111111,4.122045855,8.636816578,1.0,0.611111111,0.611111111,6.5,1
104602502,179.14537040000005,16.88888889,67.83333333,10.5,13.22222222,8.264245014,16.83532764,3.444444444,1.388888889,1.5,7.0,2
104602503,136.1203704,7.722222222,62.11111111,10.05555556,11.27777778,5.2935545930000005,10.66740019,3.0555555560000003,1.0,1.0,5.0,1
104602504,70.38796296,1.277777778,47.5,2.611111111,5.777777778,6.874074074,14.173412699999998,3.166666667,1.333333333,1.722222222,6.666666667,2
104602505,115.2027778,14.5,48.77777778,6.666666667,9.0,5.47661536,11.19678331,3.666666667,1.222222222,1.5,8.888888889,3
104602506,80.0,6.055555556,41.22222222,1.611111111,3.0,4.43554131,9.576363451,4.0,1.222222222,1.4444444440000002,7.222222222,2
104602507,26.26666667,7.166666667,3.333333333,0.111111111,0.222222222,0.263888889,0.541666667,1.0,0.666666667,0.7222222220000001,6.444444444,1
104602508,133.0277778,20.5,29.11111111,4.666666667,6.666666667,3.511177249,7.208994709,2.777777778,1.0555555559999998,1.4444444440000002,6.555555556,2
104602509,130.4398148,9.666666667000001,25.77777778,2.0,3.611111111,2.556327161,5.274074074,1.5,0.611111111,0.666666667,4.333333333,1
104602510,125.9148148,14.27777778,40.66666667,2.611111111,3.722222222,3.979401984,8.057211275,3.166666667,1.0555555559999998,1.5,8.333333332999999,2
104602511,211.4814815,18.0,117.8333333,21.33333333,24.33333333,12.50567072,25.29768519,2.555555556,1.111111111,1.333333333,8.222222222000001,2
104602513,143.19722219999997,25.83333333,33.77777778,4.055555556,4.833333333,3.621164021,7.334126984,4.555555556,1.333333333,1.666666667,9.666666667000001,3
104602514,80.81851852,14.44444444,29.44444444,5.333333333,7.222222222,2.653667214,5.543012224,3.611111111,1.277777778,1.666666667,8.333333332999999,2
104602515,63.85185185,15.11111111,11.88888889,1.277777778,1.611111111,1.463888889,2.945833333,2.444444444,0.611111111,0.666666667,6.666666667,2
104602516,70.57804233,13.27777778,53.61111111,6.222222222,7.055555556,10.10864198,20.53271605,5.777777778,1.388888889,1.5555555559999998,9.0,1
104602517,54.92129629,10.61111111,8.555555556,0.611111111,1.111111111,0.8560606059999999,1.767676768,0.111111111,0.055555556,0.055555556,8.722222222000001,3
104602519,142.91666669999995,10.72222222,78.77777778,5.444444444,6.5,5.298458486,10.70450244,7.0,1.5,1.944444444,9.555555556,3
104602520,154.74074069999998,27.11111111,55.94444444,9.333333332999999,11.77777778,3.5795049860000003,7.275435444,1.944444444,0.666666667,0.7222222220000001,5.1111111110000005,1
104602521,148.59933859999995,17.16666667,140.66666669999998,12.5,15.16666667,7.725099855,15.64725853,2.833333333,1.333333333,1.611111111,8.277777777999999,3
104602522,170.52129630000005,22.61111111,92.33333333,4.277777778,8.111111111,4.736588592,9.793413128,7.166666667,1.388888889,1.777777778,6.277777778,1
104602524,94.62037037,8.388888889,30.33333333,2.5,3.5555555560000003,1.92756345,3.912479133,2.944444444,1.222222222,1.277777778,5.666666667,2
104602525,55.99074074,9.333333332999999,12.22222222,1.722222222,2.388888889,2.255952381,4.523809524,2.111111111,0.7222222220000001,1.0,5.444444444,1
104602526,81.75,7.944444444,50.44444444,6.1111111110000005,10.61111111,4.625112823,9.798443822000001,2.944444444,1.0,1.0555555559999998,8.222222222000001,2
os0,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os1,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os2,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os3,12.01851852,0.0,4.6111111110000005,0.388888889,0.5555555560000001,1.265151515,2.535353535,1.611111111,0.5555555560000001,0.611111111,6.0,0
os4,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os5,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
os6,25.86111111,0.0,3.444444444,0.222222222,0.388888889,0.75952381,1.484920635,0.0,0.0,0.0,1.888888889,0
