username,active_sum_count,num_watched,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
os74,1608.5974317903203,13.472990817376285,0.3241101850023922,0.3241101850023922,0.2430826387517941,0.3241101850023922,2.2851869142134547,7.6200268208850375,2
os75,1043.3344228372207,10.278781478568966,1.5480492039469815,1.5480492039469815,1.0,1.5480492039469815,4.329777803341091,7.335079112639295,2
os76,1076.934869263705,11.305869372672564,1.9882297325066984,1.9882297325066984,1.0,1.9882297325066984,5.4830507881675485,5.060813048707548,2
os77,928.3177033642661,13.849271194573287,1.619906931588131,1.619906931588131,0.9323410661761492,1.619906931588131,6.048646112755723,6.281476084894744,2
os78,951.7760839772498,15.259743442757662,2.1395546032143136,2.1395546032143136,1.1550472110951686,2.1395546032143136,7.067403000470603,4.952662753247653,2
os79,669.4458470106076,9.80506780017005,1.9650514933484209,1.9650514933484209,1.1317181599532664,1.9650514933484209,5.584563236634307,6.6708298148682905,2
os80,720.7919187806737,8.586401753376197,1.4856847722846478,1.4856847722846478,0.8261757195119557,1.4856847722846478,4.80287094229176,6.909918582022888,2
os81,959.5317729263612,4.869136926954532,2.160135368277884,2.160135368277884,1.4869374025949558,2.160135368277884,8.598894563650308,6.531712363601588,2
os82,685.1062035248079,11.996608124453767,0.3585965187117952,0.3585965187117952,0.23906434556879916,0.3585965187117952,2.1117350543173745,8.091251476885358,2
os83,1602.3875353755468,13.600163800610321,0.2604258826685981,0.2604258826685981,0.14022932145542927,0.2604258826685981,2.08176905091852,7.696946762694233,2
os84,653.626183329581,11.25391894420236,0.5429236953585523,0.5429236953585523,0.2961401975221449,0.5429236953585523,1.6164319113763277,7.4755323836503065,2
os85,635.6779542596225,12.200118829306456,0.21766748470987154,0.21766748470987154,0.11872771895424405,0.21766748470987154,0.6480554659190062,7.729823602871827,2
os86,1776.3645419929874,14.068347348231633,1.4777031115403907,1.4777031115403907,0.7956862909343669,1.4777031115403907,7.138151385454216,6.59203358626283,2
os87,1850.4276248286026,13.74759632451467,2.0690438325572,2.0690438325572,1.3619123352998643,2.0690438325572,9.373586813838516,5.9861912336542655,2
os88,938.9875812812436,4.8484179066335065,2.1452841681743067,2.1452841681743067,1.4679262518256078,2.1452841681743067,8.447862164627969,6.54465437532565,2
os89,916.5298016900964,13.14050495661142,1.3587825275041527,1.3587825275041527,0.8204306073149901,1.3587825275041527,5.536717935768981,6.949208489582207,2
os90,660.7944754274101,12.327701696130328,0.2166992728967124,0.2166992728967124,0.14446618178667545,0.2166992728967124,1.2761179401991292,8.01557294568938,2
os91,650.5152368490146,11.417922712540927,0.4865473999671868,0.4865473999671868,0.2653894909394454,0.4865473999671868,1.4485843046226765,7.519608396408592,2
os92,570.6040785964773,4.877864294066848,1.9922506488289349,1.9922506488289349,1.0794586579144674,1.9922506488289349,6.080759485630366,5.9740229885977545,2
os93,948.6565061199541,5.3712204979701355,2.0570694044171707,2.0570694044171707,1.4217162410659454,2.0570694044171707,8.293977216023206,6.673688339196595,2
os94,601.2047533733091,13.121306577778089,1.2478840738970371,1.2478840738970371,0.7679286605495902,1.2478840738970371,3.327690863341468,7.372049045548186,2
os95,1836.112658720522,13.404037132423785,2.0117839670941993,2.0117839670941993,1.4764320658823058,2.0117839670941993,9.006169344671791,5.9976432066094425,2
os96,1409.9173972930091,12.809767268626905,0.6371379049026473,0.6371379049026473,0.3185689524513237,0.6371379049026473,2.437984854850399,6.998864405915639,2
os97,935.4836133336676,14.280132868768925,1.7786454435134318,1.7786454435134318,1.000371856981841,1.7786454435134318,6.3598491859138075,5.875559032996743,2
os98,589.8067833337714,13.267434398797805,1.8811046317465512,1.8811046317465512,1.1576028498380764,1.8811046317465512,5.0162790174120016,7.104148040247956,2
os99,532.6599874361589,10.118374977622652,2.166666667,2.166666667,1.2860545338755427,2.166666667,6.0575106739071165,6.543640499383776,2
os100,944.0661875236591,10.6007758094208,1.2105939070527991,1.2105939070527991,0.8070626046053972,1.2105939070527991,3.8393979928884936,7.752153554078804,2
os101,442.0628794651284,3.984573087799794,1.7697520492568497,1.7697520492568497,0.9529434112639666,1.7697520492568497,5.524802870959285,5.885205359345285,2
os102,1675.981200470898,13.431085487756725,0.8269741303798337,0.8269741303798337,0.6202305977848752,0.8269741303798337,4.279182142176029,7.13392500710399,2
os103,587.1734074567004,13.299820753154895,2.133154090014141,2.133154090014141,1.3132257868125063,2.133154090014141,5.72080639712203,7.007127262668606,2
os104,640.9722337327728,11.921013486396136,0.3136099463778144,0.3136099463778144,0.1710599707826369,0.3136099463778144,0.9337023404648734,7.654814041935241,2
os105,624.1416923744997,12.808290790322067,0.008608373018104461,0.008608373018104461,0.004695476192547066,0.008608373018104461,0.02562947421608757,7.893269817458915,2
os106,828.0579393939341,11.55927218011752,0.9832751948056548,0.9832751948056548,0.5481223085765744,0.9832751948056548,3.772276953799788,7.146419033414003,2
os107,622.512784257768,11.7582868206124,2.0766640090892734,2.0766640090892734,1.243330675359281,2.0766640090892734,5.691525230858054,6.843829213697387,2
os108,687.7163620851708,9.04470153673551,1.9216019924690055,1.9216019924690055,1.0882686592041997,1.9216019924690055,5.54292413163573,6.6034830887267875,2
os109,1107.969062541402,11.446767694647686,2.0063019091596974,2.0063019091596974,1.0063019091596974,2.0063019091596974,5.683515276871735,5.0365510730657475,2
os110,939.8990010996573,14.545615043845155,1.8764546661437975,1.8764546661437975,1.0422900952400211,1.8764546661437975,6.551601838100043,5.6254468780003775,2
os111,986.3733942860263,11.177700448754196,1.4238426655821632,1.4238426655821632,0.8785879997910816,1.4238426655821632,5.869393182436311,7.110813913095914,2
os112,1857.8350804082986,13.925375261271839,2.0986736554093204,2.0986736554093204,1.3026526897734008,2.0986736554093204,9.563711510013697,5.980265269154952,2
os113,930.4719336907277,13.97879770118942,1.6676272236134362,1.6676272236134362,0.9527926198954368,1.6676272236134362,6.142200609078988,6.15944848100906,2
os114,1058.0477616408791,10.35385714331274,1.7769183673593818,1.7769183673593818,1.055125850679691,1.7769183673593818,6.73246712031011,6.4811622446911565,2
os115,1012.8221769058864,14.597078387726679,1.2060424907200955,1.2060424907200955,0.8490836625258391,1.2060424907200955,4.181343490569798,6.527949538692177,2
os116,948.622874056566,13.359001009999506,1.074520896585313,1.074520896585313,0.7411875631381877,1.074520896585313,4.473149000473091,7.277951585004415,2
os117,636.8243237480674,12.654143448906925,0.07679566376443607,0.07679566376443607,0.05119710912509362,0.07679566376443607,0.45224113098897206,7.94095768739223,2
os118,654.0693466603444,11.23055613269509,0.5509546618177352,0.5509546618177352,0.3005207246824957,0.5509546618177352,1.640342288791782,7.469253628055262,2
os119,916.1966373654362,9.935889537694187,1.3470097760968016,1.3470097760968016,0.9145307926134656,1.3470097760968016,5.969377242681378,7.475041348274928,2
os120,1021.2743845306778,14.18162569895867,1.3218351505192016,1.3218351505192016,0.8643670297783212,1.3218351505192016,4.3044949070325735,6.261386620538841,2
os121,669.2564453177148,9.812950153619058,1.9655019135466651,1.9655019135466651,1.1321685801501595,1.9655019135466651,5.584994889324179,6.671527966173271,2
os122,1597.0310101742084,13.48018386578887,0.23779360577767686,0.23779360577767686,0.17834520433325762,0.23779360577767686,1.9429177007407141,7.703466180787878,2
os123,1677.38553713359,13.430212144043553,0.8374542547282826,0.8374542547282826,0.6280906910462121,0.8374542547282826,4.3207387463656115,7.123794220235569,2
os124,1085.63305886764,9.222299369328915,2.019710773063613,2.019710773063613,1.206088213008961,2.019710773063613,7.440391655449577,6.1385234975071565,2
os125,810.9003981570497,11.205464055116648,0.8074684099222341,0.8074684099222341,0.5383122730506456,0.8074684099222341,3.3316838248895406,7.987310094340385,2
os126,787.7043122862552,6.721553792913897,1.9249152399099505,1.9249152399099505,1.1373728600901798,1.9249152399099505,6.335993272617673,6.489562143590115,2
os127,980.7399489661694,15.082671139036648,1.6653422850732975,1.6653422850732975,0.9995585393568832,1.6653422850732975,5.570070648007509,5.718873969711613,2
os128,710.6263891329628,7.258459990977732,1.8479721214548697,1.8479721214548697,1.0073193942274348,1.8479721214548697,5.515668587686419,6.421286422851387,2
os129,544.5138209716554,8.976560489507772,0.7713545684544556,0.7713545684544556,0.41534476768409295,0.7713545684544556,2.4080107358057594,7.021842491314437,2
os130,1026.3858751959403,12.144656893779139,1.3587149839552253,1.3587149839552253,0.929357491765685,1.3587149839552253,4.12924330549546,7.145349782964499,2
os131,953.4042621629652,8.865139048192248,2.166666667,2.166666667,1.3687977381738436,2.166666667,8.04968471395681,5.893988690082005,2
os132,1008.9347198931546,14.743765071351065,1.1730643997633805,1.1730643997633805,0.8365321993912866,1.1730643997633805,4.0311579134779,6.5698329715799115,2
os133,1074.683725415918,11.341207415468023,1.748687652871734,1.748687652871734,1.0661417279074337,1.748687652871734,6.297659623807714,6.224068247548647,2
os134,1860.673897288746,13.993506867492686,2.110028923135505,2.110028923135505,1.2799421543891631,2.110028923135505,9.636574477747377,5.9779942156369685,2
os135,1845.2532337737168,13.623410937210446,2.0483462679651003,2.0483462679651003,1.403307464359878,2.0483462679651003,9.240777441360024,5.990330746523012,2
os136,920.4511873854603,13.376284475623775,1.4456486662953465,1.4456486662953465,0.8576589525005793,1.4456486662953465,5.7070169326369715,6.727079363258555,2
os137,953.2858458149228,10.759800521483982,2.166666667,2.166666667,1.3095895671723323,2.166666667,7.777524487687176,5.5979478347192,2
os138,711.1278738118604,8.222528342068154,1.5849642153039991,1.5849642153039991,0.8645259357775498,1.5849642153039991,4.718870732497617,6.660846159007021,2
os139,885.4097277571763,5.511799923775993,2.0672392248158014,2.0672392248158014,1.3508588370219847,2.0672392248158014,7.699931458808077,6.525143139603093,2
os140,930.7314619087317,7.8919298380306175,1.6649590626747972,1.6649590626747972,1.1416374257277324,1.6649590626747972,7.010282645022866,7.116212867720012,2
os141,658.3288042295474,12.348545398525529,1.1818787313894203,1.1818787313894203,0.7424605717518268,1.1818787313894203,4.1036382874029265,7.682532767537588,2
os142,1055.9132530517911,10.663287210170992,1.7128373755752109,1.7128373755752109,1.0,1.7128373755752109,4.76152281300705,6.483673559336637,2
os143,1658.1088472782885,13.44220013548686,0.6935983602857327,0.6935983602857327,0.5201987702142996,0.6935983602857327,3.7503101648982535,7.262854918172723,2
os144,1355.107026808654,12.377023519994935,2.0579827884490167,2.0579827884490167,1.0579827884490174,2.0579827884490167,7.07459227492599,5.3363001724476655,2
os145,681.1881682773575,9.800898320876467,1.0423995348481871,1.0423995348481871,0.568581564566026,1.0423995348481871,3.103507706400032,7.085033090978223,2
os146,1597.2027377491515,13.58621116977927,0.22414904235718125,0.22414904235718125,0.12069563820824425,0.22414904235718125,1.9310806373404328,7.729874971576059,2
os147,1019.8502718398753,13.118044605560227,1.2891872902267782,1.2891872902267782,0.8945936447971701,1.2891872902267782,4.0925095072953726,6.929813932260307,2
os148,601.6653987853595,13.115400867367187,1.2222926621125203,1.2222926621125203,0.7521800994577859,1.2222926621125203,3.2594470985906305,7.382876181305447,2
os149,947.9025789602977,5.477241504706688,2.040577247815592,2.040577247815592,1.4099361292157524,2.040577247815592,8.23998503668037,6.692300915932058,2
os150,1014.4059214724267,13.928905280173776,1.2312686705867029,1.2312686705867029,0.8656343348902544,1.2312686705867029,4.061909169907572,6.750266211254443,2
os151,1783.1374979004074,14.086573817270676,1.5250919312387563,1.5250919312387563,0.8212033476983903,1.5250919312387563,7.334997251863299,6.549019119173205,2
os152,1036.5262244640633,10.634392143455893,1.4665910375959752,1.4665910375959752,0.9832955187478742,1.4665910375959752,4.186237820523359,7.479765549477364,2
os153,1074.7602528116001,11.23939637990557,1.9597413068723368,1.9597413068723368,1.0,1.9597413068723368,5.4084111130055215,5.208003247799421,2
os154,1653.6566110491192,13.738132249423213,0.6191438510721781,0.6191438510721781,0.3333851506212896,0.6191438510721781,3.571828304057997,7.371341222303758,2
os155,1103.1607683167467,9.827376200268077,2.000192165572406,2.000192165572406,1.1670509981436603,2.000192165572406,7.279363143969183,6.0838713966020475,2
os156,961.2694728079264,15.258609177671005,2.0172183623420064,2.0172183623420064,1.1168505653477032,2.0172183623420064,6.658345160393982,5.13241384081314,2
os157,1182.9368652775333,11.728955157895358,2.021978990482589,2.021978990482589,1.0219789904825891,2.021978990482589,6.105490048291831,5.127478144588019,2
os158,437.4609291205469,3.760340125119084,1.81459864181369,1.81459864181369,0.9770915764900652,1.81459864181369,5.664804733601465,5.834149238589221,2
os159,608.67348970707,13.02555354785808,0.8329542775131511,0.8329542775131511,0.5125872474933942,0.8329542775131511,2.2212114064454425,7.547596267132042,2
os160,712.3068783766527,8.160373241450955,1.6063300311506308,1.6063300311506308,0.8761800171505585,1.6063300311506308,4.7824825933214035,6.644141975709593,2
os161,636.6872950445959,12.656009598555885,0.0759958853388828,0.0759958853388828,0.05066392350859128,0.0759958853388828,0.447531324705869,7.940531138898067,2
os162,580.8272485103488,10.745955383496554,0.4174755894933704,0.4174755894933704,0.2247945482183812,0.4174755894933704,1.3032731542008502,7.4247200981241335,2
os163,1851.1208026037925,13.764232591385404,2.0718165437078677,2.0718165437078677,1.3563669130151643,2.0718165437078677,9.391378377012328,5.985636691430786,2
os164,715.644674407003,9.970069596867726,1.042911062832272,1.042911062832272,0.6047888646197275,1.042911062832272,3.968058010682825,7.4744550617158,2
os165,1016.8185028092914,10.270417163182707,1.4308330045448618,1.4308330045448618,0.9538886696735188,1.4308330045448618,4.116776900796686,7.6236807470616075,2
os166,953.4649525386777,7.8940930856818925,2.166666667,2.166666667,1.3991429244823783,2.166666667,8.189171420474297,6.0457146218067495,2
os167,678.9499319326383,9.918894306104557,1.0018384149080548,1.0018384149080548,0.5464573173219311,1.0018384149080548,2.9827461902000554,7.116744512020718,2
os168,1639.6557663419467,13.453675932318575,0.5558888010593042,0.5558888010593042,0.41691660079447823,0.5558888010593042,3.2042535098795213,7.395974158735322,2
os169,1021.0270120367802,14.165244960044,1.2780147286816033,1.2780147286816033,0.8778725577795354,1.2780147286816033,4.462035218731955,6.487645085388821,2
os170,717.4193961563554,11.629948927504328,0.5244784949971142,0.5244784949971142,0.3496523296729023,0.5244784949971142,2.9752737485460754,8.152387544902032,2
os171,975.2480997357006,5.411682731208712,2.1426338906840363,2.1426338906840363,1.4519344475122693,2.1426338906840363,8.45450737378984,6.4827082264018205,2
os172,798.0074716601953,11.365873520448847,2.166666667,2.166666667,1.0,2.166666667,8.521657956198581,7.529547483163668,3
os173,970.7804168479663,12.40460804381662,1.846960755300231,1.846960755300231,0.9727451554813032,1.846960755300231,7.810922855036543,9.591608141388305,3
os174,870.2445064193872,11.586292491288207,1.9638629769898024,1.9638629769898024,0.7389407128035735,1.9638629769898024,7.895092454484695,8.375825038482134,3
os175,1282.3739497609595,13.086918489241093,2.166666667,2.166666667,1.7391351889426467,2.166666667,8.489836337345071,9.089863154650347,3
os176,1315.8602091464888,13.779081201795854,2.166666667,2.166666667,1.6217008540118631,2.166666667,8.584612353883418,8.948680341750787,3
os177,1155.9940206988679,14.233556905384011,2.0848281602808254,2.0848281602808254,0.9181614932808254,2.0848281602808254,8.082645800324249,8.470665002338297,3
os178,1156.2778150248646,15.013992085147164,2.0138795076911817,2.0138795076911817,0.8472128406911822,2.0138795076911817,8.009805183858527,8.676416094720555,3
os179,1220.2002612572176,12.556720101520215,2.153526268679919,2.153526268679919,1.7544909432371998,2.153526268679919,8.549785384211944,9.20795072548612,3
os180,821.4334278415463,12.194370833933158,2.138962502734391,2.138962502734391,1.4584437536846988,2.138962502734391,8.263629920782389,10.100088333197096,3
os181,1302.9030728942214,14.083244511921551,2.166666667,2.166666667,1.57409381305451,2.166666667,8.102503245100582,8.633404393462763,3
os182,1325.2218340429795,13.6807017272848,2.166666667,2.166666667,1.6635477653749178,2.166666667,8.396955837506717,8.955438621172162,3
os183,974.2349387285803,4.989491416014719,2.0262763201079306,2.0262763201079306,1.0,2.0262763201079306,9.297734990445061,6.9234987042077245,3
os184,754.4884603450134,11.862572119718669,2.0588043100863493,2.0588043100863493,0.7842752868198729,2.0588043100863493,8.153192121088368,7.694217588044939,3
os185,1009.9666370785294,12.632178233473491,1.8862046267066248,1.8862046267066248,1.0,1.8862046267066248,7.859093296386129,9.495412511796033,3
os186,1174.6879579001393,14.416597869432024,2.044121694135485,2.044121694135485,1.0980634972834498,2.044121694135485,8.154834871334058,8.85785608786293,3
os187,1292.914573929634,14.263397799137945,2.166666667,2.166666667,1.5340597491485763,2.166666667,7.970724451700463,8.489281763689645,3
os188,1233.3432312971445,13.600339139966405,2.166666667,2.166666667,1.6097440729437855,2.166666667,8.021604093710211,8.586685195315624,3
os189,1167.2124992169315,13.168392869758115,2.166666667,2.166666667,1.1374503834799232,2.166666667,8.2376826984014,8.401022800967562,3
os190,1288.895921484186,13.173589210536823,2.166666667,2.166666667,1.7283013488781849,2.166666667,8.477485759622184,9.07144562648876,3
os191,848.0645776298352,11.361922353150675,2.117852745992668,2.117852745992668,1.0,2.117852745992668,8.40950845475554,7.898183122867591,3
os192,817.1814010265939,11.597048264076696,2.166666667,2.166666667,1.2151907970383466,2.166666667,8.424226057044152,8.680806396604423,3
os193,1296.2749737875092,13.271649707078135,2.166666667,2.166666667,1.7160437869208387,2.166666667,8.463512138934917,9.050607771102436,3
os194,1243.5733428599294,13.874967718766598,2.166666667,2.166666667,1.4775715515242642,2.166666667,9.397686230320408,8.953531848533045,3
os195,1278.868456965936,14.516734577026934,2.166666667,2.166666667,1.4777626872828733,2.166666667,7.785413290134013,8.286612341378454,3
os196,657.7010601723902,12.467493370797564,2.1260177825628754,2.1260177825628754,0.9187022313696448,2.1260177825628754,8.418461292021473,7.344707531731594,3
os197,1246.0021192033867,14.902601151730765,2.166666667,2.166666667,1.333333333,2.166666667,8.265477062072113,8.189171493854188,3
os198,801.5220025159321,11.339936023458462,2.166666667,2.166666667,1.0,2.166666667,8.52064639381191,7.536550607379084,3
os199,1245.7219643901494,14.925947386283946,2.166666667,2.166666667,1.333333333,2.166666667,8.181002603810672,8.151817518779215,3
os200,854.7105306940382,11.459853153598194,1.9819257395014644,1.9819257395014644,0.7028151878886257,1.9819257395014644,7.90809764346708,8.187972308772679,3
os201,1269.4420449129414,14.686750024195119,2.166666667,2.166666667,1.439981476725492,2.166666667,7.661050138989879,8.150599983643906,3
os202,1929.959154572581,15.16666667,2.0748662898527943,2.0748662898527943,1.1497325792563915,2.0748662898527943,8.48565682740243,8.244028626843543,3
os203,1324.3892481124808,13.684524229577972,2.166666667,2.166666667,1.6595236431259528,2.166666667,8.435401451126756,8.96380945744181,3
os204,1259.567843244599,14.403165075710346,2.166666667,2.166666667,1.372067302948266,2.166666667,9.569416710859702,8.848826921025788,3
os205,651.7804803052218,12.445039504151053,2.166666667,2.166666667,1.0,2.166666667,8.563745429731318,7.2381726663985715,3
os206,1065.3810583311038,7.745624651930563,2.0686366899647477,2.0686366899647477,1.0,2.0686366899647477,8.918229822309671,7.390275532379004,3
os207,761.2720461880568,11.820174708199644,2.054093486574814,2.054093486574814,0.7748536398250677,2.054093486574814,8.134600070993747,7.7187138702653515,3
os208,1250.7295599074507,12.666395032538615,2.166666667,2.166666667,1.7917006205573678,2.166666667,8.549760929625554,9.179224388647688,3
os209,1050.2456809537034,6.808907485546879,2.0522030554287314,2.0522030554287314,1.0,2.0522030554287314,9.044221020090458,7.248946275684791,3
os210,983.1801476746359,12.200273911161172,1.8390972962582068,1.8390972962582068,1.0,1.8390972962582068,7.857943788600725,9.63188757986998,3
os211,1235.7686505680367,14.000651074951225,2.166666667,2.166666667,1.539100790465625,2.166666667,7.839736887628384,8.377110124010844,3
os212,1202.0703433432582,13.297606164738875,2.109944735564792,2.109944735564792,1.4930017450694129,2.109944735564792,8.392456050155321,9.068489819883798,3
os213,906.0737702897208,11.877926035319891,1.922201042163844,1.922201042163844,0.8222645822055193,1.922201042163844,7.865095861469997,8.809109159722212,3
os214,1209.5293553545566,12.563866353506329,2.166666667,2.166666667,1.641222480154903,2.166666667,8.497964948118405,9.015624759358387,3
os215,2030.5738524577398,14.574362729824655,2.0658115490399944,2.0658115490399944,1.263246195765109,2.0658115490399944,9.034877238047985,8.76495643107999,3
os216,1090.0695552718614,14.150156174306314,1.936468093971496,1.936468093971496,0.8968652390285043,1.936468093971496,7.921434998903212,9.104211292744658,3
os217,706.4075805806905,12.041887474150881,2.166666667,2.166666667,1.0,2.166666667,8.54802250049842,7.347023714934022,3
os218,705.3381860912559,12.049779684374606,2.166666667,2.166666667,1.0,2.166666667,8.548330296698376,7.344892818165094,3
os219,1156.144049543436,14.646136642026342,2.0473209115565347,2.0473209115565347,0.8806542445565346,2.0473209115565347,8.044138358402662,8.579436023571228,3
os220,770.0488256528128,11.765319836544919,2.0479985008232098,2.0479985008232098,0.7626636683584298,2.0479985008232098,8.110545193934067,7.750407796122492,3
os221,1089.2637915702942,13.013781477082418,2.0388459250660427,2.0388459250660427,1.0,2.0388459250660427,8.026489920122353,8.808526670552421,3
os222,1229.9725846283247,13.044018793072816,2.166666667,2.166666667,1.7079182515763625,2.166666667,8.274348062435111,8.877935258526819,3
os223,1249.8609505222087,14.581031873554466,2.166666667,2.166666667,1.333333333,2.166666667,9.42902189434844,8.703682336042142,3
os224,837.7094357817476,11.31618943757018,2.0171438931498606,2.0171438931498606,0.7009544531968582,2.0171438931498606,7.982086224203912,7.957140267176778,3
os225,1000.3499804764776,4.633907041691909,1.9846043517257257,1.9846043517257257,1.0,1.9846043517257257,9.29264335235005,7.070963409054509,3
os226,684.1378656001145,12.302263336874285,2.107658889868016,2.107658889868016,0.8819844460900789,2.107658889868016,8.346004862306195,7.440173773590652,3
os227,731.6025688919823,12.005608941300114,2.0746972902938507,2.0746972902938507,0.8160612471395191,2.0746972902938507,8.215916416203052,7.611574091099429,3
os228,977.6804032662883,12.460770724139278,1.8389375152610141,1.8389375152610141,0.9887916355115977,1.8389375152610141,7.805146122219861,9.675049837613232,3
os229,987.874787659442,12.525865195512976,1.843679411267268,1.843679411267268,1.0,1.843679411267268,7.812457310157539,9.68677598089041,3
os230,1203.1968601038552,12.654330571373498,2.166666667,2.166666667,1.5658356319624178,2.166666667,8.459015076586965,8.923652804496614,3
os231,1249.0632315185298,14.647508457526731,2.166666667,2.166666667,1.333333333,2.166666667,9.188487455900288,8.597319802284806,3
os232,2315.236722844351,15.072490732911856,2.023543984201404,2.023543984201404,1.0470879682615442,2.023543984201404,9.48368441762192,8.661586113985177,3
os233,621.1312002251915,12.671233452209776,2.166666667,2.166666667,1.0,2.166666667,8.572566993740894,7.177100300178427,3
os234,602.7704605247318,12.806737065713296,2.166666667,2.166666667,1.0,2.166666667,8.577851634688669,7.1405143243861335,3
os235,945.1844670544833,12.196268916946893,1.8767234876846808,1.8767234876846808,0.9132196908909788,1.8767234876846808,7.832352022310488,9.282075725268614,3
os236,920.1424902160833,7.2285015112752,2.0771629132583627,2.0771629132583627,1.0,2.0771629132583627,9.013618179426338,7.162665691434648,3
os237,1239.5605246398707,13.529493292787,2.166666667,2.166666667,1.557296418935365,2.166666667,9.21830527864543,9.019969238095443,3
os238,1218.6968307622433,12.432902419110814,2.166666667,2.166666667,1.7503590921075138,2.166666667,8.554352197577051,9.148771426037486,3
os239,834.1755848212489,11.274614722148655,2.0587186103175257,2.0587186103175257,0.7841038872827405,2.0587186103175257,8.12995363468994,7.853203474382339,3
os240,889.264771546594,12.323083059765914,2.0102502753570866,2.0102502753570866,1.2653754130048789,2.0102502753570866,8.068845416859784,9.94563366181165,3
os241,827.2505148333328,11.193143313976666,2.140190021911313,2.140190021911313,0.9470467099814864,2.140190021911313,8.41972028812094,7.649524945642287,3
os242,968.8328433398754,12.388755701259925,1.849225375663532,1.849225375663532,0.9682159147682884,1.849225375663532,7.8125533816948565,9.568056089661605,3
os243,831.6542708474052,10.89123118845592,2.16040676968279,2.16040676968279,1.0,2.16040676968279,8.548839982263653,7.553911815680476,3
os244,1156.0055436268426,14.265244989116736,2.0819474254007457,2.0819474254007457,0.9152807584007464,2.0819474254007457,8.079688245855204,8.479019133485341,3
os245,787.3202699754422,11.444745857301848,2.166666667,2.166666667,1.0,2.166666667,8.524733977348152,7.508251952128174,3
os246,1249.0657411568725,14.647299320997135,2.166666667,2.166666667,1.333333333,2.166666667,9.189244181572674,8.597654420730269,3
os247,1229.0658456372928,12.625977856644822,2.166666667,2.166666667,1.7657999808012463,2.166666667,8.749172264447196,9.193722206456014,3
os248,923.5331362754316,12.020037154247316,1.9018994537630411,1.9018994537630411,0.8628677588853141,1.9018994537630411,7.8504787178506525,9.020245678627678,3
os249,1166.0380990208434,14.770077676836113,2.0233287642955244,2.0233287642955244,0.9733059184932016,2.0233287642955244,8.079772394845095,8.791318712549717,3
os250,1243.0991120821295,15.144518413045141,2.166666667,2.166666667,1.333333333,2.166666667,7.390139776006918,7.802103877928443,3
os251,979.755556172468,12.47676661315834,1.8391416797365523,1.8391416797365523,1.0,1.8391416797365523,7.813531292417358,9.695869496624166,3
os252,1156.0844727483384,14.482300291075427,2.0622151252549727,2.0622151252549727,0.8955484582549728,2.0622151252549727,8.059429751092548,8.536242803872566,3
os253,738.3485779502536,11.963446384685914,2.0700125617717937,2.0700125617717937,0.8066917901235118,2.0700125617717937,8.197427354333396,7.635934679374777,3
os254,975.2490368439123,12.440980532268094,1.8417646855259024,1.8417646855259024,0.9831372949987836,1.8417646855259024,7.807181684806507,9.645647266922849,3
os255,681.707870685637,12.224173155330956,2.166666667,2.166666667,1.0,2.166666667,8.555131642092878,7.297806580818534,3
os256,1001.8396501776912,3.9774424386990592,1.9972286710388127,1.9972286710388127,1.0,1.9972286710388127,9.417119140502887,6.8487753896138015,3
os257,783.788506202369,11.679446833110195,2.038457055978047,2.038457055978047,0.7435807787253511,2.038457055978047,8.072888291674413,7.800023309237196,3
os258,866.6498107394195,9.442685795114961,2.1274852834211133,2.1274852834211133,1.0,2.1274852834211133,8.732651613413987,7.399180830625901,3
os259,812.3812281410361,11.259794137235065,2.166666667,2.166666667,1.0,2.166666667,8.517520860236695,7.558188916745953,3
os260,1156.1666659991804,14.70833195774518,2.041666791954984,2.041666791954984,0.8750001249549835,2.041666791954984,8.038333462293782,8.595832970405548,3
os261,1041.4996971678402,13.405076852996727,1.8899006363547208,1.8899006363547208,0.9434326966452791,1.8899006363547208,7.867106298303742,9.388272783452592,3
os262,1879.621034228361,15.16666667,2.081591489645032,2.081591489645032,1.1631829788005148,2.081591489645032,8.399529435586699,8.209057588020753,3
os263,887.7545334271355,11.728815967373025,1.9435024804237089,1.9435024804237089,0.7796617058135977,1.9435024804237089,7.880432896986426,8.587574202305287,3
os264,1013.7013902963904,12.97864069637925,1.8632483765461396,1.8632483765461396,0.9700849564538606,1.8632483765461396,7.836011995167077,9.550851567853172,3
os265,851.9303892925932,11.394648801007554,2.109671133991632,2.109671133991632,1.0,2.109671133991632,8.392013441122861,7.950954520168732,3
os266,1156.024365990711,14.317006541705439,2.077241829718564,2.077241829718564,0.910575162718564,2.077241829718564,8.074857167634297,8.492665360955199,3
os267,1313.4154867921902,13.499430612690482,2.166666667,2.166666667,1.6875711739755492,2.166666667,8.43105336004745,9.002204328958776,3
os268,812.3803770840791,11.259800418098193,2.166666667,2.166666667,1.0,2.166666667,8.517521105190356,7.558187220912902,3
os269,1236.1083407916587,14.056716453974724,2.166666667,2.166666667,1.5292069000729935,2.166666667,7.814265616477528,8.347758249185965,3
os270,1197.7014415675603,13.476143014852981,2.0994425679147266,2.0994425679147266,1.4299887392950532,2.0994425679147266,8.354543225056421,9.034882883491811,3
os271,761.9034549221159,12.310903838356365,2.166666667,2.166666667,1.3918221226509442,2.166666667,8.364692795545363,9.484266066554733,3
