username,active_sum_count,num_watched,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050310,102.1666667,1.833333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050311,1760.8333329999996,16.83333333,0.166666667,0.166666667,0.166666667,0.166666667,0.305555556,3.15,0
Y1050312,77.0,2.0,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050313,240.8333333,4.666666667,0.666666667,0.666666667,0.5,0.666666667,1.833333333,2.666666667,1
Y1050314,567.5,6.666666667,1.333333333,1.333333333,0.833333333,1.333333333,2.444444444,2.0,1
Y1050315,881.6666667000003,8.5,0.5,0.5,0.333333333,0.5,1.842777778,2.45,0
Y1050316,631.3333332999998,6.5,0.666666667,0.666666667,0.333333333,0.666666667,1.0,1.666666667,0
Y1050317,1229.333333,14.33333333,2.166666667,2.166666667,1.0,2.166666667,6.018333332999999,5.45,1
Y1050318,1008.166667,12.0,2.166666667,2.166666667,1.666666667,2.166666667,4.555555556,4.616666667,1
Y1050319,900.3333332999997,12.16666667,1.0,1.0,0.666666667,1.0,4.833333333,7.866666667,2
Y1050320,274.1666667,4.666666667,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050321,44.66666667,0.833333333,0.0,0.0,0.0,0.0,0.0,4.0,0
Y1050322,806.8333332999998,12.16666667,2.166666667,2.166666667,1.5,2.166666667,8.305555556,10.13333333,3
Y1050323,1225.666667,12.33333333,2.166666667,2.166666667,1.833333333,2.166666667,8.597222222000001,9.25,3
Y1050324,912.6666667000003,12.66666667,0.5,0.5,0.333333333,0.5,2.481666667,3.833333333,1
Y1050325,731.8333332999998,6.333333333,0.5,0.5,0.333333333,0.5,1.967777778,2.333333333,0
Y1050326,439.0,5.166666667,0.0,0.0,0.0,0.0,0.0,2.5,0
Y1050327,318.3333333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050328,1874.833333,14.33333333,2.166666667,2.166666667,1.166666667,2.166666667,10.0,5.966666667,2
Y1050329,893.3333332999997,6.333333333,0.5,0.5,0.166666667,0.5,1.388888889,3.0,0
Y1050330,374.6666667,6.833333333,0.0,0.0,0.0,0.0,0.0,2.166666667,0
Y1050331,277.8333333,5.5,0.166666667,0.166666667,0.166666667,0.166666667,0.444444444,1.5,0
Y1050332,1277.666667,16.16666667,1.666666667,1.666666667,1.0,1.666666667,5.625,4.166666667,1
Y1050333,216.8333333,2.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.833333333,0
Y1050334,204.6666667,3.666666667,0.5,0.5,0.333333333,0.5,1.5555555559999998,1.833333333,0
Y1050335,330.3333333,5.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.833333333,0
Y1050336,552.3333332999998,7.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.0,7.016666667000001,1
Y1050337,333.0,4.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.444444444,1.833333333,0
Y1050338,187.6666667,2.333333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050339,182.6666667,2.666666667,0.166666667,0.166666667,0.166666667,0.166666667,1.458333333,2.666666667,0
Y1050340,703.8333332999998,9.333333332999999,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050341,709.1666667000002,9.166666667000001,0.0,0.0,0.0,0.0,0.815,2.5,0
Y1050342,239.0,4.333333333,0.0,0.0,0.0,0.0,0.0,6.283333333,1
Y1050343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050344,681.6666667000002,13.66666667,0.666666667,0.666666667,0.5,0.666666667,2.166666667,5.0,1
Y1050345,21.83333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050346,319.8333333,3.166666667,2.0,2.0,1.0,2.0,3.393333333,4.383333333,1
Y1050347,620.6666667000002,10.33333333,0.0,0.0,0.0,0.0,0.0,3.666666667,0
Y1050348,440.33333330000005,4.666666667,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050349,401.3333333,2.0,2.166666667,2.166666667,1.166666667,2.166666667,6.763888889,5.433333332999999,2
Y1050350,772.1666667000002,7.666666667,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.666666667,0
Y1050351,584.6666667000002,13.33333333,2.166666667,2.166666667,1.333333333,2.166666667,5.777777778,6.983333332999999,2
Y1050352,825.0,11.16666667,2.166666667,2.166666667,1.0,2.166666667,8.513888889,7.583333333,3
Y1050353,1139.166667,18.0,1.333333333,1.333333333,0.833333333,1.333333333,5.458333333,4.466666667,1
Y1050354,1034.666667,12.83333333,1.333333333,1.333333333,0.666666667,1.333333333,4.796111111,5.45,1
Y1050355,60.0,1.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050356,916.3333332999997,12.0,0.833333333,0.833333333,0.666666667,0.833333333,3.027777778,3.166666667,1
Y1050357,547.8333332999998,6.166666667,0.5,0.5,0.333333333,0.5,2.462777778,2.116666667,0
Y1050358,1137.666667,11.83333333,2.0,2.0,0.833333333,2.0,6.245555556,4.466666667,1
Y1050359,177.66666669999995,0.0,0.5,0.5,0.166666667,0.5,2.411666667,1.5,0
Y1050360,675.6666667000002,8.5,0.5,0.5,0.166666667,0.5,2.555555556,2.916666667,1
Y1050361,243.1666667,5.5,0.666666667,0.666666667,0.5,0.666666667,2.662222222,3.233333333,1
Y1050362,1242.833333,15.16666667,2.166666667,2.166666667,1.333333333,2.166666667,7.31,7.766666667000001,3
Y1050363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050364,709.3333332999998,11.66666667,0.5,0.5,0.333333333,0.5,2.944444444,8.166666667000001,2
Y1050365,1250.833333,14.5,2.166666667,2.166666667,1.333333333,2.166666667,9.722222222000001,8.833333332999999,3
Y1050366,482.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050367,1156.333333,15.16666667,2.0,2.0,0.833333333,2.0,7.995555556,8.716666667,3
Y1050368,542.3333332999998,5.666666667,0.5,0.5,0.166666667,0.5,2.638888889,2.333333333,0
Y1050369,379.3333333,4.333333333,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050370,385.0,4.666666667,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050371,363.1666667,4.5,0.166666667,0.166666667,0.166666667,0.166666667,0.430555556,5.0,1
Y1050372,1171.333333,12.33333333,2.166666667,2.166666667,1.666666667,2.166666667,8.328888889,4.333333333,1
Y1050373,171.83333330000005,2.666666667,0.0,0.0,0.0,0.0,0.0,2.583333333,0
Y1050374,389.3333333,7.333333333,0.0,0.0,0.0,0.0,0.0,4.0,1
Y1050375,715.8333332999998,3.333333333,0.0,0.0,0.0,0.0,0.0,3.75,1
Y1050376,1326.0,13.66666667,2.166666667,2.166666667,1.666666667,2.166666667,8.407222222,8.966666667,3
Y1050377,168.66666669999995,3.666666667,1.333333333,1.333333333,0.833333333,1.333333333,2.555555556,5.283333333,1
Y1050378,2490.333333,15.16666667,2.0,2.0,1.0,2.0,9.444444444,8.633333333,3
Y1050379,623.6666667000002,12.83333333,0.0,0.0,0.0,0.0,0.0,7.9,2
Y1050380,1002.166667,3.833333333,2.0,2.0,1.0,2.0,9.444444444,6.8,3
Y1050381,1109.833333,15.0,2.0,2.0,1.5,2.0,6.583333333,5.783333333,1
Y1050382,413.6666667,3.0,0.0,0.0,0.0,0.0,0.0,2.666666667,0
Y1050383,35.66666667,0.5,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050384,1014.666667,9.833333332999999,0.0,0.0,0.0,0.0,0.0,3.25,1
Y1050385,1003.666667,10.16666667,0.666666667,0.666666667,0.5,0.666666667,2.222222222,6.833333333,1
Y1050386,363.8333333,2.666666667,0.666666667,0.666666667,0.333333333,0.666666667,1.907222222,3.716666667,1
Y1050387,425.0,6.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,0.333333333,0
Y1050388,47.83333333,0.833333333,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050390,47.0,1.0,0.166666667,0.166666667,0.166666667,0.166666667,0.370555556,1.0,0
Y1050391,208.1666667,4.666666667,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050394,246.1666667,2.666666667,0.0,0.0,0.0,0.0,1.111111111,2.166666667,0
Y1050395,40.5,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050396,901.3333332999997,10.66666667,1.0,1.0,0.5,1.0,3.222222222,2.666666667,0
Y1050397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050398,50.83333333,0.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050400,563.6666667000002,7.666666667,0.5,0.5,0.166666667,0.5,1.4305555559999998,2.333333333,0
Y1050401,60.66666667,0.666666667,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.333333333,0
Y1050402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050403,47.33333333,0.666666667,0.166666667,0.166666667,0.166666667,0.166666667,0.5555555560000001,2.0,0
Y1050404,207.3333333,0.5,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0
Y1050406,219.1666667,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.0,0
Y1050407,497.33333330000005,5.666666667,0.166666667,0.166666667,0.166666667,0.166666667,1.0694444440000002,1.5,0
Y1050408,5.833333333,0.333333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050410,35.5,0.666666667,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050411,184.6666667,0.166666667,0.333333333,0.333333333,0.166666667,0.333333333,0.333333333,1.333333333,0
Y1050412,1291.666667,11.66666667,0.5,0.5,0.166666667,0.5,3.0,4.333333333,1
Y1050413,1077.833333,11.33333333,2.0,2.0,1.0,2.0,5.513888889,5.0,2
Y1050414,1715.1666670000004,14.83333333,2.0,2.0,1.333333333,2.0,7.888888888999999,4.333333333,1
Y1050415,696.8333332999998,10.16666667,0.666666667,0.666666667,0.5,0.666666667,2.902777778,3.5,1
Y1050416,1103.333333,9.833333332999999,2.0,2.0,1.166666667,2.0,7.277777778,6.083333333,2
Y1050417,724.8333332999998,7.5,1.833333333,1.833333333,1.0,1.833333333,5.458333333,6.466666667,2
Y1050418,440.0,2.166666667,1.5,1.5,0.833333333,1.5,1.888888889,1.45,0
Y1050419,217.8333333,2.333333333,0.0,0.0,0.0,0.0,0.0,1.35,0
Y1050420,953.6666667000003,4.666666667,2.166666667,2.166666667,1.5,2.166666667,8.652777777999999,6.55,2
Y1050421,953.0,15.33333333,2.166666667,2.166666667,1.166666667,2.166666667,7.120555556,4.883333333,2
Y1050422,386.6666667,9.833333332999999,0.0,0.0,0.0,0.0,0.0,5.333333333,1
Y1050423,396.0,2.833333333,0.5,0.5,0.166666667,0.5,0.092777778,1.283333333,0
Y1050424,773.5,8.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,2.966666667,1
Y1050425,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050426,483.1666667,6.833333333,0.0,0.0,0.0,0.0,0.0,5.666666667,1
Y1050427,982.5,12.5,1.833333333,1.833333333,1.0,1.833333333,7.801111111,9.733333333,3
Y1050428,239.1666667,5.333333333,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050429,286.5,7.166666667,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050432,54.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050434,207.0,3.5,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0
Y1050436,80.33333333,1.666666667,0.0,0.0,0.0,0.0,0.5555555560000001,0.666666667,0
Y1050437,55.83333333,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050438,469.0,6.333333333,0.666666667,0.666666667,0.333333333,0.666666667,0.8888888890000001,0.833333333,0
Y1050439,329.1666667,3.333333333,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050440,854.3333332999997,12.5,0.666666667,0.666666667,0.333333333,0.666666667,2.111111111,1.0,0
Y1050441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050442,244.1666667,1.833333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050443,13.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050444,122.5,4.0,0.333333333,0.333333333,0.333333333,0.333333333,0.462777778,1.666666667,0
Y1050445,372.3333333,8.0,0.0,0.0,0.0,0.0,0.0,3.5,0
Y1050446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050447,119.3333333,1.833333333,0.0,0.0,0.0,0.0,0.0,1.166666667,0
Y1050448,897.1666667000003,10.66666667,0.166666667,0.166666667,0.166666667,0.166666667,1.0555555559999998,2.666666667,0
Y1050449,742.6666667000002,9.666666667000001,0.0,0.0,0.0,0.0,0.0,3.333333333,0
Y1050450,515.6666667,7.833333333,0.166666667,0.166666667,0.166666667,0.166666667,0.236111111,2.0,0
Y1050451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050452,855.6666667000003,12.0,0.0,0.0,0.0,0.0,0.0,5.783333333,1
Y1050453,554.5,7.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.375,2.333333333,0
Y1050454,1155.666667,13.33333333,2.166666667,2.166666667,1.0,2.166666667,8.166666667000001,8.233333333,3
Y9999984,1008.333333,14.83333333,1.166666667,1.166666667,0.833333333,1.166666667,4.027777778,6.55,2
Y9999985,845.6666667000003,3.833333333,0.0,0.0,0.0,0.0,0.0,8.15,1
os0,489.90360546938933,6.882034095235298,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.0,5.798158725035304,1
os1,217.47739216424458,3.883383343088772,0.0,0.0,0.0,0.0,0.0,5.105964193032254,1
os2,805.293285890085,9.854277897405538,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.0,4.05653792703507,1
os3,1112.5512975000918,14.690770513058776,2.0,2.0,1.4348990554167722,2.0,6.550348854503608,5.6547589675775125,1
os4,685.3795943068102,8.5,0.4669065499134355,0.4669065499134355,0.166666667,0.4669065499134355,2.3018391050384976,2.9216306845179485,1
os5,770.5463204622299,8.5,0.17673031107435344,0.17673031107435344,0.166666667,0.17673031107435344,0.07715460466061552,2.965157120387337,1
os6,1429.4179013384023,15.704186715418187,1.7822866549517342,1.7822866549517342,1.115619987951734,1.7822866549517342,6.410252418995986,4.224476660802437,1
os7,593.6363698142005,10.84908950601757,0.0,0.0,0.0,0.0,0.0,7.1097564473296675,1
os8,675.7799826391798,5.183786195795262,0.0,0.0,0.0,0.0,0.0,4.275289845008022,1
os9,712.2182823476677,4.081274909344631,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.11080615934765776,3.9785377039661856,1
os10,449.0268441202202,6.124197553237175,0.0,0.0,0.0,0.0,0.0,6.092148135100827,1
os11,942.2459646372744,11.85404859747912,0.5541745382764078,0.5541745382764078,0.38750787127640784,0.5541745382764078,2.39733496907114,4.8084750200250586,1
os12,1106.9450218024165,14.91674490918099,1.9743830490053684,1.9743830490053684,1.4679788112855294,1.9743830490053684,6.514658556918102,5.770524857521898,1
os13,240.5238581040353,4.760013598838351,0.24381729481701864,0.24381729481701864,0.18286297102133248,0.24381729481701864,0.9736437300678666,5.167869209769872,1
os14,1016.0161298725508,9.246304388252877,1.5205253656877398,1.5205253656877398,1.0205253656877398,1.5205253656877398,4.727766498211553,4.984208942799216,1
os15,1045.9686805372262,11.083258097967056,1.6736048414972546,1.6736048414972546,1.1736048414972546,1.6736048414972546,5.320184069594375,5.239341402379688,1
os16,462.6691400885688,6.407568685780785,0.0,0.0,0.0,0.0,0.0,5.922125455477506,1
os17,1008.2912284565359,12.003917026919426,2.1627496400617727,2.1627496400617727,1.6619662346778874,2.1627496400617727,4.556686271105987,4.620583693933527,1
os18,1157.2556277031972,12.124258494719268,2.0969750551003723,2.0969750551003723,1.3182086079200122,2.0969750551003723,7.457743742136331,4.389086622686961,1
os19,1539.6815698861328,13.521166136712287,1.3784471176604467,1.3784471176604467,0.8499033136788154,1.3784471176604467,5.8630869020694885,4.333333333,1
os20,1254.7229540729284,15.296387912639927,1.9040154181442064,1.9040154181442064,1.0,1.9040154181442064,5.811714350741877,4.7758617947785655,1
os21,1062.9661574805946,13.649061445469252,1.5843265990375843,1.5843265990375843,0.9804082492646132,1.5843265990375843,5.468982224615658,5.575496632830547,1
os22,240.40836507309564,4.727675550424709,0.2253384100052637,0.2253384100052637,0.16900380741944587,0.2253384100052637,0.8998513834293146,5.25241010774138,1
os23,1043.82006436391,10.951486066445877,1.6626238388704897,1.6626238388704897,1.1626238388704897,1.6626238388704897,5.277687589428795,5.2210397313424,1
os24,704.9956071337791,6.6110846688791325,0.2114678281519313,0.2114678281519313,0.15860087103464804,0.2114678281519313,0.6872704412558753,4.14650217758662,1
os25,992.0579061001463,10.461354468072656,0.11082725898704547,0.11082725898704547,0.07388483925081213,0.11082725898704547,0.5500726288462539,3.3792984687443353,1
os26,243.04899915468982,5.457975877892427,0.666666667,0.666666667,0.5,0.666666667,2.620422228521345,3.20475692998904,1
os27,1241.7820236273724,14.873019657725349,1.8354032335249777,1.8354032335249777,1.2249820888124616,1.8354032335249777,6.5374898547897935,4.22291218895001,1
os28,363.5217911642788,4.5384529675631216,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.42471221288319866,4.9864283643878915,1
os29,599.2855761943333,9.568602728027255,0.0,0.0,0.0,0.0,0.0,6.077834748709388,1
os30,669.5695373788948,7.040404132964571,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.2994042800720577,4.846153870040316,1
os31,565.1340285450736,6.671342499898019,1.295926669675573,1.295926669675573,0.8099541684257398,1.295926669675573,2.375865561233874,2.102868324177244,1
os32,366.93939978064697,3.2350971339653034,0.5854623145241824,0.5854623145241824,0.2927311568229945,0.5854623145241824,1.674910103768656,3.751178516744364,1
os33,526.1449891197241,6.748395937219766,0.6794991687899921,0.6794991687899921,0.42468698043004205,0.6794991687899921,1.245748476199923,3.798043952190492,1
os34,243.0366657443153,5.453571088600566,0.666666667,0.666666667,0.5,0.666666667,2.6160409314367,3.2017616732728995,1
os35,406.3269970619936,6.581401309099226,0.0,0.0,0.0,0.0,0.0,5.067743474516584,1
os36,238.04392333861398,4.313345667591241,0.0,0.0,0.0,0.0,0.0,6.23103227519374,1
os37,1125.3723793974334,13.232084582093716,2.0,2.0,1.1278072806464672,2.0,6.3947556890560575,5.048252713016506,1
os38,701.6293257322154,6.272093519438185,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.4353718790369519,4.647954501738197,1
os39,1286.6344445044294,13.284166757861946,0.91935187475069,0.91935187475069,0.4662037201879531,0.91935187475069,3.943541717919469,4.273425922578076,1
os40,1062.78591606016,12.114638814983024,1.7595532345819187,1.7595532345819187,1.2595532345819187,1.7595532345819187,5.6528043508320245,5.382588724130162,1
os41,628.1806481457965,10.108583889874648,0.20755921156659932,0.20755921156659932,0.1556694085971148,0.20755921156659932,0.6745674373579438,5.149209923170804,1
os42,557.420133330953,6.686587352044885,1.1739678520433021,1.1739678520433021,0.7337299074170043,1.1739678520433021,2.1522743955594663,2.4382550727803247,1
os43,601.0155945222183,8.350098355024521,0.10901937815655227,0.10901937815655227,0.06813711133762458,0.10901937815655227,0.19986885996730666,4.953657417104312,1
os44,620.8398526962999,9.620247711798381,0.1445480918239693,0.1445480918239693,0.10841106881377144,0.1445480918239693,0.4697812982652836,5.169688537108425,1
os45,647.8963353251518,11.420142479342484,0.37679257792497983,0.37679257792497983,0.2825944333024377,0.37679257792497983,1.2245758778322928,5.094209079047213,1
os46,371.77761986550973,4.657380345188684,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.3724747142798641,5.184359832927607,1
os47,1253.0665002284484,15.233556905384017,1.9211511473335072,1.9211511473335072,1.0,1.9211511473335072,5.825194457692702,4.819843499686347,1
os48,1145.3003961593647,12.041525944951351,2.0138795076911817,2.0138795076911817,0.8472128406911822,2.0138795076911817,6.226633160487429,4.548555762186439,1
os49,1168.678972597214,12.2939121351186,2.153526268679919,2.153526268679919,1.600964675478438,2.153526268679919,8.16463391035378,4.343845651687602,1
os50,592.5389061578826,11.097847934490336,0.0,0.0,0.0,0.0,0.0,7.310226475187829,1
os51,1055.541845337812,13.435056880367966,1.5184790406132609,1.5184790406132609,0.8980988013082876,1.5184790406132609,5.2924558951833305,5.542572853667772,1
os52,1228.4756350610558,14.309941567858667,2.165107216187459,2.165107216187459,0.9984405491874591,2.165107216187459,6.020459384277456,5.440799240227529,1
os53,1270.046534078835,15.877627148339787,1.7454956271661344,1.7454956271661344,1.0,1.7454956271661344,5.687012115278139,4.36899433137386,1
os54,378.37525899440766,7.951595414117904,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.15191113424272512,5.215724713180127,1
os55,404.2166024592225,7.254026392598678,0.0,0.0,0.0,0.0,0.0,4.264356468057281,1
os56,675.5662639852352,6.906915355702384,0.122544972864515,0.122544972864515,0.122544972864515,0.122544972864515,0.3267865933250136,4.812268257355899,1
os57,1010.752501892931,11.138055035557027,1.30472170255703,1.30472170255703,1.0036320789363449,1.30472170255703,2.7432610154783257,4.072978304763933,1
os58,1203.3969788334794,13.438976289775145,2.166666667,2.166666667,1.2981190135573453,2.166666667,7.051564147169629,4.950650652392062,1
os59,473.90251084424943,6.640902796161095,0.0,0.0,0.0,0.0,0.0,5.7821249891693185,1
os60,1128.31896269951,16.89057572175498,1.5798720616221626,1.5798720616221626,1.0798720616221626,1.5798720616221626,5.874367437341883,4.953580655538777,1
os61,555.1500780147262,6.691073627357224,1.1380776494099976,1.1380776494099976,0.7112985307745537,1.1380776494099976,2.0864756907272555,2.536953130055559,1
os62,1082.786678175953,15.417710435539838,1.6919846616841654,1.6919846616841654,1.1919846616841654,1.6919846616841654,5.069794394237726,4.531223906111504,1
os63,768.7104193386449,8.944394081065125,0.7591921084201674,0.7591921084201674,0.5123065076309226,0.7591921084201674,2.11630336817361,2.8777878507869747,1
os64,761.9970357085672,9.567285344427207,1.5897137929029426,1.5897137929029426,0.996777489969034,1.5897137929029426,5.082649984446169,2.7532095981145583,1
os65,952.0958804703523,11.583446515044887,0.5722146771414367,0.5722146771414367,0.4055480101414367,0.5722146771414367,2.3692524862339432,5.133197518946132,1
os66,258.7147089044461,4.04879114267181,0.4877866122699182,0.4877866122699182,0.2438933061349591,0.4877866122699182,0.8276112854033301,5.819936051343577,1
os67,897.8035155683197,4.9404864951264384,1.3084537367840157,1.3084537367840157,0.9058525868649564,1.3084537367840157,4.3645319637644,6.147059279952852,1
os68,998.2383329759283,12.069307742007155,1.993397312813808,1.993397312813808,1.5280511836094617,1.993397312813808,4.339950722972551,4.535230070479469,1
os69,1260.5743212614211,11.851701645180016,1.1481052319045564,1.1481052319045564,0.8008991030202129,1.1481052319045564,4.268336123476253,5.930636023578282,1
os70,399.50914194755364,7.279110551612837,0.0,0.0,0.0,0.0,0.0,4.18074260466002,1
os71,1027.4145931345224,11.606879680676231,1.3866574048627458,1.3866574048627458,0.7733148104055477,1.3866574048627458,4.748830433971828,5.2900277847317065,1
os72,406.2531147878653,6.584670436268844,0.0,0.0,0.0,0.0,0.0,5.063101313933212,1
os73,997.8463952434797,14.574396595199179,1.150483121002123,1.150483121002123,0.8171497870992239,1.150483121002123,4.105998250112688,6.6778500131598975,2
