username,label,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,homework_num,homework_complete_num,first_three_week_homework_complete_num,last_three_week_homework_complete_num,Problem_num_day,Cumulative_num_days,repeat_num,exam_mean,hw_mean,indicator,final_score
Y1050307,0.25,0.5,164.5,0.5,1.75,1.25,0.75,1.5,0.25,10.25,3.75,0.5,4.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0
Y1050308,0.25,4.75,877.0,4.5,7.0,3.5,4.75,7.0,0.5,164.75,18.75,24.75,96.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0
Y1050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050310,0.25,0.25,45.5,0.25,1.0,0.75,0.25,0.75,0.25,2.75,0.0,0.75,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0
Y1050311,0.0,5.25,1798.75,4.75,18.0,8.0,14.25,16.5,1.25,175.5,52.5,21.25,74.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,20.0
Y1050312,0.25,0.25,10.75,0.25,0.5,0.0,0.0,0.5,0.0,1.75,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050313,0.5,1.75,331.75,1.75,6.5,3.75,4.5,6.0,0.0,52.5,6.5,11.5,23.0,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,1.25,0.416666667,0,30.0
Y1050314,0.25,0.5,447.25,0.5,5.5,3.75,2.25,5.0,1.25,29.5,2.75,2.75,19.0,1.25,1.25,1.25,1.25,0.0,0.75,1.25,0.0,0.75,1.583333333,1,30.0
Y1050315,0.5,0.75,623.25,0.75,6.75,5.0,6.25,6.75,0.5,177.25,64.0,28.0,70.75,0.5,0.25,0.25,0.25,0.0,0.25,0.25,0.0,1.5,0.25,0,20.0
Y1050316,0.25,1.5,665.0,1.25,6.5,5.75,1.5,6.0,1.0,39.0,1.25,4.75,26.5,1.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,1.0,0.0,0,10.0
Y1050317,0.0,3.25,1352.0,2.75,14.25,8.75,7.25,13.5,1.5,177.25,8.5,23.75,67.75,1.5,2.25,2.25,1.5,0.75,1.0,2.25,0.0,4.75,6.194166667,1,55.0
Y1050318,0.0,4.75,1186.0,3.5,13.0,11.5,11.25,12.0,4.25,160.0,19.25,51.25,78.75,4.25,2.25,2.25,1.5,0.75,1.75,2.25,0.0,4.5,3.916666667,1,40.0
Y1050319,0.25,1.0,565.0,1.0,9.0,5.25,4.0,8.25,1.0,62.75,25.5,1.75,25.25,1.0,1.25,1.25,0.5,0.75,0.75,1.25,0.0,6.75,5.083333333,1,76.0
Y1050320,0.25,3.5,331.75,0.75,5.5,3.75,2.75,4.75,1.0,38.75,17.75,5.75,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,20.0
Y1050322,0.0,4.5,813.25,3.75,12.25,8.0,8.0,11.75,1.5,170.0,15.75,22.25,121.25,1.5,2.25,2.25,1.5,0.75,1.5,2.25,0.0,9.75,7.791666667,1,99.0
Y1050323,0.0,6.25,1372.0,5.75,13.75,12.25,8.75,13.5,1.0,162.75,17.5,56.75,76.0,1.0,2.25,2.25,1.5,0.75,1.75,2.25,0.0,9.5,8.479166667,1,88.0
Y1050324,0.25,2.25,1052.25,1.0,13.75,8.0,12.5,13.0,0.0,336.75,154.25,78.5,86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0,30.0
Y1050325,0.25,1.5,606.0,1.5,5.0,2.25,4.0,4.5,0.0,54.0,10.0,9.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0,20.0
Y1050326,0.25,1.0,422.25,1.0,5.0,3.75,2.5,5.0,0.25,42.75,6.25,7.75,19.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0,20.0
Y1050327,0.25,0.75,477.5,0.75,12.0,9.25,5.25,10.0,2.25,40.25,0.75,7.25,19.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050328,0.0,4.0,1310.5,1.75,9.25,8.75,9.25,9.25,0.75,278.0,144.5,31.0,89.0,0.75,2.25,2.25,1.5,0.75,1.25,2.25,0.0,6.0,10.0,1,71.0
Y1050329,0.0,3.75,1059.25,1.25,7.75,2.25,6.75,7.0,0.0,80.0,37.75,10.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0,20.0
Y1050330,0.25,2.25,178.5,2.0,4.25,3.25,0.75,3.75,1.25,21.75,0.0,1.25,17.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0,10.0
Y1050331,0.25,2.0,360.5,1.25,7.5,4.5,6.0,7.25,0.0,69.0,18.25,13.25,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050332,0.0,3.0,1261.75,2.75,16.0,14.0,11.75,15.5,4.25,175.5,57.5,38.0,56.75,4.5,1.75,1.75,1.5,0.25,1.0,1.75,0.0,4.25,6.104166667,1,40.0
Y1050333,0.25,2.0,171.25,0.75,1.0,0.0,0.0,1.0,0.0,1.75,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0,10.0
Y1050334,0.5,1.5,122.25,1.25,1.5,0.75,0.5,1.5,0.25,16.25,1.0,0.75,11.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
Y1050335,0.25,1.25,292.25,1.25,4.0,2.25,1.5,3.75,0.5,42.25,6.25,3.75,29.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050336,0.5,1.25,702.0,0.75,8.75,6.25,3.75,8.5,0.5,73.0,17.25,4.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0,50.0
Y1050337,0.5,0.75,499.5,0.5,6.5,3.0,3.75,6.5,0.25,73.75,22.25,6.75,42.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050338,0.5,1.25,95.75,0.25,1.5,0.25,1.5,0.75,0.25,13.25,6.25,1.25,1.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050339,0.0,1.0,123.5,0.75,2.0,0.0,0.75,2.0,0.0,8.0,0.75,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0,20.0
Y1050340,0.0,4.0,930.5,3.5,12.0,10.5,7.0,11.75,2.0,118.25,21.0,16.25,67.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050341,0.5,1.25,731.75,1.25,9.0,8.5,5.5,9.0,0.0,83.0,26.0,9.25,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0,20.0
Y1050342,0.5,1.25,216.5,1.0,4.75,3.5,1.5,4.75,0.0,27.25,0.5,2.25,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0,50.0
Y1050343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050344,0.0,5.0,697.25,3.75,13.5,8.75,7.25,11.75,3.0,73.5,11.0,3.5,47.75,3.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,5.5,0.75,0,40.0
Y1050345,0.5,0.75,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050346,0.0,5.0,387.75,1.0,4.75,1.25,3.25,4.25,0.25,39.75,1.5,4.25,27.5,0.25,2.25,2.25,1.5,0.75,1.0,2.25,0.0,2.75,2.291666667,1,50.0
Y1050347,0.25,2.75,730.5,2.5,12.25,10.0,5.25,10.75,2.25,61.25,9.0,7.75,28.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0,20.0
Y1050348,0.25,0.5,214.75,0.5,2.0,2.0,2.0,2.0,0.0,46.5,25.0,5.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0
Y1050349,0.0,3.75,363.5,1.5,1.75,0.0,0.25,1.75,0.0,3.5,0.5,0.0,2.75,0.0,2.25,2.25,1.5,0.75,1.0,2.25,0.0,3.75,7.3125,1,65.0
Y1050350,0.0,4.75,764.75,2.5,6.75,4.5,6.25,5.25,0.75,178.75,63.75,55.75,29.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0
Y1050351,0.0,4.25,529.75,4.0,13.5,11.25,8.25,12.0,1.25,106.25,23.75,20.25,51.75,1.25,2.25,2.25,1.5,0.75,1.0,2.25,0.0,6.0,5.833333333,1,70.0
Y1050352,0.0,5.0,788.75,4.0,10.75,9.0,5.75,7.75,2.5,65.0,27.75,11.0,11.0,2.75,2.25,2.25,1.5,0.75,1.0,2.25,0.0,7.0,8.5,1,80.0
Y1050353,0.0,6.0,1209.75,4.75,19.0,12.75,13.25,18.25,2.0,186.5,50.0,33.5,82.0,2.0,1.25,1.25,1.25,0.0,0.75,1.25,0.0,3.75,4.541666667,1,50.0
Y1050354,0.0,3.75,1126.0,3.5,13.75,13.0,6.75,13.0,4.0,135.5,8.5,21.75,95.0,4.25,1.25,1.25,1.25,0.0,0.5,1.25,0.0,5.25,3.5275,1,50.0
Y1050355,0.25,1.0,50.25,0.5,0.75,0.25,0.5,0.75,0.0,2.75,1.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050356,0.0,3.5,957.75,2.75,12.25,8.75,9.75,12.0,1.25,106.25,12.5,20.25,60.25,1.25,0.5,0.5,0.5,0.0,0.5,0.5,0.0,2.5,1.375,0,30.0
Y1050357,0.25,0.75,285.75,0.75,4.0,3.0,3.25,4.0,0.25,35.5,2.25,10.0,20.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
Y1050358,0.0,3.5,1059.0,3.0,12.5,4.5,5.0,12.25,1.0,66.0,12.25,8.25,37.0,1.0,2.25,2.25,1.5,0.75,1.0,2.25,0.0,3.25,5.285,1,50.0
Y1050359,0.25,1.0,66.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,20.0
Y1050360,0.25,1.0,510.0,1.0,6.75,3.5,4.25,6.0,1.0,69.25,12.25,26.25,21.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0,30.0
Y1050361,0.25,3.25,255.0,2.25,6.25,4.25,3.5,4.5,1.25,53.25,23.75,3.5,21.25,1.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,2.0,0.416666667,0,30.0
Y1050362,0.0,6.0,1358.0,5.25,16.0,13.5,9.75,15.5,2.75,182.0,11.25,19.0,135.25,2.75,2.25,2.25,1.5,0.75,1.0,2.25,0.0,7.25,6.965,1,80.0
Y1050363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050364,0.25,4.25,845.25,4.0,14.0,8.0,10.0,13.0,1.0,165.0,56.0,32.0,56.5,1.0,0.75,0.75,0.25,0.5,0.5,0.75,0.0,7.25,4.416666667,0,72.0
Y1050365,0.0,4.0,1494.5,3.25,17.75,17.0,8.0,17.25,2.75,188.5,26.25,15.25,132.0,2.75,2.25,2.25,1.5,0.75,1.5,2.25,0.0,8.0,9.833333333,1,96.0
Y1050366,0.25,0.5,363.75,0.5,4.5,3.25,1.25,4.0,0.25,20.0,3.5,3.25,9.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050367,0.25,2.5,1286.5,2.25,16.75,14.5,9.25,15.25,2.0,125.5,46.5,18.0,38.0,2.0,2.25,2.25,1.5,0.75,1.0,2.25,0.0,8.0,7.875,1,90.0
Y1050368,0.25,1.0,293.25,0.75,3.5,1.5,2.75,3.5,0.75,41.75,14.5,3.25,22.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
Y1050369,0.25,1.25,505.75,0.75,5.5,3.5,2.75,5.0,0.5,35.25,4.75,4.25,20.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050370,0.25,1.25,333.25,1.0,3.75,3.5,3.0,3.75,0.75,44.75,9.75,10.75,20.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0,20.0
Y1050371,0.25,1.25,229.25,0.5,3.0,1.25,1.0,3.0,0.0,29.0,0.5,3.25,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0,40.0
Y1050372,0.0,2.75,1289.0,2.75,15.5,11.75,10.25,15.5,1.75,128.0,31.5,17.0,66.25,2.25,2.25,2.25,1.5,0.75,1.5,2.25,0.0,4.0,7.895833333,1,50.0
Y1050373,0.25,1.0,60.75,0.25,0.75,0.5,0.0,0.75,0.25,2.0,0.0,0.0,1.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
Y1050374,0.25,1.5,280.25,1.5,6.0,3.75,3.25,4.75,1.25,47.5,18.0,6.25,17.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,30.0
Y1050375,0.0,6.25,682.5,1.25,3.25,2.75,2.25,3.25,0.75,52.0,1.75,15.75,32.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0,30.0
Y1050376,0.0,5.5,1335.75,4.0,13.0,12.0,7.5,12.25,2.75,168.75,57.25,28.75,75.25,2.75,2.25,2.25,1.5,0.75,1.5,2.25,0.0,8.75,8.5275,1,90.0
Y1050377,0.25,2.25,167.25,0.75,4.25,3.0,0.25,3.5,0.75,7.5,0.0,0.0,5.5,0.75,1.25,1.25,1.0,0.25,0.75,1.25,0.0,4.75,1.833333333,1,40.0
Y1050378,0.0,3.75,2427.25,3.0,15.0,15.0,5.5,15.0,5.5,407.75,6.5,16.5,370.75,5.75,2.25,2.25,1.5,0.75,1.25,2.25,0.0,8.5,10.0,1,93.0
Y1050379,0.0,5.25,756.75,4.75,13.25,10.75,2.0,12.75,1.0,45.5,1.75,0.5,35.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0,60.0
Y1050380,0.0,5.75,1136.25,2.0,5.75,4.25,4.0,5.75,0.5,73.25,14.5,12.25,41.5,0.5,2.25,2.25,1.5,0.75,1.0,2.25,0.0,6.25,10.0,1,80.0
Y1050381,0.0,5.25,1178.0,5.0,15.25,12.75,11.75,14.5,2.5,127.5,16.25,28.5,69.5,2.75,2.25,2.25,1.5,0.75,1.5,2.25,0.0,5.5,6.125,1,55.0
Y1050382,0.25,1.75,159.0,0.5,1.75,0.75,1.0,1.0,0.5,9.25,1.25,1.75,2.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0,20.0
Y1050383,0.25,0.25,28.5,0.25,0.5,0.5,0.0,0.25,0.25,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050384,0.0,2.75,995.25,2.5,8.5,7.25,6.75,8.25,2.5,181.0,37.5,39.0,77.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0,30.0
Y1050385,0.0,4.0,1218.25,2.75,11.5,10.0,10.25,10.75,3.5,324.25,23.0,96.0,187.25,3.5,0.25,0.25,0.25,0.0,0.25,0.25,0.0,7.75,0.854166667,0,40.0
Y1050386,0.0,4.0,369.75,0.75,2.75,1.0,1.75,2.5,0.0,22.0,1.0,2.0,13.5,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,2.75,0.333333333,0,30.0
Y1050387,0.25,3.75,540.25,3.5,7.5,4.5,6.5,7.0,1.5,94.75,21.5,22.75,32.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0,20.0
Y1050389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050390,0.25,0.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050391,0.25,0.25,172.5,0.25,3.75,2.75,1.5,2.75,1.25,16.5,2.5,3.25,6.75,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0
Y1050392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,20.0
Y1050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050394,0.25,0.5,120.0,0.25,1.0,0.75,0.25,1.0,0.5,5.25,0.25,0.5,3.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
Y1050395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050396,0.25,4.5,919.75,4.25,10.0,9.5,6.5,10.0,1.5,123.75,45.25,21.25,44.5,1.5,0.75,0.75,0.75,0.0,0.5,0.75,0.0,1.5,1.3125,0,20.0
Y1050397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0,20.0
Y1050398,0.25,0.25,76.25,0.25,1.25,1.25,0.25,1.25,0.0,4.25,1.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050400,0.25,1.75,391.25,1.5,5.5,5.25,2.25,5.0,2.0,39.0,9.5,3.75,19.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
Y1050401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0
Y1050402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Y1050403,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,20.0
