username,qz_mean
Y1050274,8.4
Y1050275,0
Y1050276,0.5
Y1050277,3
Y1050278,5.5
Y1050279,5.5
Y1050280,0.35
Y1050281,0
Y1050282,0
Y1050283,3.85
Y1050284,2
Y1050285,0
Y1050286,9.25
Y1050287,7.5
Y1050288,0
Y1050289,8.8
Y1050290,0
Y1050291,4.6
Y1050292,4.35
Y1050293,7
Y1050294,5.15
Y1050295,3
Y1050296,0
Y1050297,0
Y1050298,0
Y1050299,0
Y1050300,0
Y1050301,0
Y1050302,0
Y1050303,0
Y1050304,0
Y1050305,0
Y1050306,0
Y1050307,0
Y1050308,0
Y1050309,0
Y1050310,0
Y1050311,2.45
Y1050312,0
Y1050313,1.5
Y1050314,1
Y1050315,0.35
Y1050316,0
Y1050317,4.85
Y1050318,1.85
Y1050319,10.1
Y1050320,0
Y1050321,0
Y1050322,10.9
Y1050323,8.75
Y1050324,0
Y1050325,0
Y1050326,0
Y1050327,0
Y1050328,4.4
Y1050329,1.5
Y1050330,0
Y1050331,0
Y1050332,2.5
Y1050333,0
Y1050334,0
Y1050335,0
Y1050336,7.55
Y1050337,0
Y1050338,0
Y1050339,0
Y1050340,0
Y1050341,0
Y1050342,4.35
Y1050343,0
Y1050344,3
Y1050345,0
Y1050346,6.65
Y1050347,0
Y1050348,0
Y1050349,5.8
Y1050350,0
Y1050351,8.45
Y1050352,8.25
Y1050353,4.9
Y1050354,2.85
Y1050355,0
Y1050356,1.5
Y1050357,0.35
Y1050358,3.9
Y1050359,0.5
Y1050360,0.75
Y1050361,1.2
Y1050362,7.3
Y1050363,0
Y1050364,8
Y1050365,10.5
Y1050366,0
Y1050367,10.15
Y1050368,0
Y1050369,0
Y1050370,1.5
Y1050371,5
Y1050372,3
Y1050373,0.75
Y1050374,2
Y1050375,3.75
Y1050376,8.4
Y1050377,3.35
Y1050378,9.9
Y1050379,8.2
Y1050380,8.9
Y1050381,4.35
Y1050382,0
Y1050383,0
Y1050384,1.75
Y1050385,5
Y1050386,1.65
Y1050387,0
Y1050388,0
Y1050389,0
Y1050390,0
Y1050391,0
Y1050392,0
Y1050393,0
Y1050394,0
Y1050395,0
Y1050396,0
Y1050397,0
Y1050398,0
Y1050399,0
Y1050400,0
Y1050401,0
Y1050402,0
Y1050403,0
Y1050404,0
Y1050405,0
Y1050406,0
Y1050407,0
Y1050408,0
Y1050409,0
Y1050410,0
Y1050411,0
Y1050412,1.5
Y1050413,4.5
Y1050414,5
Y1050415,0
Y1050416,6.75
Y1050417,6.9
Y1050418,0.85
Y1050419,0.55
Y1050420,7.65
Y1050421,2.65
Y1050422,4
Y1050423,0.35
Y1050424,1.9
Y1050425,0
Y1050426,4
Y1050427,10.7
Y1050428,0
Y1050429,0
Y1050430,0
Y1050431,0
Y1050432,0
Y1050433,0
Y1050434,0
Y1050435,0
Y1050436,0
Y1050437,0
Y1050438,0
Y1050439,0
Y1050440,0
Y1050441,0
Y1050442,0
Y1050443,0
Y1050444,0
Y1050445,0
Y1050446,0
Y1050447,0
Y1050448,0
Y1050449,2
Y1050450,0
Y1050451,0
Y1050452,5.35
Y1050453,0
Y1050454,10.7
Y9999984,7.65
Y9999985,8.95
