username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean,counseling_join_num,indictor,final_score
101302503.0,-0.153699575593,0.498889642314,0.4411404537,1.74760409993,2.40584262074,-0.00997185262117,0.719270318755,2.86643921685,-0.298455081928,-0.610535930815,-0.13800385886,0.0412733518269,2.88440862083,-1.64306168094,-2.17236084728,-1.95585479589,-1.99075792056,-2.75176486517,0.515963503762,-0.16396337445,-0.227736376924,0.689202437605,61.0
102602012.0,-1.77566745468,-1.79659485441,-1.82679739745,-1.53924266733,-1.237974059,-1.34354094329,-1.52515740494,-1.14742608193,-0.966126720433,-0.74081303721,-0.965817597963,-1.24113120701,-1.12322392978,-1.64306168094,-2.17236084728,-1.95585479589,-1.99075792056,-2.75176486517,-5.55877007503,-3.62675804967,-0.227736376924,-1.45095250022,52.57
103602527.0,0.657284363944,1.46335265523,0.873128615819,0.76413813807,-0.0233684990888,0.6175900724,0.891918605194,-0.215635923288,4.27100516342,0.813206731929,-0.385112437696,-0.0163628081216,-0.289636359254,-1.64306168094,-2.17236084728,-1.95585479589,-1.99075792056,-2.75176486517,0.263701840028,0.220791589519,-0.227736376924,0.689202437605,47.15
104602001.0,0.288655300515,0.0373698618138,0.33314341316,0.815899504488,0.469039160333,0.813703173971,0.512092375031,0.644478069313,-0.183657784399,-0.689632745412,-0.175070145684,0.509567151403,0.640134392494,-0.490721244973,-0.148635215868,-0.256363883407,-0.27921377028,-0.184738083764,0.304609136961,0.495616563606,-0.227736376924,0.689202437605,58.21
104602002.0,-0.0799737629146,-0.0634532570387,0.4411404537,0.815899504488,0.00945867820286,0.774480553654,0.99550757706,0.0710687409142,-0.240396678578,-0.582619408016,-0.792841592777,0.279022511609,-0.0331478760111,-0.238646774606,0.930685120891,0.593381572831,0.89747283304,0.448680091854,0.325062785268,-0.301375861617,-0.227736376924,0.689202437605,69.33
104602003.0,0.436106925884,0.569231353143,0.657134534759,0.298285840347,0.534693514923,0.65681269271,0.339444088591,0.536963820236,0.787500962519,0.413069905144,2.18481678222,1.12915587084,0.51189015087,-0.202636135986,0.660855036706,0.593381572831,0.25564377669,0.138111247916,0.284155488341,-0.383823353717,-0.227736376924,0.689202437605,55.3
104602005.0,-0.0799737629146,0.214005713457,-0.422835870553,-0.322850556615,-0.482948981219,-0.166862333875,-0.143971113438,-0.394826338407,-0.0239971751892,-0.49421708582,-0.224491861453,0.134932111741,-0.449941661274,1.95800218144,1.74017537345,1.27317793784,1.64627339879,0.845452533139,0.434148910209,0.495616563606,-0.227736376924,0.689202437605,74.12
104602006.0,-0.227425388284,-0.578510895218,-0.422835870553,-0.426373289441,-0.515776158517,-0.206084954192,-0.143971113438,-0.502340587484,-0.299774591093,-0.275537657229,-0.1503592878,-0.146044168004,-0.546124842491,0.733640468235,0.660855036706,1.10322884658,0.89747283304,0.169058511753,0.461420441295,-0.493753343599,-0.227736376924,0.689202437605,61.13
104602007.0,0.878461801991,2.37232387406,1.8451019806,2.006410932,2.0119164932,1.24515199742,2.03139729569,1.39707781283,1.6201112469,2.04153373507,0.65274359342,2.05133443001,1.18517241938,0.157470250254,1.20051520508,1.44312702907,1.21838736122,1.234000058,0.372787964968,1.21016149672,-0.227736376924,0.689202437605,85.72
104602008.0,0.141203675146,-0.657059138979,0.54913749422,0.790018821279,1.51950883377,-0.559088537016,0.270384774016,1.68378247703,-0.572912988664,-0.717549268211,-0.61986558759,-0.290134567874,1.53784408383,-0.166625497359,0.12119486832,-0.256363883407,-0.0652707514945,0.25979560817,0.502327738222,0.852889030289,-0.227736376924,0.689202437605,72.53
104602009.0,-1.77566745468,-0.963436368364,-1.61080331639,-1.4098392513,-1.10666534982,-1.22587308235,-1.35250911851,-1.03991183286,-0.918624390421,-0.666368976413,-0.941106740079,-1.1474724471,-1.02704074856,0.049438334381,0.39102495252,0.0835342990885,0.25564377669,0.661378089598,0.440966792982,1.04526651202,-0.227736376924,-1.45095250022,79.78
