username,week
101302503,1
101302503,2
101302503,3
101302503,4
101302503,5
101302503,6
101302503,7
101302503,8
101302503,9
101302503,10
101302503,11
101302503,12
101302503,13
101302503,14
101302503,15
101302503,16
101302503,17
101302503,18
102602012,1
102602012,2
102602012,3
102602012,4
102602012,5
102602012,6
102602012,7
102602012,8
102602012,9
102602012,10
102602012,11
102602012,12
102602012,13
102602012,14
102602012,15
102602012,16
102602012,17
102602012,18
103552008,1
103552008,2
103552008,3
103552008,4
103552008,5
103552008,6
103552008,7
103552008,8
103552008,9
103552008,10
103552008,11
103552008,12
103552008,13
103552008,14
103552008,15
103552008,16
103552008,17
103552008,18
103552013,1
103552013,2
103552013,3
103552013,4
103552013,5
103552013,6
103552013,7
103552013,8
103552013,9
103552013,10
103552013,11
103552013,12
103552013,13
103552013,14
103552013,15
103552013,16
103552013,17
103552013,18
103582003,1
103582003,2
103582003,3
103582003,4
103582003,5
103582003,6
103582003,7
103582003,8
103582003,9
103582003,10
103582003,11
103582003,12
103582003,13
103582003,14
103582003,15
103582003,16
103582003,17
103582003,18
103602527,1
103602527,2
103602527,3
103602527,4
103602527,5
103602527,6
103602527,7
103602527,8
103602527,9
103602527,10
103602527,11
103602527,12
103602527,13
103602527,14
103602527,15
103602527,16
103602527,17
103602527,18
104522051,1
104522051,2
104522051,3
104522051,4
104522051,5
104522051,6
104522051,7
104522051,8
104522051,9
104522051,10
104522051,11
104522051,12
104522051,13
104522051,14
104522051,15
104522051,16
104522051,17
104522051,18
104552020,1
104552020,2
104552020,3
104552020,4
104552020,5
104552020,6
104552020,7
104552020,8
104552020,9
104552020,10
104552020,11
104552020,12
104552020,13
104552020,14
104552020,15
104552020,16
104552020,17
104552020,18
104582006,1
104582006,2
104582006,3
104582006,4
104582006,5
104582006,6
104582006,7
104582006,8
104582006,9
104582006,10
104582006,11
104582006,12
104582006,13
104582006,14
104582006,15
104582006,16
104582006,17
104582006,18
104602001,1
104602001,2
104602001,3
104602001,4
104602001,5
104602001,6
104602001,7
104602001,8
104602001,9
104602001,10
104602001,11
104602001,12
104602001,13
104602001,14
104602001,15
104602001,16
104602001,17
104602001,18
104602002,1
104602002,2
104602002,3
104602002,4
104602002,5
104602002,6
104602002,7
104602002,8
104602002,9
104602002,10
104602002,11
104602002,12
104602002,13
