username,week
104602002,14
104602002,15
104602002,16
104602002,17
104602002,18
104602003,1
104602003,2
104602003,3
104602003,4
104602003,5
104602003,6
104602003,7
104602003,8
104602003,9
104602003,10
104602003,11
104602003,12
104602003,13
104602003,14
104602003,15
104602003,16
104602003,17
104602003,18
104602004,1
104602004,2
104602004,3
104602004,4
104602004,5
104602004,6
104602004,7
104602004,8
104602004,9
104602004,10
104602004,11
104602004,12
104602004,13
104602004,14
104602004,15
104602004,16
104602004,17
104602004,18
104602005,1
104602005,2
104602005,3
104602005,4
104602005,5
104602005,6
104602005,7
104602005,8
104602005,9
104602005,10
104602005,11
104602005,12
104602005,13
104602005,14
104602005,15
104602005,16
104602005,17
104602005,18
104602006,1
104602006,2
104602006,3
104602006,4
104602006,5
104602006,6
104602006,7
104602006,8
104602006,9
104602006,10
104602006,11
104602006,12
104602006,13
104602006,14
104602006,15
104602006,16
104602006,17
104602006,18
104602007,1
104602007,2
104602007,3
104602007,4
104602007,5
104602007,6
104602007,7
104602007,8
104602007,9
104602007,10
104602007,11
104602007,12
104602007,13
104602007,14
104602007,15
104602007,16
104602007,17
104602007,18
104602008,1
104602008,2
104602008,3
104602008,4
104602008,5
104602008,6
104602008,7
104602008,8
104602008,9
104602008,10
104602008,11
104602008,12
104602008,13
104602008,14
104602008,15
104602008,16
104602008,17
104602008,18
104602009,1
104602009,2
104602009,3
104602009,4
104602009,5
104602009,6
104602009,7
104602009,8
104602009,9
104602009,10
104602009,11
104602009,12
104602009,13
104602009,14
104602009,15
104602009,16
104602009,17
104602009,18
104602010,1
104602010,2
104602010,3
104602010,4
104602010,5
104602010,6
104602010,7
104602010,8
104602010,9
104602010,10
104602010,11
104602010,12
104602010,13
104602010,14
104602010,15
104602010,16
104602010,17
104602010,18
104602011,1
104602011,2
104602011,3
104602011,4
104602011,5
104602011,6
104602011,7
104602011,8
104602011,9
104602011,10
104602011,11
104602011,12
104602011,13
104602011,14
104602011,15
104602011,16
104602011,17
104602011,18
104602012,1
104602012,2
104602012,3
104602012,4
104602012,5
104602012,6
104602012,7
104602012,8
104602012,9
104602012,10
104602012,11
104602012,12
104602012,13
104602012,14
104602012,15
104602012,16
104602012,17
104602012,18
104602013,1
104602013,2
104602013,3
104602013,4
104602013,5
104602013,6
104602013,7
104602013,8
104602013,9
104602013,10
104602013,11
104602013,12
104602013,13
104602013,14
104602013,15
104602013,16
104602013,17
104602013,18
104602015,1
104602015,2
104602015,3
104602015,4
104602015,5
104602015,6
104602015,7
104602015,8
104602015,9
104602015,10
104602015,11
104602015,12
104602015,13
104602015,14
104602015,15
104602015,16
104602015,17
104602015,18
104602016,1
104602016,2
104602016,3
104602016,4
104602016,5
104602016,6
104602016,7
104602016,8
104602016,9
104602016,10
104602016,11
104602016,12
104602016,13
104602016,14
104602016,15
104602016,16
104602016,17
104602016,18
104602017,1
104602017,2
104602017,3
104602017,4
104602017,5
104602017,6
104602017,7
104602017,8
104602017,9
104602017,10
104602017,11
104602017,12
104602017,13
104602017,14
104602017,15
104602017,16
104602017,17
104602017,18
104602018,1
104602018,2
104602018,3
104602018,4
104602018,5
104602018,6
104602018,7
104602018,8
104602018,9
104602018,10
104602018,11
104602018,12
104602018,13
104602018,14
104602018,15
104602018,16
104602018,17
104602018,18
104602019,1
104602019,2
104602019,3
104602019,4
104602019,5
104602019,6
104602019,7
104602019,8
104602019,9
104602019,10
104602019,11
104602019,12
104602019,13
104602019,14
104602019,15
104602019,16
104602019,17
104602019,18
104602020,1
104602020,2
104602020,3
104602020,4
104602020,5
104602020,6
104602020,7
104602020,8
104602020,9
104602020,10
104602020,11
104602020,12
104602020,13
104602020,14
104602020,15
104602020,16
104602020,17
104602020,18
104602021,1
104602021,2
104602021,3
104602021,4
104602021,5
104602021,6
104602021,7
104602021,8
104602021,9
104602021,10
104602021,11
104602021,12
104602021,13
104602021,14
104602021,15
104602021,16
104602021,17
104602021,18
104602022,1
104602022,2
104602022,3
104602022,4
104602022,5
104602022,6
104602022,7
104602022,8
104602022,9
104602022,10
104602022,11
104602022,12
104602022,13
104602022,14
104602022,15
104602022,16
104602022,17
104602022,18
104602023,1
104602023,2
104602023,3
104602023,4
104602023,5
104602023,6
104602023,7
104602023,8
104602023,9
104602023,10
104602023,11
104602023,12
104602023,13
104602023,14
104602023,15
104602023,16
104602023,17
104602023,18
104602024,1
104602024,2
104602024,3
104602024,4
104602024,5
104602024,6
104602024,7
104602024,8
104602024,9
104602024,10
104602024,11
104602024,12
104602024,13
104602024,14
104602024,15
104602024,16
104602024,17
104602024,18
104602025,1
104602025,2
104602025,3
104602025,4
104602025,5
104602025,6
104602025,7
104602025,8
104602025,9
104602025,10
104602025,11
104602025,12
104602025,13
104602025,14
104602025,15
104602025,16
104602025,17
104602025,18
104602026,1
104602026,2
104602026,3
104602026,4
104602026,5
104602026,6
104602026,7
104602026,8
104602026,9
104602026,10
104602026,11
104602026,12
104602026,13
104602026,14
104602026,15
104602026,16
104602026,17
104602026,18
104602027,1
104602027,2
104602027,3
104602027,4
104602027,5
104602027,6
104602027,7
104602027,8
104602027,9
104602027,10
104602027,11
104602027,12
104602027,13
104602027,14
104602027,15
104602027,16
104602027,17
104602027,18
104602028,1
104602028,2
104602028,3
104602028,4
104602028,5
104602028,6
104602028,7
104602028,8
104602028,9
104602028,10
104602028,11
104602028,12
104602028,13
104602028,14
104602028,15
104602028,16
104602028,17
104602028,18
104602029,1
104602029,2
104602029,3
104602029,4
104602029,5
104602029,6
104602029,7
104602029,8
104602029,9
104602029,10
104602029,11
104602029,12
104602029,13
104602029,14
104602029,15
104602029,16
104602029,17
104602029,18
104602030,1
104602030,2
104602030,3
104602030,4
104602030,5
104602030,6
104602030,7
104602030,8
104602030,9
104602030,10
104602030,11
104602030,12
104602030,13
104602030,14
104602030,15
104602030,16
104602030,17
104602030,18
104602031,1
104602031,2
104602031,3
104602031,4
104602031,5
104602031,6
104602031,7
104602031,8
104602031,9
104602031,10
104602031,11
104602031,12
104602031,13
104602031,14
104602031,15
104602031,16
104602031,17
104602031,18
104602032,1
104602032,2
104602032,3
104602032,4
104602032,5
104602032,6
104602032,7
104602032,8
104602032,9
104602032,10
104602032,11
104602032,12
104602032,13
104602032,14
104602032,15
104602032,16
104602032,17
104602032,18
104602033,1
104602033,2
104602033,3
104602033,4
104602033,5
104602033,6
104602033,7
104602033,8
104602033,9
104602033,10
104602033,11
104602033,12
104602033,13
104602033,14
104602033,15
104602033,16
104602033,17
104602033,18
104602035,1
104602035,2
104602035,3
104602035,4
104602035,5
104602035,6
104602035,7
104602035,8
104602035,9
104602035,10
104602035,11
104602035,12
104602035,13
104602035,14
104602035,15
104602035,16
104602035,17
104602035,18
104602037,1
104602037,2
104602037,3
104602037,4
104602037,5
104602037,6
104602037,7
104602037,8
104602037,9
104602037,10
104602037,11
104602037,12
104602037,13
104602037,14
104602037,15
104602037,16
104602037,17
104602037,18
104602501,1
104602501,2
104602501,3
104602501,4
104602501,5
104602501,6
104602501,7
104602501,8
104602501,9
104602501,10
104602501,11
104602501,12
104602501,13
104602501,14
104602501,15
104602501,16
104602501,17
104602501,18
104602502,1
104602502,2
104602502,3
104602502,4
104602502,5
104602502,6
104602502,7
104602502,8
104602502,9
104602502,10
104602502,11
104602502,12
104602502,13
104602502,14
104602502,15
104602502,16
104602502,17
104602502,18
104602503,1
104602503,2
104602503,3
104602503,4
104602503,5
104602503,6
104602503,7
104602503,8
104602503,9
104602503,10
104602503,11
104602503,12
104602503,13
104602503,14
104602503,15
104602503,16
104602503,17
104602503,18
104602504,1
104602504,2
104602504,3
104602504,4
104602504,5
104602504,6
104602504,7
104602504,8
104602504,9
104602504,10
104602504,11
104602504,12
104602504,13
104602504,14
104602504,15
104602504,16
104602504,17
104602504,18
104602505,1
104602505,2
104602505,3
104602505,4
104602505,5
104602505,6
104602505,7
104602505,8
104602505,9
104602505,10
104602505,11
104602505,12
104602505,13
104602505,14
104602505,15
104602505,16
104602505,17
104602505,18
104602506,1
104602506,2
104602506,3
104602506,4
104602506,5
104602506,6
104602506,7
104602506,8
104602506,9
104602506,10
104602506,11
104602506,12
104602506,13
104602506,14
104602506,15
104602506,16
104602506,17
104602506,18
104602507,1
104602507,2
104602507,3
104602507,4
104602507,5
104602507,6
104602507,7
104602507,8
104602507,9
104602507,10
104602507,11
104602507,12
104602507,13
104602507,14
104602507,15
104602507,16
104602507,17
104602507,18
104602508,1
104602508,2
104602508,3
104602508,4
104602508,5
104602508,6
104602508,7
104602508,8
104602508,9
104602508,10
104602508,11
104602508,12
104602508,13
104602508,14
104602508,15
104602508,16
104602508,17
104602508,18
104602509,1
104602509,2
104602509,3
104602509,4
104602509,5
104602509,6
104602509,7
104602509,8
104602509,9
104602509,10
104602509,11
104602509,12
104602509,13
104602509,14
104602509,15
104602509,16
104602509,17
104602509,18
104602510,1
104602510,2
104602510,3
104602510,4
104602510,5
104602510,6
104602510,7
104602510,8
104602510,9
104602510,10
104602510,11
104602510,12
104602510,13
104602510,14
104602510,15
104602510,16
104602510,17
104602510,18
104602511,1
104602511,2
104602511,3
104602511,4
104602511,5
104602511,6
104602511,7
104602511,8
104602511,9
104602511,10
104602511,11
104602511,12
104602511,13
104602511,14
104602511,15
104602511,16
104602511,17
104602511,18
104602513,1
104602513,2
104602513,3
104602513,4
104602513,5
104602513,6
104602513,7
104602513,8
104602513,9
104602513,10
104602513,11
104602513,12
104602513,13
104602513,14
104602513,15
104602513,16
104602513,17
104602513,18
104602514,1
104602514,2
104602514,3
104602514,4
104602514,5
104602514,6
104602514,7
104602514,8
104602514,9
104602514,10
104602514,11
104602514,12
104602514,13
104602514,14
104602514,15
104602514,16
104602514,17
104602514,18
104602515,1
104602515,2
104602515,3
104602515,4
104602515,5
104602515,6
104602515,7
104602515,8
104602515,9
104602515,10
104602515,11
104602515,12
104602515,13
104602515,14
104602515,15
104602515,16
104602515,17
104602515,18
104602516,1
104602516,2
104602516,3
104602516,4
104602516,5
104602516,6
104602516,7
104602516,8
104602516,9
104602516,10
104602516,11
104602516,12
104602516,13
104602516,14
104602516,15
104602516,16
104602516,17
104602516,18
104602517,1
104602517,2
104602517,3
104602517,4
104602517,5
104602517,6
104602517,7
104602517,8
104602517,9
104602517,10
104602517,11
104602517,12
104602517,13
104602517,14
104602517,15
104602517,16
104602517,17
104602517,18
104602519,1
104602519,2
104602519,3
104602519,4
104602519,5
104602519,6
104602519,7
104602519,8
104602519,9
104602519,10
104602519,11
104602519,12
104602519,13
104602519,14
104602519,15
104602519,16
104602519,17
104602519,18
104602520,1
104602520,2
104602520,3
104602520,4
104602520,5
104602520,6
104602520,7
104602520,8
104602520,9
104602520,10
104602520,11
104602520,12
104602520,13
104602520,14
104602520,15
104602520,16
104602520,17
104602520,18
104602521,1
104602521,2
104602521,3
104602521,4
104602521,5
104602521,6
104602521,7
104602521,8
104602521,9
104602521,10
104602521,11
104602521,12
104602521,13
104602521,14
104602521,15
104602521,16
104602521,17
104602521,18
104602522,1
104602522,2
104602522,3
104602522,4
104602522,5
104602522,6
104602522,7
104602522,8
104602522,9
104602522,10
104602522,11
104602522,12
104602522,13
104602522,14
104602522,15
104602522,16
104602522,17
104602522,18
104602524,1
104602524,2
104602524,3
104602524,4
104602524,5
104602524,6
104602524,7
104602524,8
104602524,9
104602524,10
104602524,11
104602524,12
104602524,13
104602524,14
104602524,15
104602524,16
104602524,17
104602524,18
104602525,1
104602525,2
104602525,3
104602525,4
104602525,5
104602525,6
104602525,7
104602525,8
104602525,9
104602525,10
104602525,11
104602525,12
104602525,13
104602525,14
104602525,15
104602525,16
104602525,17
104602525,18
104602526,1
104602526,2
104602526,3
104602526,4
104602526,5
104602526,6
104602526,7
104602526,8
104602526,9
104602526,10
104602526,11
104602526,12
104602526,13
104602526,14
104602526,15
104602526,16
104602526,17
104602526,18
105552009,1
105552009,2
105552009,3
105552009,4
105552009,5
105552009,6
105552009,7
105552009,8
105552009,9
105552009,10
105552009,11
105552009,12
105552009,13
105552009,14
105552009,15
105552009,16
105552009,17
105552009,18
105885002,1
105885002,2
105885002,3
105885002,4
105885002,5
105885002,6
105885002,7
105885002,8
105885002,9
105885002,10
105885002,11
105885002,12
105885002,13
105885002,14
105885002,15
105885002,16
105885002,17
105885002,18
