username,active_sum_count,problem_sum_count,num_watched,num_complete,complete_rate,pause_video_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
os10,449.0268441202202,49.3530159877072,6.124197553237175,4.124197553237175,0.42242045454140265,5.356225774974156,0.0,0.0,0.0,0.0,0.0,6.092148135100827,1
os11,942.2459646372744,20.108349075252626,11.85404859747912,8.21255510028476,0.5709649308774168,11.29987405822757,0.5541745382764078,0.5541745382764078,0.38750787127640784,0.5541745382764078,2.39733496907114,4.8084750200250586,1
os12,1106.9450218024165,112.34661123390705,14.91674490918099,12.467978811400807,0.8222356427517872,14.391127958455336,1.9743830490053684,1.9743830490053684,1.4679788112855294,1.9743830490053684,6.514658556918102,5.770524857521898,1
os13,240.5238581040353,13.422849374085805,4.760013598838351,3.455241980591372,0.4098293566091998,4.333333333,0.24381729481701864,0.24381729481701864,0.18286297102133248,0.24381729481701864,0.9736437300678666,5.167869209769872,1
os14,1016.0161298725508,124.98002406787556,9.246304388252877,2.9105073137547968,0.2750960792927753,8.266829753940616,1.5205253656877398,1.5205253656877398,1.0205253656877398,1.5205253656877398,4.727766498211553,4.984208942799216,1
os15,1045.9686805372262,121.10201067049587,11.083258097967056,5.972096829945092,0.4494429653593566,10.256862939464307,1.6736048414972546,1.6736048414972546,1.1736048414972546,1.6736048414972546,5.320184069594375,5.239341402379688,1
os16,462.6691400885688,50.81035324162138,6.407568685780785,4.4075686857807845,0.4441712774218007,5.6800784982281245,0.0,0.0,0.0,0.0,0.0,5.922125455477506,1
os17,1008.2912284565359,35.638078025722635,12.003917026919426,10.339600573127488,0.7802371140614587,11.334900140805376,2.1627496400617727,2.1627496400617727,1.6619662346778874,2.1627496400617727,4.556686271105987,4.620583693933527,1
os18,1157.2556277031972,123.10587309767023,12.124258494719268,7.466784541135242,0.6037965595233729,11.818208608411114,2.0969750551003723,2.0969750551003723,1.3182086079200122,2.0969750551003723,7.457743742136331,4.389086622686961,1
os19,1539.6815698861328,87.71722438901989,13.521166136712287,10.578253746946237,0.7186174002723851,12.964078529434078,1.3784471176604467,1.3784471176604467,0.8499033136788154,1.3784471176604467,5.8630869020694885,4.333333333,1
os20,1254.7229540729284,103.00604995423174,15.296387912639927,11.50201665316159,0.7173264985047222,14.44618624574786,1.9040154181442064,1.9040154181442064,1.0,1.9040154181442064,5.811714350741877,4.7758617947785655,1
os21,1062.9661574805946,104.93553872723035,13.649061445469252,11.980408251135144,0.8382428298498719,12.733388048871404,1.5843265990375843,1.5843265990375843,0.9804082492646132,1.5843265990375843,5.468982224615658,5.575496632830547,1
os22,240.40836507309564,13.441328258980713,4.727675550424709,3.446002538171636,0.4082559515712402,4.333333333,0.2253384100052637,0.2253384100052637,0.16900380741944587,0.2253384100052637,0.8998513834293146,5.25241010774138,1
os23,1043.82006436391,121.380196071106,10.951486066445877,5.752476777409793,0.4369363663934199,10.114109905316363,1.6626238388704897,1.6626238388704897,1.1626238388704897,1.6626238388704897,5.277687589428795,5.2210397313424,1
os24,704.9956071337791,74.21961295392072,6.6110846688791325,4.797476538498413,0.475369586777941,6.02954813963741,0.2114678281519313,0.2114678281519313,0.15860087103464804,0.2114678281519313,0.6872704412558753,4.14650217758662,1
os25,992.0579061001463,55.80389217319181,10.461354468072656,7.054987850974091,0.5358694745617829,9.831630221587238,0.11082725898704547,0.11082725898704547,0.07388483925081213,0.11082725898704547,0.5500726288462539,3.3792984687443353,1
os26,243.04899915468982,12.840308335910539,5.457975877892427,3.607832896009056,0.4367981467768772,4.333333333,0.666666667,0.666666667,0.5,0.666666667,2.620422228521345,3.20475692998904,1
os27,1241.7820236273724,115.25603059782377,14.873019657725349,12.754318914925339,0.8321532428581321,14.043826124150035,1.8354032335249777,1.8354032335249777,1.2249820888124616,1.8354032335249777,6.5374898547897935,4.22291218895001,1
os28,363.5217911642788,19.818216600911416,4.5384529675631216,3.0339290890302744,0.22218978481914028,4.5248813319510095,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.42471221288319866,4.9864283643878915,1
os29,599.2855761943333,43.54169117849278,9.568602728027255,8.251435936427939,0.7783272223271426,8.317166793107933,0.0,0.0,0.0,0.0,0.0,6.077834748709388,1
os30,669.5695373788948,72.6149947315149,7.040404132964571,4.631701845821053,0.4670553683501377,5.479021107492632,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.2994042800720577,4.846153870040316,1
os31,565.1340285450736,63.04343168925674,6.671342499898019,4.9953241670739255,0.2588187351742035,5.5187033316762415,1.295926669675573,1.295926669675573,0.8099541684257398,1.295926669675573,2.375865561233874,2.102868324177244,1
os32,366.93939978064697,20.88047399099264,3.2350971339653034,1.6944949577882982,0.21611921426723052,2.8205594476112923,0.5854623145241824,0.5854623145241824,0.2927311568229945,0.5854623145241824,1.674910103768656,3.751178516744364,1
os33,526.1449891197241,58.26611855774022,6.748395937219766,4.918270729289858,0.3625295488029301,5.826917082350192,0.6794991687899921,0.6794991687899921,0.42468698043004205,0.6794991687899921,1.245748476199923,3.798043952190492,1
os34,243.0366657443153,12.823570136593007,5.453571088600566,3.6016661909962213,0.4358511170822719,4.333333333,0.666666667,0.666666667,0.5,0.666666667,2.6160409314367,3.2017616732728995,1
os35,406.3269970619936,38.12707396625887,6.581401309099226,4.672874773528684,0.3759763012989023,5.656594511218607,0.0,0.0,0.0,0.0,0.0,5.067743474516584,1
os36,238.04392333861398,13.463458738277659,4.313345667591241,3.276701614348513,0.38391011010624426,4.3100143900364385,0.0,0.0,0.0,0.0,0.0,6.23103227519374,1
os37,1125.3723793974334,120.46328406154207,13.232084582093716,8.498928268763963,0.622042520386928,12.732084582093716,2.0,2.0,1.1278072806464672,2.0,6.3947556890560575,5.048252713016506,1
os38,701.6293257322154,83.18367772925468,6.272093519438185,3.0,0.3152448082586722,4.4761845169413785,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.4353718790369519,4.647954501738197,1
os39,1286.6344445044294,88.37240814070925,13.284166757861946,10.609814939457001,0.6979144124228309,12.758055623892625,0.91935187475069,0.91935187475069,0.4662037201879531,0.91935187475069,3.943541717919469,4.273425922578076,1
os40,1062.78591606016,118.92465137328784,12.114638814983024,7.691064691638372,0.5473322128727471,11.374192049564938,1.7595532345819187,1.7595532345819187,1.2595532345819187,1.7595532345819187,5.6528043508320245,5.382588724130162,1
os41,628.1806481457965,51.55979057219546,10.108583889874648,8.207559211566599,0.7278026926124047,8.849134873470533,0.20755921156659932,0.20755921156659932,0.1556694085971148,0.20755921156659932,0.6745674373579438,5.149209923170804,1
os42,557.420133330953,62.098250852675235,6.686587352044885,4.98007931483559,0.2793376902624646,5.579682740538111,1.1739678520433021,1.1739678520433021,0.7337299074170043,1.1739678520433021,2.1522743955594663,2.4382550727803247,1
os43,601.0155945222183,51.855390000473186,8.350098355024521,7.754706399086434,0.7412774583293793,7.336470932724288,0.10901937815655227,0.10901937815655227,0.06813711133762458,0.10901937815655227,0.19986885996730666,4.953657417104312,1
os44,620.8398526962999,51.339251652576415,9.620247711798381,8.14454809182397,0.7451055712580218,8.439562595663281,0.1445480918239693,0.1445480918239693,0.10841106881377144,0.1445480918239693,0.4697812982652836,5.169688537108425,1
os45,647.8963353251518,52.15210735584596,11.420142479342484,8.37679257792498,0.6813311426248994,9.94915175340383,0.37679257792497983,0.37679257792497983,0.2825944333024377,0.37679257792497983,1.2245758778322928,5.094209079047213,1
os46,371.77761986550973,23.353863327203154,4.657380345188684,3.089931625841376,0.24274332359527925,4.544965812853238,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.3724747142798641,5.184359832927607,1
os47,1253.0665002284484,102.3206207866597,15.233556905384017,11.273540263856676,0.7043204406035943,14.406202877525251,1.9211511473335072,1.9211511473335072,1.0,1.9211511473335072,5.825194457692702,4.819843499686347,1
os48,1145.3003961593647,123.66858043666168,12.041525944951351,5.555405455642529,0.4689385719693877,11.541525944951351,2.0138795076911817,2.0138795076911817,0.8472128406911822,2.0138795076911817,6.226633160487429,4.548555762186439,1
os49,1168.678972597214,121.12658063765491,12.2939121351186,8.710911237510118,0.6850369065152992,12.100964678005385,2.153526268679919,2.153526268679919,1.600964675478438,2.153526268679919,8.16463391035378,4.343845651687602,1
os50,592.5389061578826,33.106841523914596,11.097847934490336,8.611258338551895,0.7690663215031663,9.486589599605992,0.0,0.0,0.0,0.0,0.0,7.310226475187829,1
os51,1055.541845337812,103.68443512437851,13.435056880367966,11.898098803475133,0.8409450904783969,12.453535926037194,1.5184790406132609,1.5184790406132609,0.8980988013082876,1.5184790406132609,5.2924558951833305,5.542572853667772,1
os52,1228.4756350610558,92.81812796512209,14.309941567858667,7.975048787046129,0.5174731108256344,13.809941567858667,2.165107216187459,2.165107216187459,0.9984405491874591,2.165107216187459,6.020459384277456,5.440799240227529,1
os53,1270.046534078835,109.34684159335458,15.877627148339787,13.615613867259347,0.8376433847696376,14.816065759086829,1.7454956271661344,1.7454956271661344,1.0,1.7454956271661344,5.687012115278139,4.36899433137386,1
os54,378.37525899440766,8.341119214776258,7.951595414117904,5.6965589176638725,0.3856376608386672,6.765109490656444,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.15191113424272512,5.215724713180127,1
os55,404.2166024592225,34.34927435498736,7.254026392598678,5.394257412745365,0.3841435667998075,6.306897686305303,0.0,0.0,0.0,0.0,0.0,4.264356468057281,1
os56,675.5662639852352,74.60705802307027,6.906915355702384,4.323650821417249,0.4379958541671784,5.2941904928503485,0.122544972864515,0.122544972864515,0.122544972864515,0.122544972864515,0.3267865933250136,4.812268257355899,1
os57,1010.752501892931,47.533169749257354,11.138055035557027,8.94096069653826,0.6971870003211107,10.471388367148316,1.30472170255703,1.30472170255703,1.0036320789363449,1.30472170255703,2.7432610154783257,4.072978304763933,1
os58,1203.3969788334794,105.09552833140604,13.438976289775145,8.447178520112429,0.6011222137419984,13.088035799460476,2.166666667,2.166666667,1.2981190135573453,2.166666667,7.051564147169629,4.950650652392062,1
os59,473.90251084424943,52.010357238548686,6.640902796161095,4.640902796161095,0.4620813900761173,5.946746053234193,0.0,0.0,0.0,0.0,0.0,5.7821249891693185,1
os60,1128.31896269951,79.22309826758453,16.89057572175498,11.659744125765092,0.6754557177702349,16.285543735112395,1.5798720616221626,1.5798720616221626,1.0798720616221626,1.5798720616221626,5.874367437341883,4.953580655538777,1
os61,555.1500780147262,61.820101782287324,6.691073627357224,4.975593039496334,0.2853760355845867,5.5976278418682215,1.1380776494099976,1.1380776494099976,0.7112985307745537,1.1380776494099976,2.0864756907272555,2.536953130055559,1
os62,1082.786678175953,49.0991114750453,15.417710435539838,10.808015338733542,0.6717012499803652,14.751043765539839,1.6919846616841654,1.6919846616841654,1.1919846616841654,1.6919846616841654,5.069794394237726,4.531223906111504,1
os63,768.7104193386449,82.11060748065125,8.944394081065125,7.635824852724119,0.6107351009652723,8.796262720710084,0.7591921084201674,0.7591921084201674,0.5123065076309226,0.7591921084201674,2.11630336817361,2.8777878507869747,1
os64,761.9970357085672,88.33952011427206,9.567285344427207,7.358984291506702,0.6236096400724424,9.211523562951474,1.5897137929029426,1.5897137929029426,0.996777489969034,1.5897137929029426,5.082649984446169,2.7532095981145583,1
os65,952.0958804703523,20.14442935254972,11.583446515044887,8.338836072123481,0.6248570198215546,11.011231836603589,0.5722146771414367,0.5722146771414367,0.4055480101414367,0.5722146771414367,2.3692524862339432,5.133197518946132,1
os66,258.7147089044461,11.552924682684045,4.04879114267181,2.7236000676626024,0.3159540628656252,3.967493373797561,0.4877866122699182,0.4877866122699182,0.2438933061349591,0.4877866122699182,0.8276112854033301,5.819936051343577,1
os67,897.8035155683197,119.94388220326485,4.9404864951264384,2.3777215530991733,0.3339490965936442,4.0725192538649555,1.3084537367840157,1.3084537367840157,0.9058525868649564,1.3084537367840157,4.3645319637644,6.147059279952852,1
os68,998.2383329759283,33.73925527215239,12.069307742007155,10.073429299084577,0.7413668588262877,11.419968007768848,1.993397312813808,1.993397312813808,1.5280511836094617,1.993397312813808,4.339950722972551,4.535230070479469,1
os69,1260.5743212614211,47.95587099830457,11.851701645180016,10.143416593137774,0.8728892509352205,11.124855156959093,1.1481052319045564,1.1481052319045564,0.8008991030202129,1.1481052319045564,4.268336123476253,5.930636023578282,1
os70,399.50914194755364,33.23720997185897,7.279110551612837,5.427702958114303,0.3786157613967179,6.315259072609909,0.0,0.0,0.0,0.0,0.0,4.18074260466002,1
os71,1027.4145931345224,108.27192559626208,11.606879680676231,8.733842722348129,0.6575926059899874,10.493537090299363,1.3866574048627458,1.3866574048627458,0.7733148104055477,1.3866574048627458,4.748830433971828,5.2900277847317065,1
os72,406.2531147878653,38.09536343269434,6.584670436268844,4.67647081341605,0.3759358263923171,5.659536725672441,0.0,0.0,0.0,0.0,0.0,5.063101313933212,1
os73,997.8463952434797,61.63646663221857,14.574396595199179,12.799276313429464,0.8278330288244697,13.875362842620813,1.150483121002123,1.150483121002123,0.8171497870992239,1.150483121002123,4.105998250112688,6.6778500131598975,2
os74,1608.5974317903203,58.41763139273854,13.472990817376285,9.270091821375509,0.5488461109036706,13.027009182623715,0.3241101850023922,0.3241101850023922,0.2430826387517941,0.3241101850023922,2.2851869142134547,7.6200268208850375,2
os75,1043.3344228372207,50.46146454116593,10.278781478568966,8.849349734347694,0.8398307935123509,10.262765077893963,1.5480492039469815,1.5480492039469815,1.0,1.5480492039469815,4.329777803341091,7.335079112639295,2
os76,1076.934869263705,51.635279289860925,11.305869372672564,8.996076577494385,0.6788107894386051,11.143126135013397,1.9882297325066984,1.9882297325066984,1.0,1.9882297325066984,5.4830507881675485,5.060813048707548,2
os77,928.3177033642661,101.16223223604806,13.849271194573287,10.135844794474906,0.6093096445319169,11.6980154683523,1.619906931588131,1.619906931588131,0.9323410661761492,1.619906931588131,6.048646112755723,6.281476084894744,2
os78,951.7760839772498,104.6512951582656,15.259743442757662,12.065964718739586,0.6297763285600799,12.143427758190336,2.1395546032143136,2.1395546032143136,1.1550472110951686,2.1395546032143136,7.067403000470603,4.952662753247653,2
os79,669.4458470106076,38.46797801984441,9.80506780017005,7.440823895808654,0.6786425664969571,9.309105733089307,1.9650514933484209,1.9650514933484209,1.1317181599532664,1.9650514933484209,5.584563236634307,6.6708298148682905,2
os80,720.7919187806737,48.038340008734856,8.586401753376197,5.637525823788892,0.574816520288459,8.15899866499229,1.4856847722846478,1.4856847722846478,0.8261757195119557,1.4856847722846478,4.80287094229176,6.909918582022888,2
os81,959.5317729263612,99.7510993528474,4.869136926954532,1.3691369269545317,0.1243187644244706,4.496615800739399,2.160135368277884,2.160135368277884,1.4869374025949558,2.160135368277884,8.598894563650308,6.531712363601588,2
os82,685.1062035248079,43.40350739441024,11.996608124453767,7.442689875160428,0.5354289783204204,11.06561392515282,0.3585965187117952,0.3585965187117952,0.23906434556879916,0.3585965187117952,2.1117350543173745,8.091251476885358,2
os83,1602.3875353755468,53.29043415193979,13.600163800610321,9.440720724848939,0.5431731796838785,13.14022932181602,0.2604258826685981,0.2604258826685981,0.14022932145542927,0.2604258826685981,2.08176905091852,7.696946762694233,2
os84,653.626183329581,58.61871485468794,11.25391894420236,8.500702444150347,0.7112833683488157,10.969942312703537,0.5429236953585523,0.5429236953585523,0.2961401975221449,0.5429236953585523,1.6164319113763277,7.4755323836503065,2
os85,635.6779542596225,60.244995907044284,12.200118829306456,9.299058597705901,0.7346474041770767,11.886573452030165,0.21766748470987154,0.21766748470987154,0.11872771895424405,0.21766748470987154,0.6480554659190062,7.729823602871827,2
os86,1776.3645419929874,102.16879670226358,14.068347348231633,11.500728344495478,0.7535551722173096,13.795686292980413,1.4777031115403907,1.4777031115403907,0.7956862909343669,1.4777031115403907,7.138151385454216,6.59203358626283,2
os87,1850.4276248286026,135.2025892031401,13.74759632451467,11.49519265902934,0.8364785521516045,13.58092966451467,2.0690438325572,2.0690438325572,1.3619123352998643,2.0690438325572,9.373586813838516,5.9861912336542655,2
os88,938.9875812812436,95.99575892121244,4.8484179066335065,1.4339479017438366,0.13549445360003035,4.525775822046353,2.1452841681743067,2.1452841681743067,1.4679262518256078,2.1452841681743067,8.447862164627969,6.54465437532565,2
os89,916.5298016900964,99.40896838801723,13.14050495661142,9.16595415019085,0.5990250787342785,11.474194550629981,1.3587825275041527,1.3587825275041527,0.8204306073149901,1.3587825275041527,5.536717935768981,6.949208489582207,2
os90,660.7944754274101,50.498369685164384,12.327701696130328,8.38867151383305,0.6204470959892965,11.63320290841315,0.2166992728967124,0.2166992728967124,0.14446618178667545,0.2166992728967124,1.2761179401991292,8.01557294568938,2
os91,650.5152368490146,58.90059633149102,11.417922712540927,8.639080623772495,0.7153330305605273,11.128820963391071,0.4865473999671868,0.4865473999671868,0.2653894909394454,0.4865473999671868,1.4485843046226765,7.519608396408592,2
os92,570.6040785964773,45.73051539180045,4.877864294066848,2.7906562849813152,0.3236758794424641,4.7111976270668485,1.9922506488289349,1.9922506488289349,1.0794586579144674,1.9922506488289349,6.080759485630366,5.9740229885977545,2
os93,948.6565061199541,98.81211897848313,5.3712204979701355,1.7929367386603174,0.14770849108602446,4.975260156860466,2.0570694044171707,2.0570694044171707,1.4217162410659454,2.0570694044171707,8.293977216023206,6.673688339196595,2
os94,601.2047533733091,36.08767861004063,13.121306577778089,10.313288748075284,0.7619630842408069,12.404008915487482,1.2478840738970371,1.2478840738970371,0.7679286605495902,1.2478840738970371,3.327690863341468,7.372049045548186,2
os95,1836.112658720522,138.35188180875852,13.404037132423785,10.808074274847572,0.8152749669162667,13.237370472423784,2.0117839670941993,2.0117839670941993,1.4764320658823058,2.0117839670941993,9.006169344671791,5.9976432066094425,2
os96,1409.9173972930091,45.64735907877715,12.809767268626905,9.0,0.5543406735232482,12.415956921567805,0.6371379049026473,0.6371379049026473,0.3185689524513237,0.6371379049026473,2.437984854850399,6.998864405915639,2
os97,935.4836133336676,102.22804795413515,14.280132868768925,10.72544498195646,0.6155616709414821,11.834077049963682,1.7786454435134318,1.7786454435134318,1.000371856981841,1.7786454435134318,6.3598491859138075,5.875559032996743,2
os98,589.8067833337714,23.277139634953198,13.267434398797805,10.55683511751308,0.7678899471220425,12.35529964084006,1.8811046317465512,1.8811046317465512,1.1576028498380764,1.8811046317465512,5.0162790174120016,7.104148040247956,2
os99,532.6599874361589,23.504407513769273,10.118374977622652,7.64082351298579,0.5519750753482844,9.354768974095958,2.166666667,2.166666667,1.2860545338755427,2.166666667,6.0575106739071165,6.543640499383776,2
os100,944.0661875236591,46.28164802873918,10.6007758094208,8.158052449552999,0.7397057446776717,10.26313536668438,1.2105939070527991,1.2105939070527991,0.8070626046053972,1.2105939070527991,3.8393979928884936,7.752153554078804,2
os101,442.0628794651284,42.8190042076067,3.984573087799794,1.8013817263422516,0.13744537382035374,3.7873745278036433,1.7697520492568497,1.7697520492568497,0.9529434112639666,1.7697520492568497,5.524802870959285,5.885205359345285,2
os102,1675.981200470898,82.5970061004753,13.431085487756725,9.689145110028152,0.6274808393250955,13.068914512243275,0.8269741303798337,0.8269741303798337,0.6202305977848752,0.8269741303798337,4.279182142176029,7.13392500710399,2
os103,587.1734074567004,17.87869211979743,13.299820753154895,10.582885227485084,0.7641312502991248,12.296469495389953,2.133154090014141,2.133154090014141,1.3132257868125063,2.133154090014141,5.72080639712203,7.007127262668606,2
os104,640.9722337327728,59.76528359896623,11.921013486396136,9.063563464478133,0.7277555969233711,11.616190150899355,0.3136099463778144,0.3136099463778144,0.1710599707826369,0.3136099463778144,0.9337023404648734,7.654814041935241,2
os105,624.1416923744997,61.290291464932956,12.808290790322067,9.812203690133536,0.7496646872169591,12.475740039670274,0.008608373018104461,0.008608373018104461,0.004695476192547066,0.008608373018104461,0.02562947421608757,7.893269817458915,2
os106,828.0579393939341,41.27347976793904,11.55927218011752,7.305458658009424,0.5228108677686719,10.714788976543122,0.9832751948056548,0.9832751948056548,0.5481223085765744,0.9832751948056548,3.772276953799788,7.146419033414003,2
os107,622.512784257768,26.86027640489507,11.7582868206124,9.226624145318423,0.7295288419998518,10.9832934648492,2.0766640090892734,2.0766640090892734,1.243330675359281,2.0766640090892734,5.691525230858054,6.843829213697387,2
os108,687.7163620851708,42.98672610270061,9.04470153673551,6.745631882650449,0.6588331100257243,8.657363221592608,1.9216019924690055,1.9216019924690055,1.0882686592041997,1.9216019924690055,5.54292413163573,6.6034830887267875,2
os109,1107.969062541402,54.62226205860048,11.446767694647686,9.138642001362095,0.6819965127854324,11.280101034647686,2.0063019091596974,2.0063019091596974,1.0063019091596974,2.0063019091596974,5.683515276871735,5.0365510730657475,2
os110,939.8990010996573,102.88476701738544,14.545615043845155,11.08873638050142,0.6194139550253334,11.917913526480042,1.8764546661437975,1.8764546661437975,1.0422900952400211,1.8764546661437975,6.551601838100043,5.6254468780003775,2
os111,986.3733942860263,105.97133643561722,11.177700448754196,7.197569334626754,0.6176568713462007,10.036419560368088,1.4238426655821632,1.4238426655821632,0.8785879997910816,1.4238426655821632,5.869393182436311,7.110813913095914,2
os112,1857.8350804082986,133.57294894360675,13.925375261271839,11.850750532543678,0.8474506085697056,13.758708601271836,2.0986736554093204,2.0986736554093204,1.3026526897734008,2.0986736554093204,9.563711510013697,5.980265269154952,2
os113,930.4719336907277,101.48263990962009,13.97879770118942,10.313091593525378,0.6111891413370449,11.738918575790873,1.6676272236134362,1.6676272236134362,0.9527926198954368,1.6676272236134362,6.142200609078988,6.15944848100906,2
os114,1058.0477616408791,113.4447721350042,10.35385714331274,6.667955781960927,0.6449493342776558,9.09488435445192,1.7769183673593818,1.7769183673593818,1.055125850679691,1.7769183673593818,6.73246712031011,6.4811622446911565,2
os115,1012.8221769058864,60.68414297020778,14.597078387726679,13.002576410760648,0.8448984814210543,13.898911068438744,1.2060424907200955,1.2060424907200955,0.8490836625258391,1.2060424907200955,4.181343490569798,6.527949538692177,2
os116,948.622874056566,79.48758933598585,13.359001009999506,10.292522914055574,0.7052001698627962,12.508042805852881,1.074520896585313,1.074520896585313,0.7411875631381877,1.074520896585313,4.473149000473091,7.277951585004415,2
os117,636.8243237480674,57.4935501417782,12.654143448906925,9.32136224128829,0.7042707208608372,12.192817344942256,0.07679566376443607,0.07679566376443607,0.05119710912509362,0.07679566376443607,0.45224113098897206,7.94095768739223,2
os118,654.0693466603444,58.57856002241393,11.23055613269509,8.480990071928769,0.7107064822450463,10.947309589040264,0.5509546618177352,0.5509546618177352,0.3005207246824957,0.5509546618177352,1.640342288791782,7.469253628055262,2
os119,916.1966373654362,97.59487390171029,9.935889537694187,5.8504203274974005,0.4413769167164121,9.134180838065983,1.3470097760968016,1.3470097760968016,0.9145307926134656,1.3470097760968016,5.969377242681378,7.475041348274928,2
os120,1021.2743845306778,56.68508655273996,14.18162569895867,12.526457215998075,0.8205448164010986,13.608060129107432,1.3218351505192016,1.3218351505192016,0.8643670297783212,1.3218351505192016,4.3044949070325735,6.261386620538841,2
os121,669.2564453177148,38.421134319316174,9.812950153619058,7.448030618971107,0.6788479216593938,9.315862036045406,1.9655019135466651,1.9655019135466651,1.1321685801501595,1.9655019135466651,5.584994889324179,6.671527966173271,2
os122,1597.0310101742084,54.26724254153962,13.48018386578887,9.198161338544386,0.5353484624283811,13.01981613421113,0.23779360577767686,0.23779360577767686,0.17834520433325762,0.23779360577767686,1.9429177007407141,7.703466180787878,2
os123,1677.38553713359,83.10092541291402,13.430212144043553,9.69787854700266,0.6291196558271306,13.069787855956447,0.8374542547282826,0.8374542547282826,0.6280906910462121,0.8374542547282826,4.3207387463656115,7.123794220235569,2
os124,1085.63305886764,115.89992779827587,9.222299369328915,5.722299369328916,0.5959873499021873,8.0072306743558,2.019710773063613,2.019710773063613,1.206088213008961,2.019710773063613,7.440391655449577,6.1385234975071565,2
os125,810.9003981570497,40.63789106891128,11.205464055116648,7.217426289716056,0.57575432038807,10.397510531050816,0.8074684099222341,0.8074684099222341,0.5383122730506456,0.8074684099222341,3.3316838248895406,7.987310094340385,2
os126,787.7043122862552,65.03392456419769,6.721553792913897,4.188559499098332,0.4767635876785266,6.5090961724589205,1.9249152399099505,1.9249152399099505,1.1373728600901798,1.9249152399099505,6.335993272617673,6.489562143590115,2
os127,980.7399489661694,81.2710873644847,15.082671139036648,12.751545112238992,0.7426973815973601,13.169315433853404,1.6653422850732975,1.6653422850732975,0.9995585393568832,1.6653422850732975,5.570070648007509,5.718873969711613,2
os128,710.6263891329628,51.57379573876352,7.258459990977732,5.099112718205165,0.5914235308460286,7.091793323977732,1.8479721214548697,1.8479721214548697,1.0073193942274348,1.8479721214548697,5.515668587686419,6.421286422851387,2
os129,544.5138209716554,53.263777848245184,8.976560489507772,6.332570292210104,0.48317493084812,8.702562124997463,0.7713545684544556,0.7713545684544556,0.41534476768409295,0.7713545684544556,2.4080107358057594,7.021842491314437,2
os130,1026.3858751959403,53.512246194186346,12.144656893779139,10.740681050240244,0.8559460480406822,11.86208686423272,1.3587149839552253,1.3587149839552253,0.929357491765685,1.3587149839552253,4.12924330549546,7.145349782964499,2
os131,953.4042621629652,101.29603957113356,8.865139048192248,5.4963413127736525,0.310387655178099,7.4165864904411505,2.166666667,2.166666667,1.3687977381738436,2.166666667,8.04968471395681,5.893988690082005,2
os132,1008.9347198931546,57.68938434268001,14.743765071351065,13.24696393766558,0.854025800925267,14.089893876762664,1.1730643997633805,1.1730643997633805,0.8365321993912866,1.1730643997633805,4.0311579134779,6.5698329715799115,2
os133,1074.683725415918,99.97165274957779,11.341207415468023,8.444357048817121,0.7200252382117379,10.208923962161027,1.748687652871734,1.748687652871734,1.0661417279074337,1.748687652871734,6.297659623807714,6.224068247548647,2
os134,1860.673897288746,132.9484092176446,13.993506867492686,11.987013744985369,0.851655515185454,13.826840207492685,2.110028923135505,2.110028923135505,1.2799421543891631,2.110028923135505,9.636574477747377,5.9779942156369685,2
os135,1845.2532337737168,136.34095525756834,13.623410937210446,11.246821884420886,0.8288141510664139,13.456744277210445,2.0483462679651003,2.0483462679651003,1.403307464359878,2.0483462679651003,9.240777441360024,5.990330746523012,2
os136,920.4511873854603,99.99221246010957,13.376284475623775,9.488599808738963,0.6024463618698735,11.548651241001158,1.4456486662953465,1.4456486662953465,0.8576589525005793,1.4456486662953465,5.7070169326369715,6.727079363258555,2
os137,953.2858458149228,102.33218255877532,10.759800521483982,7.450210958310267,0.4042556745232826,8.807978511019346,2.166666667,2.166666667,1.3095895671723323,2.166666667,7.777524487687176,5.5979478347192,2
os138,711.1278738118604,53.40851225780264,8.222528342068154,5.942966622001026,0.6364307713947108,8.03328266486115,1.5849642153039991,1.5849642153039991,0.8645259357775498,1.5849642153039991,4.718870732497617,6.660846159007021,2
os139,885.4097277571763,85.0304444020535,5.511799923775993,2.40950969161794,0.2563569111567129,5.228180310868091,2.0672392248158014,2.0672392248158014,1.3508588370219847,2.0672392248158014,7.699931458808077,6.525143139603093,2
os140,930.7314619087317,98.13992982140252,7.8919298380306175,4.033567262038211,0.30987857109080097,7.271906444784817,1.6649590626747972,1.6649590626747972,1.1416374257277324,1.6649590626747972,7.010282645022866,7.116212867720012,2
os141,658.3288042295474,28.628103668204353,12.348545398525529,8.204696829496369,0.581568531717111,11.250066603014591,1.1818787313894203,1.1818787313894203,0.7424605717518268,1.1818787313894203,4.1036382874029265,7.682532767537588,2
os142,1055.9132530517911,50.90089966770506,10.663287210170992,8.904279125000295,0.7795505440571939,10.59234142115042,1.7128373755752109,1.7128373755752109,1.0,1.7128373755752109,4.76152281300705,6.483673559336637,2
