username,active_sum_count,problem_sum_count,num_watched,num_complete,complete_rate,pause_video_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050296,649.8333332999998,60.66666667,6.833333333,4.666666667,0.4323232320000001,5.833333333,0.5,0.5,0.166666667,0.5,1.666666667,2.0,0
Y1050297,5.5,0.0,0.166666667,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050298,120.5,10.33333333,2.0,1.5,0.375,1.833333333,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050299,125.1666667,11.33333333,1.0,0.666666667,0.111111111,0.833333333,0.0,0.0,0.0,0.0,0.0,0.666666667,0
Y1050300,207.8333333,23.0,1.5,0.5,0.194444445,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050301,268.8333333,23.83333333,2.833333333,2.666666667,0.320512821,2.166666667,0.5,0.5,0.166666667,0.5,1.666666667,0.0,0
Y1050302,280.8333333,26.0,4.666666667,3.0,0.203703704,4.0,0.5,0.5,0.333333333,0.5,2.722222222,0.0,0
Y1050303,506.0,26.16666667,6.0,4.166666667,0.45952381,4.833333333,0.5,0.5,0.166666667,0.5,2.0927777780000003,2.333333333,0
Y1050304,231.0,22.83333333,3.166666667,1.833333333,0.159722222,3.166666667,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050305,501.0,47.33333333,5.5,3.166666667,0.23015873,5.333333333,0.5,0.5,0.166666667,0.5,2.388888889,3.166666667,0
Y1050306,346.1666667,26.5,3.166666667,0.333333333,0.051851852,2.833333333,1.166666667,1.166666667,1.0,1.166666667,3.152777778,0.5,0
Y1050307,117.8333333,12.33333333,1.666666667,1.0,0.174603175,1.333333333,0.5,0.5,0.166666667,0.5,1.573888889,0.0,0
Y1050308,967.5,41.5,7.833333333,4.666666667,0.464473684,7.833333333,0.5,0.5,0.166666667,0.5,1.875,0.0,0
Y1050309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050310,102.1666667,9.833333332999999,1.833333333,1.166666667,0.220238095,1.5,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050311,1760.8333329999996,126.1666667,16.83333333,7.166666667,0.376264631,14.83333333,0.166666667,0.166666667,0.166666667,0.166666667,0.305555556,3.15,0
Y1050312,77.0,4.333333333,2.0,0.333333333,0.033333333,1.833333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050313,240.8333333,9.833333332999999,4.666666667,2.5,0.266666667,4.333333333,0.666666667,0.666666667,0.5,0.666666667,1.833333333,2.666666667,1
Y1050314,567.5,63.33333333,6.666666667,5.0,0.252525253,5.5,1.333333333,1.333333333,0.833333333,1.333333333,2.444444444,2.0,1
Y1050315,881.6666667000003,41.66666667,8.5,5.833333333,0.286309524,8.5,0.5,0.5,0.333333333,0.5,1.842777778,2.45,0
Y1050316,631.3333332999998,68.5,6.5,6.0,0.464285714,6.0,0.666666667,0.666666667,0.333333333,0.666666667,1.0,1.666666667,0
Y1050317,1229.333333,92.5,14.33333333,8.0,0.517973596,13.83333333,2.166666667,2.166666667,1.0,2.166666667,6.018333332999999,5.45,1
Y1050318,1008.166667,35.33333333,12.0,10.33333333,0.77991453,11.33333333,2.166666667,2.166666667,1.666666667,2.166666667,4.555555556,4.616666667,1
Y1050319,900.3333332999997,97.0,12.16666667,7.833333333,0.58489418,11.16666667,1.0,1.0,0.666666667,1.0,4.833333333,7.866666667,2
Y1050320,274.1666667,23.0,4.666666667,3.333333333,0.366161616,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050321,44.66666667,4.833333333,0.833333333,0.5,0.1,0.833333333,0.0,0.0,0.0,0.0,0.0,4.0,0
Y1050322,806.8333332999998,14.0,12.16666667,7.666666667,0.591064491,11.66666667,2.166666667,2.166666667,1.5,2.166666667,8.305555556,10.13333333,3
Y1050323,1225.666667,102.1666667,12.33333333,11.0,0.904497355,12.16666667,2.166666667,2.166666667,1.833333333,2.166666667,8.597222222000001,9.25,3
Y1050324,912.6666667000003,20.0,12.66666667,7.833333333,0.409126984,12.16666667,0.5,0.5,0.333333333,0.5,2.481666667,3.833333333,1
Y1050325,731.8333332999998,59.16666667,6.333333333,3.666666667,0.37037037,6.0,0.5,0.5,0.333333333,0.5,1.967777778,2.333333333,0
Y1050326,439.0,47.5,5.166666667,4.166666667,0.504545455,5.166666667,0.0,0.0,0.0,0.0,0.0,2.5,0
Y1050327,318.3333333,24.33333333,8.0,6.166666667,0.128472222,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050328,1874.833333,129.8333333,14.33333333,12.66666667,0.872628726,14.16666667,2.166666667,2.166666667,1.166666667,2.166666667,10.0,5.966666667,2
Y1050329,893.3333332999997,96.16666667,6.333333333,1.666666667,0.170496171,5.166666667,0.5,0.5,0.166666667,0.5,1.388888889,3.0,0
Y1050330,374.6666667,35.5,6.833333333,5.666666667,0.525,5.166666667,0.0,0.0,0.0,0.0,0.0,2.166666667,0
Y1050331,277.8333333,12.16666667,5.5,3.166666667,0.285669192,5.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.444444444,1.5,0
Y1050332,1277.666667,112.5,16.16666667,14.66666667,0.8974747470000001,15.0,1.666666667,1.666666667,1.0,1.666666667,5.625,4.166666667,1
Y1050333,216.8333333,26.16666667,2.0,0.666666667,0.083333333,1.833333333,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.833333333,0
Y1050334,204.6666667,12.33333333,3.666666667,2.333333333,0.197916667,3.666666667,0.5,0.5,0.333333333,0.5,1.5555555559999998,1.833333333,0
Y1050335,330.3333333,20.66666667,5.5,3.833333333,0.323152338,5.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.833333333,0
Y1050336,552.3333332999998,51.16666667,7.333333333,5.333333333,0.283950617,7.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,7.016666667000001,1
Y1050337,333.0,26.5,4.333333333,2.0,0.146031746,4.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.444444444,1.833333333,0
Y1050338,187.6666667,12.83333333,2.333333333,1.333333333,0.173611111,1.666666667,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050339,182.6666667,17.0,2.666666667,1.166666667,0.30952381,2.666666667,0.166666667,0.166666667,0.166666667,0.166666667,1.458333333,2.666666667,0
Y1050340,703.8333332999998,53.83333333,9.333333332999999,8.0,0.803819445,9.166666667000001,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050341,709.1666667000002,66.16666667,9.166666667000001,8.5,0.4685672520000001,9.166666667000001,0.0,0.0,0.0,0.0,0.815,2.5,0
Y1050342,239.0,13.66666667,4.333333333,3.333333333,0.389069264,4.333333333,0.0,0.0,0.0,0.0,0.0,6.283333333,1
Y1050343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050344,681.6666667000002,53.16666667,13.66666667,8.666666667000001,0.601731602,11.83333333,0.666666667,0.666666667,0.5,0.666666667,2.166666667,5.0,1
Y1050345,21.83333333,1.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050346,319.8333333,5.0,3.166666667,0.833333333,0.089285714,2.833333333,2.0,2.0,1.0,2.0,3.393333333,4.383333333,1
Y1050347,620.6666667000002,53.83333333,10.33333333,8.333333332999999,0.525030525,9.166666667000001,0.0,0.0,0.0,0.0,0.0,3.666666667,0
Y1050348,440.33333330000005,25.5,4.666666667,4.666666667,0.333333333,4.666666667,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050349,401.3333333,38.66666667,2.0,0.0,0.0,1.833333333,2.166666667,2.166666667,1.166666667,2.166666667,6.763888889,5.433333332999999,2
Y1050350,772.1666667000002,40.33333333,7.666666667,4.666666667,0.419088319,5.833333333,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.666666667,0
Y1050351,584.6666667000002,17.5,13.33333333,10.66666667,0.7705627709999999,12.33333333,2.166666667,2.166666667,1.333333333,2.166666667,5.777777778,6.983333332999999,2
Y1050352,825.0,93.66666667,11.16666667,9.833333332999999,0.895246584,8.666666667000001,2.166666667,2.166666667,1.0,2.166666667,8.513888889,7.583333333,3
Y1050353,1139.166667,59.5,18.0,11.16666667,0.589939489,17.33333333,1.333333333,1.333333333,0.833333333,1.333333333,5.458333333,4.466666667,1
Y1050354,1034.666667,100.1666667,12.83333333,11.66666667,0.8485431240000001,11.66666667,1.333333333,1.333333333,0.666666667,1.333333333,4.796111111,5.45,1
Y1050355,60.0,7.0,1.0,0.5,0.166666667,1.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050356,916.3333332999997,92.33333333,12.0,9.0,0.6016042779999999,11.66666667,0.833333333,0.833333333,0.666666667,0.833333333,3.027777778,3.166666667,1
Y1050357,547.8333332999998,43.83333333,6.166666667,5.0,0.337301587,6.166666667,0.5,0.5,0.333333333,0.5,2.462777778,2.116666667,0
Y1050358,1137.666667,126.5,11.83333333,5.333333333,0.464484127,11.33333333,2.0,2.0,0.833333333,2.0,6.245555556,4.466666667,1
Y1050359,177.66666669999995,27.0,0.0,0.0,0.0,0.0,0.5,0.5,0.166666667,0.5,2.411666667,1.5,0
Y1050360,675.6666667000002,57.0,8.5,5.333333333,0.263888889,7.833333333,0.5,0.5,0.166666667,0.5,2.555555556,2.916666667,1
Y1050361,243.1666667,13.0,5.5,3.666666667,0.445833333,4.333333333,0.666666667,0.666666667,0.5,0.666666667,2.662222222,3.233333333,1
Y1050362,1242.833333,92.0,15.16666667,13.5,0.894763015,14.66666667,2.166666667,2.166666667,1.333333333,2.166666667,7.31,7.766666667000001,3
Y1050363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050364,709.3333332999998,36.33333333,11.66666667,6.5,0.450706701,10.5,0.5,0.5,0.333333333,0.5,2.944444444,8.166666667000001,2
Y1050365,1250.833333,82.16666667,14.5,13.83333333,0.963131313,14.16666667,2.166666667,2.166666667,1.333333333,2.166666667,9.722222222000001,8.833333332999999,3
Y1050366,482.0,52.33333333,7.0,6.0,0.440972222,6.666666667,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050367,1156.333333,101.0,15.16666667,13.33333333,0.582619048,13.66666667,2.0,2.0,0.833333333,2.0,7.995555556,8.716666667,3
Y1050368,542.3333332999998,41.33333333,5.666666667,3.0,0.271717172,5.666666667,0.5,0.5,0.166666667,0.5,2.638888889,2.333333333,0
Y1050369,379.3333333,45.33333333,4.333333333,3.0,0.385714286,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050370,385.0,28.0,4.666666667,4.0,0.378205128,4.5,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050371,363.1666667,19.66666667,4.5,3.0,0.22020202,4.5,0.166666667,0.166666667,0.166666667,0.166666667,0.430555556,5.0,1
Y1050372,1171.333333,120.6666667,12.33333333,9.0,0.7039141409999999,12.16666667,2.166666667,2.166666667,1.666666667,2.166666667,8.328888889,4.333333333,1
Y1050373,171.83333330000005,21.66666667,2.666666667,1.5,0.200854701,2.333333333,0.0,0.0,0.0,0.0,0.0,2.583333333,0
Y1050374,389.3333333,30.83333333,7.333333333,5.5,0.3666666670000001,6.333333333,0.0,0.0,0.0,0.0,0.0,4.0,1
Y1050375,715.8333332999998,84.0,3.333333333,3.0,0.4166666670000001,3.333333333,0.0,0.0,0.0,0.0,0.0,3.75,1
Y1050376,1326.0,79.0,13.66666667,12.83333333,0.767171717,12.83333333,2.166666667,2.166666667,1.666666667,2.166666667,8.407222222,8.966666667,3
Y1050377,168.66666669999995,7.666666667,3.666666667,2.166666667,0.261904762,3.166666667,1.333333333,1.333333333,0.833333333,1.333333333,2.555555556,5.283333333,1
Y1050378,2490.333333,93.66666667,15.16666667,15.16666667,1.0,15.16666667,2.0,2.0,1.0,2.0,9.444444444,8.633333333,3
Y1050379,623.6666667000002,61.33333333,12.83333333,9.833333332999999,0.75028305,12.5,0.0,0.0,0.0,0.0,0.0,7.9,2
Y1050380,1002.166667,123.5,3.833333333,2.833333333,0.383012821,3.833333333,2.0,2.0,1.0,2.0,9.444444444,6.8,3
Y1050381,1109.833333,112.8333333,15.0,12.5,0.821184371,14.5,2.0,2.0,1.5,2.0,6.583333333,5.783333333,1
Y1050382,413.6666667,40.33333333,3.0,1.166666667,0.19949495,2.333333333,0.0,0.0,0.0,0.0,0.0,2.666666667,0
Y1050383,35.66666667,4.333333333,0.5,0.333333333,0.166666667,0.333333333,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050384,1014.666667,66.0,9.833333332999999,6.833333333,0.57196276,9.166666667000001,0.0,0.0,0.0,0.0,0.0,3.25,1
Y1050385,1003.666667,20.33333333,10.16666667,9.0,0.907017544,9.5,0.666666667,0.666666667,0.5,0.666666667,2.222222222,6.833333333,1
Y1050386,363.8333333,19.5,2.666666667,1.166666667,0.195238095,2.333333333,0.666666667,0.666666667,0.333333333,0.666666667,1.907222222,3.716666667,1
Y1050387,425.0,29.5,6.5,4.166666667,0.423063973,6.0,0.166666667,0.166666667,0.166666667,0.166666667,0.0,0.333333333,0
Y1050388,47.83333333,4.833333333,0.833333333,0.5,0.1,0.666666667,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050390,47.0,1.5,1.0,0.666666667,0.111111111,0.833333333,0.166666667,0.166666667,0.166666667,0.166666667,0.370555556,1.0,0
Y1050391,208.1666667,11.83333333,4.666666667,2.166666667,0.147863248,3.833333333,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833333333,0
Y1050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050394,246.1666667,17.83333333,2.666666667,1.833333333,0.236111111,2.333333333,0.0,0.0,0.0,0.0,1.111111111,2.166666667,0
Y1050395,40.5,0.0,1.0,0.333333333,0.055555556,0.833333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050396,901.3333332999997,79.33333333,10.66666667,10.33333333,0.642857143,10.5,1.0,1.0,0.5,1.0,3.222222222,2.666666667,0
Y1050397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050398,50.83333333,5.333333333,0.833333333,0.833333333,0.166666667,0.833333333,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050400,563.6666667000002,57.16666667,7.666666667,7.166666667,0.475694445,7.166666667,0.5,0.5,0.166666667,0.5,1.4305555559999998,2.333333333,0
Y1050401,60.66666667,6.333333333,0.666666667,0.333333333,0.083333333,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.333333333,0
Y1050402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050403,47.33333333,3.333333333,0.666666667,0.333333333,0.083333333,0.5,0.166666667,0.166666667,0.166666667,0.166666667,0.5555555560000001,2.0,0
Y1050404,207.3333333,31.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.333333333,0
Y1050405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0
Y1050406,219.1666667,34.5,0.333333333,0.0,0.0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.0,1.0,0
Y1050407,497.33333330000005,35.16666667,5.666666667,4.833333333,0.486111111,5.166666667,0.166666667,0.166666667,0.166666667,0.166666667,1.0694444440000002,1.5,0
Y1050408,5.833333333,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050410,35.5,3.166666667,0.666666667,0.5,0.125,0.5,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050411,184.6666667,30.66666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.166666667,0.333333333,0.333333333,1.333333333,0
Y1050412,1291.666667,74.83333333,11.66666667,8.333333332999999,0.5859321510000001,11.5,0.5,0.5,0.166666667,0.5,3.0,4.333333333,1
Y1050413,1077.833333,51.66666667,11.33333333,9.0,0.674505173,11.16666667,2.0,2.0,1.0,2.0,5.513888889,5.0,2
Y1050414,1715.1666670000004,96.83333333,14.83333333,12.16666667,0.8125,14.0,2.0,2.0,1.333333333,2.0,7.888888888999999,4.333333333,1
Y1050415,696.8333332999998,21.66666667,10.16666667,7.333333333,0.6205774620000001,9.666666667000001,0.666666667,0.666666667,0.5,0.666666667,2.902777778,3.5,1
Y1050416,1103.333333,118.1666667,9.833333332999999,6.333333333,0.662193362,8.5,2.0,2.0,1.166666667,2.0,7.277777778,6.083333333,2
Y1050417,724.8333332999998,52.16666667,7.5,5.333333333,0.618589744,7.333333333,1.833333333,1.833333333,1.0,1.833333333,5.458333333,6.466666667,2
Y1050418,440.0,60.66666667,2.166666667,1.666666667,0.25,2.166666667,1.5,1.5,0.833333333,1.5,1.888888889,1.45,0
Y1050419,217.8333333,17.83333333,2.333333333,1.833333333,0.233333333,2.166666667,0.0,0.0,0.0,0.0,0.0,1.35,0
Y1050420,953.6666667000003,99.0,4.666666667,1.166666667,0.102380952,4.333333333,2.166666667,2.166666667,1.5,2.166666667,8.652777777999999,6.55,2
Y1050421,953.0,104.8333333,15.33333333,12.16666667,0.630844156,12.16666667,2.166666667,2.166666667,1.166666667,2.166666667,7.120555556,4.883333333,2
Y1050422,386.6666667,2.166666667,9.833333332999999,7.166666667,0.475829726,8.0,0.0,0.0,0.0,0.0,0.0,5.333333333,1
Y1050423,396.0,36.83333333,2.833333333,1.666666667,0.216931217,2.833333333,0.5,0.5,0.166666667,0.5,0.092777778,1.283333333,0
Y1050424,773.5,77.66666667,8.5,7.833333333,0.60154992,8.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,2.966666667,1
Y1050425,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Y1050426,483.1666667,53.0,6.833333333,4.833333333,0.476851852,6.166666667,0.0,0.0,0.0,0.0,0.0,5.666666667,1
Y1050427,982.5,96.0,12.5,10.5,0.6382987379999999,11.33333333,1.833333333,1.833333333,1.0,1.833333333,7.801111111,9.733333333,3
Y1050428,239.1666667,12.66666667,5.333333333,4.0,0.566666667,5.0,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050429,286.5,3.833333333,7.166666667,6.5,0.317460318,6.333333333,0.0,0.0,0.0,0.0,0.0,0.333333333,0
Y1050430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050432,54.33333333,7.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050434,207.0,21.16666667,3.5,2.666666667,0.502777778,3.333333333,0.0,0.0,0.0,0.0,0.0,2.333333333,0
Y1050435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0
Y1050436,80.33333333,8.166666667000001,1.666666667,1.666666667,0.166666667,0.833333333,0.0,0.0,0.0,0.0,0.5555555560000001,0.666666667,0
Y1050437,55.83333333,2.5,0.166666667,0.166666667,0.166666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050438,469.0,29.5,6.333333333,4.0,0.287037037,6.166666667,0.666666667,0.666666667,0.333333333,0.666666667,0.8888888890000001,0.833333333,0
Y1050439,329.1666667,42.5,3.333333333,0.166666667,0.016666667,3.333333333,0.0,0.0,0.0,0.0,0.0,2.0,0
Y1050440,854.3333332999997,77.5,12.5,9.666666667000001,0.394563008,11.16666667,0.666666667,0.666666667,0.333333333,0.666666667,2.111111111,1.0,0
Y1050441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050442,244.1666667,10.5,1.833333333,1.666666667,0.151515152,1.833333333,0.0,0.0,0.0,0.0,0.0,1.666666667,0
Y1050443,13.0,0.0,0.166666667,0.0,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050444,122.5,2.5,4.0,2.166666667,0.449074074,3.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.462777778,1.666666667,0
Y1050445,372.3333333,13.16666667,8.0,3.166666667,0.245072751,7.833333333,0.0,0.0,0.0,0.0,0.0,3.5,0
Y1050446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050447,119.3333333,2.833333333,1.833333333,1.833333333,0.333333333,1.833333333,0.0,0.0,0.0,0.0,0.0,1.166666667,0
Y1050448,897.1666667000003,72.33333333,10.66666667,7.833333333,0.56503268,10.33333333,0.166666667,0.166666667,0.166666667,0.166666667,1.0555555559999998,2.666666667,0
Y1050449,742.6666667000002,39.5,9.666666667000001,6.166666667,0.495833333,9.333333332999999,0.0,0.0,0.0,0.0,0.0,3.333333333,0
Y1050450,515.6666667,39.66666667,7.833333333,5.833333333,0.484126984,7.5,0.166666667,0.166666667,0.166666667,0.166666667,0.236111111,2.0,0
Y1050451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050452,855.6666667000003,98.16666667,12.0,10.66666667,0.762237762,11.0,0.0,0.0,0.0,0.0,0.0,5.783333333,1
Y1050453,554.5,42.66666667,7.166666667,7.0,0.8205128209999999,7.0,0.166666667,0.166666667,0.166666667,0.166666667,0.375,2.333333333,0
Y1050454,1155.666667,103.8333333,13.33333333,5.666666667,0.360476191,11.16666667,2.166666667,2.166666667,1.0,2.166666667,8.166666667000001,8.233333333,3
Y9999984,1008.333333,57.83333333,14.83333333,13.33333333,0.853959627,14.16666667,1.166666667,1.166666667,0.833333333,1.166666667,4.027777778,6.55,2
Y9999985,845.6666667000003,102.8333333,3.833333333,0.666666667,0.066666667,3.166666667,0.0,0.0,0.0,0.0,0.0,8.15,1
os0,489.90360546938933,52.821430538795255,6.882034095235298,4.882034095235297,0.4580629776387395,6.247834604026363,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.0,5.798158725035304,1
os1,217.47739216424458,9.092175104402685,3.883383343088772,2.0584750284015048,0.2729295750982325,3.8083916784035337,0.0,0.0,0.0,0.0,0.0,5.105964193032254,1
os2,805.293285890085,85.5988657833753,9.854277897405538,8.929653537080391,0.6637259179435409,9.467341355289667,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.0,4.05653792703507,1
os3,1112.5512975000918,114.16790266654392,14.690770513058776,11.800164846047672,0.7863520867912144,14.190770513058776,2.0,2.0,1.4348990554167722,2.0,6.550348854503608,5.6547589675775125,1
os4,685.3795943068102,59.051793907749726,8.5,5.581534208897433,0.2974119944602523,7.899520233272409,0.4669065499134355,0.4669065499134355,0.166666667,0.4669065499134355,2.3018391050384976,2.9216306845179485,1
os5,770.5463204622299,77.0427207366655,8.5,7.757856002366871,0.591355618688516,8.479872711821104,0.17673031107435344,0.17673031107435344,0.166666667,0.17673031107435344,0.07715460466061552,2.965157120387337,1
os6,1429.4179013384023,107.06586055967816,15.704186715418187,13.799516759494846,0.8680004092975008,14.653140035797938,1.7822866549517342,1.7822866549517342,1.115619987951734,1.7822866549517342,6.410252418995986,4.224476660802437,1
os7,593.6363698142005,34.80425197872717,10.84908950601757,8.552726943519001,0.7705727686873577,9.296362565814931,0.0,0.0,0.0,0.0,0.0,7.1097564473296675,1
os8,675.7799826391798,72.12128646098358,5.183786195795262,4.7907608348476245,0.5485138932547391,4.825634028825738,0.0,0.0,0.0,0.0,0.0,4.275289845008022,1
os9,712.2182823476677,83.79223845184644,4.081274909344631,3.0,0.3908538683739469,3.6241995016615727,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.11080615934765776,3.9785377039661856,1
