username,qz_mean
Y1050160,49.25
Y1050161,63.75
Y1050162,43.75
Y1050163,0
Y1050164,0
Y1050165,0
Y1050166,41.25
Y1050167,71.5
Y1050168,15
Y1050169,0
Y1050170,0
Y1050171,19.5
Y1050172,23.25
Y1050173,80.75
Y1050174,81
Y1050175,31
Y1050176,79
Y1050177,43.25
Y1050178,48.75
Y1050179,92
Y1050180,64
Y1050181,52.5
Y1050182,81.25
Y1050183,8.25
Y1050184,28.25
Y1050185,89.75
Y1050186,87
Y1050187,40
Y1050188,70.5
Y1050189,86.75
Y1050190,83.25
Y1050191,40.25
Y1050192,66.5
Y1050193,31.25
Y1050194,33.75
Y1050195,57.5
Y1050196,13.75
Y1050197,73.25
Y1050198,37.25
Y1050199,52.5
Y1050200,30.25
Y1050201,69
Y1050202,77.5
Y1050203,19.25
Y1050204,82.25
Y1050205,83.75
Y1050206,81.25
Y1050207,74.5
Y1050208,56.25
Y1050209,76
Y1050210,41.25
Y1050211,36.25
Y1050212,21.25
Y1050213,5
Y1050214,33.25
Y1050215,47.5
Y1050216,5
Y1050217,6.25
Y1050218,6.25
Y1050219,51
Y1050220,43.75
Y1050221,78.25
Y1050222,57.5
Y1050223,37
Y1050224,88.5
Y1050225,67
Y1050226,80.5
Y1050227,26.25
Y1050228,62
Y1050229,96.25
Y1050230,0
Y1050231,10
Y1050232,22.5
Y1050233,11.25
Y1050234,8.75
Y1050235,11.25
Y1050236,23.75
Y1050237,0
Y1050238,82.25
Y1050239,10
Y1050240,7.5
Y1050241,45.75
Y1050242,42.5
Y1050243,23.75
Y1050244,21.25
Y1050245,16.25
Y1050246,31.25
Y1050247,46.75
Y1050248,51.25
Y1050249,58.25
Y1050250,0
Y1050251,0
Y1050252,13.25
Y1050253,23.75
Y1050254,38.25
Y1050255,84.75
Y1050256,62.25
Y1050257,77.5
Y1050258,16.25
Y1050259,95
Y1050260,64
Y1050261,74.25
Y1050262,90
Y1050263,82.5
Y1050264,85.25
Y1050265,60
Y1050266,84
Y1050267,76.75
Y1050268,82.25
Y1050269,12.5
Y1050270,71.75
Y1050271,0
Y1050272,0
Y1050273,42.25
Y9999986,65.75
Y9999987,24.5
Y9999988,54.5
Y9999989,80.75
Y9999990,88.75
Y9999991,67
Y9999992,65.75
Y9999993,70.75
Y9999994,20
Y9999995,76
Y9999996,77.25
Y9999997,80.75
Y9999998,58.5
Y9999999,98.75
