username,qz_mean
Y1050160,77.5
Y1050161,82.5
Y1050162,50
Y1050163,0
Y1050164,0
Y1050165,0
Y1050166,82.5
Y1050167,95
Y1050168,30
Y1050169,0
Y1050170,0
Y1050171,0
Y1050172,22.5
Y1050173,90
Y1050174,100
Y1050175,35
Y1050176,80
Y1050177,65
Y1050178,97.5
Y1050179,89
Y1050180,72.5
Y1050181,77.5
Y1050182,77.5
Y1050183,16.5
Y1050184,45
Y1050185,90
Y1050186,100
Y1050187,80
Y1050188,89
Y1050189,84
Y1050190,79
Y1050191,37.5
Y1050192,82.5
Y1050193,62.5
Y1050194,52.5
Y1050195,70
Y1050196,17.5
Y1050197,72.5
Y1050198,57.5
Y1050199,77.5
Y1050200,47.5
Y1050201,75
Y1050202,87.5
Y1050203,38.5
Y1050204,86
Y1050205,77.5
Y1050206,95
Y1050207,90
Y1050208,72.5
Y1050209,80
Y1050210,62.5
Y1050211,50
Y1050212,42.5
Y1050213,10
Y1050214,32.5
Y1050215,60
Y1050216,10
Y1050217,12.5
Y1050218,12.5
Y1050219,75
Y1050220,50
Y1050221,78.5
Y1050222,76
Y1050223,32.5
Y1050224,87.5
Y1050225,80
Y1050226,90
Y1050227,42.5
Y1050228,81
Y1050229,95
Y1050230,0
Y1050231,20
Y1050232,45
Y1050233,22.5
Y1050234,17.5
Y1050235,22.5
Y1050236,47.5
Y1050237,0
Y1050238,72.5
Y1050239,20
Y1050240,15
Y1050241,51.5
Y1050242,45
Y1050243,47.5
Y1050244,42.5
Y1050245,32.5
Y1050246,37.5
Y1050247,72.5
Y1050248,82.5
Y1050249,86.5
Y1050250,0
Y1050251,0
Y1050252,26.5
Y1050253,47.5
Y1050254,76.5
Y1050255,97.5
Y1050256,67.5
Y1050257,57.5
Y1050258,32.5
Y1050259,92.5
Y1050260,85
Y1050261,95
Y1050262,92.5
Y1050263,80
Y1050264,92.5
Y1050265,80
Y1050266,90
Y1050267,80
Y1050268,97.5
Y1050269,25
Y1050270,98.5
Y1050271,0
Y1050272,0
Y1050273,40
Y9999986,85
Y9999987,0
Y9999988,67.5
Y9999989,95
Y9999990,86
Y9999991,70
Y9999992,82.5
Y9999993,60
Y9999994,30
Y9999995,78.5
Y9999996,77.5
Y9999997,79
Y9999998,72.5
Y9999999,97.5
