username,qz_mean
Y1050160,39.4
Y1050161,56
Y1050162,48
Y1050163,0
Y1050164,0
Y1050165,0
Y1050166,33
Y1050167,57.2
Y1050168,12
Y1050169,0
Y1050170,0
Y1050171,15.6
Y1050172,18.6
Y1050173,84.6
Y1050174,83.8
Y1050175,39.8
Y1050176,79.2
Y1050177,34.6
Y1050178,39
Y1050179,92.6
Y1050180,51.2
Y1050181,42
Y1050182,85
Y1050183,6.6
Y1050184,22.6
Y1050185,85.8
Y1050186,82.6
Y1050187,32
Y1050188,56.4
Y1050189,88.4
Y1050190,84.6
Y1050191,41.2
Y1050192,69.2
Y1050193,29
Y1050194,30
Y1050195,59
Y1050196,11
Y1050197,77.6
Y1050198,43.8
Y1050199,42
Y1050200,29.2
Y1050201,68.2
Y1050202,79
Y1050203,15.4
Y1050204,85.8
Y1050205,85
Y1050206,84
Y1050207,76.6
Y1050208,65
Y1050209,80.8
Y1050210,33
Y1050211,29
Y1050212,17
Y1050213,4
Y1050214,26.6
Y1050215,38
Y1050216,4
Y1050217,5
Y1050218,5
Y1050219,40.8
Y1050220,35
Y1050221,80.6
Y1050222,66
Y1050223,29.6
Y1050224,89.8
Y1050225,73.6
Y1050226,64.4
Y1050227,21
Y1050228,68.6
Y1050229,97
Y1050230,0
Y1050231,8
Y1050232,18
Y1050233,9
Y1050234,7
Y1050235,9
Y1050236,19
Y1050237,0
Y1050238,81.8
Y1050239,8
Y1050240,6
Y1050241,36.6
Y1050242,34
Y1050243,19
Y1050244,17
Y1050245,13
Y1050246,25
Y1050247,37.4
Y1050248,41
Y1050249,46.6
Y1050250,0
Y1050251,0
Y1050252,10.6
Y1050253,19
Y1050254,30.6
Y1050255,67.8
Y1050256,49.8
Y1050257,78
Y1050258,13
Y1050259,92
Y1050260,71.2
Y1050261,79.4
Y1050262,92
Y1050263,66
Y1050264,86.2
Y1050265,48
Y1050266,87.2
Y1050267,61.4
Y1050268,84.8
Y1050269,10
Y1050270,57.4
Y1050271,0
Y1050272,0
Y1050273,42.8
Y9999986,68.6
Y9999987,38.6
Y9999988,47.6
Y9999989,76.6
Y9999990,89
Y9999991,67.6
Y9999992,52.6
Y9999993,75.6
Y9999994,32
Y9999995,78.8
Y9999996,77.8
Y9999997,84.6
Y9999998,61.8
Y9999999,99
