username,qz_mean
Y1050160,37
Y1050161,52.5
Y1050162,44.16666667
Y1050163,0
Y1050164,0
Y1050165,0
Y1050166,27.5
Y1050167,47.66666667
Y1050168,11.33333333
Y1050169,0
Y1050170,0
Y1050171,13
Y1050172,15.5
Y1050173,87.16666667
Y1050174,83.33333333
Y1050175,37.16666667
Y1050176,81
Y1050177,28.83333333
Y1050178,32.5
Y1050179,96.33333333
Y1050180,51.33333333
Y1050181,35
Y1050182,89.16666667
Y1050183,5.5
Y1050184,18.83333333
Y1050185,90.66666667
Y1050186,83.83333333
Y1050187,26.66666667
Y1050188,55
Y1050189,91.66666667
Y1050190,88.83333333
Y1050191,41.66666667
Y1050192,66.83333333
Y1050193,25.83333333
Y1050194,25
Y1050195,53
Y1050196,9.166666667
Y1050197,80.5
Y1050198,36.5
Y1050199,35
Y1050200,27.66666667
Y1050201,66
Y1050202,76.66666667
Y1050203,12.83333333
Y1050204,89
Y1050205,85.83333333
Y1050206,85.66666667
Y1050207,63.83333333
Y1050208,65.83333333
Y1050209,81.5
Y1050210,27.5
Y1050211,33.83333333
Y1050212,18.33333333
Y1050213,3.333333333
Y1050214,22.16666667
Y1050215,31.66666667
Y1050216,3.333333333
Y1050217,4.166666667
Y1050218,4.166666667
Y1050219,34
Y1050220,35
Y1050221,80.5
Y1050222,64.16666667
Y1050223,24.66666667
Y1050224,86.16666667
Y1050225,71.33333333
Y1050226,60.83333333
Y1050227,18
Y1050228,66.33333333
Y1050229,100
Y1050230,0
Y1050231,6.666666667
Y1050232,15
Y1050233,7.5
Y1050234,5.833333333
Y1050235,7.5
Y1050236,15.83333333
Y1050237,0
Y1050238,68.16666667
Y1050239,6.666666667
Y1050240,5
Y1050241,30.5
Y1050242,28.33333333
Y1050243,15.83333333
Y1050244,14.16666667
Y1050245,10.83333333
Y1050246,20.83333333
Y1050247,31.16666667
Y1050248,34.16666667
Y1050249,38.83333333
Y1050250,0
Y1050251,0
Y1050252,8.833333333
Y1050253,15.83333333
Y1050254,25.5
Y1050255,56.5
Y1050256,41.5
Y1050257,65
Y1050258,10.83333333
Y1050259,89.16666667
Y1050260,68.5
Y1050261,82.16666667
Y1050262,76.66666667
Y1050263,57.5
Y1050264,71.83333333
Y1050265,40
Y1050266,72.66666667
Y1050267,51.16666667
Y1050268,83.16666667
Y1050269,8.333333333
Y1050270,47.83333333
Y1050271,0
Y1050272,0
Y1050273,35.66666667
Y9999986,73
Y9999987,38.83333333
Y9999988,47.16666667
Y9999989,79.66666667
Y9999990,89.16666667
Y9999991,61.33333333
Y9999992,53.5
Y9999993,73.5
Y9999994,30.83333333
Y9999995,79.83333333
Y9999996,77.33333333
Y9999997,83.83333333
Y9999998,64.83333333
Y9999999,100.8333333
