username,qz_mean
Y1050160,40.66666667
Y1050161,56.66666667
Y1050162,30
Y1050163,0
Y1050164,0
Y1050165,0
Y1050166,26.66666667
Y1050167,65.33333333
Y1050168,8.333333333
Y1050169,0
Y1050170,0
Y1050171,26
Y1050172,31
Y1050173,74.33333333
Y1050174,74.66666667
Y1050175,28
Y1050176,78.66666667
Y1050177,26
Y1050178,33.33333333
Y1050179,96.66666667
Y1050180,55.33333333
Y1050181,45
Y1050182,81.66666667
Y1050183,0
Y1050184,7.666666667
Y1050185,86.33333333
Y1050186,82.66666667
Y1050187,23.33333333
Y1050188,63
Y1050189,93
Y1050190,78.33333333
Y1050191,40.33333333
Y1050192,55.33333333
Y1050193,11.66666667
Y1050194,23.33333333
Y1050195,50
Y1050196,6.666666667
Y1050197,76
Y1050198,26.33333333
Y1050199,40
Y1050200,25.33333333
Y1050201,60.33333333
Y1050202,70
Y1050203,0
Y1050204,77.33333333
Y1050205,80
Y1050206,78.33333333
Y1050207,66
Y1050208,50
Y1050209,71.33333333
Y1050210,36.66666667
Y1050211,15
Y1050212,8.333333333
Y1050213,0
Y1050214,32.66666667
Y1050215,31.66666667
Y1050216,6.666666667
Y1050217,0
Y1050218,0
Y1050219,41.33333333
Y1050220,36.66666667
Y1050221,73.66666667
Y1050222,44.33333333
Y1050223,27.66666667
Y1050224,88
Y1050225,62.66666667
Y1050226,74
Y1050227,23.33333333
Y1050228,52
Y1050229,95
Y1050230,0
Y1050231,0
Y1050232,0
Y1050233,0
Y1050234,0
Y1050235,0
Y1050236,0
Y1050237,0
Y1050238,78
Y1050239,0
Y1050240,0
Y1050241,33.33333333
Y1050242,26.66666667
Y1050243,0
Y1050244,0
Y1050245,0
Y1050246,23.33333333
Y1050247,29
Y1050248,38.33333333
Y1050249,48.33333333
Y1050250,0
Y1050251,0
Y1050252,0
Y1050253,13.33333333
Y1050254,23.33333333
Y1050255,81.33333333
Y1050256,54.66666667
Y1050257,81.66666667
Y1050258,0
Y1050259,98.33333333
Y1050260,55.33333333
Y1050261,69
Y1050262,86.66666667
Y1050263,80
Y1050264,80.33333333
Y1050265,46.66666667
Y1050266,78.66666667
Y1050267,72.33333333
Y1050268,76.33333333
Y1050269,16.66666667
Y1050270,63.33333333
Y1050271,0
Y1050272,0
Y1050273,56.33333333
Y9999986,62.66666667
Y9999987,32.66666667
Y9999988,57.66666667
Y9999989,77.66666667
Y9999990,86
Y9999991,71
Y9999992,57.66666667
Y9999993,86
Y9999994,15
Y9999995,69
Y9999996,81.33333333
Y9999997,81.66666667
Y9999998,53
Y9999999,100
