evaluation_num,pMAPC,pMSE,mean_train_score,mean_test_score
1.0,0.8198620577894978,214.9729448193097,0.2675449136173524,-0.2693306703626416
2.0,0.8242134710192468,217.54269058525034,0.2692831821528258,-0.0337680526677218
3.0,0.822880265340703,217.2396858958027,0.26742840523300015,-1.1743110223203064
4.0,0.8207707174195786,220.51469264725705,0.2705288021031442,-0.6586243393629779
5.0,0.8293086427597137,207.6178040534319,0.271003031821243,0.06253275699769122
6.0,0.8225218899640397,219.20653371970846,0.26827313090437926,-0.5961205235662245
7.0,0.8237498138888963,213.73824561244945,0.27027227433694906,-0.04617181853833876
8.0,0.8214291596191504,224.43226958363198,0.2700450785186585,-0.49737700107680666
9.0,0.8249421408211457,217.89127637009085,0.27248916846470966,-0.02236435575448844
10.0,0.8152282673102981,228.16753170325325,0.26715894939051243,-0.20277802183195867
11.0,0.8252659649829631,216.22858109098354,0.2707729281503207,0.031243574653844208
12.0,0.8259071998116964,216.38892958469907,0.2701274800366119,-0.10330409463975773
13.0,0.8289293311052084,208.50871486224588,0.27070936140358837,0.08431142188798789
14.0,0.8258976435930453,213.13370721176787,0.2725001346179646,0.10397726301302165
15.0,0.8278669550012561,211.55952807082951,0.27192921921548513,0.12273463361664053
16.0,0.8306845481265631,208.40861074814862,0.2722142954811373,0.19757136993231028
17.0,0.8226674008194907,221.82856353022464,0.26999676738197265,-0.07852914229002343
18.0,0.8295496468881526,210.97046415059015,0.2699121101120196,0.12124994863590026
19.0,0.8240294558486158,213.07607134108434,0.27040416618755275,-0.35706392865402276
20.0,0.823902950112443,214.8038546132925,0.2709991573401981,0.008338326000644393
21.0,0.8261728772447057,210.75030888309817,0.2690173240187034,0.0913114370029563
22.0,0.8196208979903139,224.34752437550554,0.2699587636526467,-0.1903008171513097
23.0,0.8210197624777343,218.67721934343473,0.26885199956876527,-0.9046477327262237
24.0,0.8166002511874954,227.85711881937226,0.2709316866007378,-0.3443647772964128
25.0,0.8271495919133132,211.07444325260806,0.26809974216666344,0.014110098825881956
26.0,0.8250479892284919,216.86315430262567,0.27043034411544953,-0.04784219967114585
27.0,0.8224981414358126,220.87586692638226,0.27176224702625656,-0.08982940919308177
28.0,0.8243005075879667,211.63434745157528,0.27006125561384886,0.05006181912038179
29.0,0.8266971508071702,213.52598744954037,0.2718192959573684,0.03951651350512493
30.0,0.823354307484235,215.9372504928889,0.2707679983738628,0.026521908041955387
31.0,0.8287387916548339,209.75360056957882,0.27141428961781905,0.13472719342316036
32.0,0.8214556818407545,220.31600299701182,0.26872664213793684,-0.06252706182186554
33.0,0.8267059741692308,210.96613303343727,0.2713035520586945,0.09468047757086688
34.0,0.8267410586653499,210.08963884114132,0.27103231383572485,0.08501185707515284
35.0,0.8234873407672018,216.63451557553898,0.2695421899637,-0.052539395334942604
36.0,0.8248058917459338,215.59828436256495,0.26917890402295624,-0.04068924701874557
37.0,0.8290157164488866,212.04146381964293,0.2702360331803599,0.0978752087641114
38.0,0.8261275943715505,214.70475908780338,0.2702364594226069,-0.06030382110463386
39.0,0.8212728803853508,214.15810939216325,0.26834867963580944,-0.26797545003119944
40.0,0.825953240689928,210.66289285148218,0.2711321876759115,0.06388216964844717
41.0,0.8206704537522682,221.54292195043467,0.27077092232927646,-0.2681431921462446
42.0,0.8237349304209584,215.5875502529412,0.2717540681681995,0.030940198778726592
43.0,0.8287600776894226,208.26076469816303,0.2717229463433417,0.10548912352954158
44.0,0.8256340679990519,216.6644410237583,0.2698912997466246,0.04704816700787801
45.0,0.8282407889934911,208.50898412572778,0.26996049938695554,0.1167813060536513
46.0,0.822665233448744,219.33092507594785,0.2698585678714698,-0.1045008791246486
47.0,0.816703692334887,228.7744003346541,0.2692931180352799,-0.6755734895636428
48.0,0.8177757596331074,227.79311029045186,0.26660452797748546,-1.0039569350447384
49.0,0.825937898486413,219.02770429487694,0.2739554056086245,0.017410104196518693
50.0,0.8254818167701578,212.5974595210507,0.269066089787133,-0.045181528983792976
51.0,0.8252854166936313,213.4171179814408,0.27151764007473955,0.04576891834148963
52.0,0.8204428415567353,227.71591304636917,0.2721221938779849,-0.24037595549939436
53.0,0.8291063363743241,208.9407845505427,0.2704208279311825,0.11470339538722558
54.0,0.8212051556353513,219.04918319518237,0.2700872106444262,-0.13383429709530617
55.0,0.8266495051088502,209.4502579965188,0.269446912060256,0.03477317954714247
56.0,0.8176593241976112,224.5976212345267,0.27031973067673765,-0.17433606053724543
57.0,0.8222284017793509,216.24149457152302,0.26975434023262096,0.019214484725832225
58.0,0.8233996472030414,217.39697535786738,0.26998880161318856,-0.09842799413557271
59.0,0.8196627490329729,219.24931600025718,0.2642030083746633,-0.09729213847251819
60.0,0.8207811059706522,222.08796148074757,0.2679807263674733,-0.02935215747563505
61.0,0.8255589702730755,215.6628733908559,0.27147962103623924,-0.07731998116759453
62.0,0.8254639081239628,216.25144347482578,0.27075002737299003,0.006241480547520339
63.0,0.8258769036565223,213.26788090512753,0.27129977060830346,0.019170452821017127
64.0,0.8242126183502009,220.67122801389462,0.271980753117525,-0.007452522705130582
65.0,0.819869319891086,230.28760064640704,0.27172439153509803,-0.3025680259303559
66.0,0.819549447860392,225.0660897684549,0.2712236556558004,-0.351286370243072
67.0,0.8267964675841138,213.43066695508656,0.2683690652779225,0.05127138733390992
68.0,0.8236918705804384,218.73602744788283,0.26882231002039625,-0.058323220242867645
69.0,0.8190064805851038,224.1380268971947,0.26834975902613917,-0.5844911906499966
70.0,0.8277765143010708,212.15595005711924,0.2711468166825448,0.08251594716067465
71.0,0.8245611179312317,220.41312723324097,0.2730698991689392,0.02290568700405873
72.0,0.822925286046835,216.28876631801683,0.2684663666077175,0.01155024365345605
73.0,0.8256306364882813,211.77034237209176,0.2686128905235285,0.025605488952354732
74.0,0.8259787734305691,215.66933649589942,0.26849313202431724,-0.031034605560076832
75.0,0.8196451961165805,225.73888832279033,0.2672018891055727,-0.8339714118338908
76.0,0.8220461428467761,217.194589736226,0.26696377322533066,-0.07119560979248192
77.0,0.8278142319593572,209.45173024046605,0.2700436551498977,0.08168966903067972
78.0,0.8258388707598323,214.73348319349094,0.27139322973997637,0.04040810480204403
79.0,0.8253221210024482,217.24650390358542,0.27095676280020764,0.002707237707256183
80.0,0.825103270110545,217.930262265623,0.270068277645389,0.06526724032401358
81.0,0.8238041933397131,219.40627570365572,0.2712259703526032,-0.12043607520795122
82.0,0.8228961396473569,224.577750365338,0.2676185420072815,-0.2987703013007033
83.0,0.8247818652155301,212.72781810490753,0.27103240808399465,0.006920399763401419
84.0,0.8229266459490965,221.96229593858732,0.27310236191252674,-0.08816574380995881
