evaluation_num,pmse,r_square,adj_r_square
1,279.3360801314908,-0.07431724623842562,-0.09316491722506459
2,264.0768695281893,-0.015630831266917777,-0.03344891602598654
3,277.69870430140503,-0.06801995341464462,-0.08675714557981373
4,280.06889958634895,-0.07713564541680062,-0.09603276200306032
5,259.1814177735722,0.0031969128814134384,-0.014290860576807507
6,264.92175400274414,-0.01888022877283957,-0.0367553205056963
7,270.05058354690993,-0.038605536114880046,-0.05682668587128137
8,269.3404169014055,-0.035874258885638444,-0.05404749149766719
9,264.9008178287782,-0.01879970894614491,-0.036673388050463274
10,271.8307705775971,-0.045452076052352464,-0.06379334054449903
11,274.7189885319137,-0.056560065960985284,-0.07509620746907286
12,272.0140372019942,-0.046156913376470765,-0.06451054343570695
13,279.4487918406622,-0.07475073171211988,-0.09360600770706928
14,279.95779346468095,-0.07670833497908558,-0.09559795489099931
15,272.40004818478354,-0.04764149873992629,-0.06602117415641628
16,267.9417905151506,-0.0304951884587521,-0.04857405141416882
17,259.593484682618,0.001612117294736315,-0.01590345959482975
18,278.3798731593333,-0.07063970612016135,-0.0894228588591115
19,262.9246391625048,-0.011199391715994489,-0.028939731921538314
20,254.90969539428008,0.01962581465828339,0.0024262675470252404
21,270.48797905316655,-0.04028774464153151,-0.05853840682822509
22,267.8911880603871,-0.030300573105702,-0.04837602175667932
23,256.25514538981474,0.014451258856276294,-0.0028390699357188076
24,267.5229203735366,-0.028884227866555978,-0.04693482835544294
25,266.34728433596183,-0.024362770882297324,-0.04233404756444292
26,272.4390686378538,-0.047791570100810254,-0.06617387834819288
27,286.06478227130003,-0.10019561021559475,-0.1194972875877982
28,266.72375898435666,-0.02581067982177898,-0.043807358415143494
29,261.064462362843,-0.004045213795303093,-0.021660042107501276
30,280.12078601301994,-0.07733519888297691,-0.09623581640723966
31,280.81245215428027,-0.07999532379002572,-0.09894261017230677
32,268.6404779517879,-0.033182317033607855,-0.05130832259560103
33,257.5054231100493,0.009642732450365954,-0.0077319564540137
34,266.05977145399686,-0.02325700592896518,-0.0412088832259645
35,259.06451100163133,0.003646532426582638,-0.013833352969442325
36,278.513283290613,-0.07115279703483735,-0.08994495136878178
37,268.9759927867199,-0.034472695896827776,-0.05262133968449145
38,262.23853816217604,-0.008560670155329575,-0.02625471700015991
39,275.53096645356106,-0.05968290596210535,-0.07827383413687916
40,256.117767031208,0.01497961144088189,-0.002301448007523632
41,264.9991135920141,-0.019177751172651414,-0.037058062596733166
42,261.35910433671916,-0.005178396998317014,-0.02281310571758577
43,276.26059329640333,-0.062489026461165054,-0.08112918482013276
44,276.3641229128895,-0.06288719791268371,-0.08153434173571328
45,265.9708037948592,-0.02291483927965854,-0.040860713652985936
46,275.88387782682514,-0.06104019133144578,-0.07965493153024306
47,258.6952976562059,0.005066514637062203,-0.01238845879035777
48,272.85865174565913,-0.049405272737195194,-0.06781589155714607
49,261.13158754904003,-0.004303375022289613,-0.021922732478820928
50,260.3675101583451,-0.0013647588653724618,-0.018932561652484248
51,273.72143751800746,-0.05272351803728892,-0.07119235168706606
52,281.52645802049443,-0.0827413665340504,-0.10173682910482329
53,270.34341772967866,-0.03973176661359856,-0.05797267479980195
54,274.8310293982557,-0.05699097139553588,-0.07553467264808922
55,253.80160820588245,0.023887481021865775,0.006762699987161613
56,259.7765802203532,0.0009079379642119578,-0.016619992948696538
57,255.3094288925316,0.01808845295810957,0.0008619345889535612
58,269.2229631201167,-0.03542253556076358,-0.053587843202180574
59,256.24480295480816,0.014491035516314033,-0.002798595439539975
60,271.88963413284614,-0.04567846332230019,-0.06402369952093712
61,270.6745880359248,-0.04100543656441458,-0.05926868983747435
62,266.48093653000075,-0.024876792762271283,-0.04285708737213567
63,271.169202943321,-0.042907708999154526,-0.06120433547282378
64,272.3743472051658,-0.04754265362963617,-0.06592059492138413
65,271.99825542530056,-0.04609621718974766,-0.06444878240360286
66,272.4375089705464,-0.047785571672372296,-0.06616777468416823
67,269.9216517200704,-0.03810966860969556,-0.05632211893618133
68,292.5573954940201,-0.12516598409296975,-0.1449057381998642
69,260.53267117911986,-0.001999962641916486,-0.01957890935493256
70,259.17224636858424,0.0032321857990618152,-0.01425496883604227
71,287.8913031699138,-0.10722034866353147,-0.12664526706113732
72,260.3051893351586,-0.0011250750582627589,-0.01868867286630249
73,265.7898121899038,-0.02221875160442388,-0.0401524139132734
74,259.1325634518661,0.003384804973038058,-0.014099672132698027
75,262.1059960972984,-0.008050917795079382,-0.0257360216160456
76,262.30632399993067,-0.008821372226169188,-0.026519992791540492
77,270.8692892585781,-0.04175425097199792,-0.06003064133992764
78,263.4841927110998,-0.013351415998595462,-0.03112951101611472
79,277.63883965854484,-0.0677897159951375,-0.08652286890733296
80,265.45387202069645,-0.020926736919768985,-0.0388377323043263
81,257.87871902232064,0.008207048823981267,-0.009192827512440216
82,264.18977266632487,-0.016065052970022364,-0.03389075565370692
83,263.31647724014005,-0.012706387891849635,-0.030473166626794335
84,276.2543002494891,-0.06246482361265282,-0.08110455736024313
85,271.43101444507863,-0.04391462730154316,-0.062228919008587846
86,263.9560096984988,-0.015166008393506791,-0.032975938365322754
87,260.1599150631359,-0.0005663550540464524,-0.018120150756749
88,265.51807793428287,-0.02117367072167542,-0.03908899827819612
89,260.26550298996375,-0.0009724426984794032,-0.01853336274582107
90,264.25660047385907,-0.016322070488592466,-0.03415228225155009
91,267.3360355533658,-0.028165475082185587,-0.0462034658731012
92,262.9748633205662,-0.011392552152547752,-0.029136281137680076
93,263.85535330775235,-0.014778887272339558,-0.03258202564553847
94,253.9074288751881,0.02348049825762688,0.006348577174427383
95,270.5395359360149,-0.040486030693158925,-0.05874017158251266
96,267.26459227862654,-0.02789070663070592,-0.045923876922472795
97,266.03276434764655,-0.023153137498830745,-0.04110319254266992
98,261.53736128562394,-0.005863967277602633,-0.023510703545630784
99,259.8548374486052,0.0006069632748181286,-0.016926247895798996
100,256.9810797228885,0.011659339626613141,-0.005679970204498952
