username,active_num_days,active_sum_count,problem_num_days,problem_sum_count,video_num_days,num_watched,num_incomplete,complete_rate,pause_video_sum,pause_video_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,hw_mean,qz_mean,final_score
os11,1.6233373829956144,209.21533809720276,0.9566707161256024,17.466747652512044,1.1233373829956146,3.361648444629772,1.6299878517531807,0.4808413046597475,2.716646419631964,0.7393140331267024,0.7250101232490119,0.7250101232490119,0.7250101232490119,1.0747208893178395,77.07829486635183,1
os12,1.8262061137513819,539.5139827403491,1.6559758381163818,44.081140038931046,1.6559758381163818,7.141721399597764,0.5249452674022359,0.7739794960111329,6.641721399597764,0.7774018864003672,1.010690828883618,0.666666667,0.666666667,0.7889174650775668,71.83634562656313,1
os13,2.5997195216050137,589.8594614819623,2.433052854805855,56.008414357832756,2.5662459491083616,8.499298803713376,2.6994390426117096,0.5306302588442077,7.2991585642167225,0.6699531186175449,0.6338942905891314,0.4337540508916382,0.5007011962866247,0.7656958070507155,39.97844677096587,1
os14,0.6795068790695158,112.78414932617656,0.34617354606951584,7.667050813971505,0.5,2.410118511897827,0.8461735460695159,0.2547147677899647,1.8717259224489136,0.4310222648541076,1.8715978741507588,0.41024656019598177,0.4871597873919635,0.420783191681399,52.92462335284336,1
os15,2.333333333,564.1175934238443,1.7764020788567725,60.22744231721722,1.7764020788567725,8.483774313759067,1.1259610980977066,0.5828236877273014,7.670793764429684,0.6022529420952909,0.38613749071354464,0.3129805493293825,0.38613749071354464,0.718742512677905,67.29760297471655,1
os16,2.528125960742688,459.0429033307657,1.6854173074763743,34.02710702869465,1.9812493595236251,7.0822887847719365,2.0,0.4915601880381526,6.915622117771937,0.8213169610437792,0.9906246797336868,0.6760419872100614,0.6760419872100614,2.391173757602264,86.22291859148537,2
os17,4.257580698014188,1028.8407471185837,3.310610647951488,88.87110097661251,2.9621236821661836,7.977261787738062,3.1212135326144423,0.6453102073951716,7.204535221227103,0.9107774473415088,8.136343875261428,2.204542984151996,3.2954492522412915,7.033927907084713,66.15151303089652,2
os18,3.5055184348856647,1053.4976456061054,2.6122671176963723,105.792501909091,2.5860925507630785,9.642542513582267,2.906338600476185,0.694357768849719,8.762378480679871,0.906151667822358,11.144592928097833,2.5805741158774143,4.1012302485655345,7.425821864287762,66.47382542942621,2
os19,3.854322682212564,902.078736152233,2.614817356100329,63.1544141807652,3.072838659112234,11.997503753784144,1.7901065126224929,0.8946419469286475,11.633310460408133,0.9807327033624346,3.6654185436105875,1.666666667,2.385182643899671,6.792145127681392,72.00499249468358,2
os20,3.6627186601113184,545.0718355644353,2.2480259967068434,49.03003523836345,2.465087464184053,7.980569728450054,2.930174927670476,0.5026152796826583,7.581359329706843,0.7730884367454233,0.30236880407273514,0.2015792028159464,0.2015792028159464,0.7470288099731195,84.0737730822182,2
os21,4.469887264185365,822.8866361261269,3.146591509750093,67.25093946532273,3.9397745283707297,9.823295754435273,1.2731078613707298,0.779486326984242,9.353408490249906,0.9008015780829643,6.728985377668287,2.4498121069956835,3.7329575469913667,7.674357085766273,71.65453584575761,2
