username,active_sum_count,video_num_days,num_complete,num_incomplete,complete_rate,seek_video_sum,seek_video_avg,pause_video_sum,video_pause_backward_seek_avg,all_type_video_forward_seek_avg,mt_practice_sum,mt_unit_sum,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050429,286.5,0.833333333,6.5,0.666666667,0.317460318,4.833333333,0.115079365,6.333333333,0.119047619,0.928571429,0.0,0.0,0.0,0.0,0.333333333,0
Y1050430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050432,54.33333333,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050434,207.0,1.666666667,2.666666667,0.833333333,0.502777778,1.0,0.255555556,3.333333333,0.8,1.55,0.0,0.0,0.0,0.0,2.333333333,0
Y1050435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0
Y1050436,80.33333333,0.166666667,1.666666667,0.0,0.166666667,0.333333333,0.033333333,0.833333333,0.033333333,0.166666667,0.0,0.0,0.0,0.5555555560000001,0.666666667,0
Y1050437,55.83333333,0.166666667,0.166666667,0.0,0.166666667,0.0,0.0,0.166666667,1.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0
Y1050438,469.0,0.833333333,4.0,2.333333333,0.287037037,4.666666667,0.222222222,6.166666667,0.259259259,2.61728395,0.666666667,0.666666667,0.666666667,0.8888888890000001,0.833333333,0
Y1050439,329.1666667,1.5,0.166666667,3.166666667,0.016666667,0.0,0.0,3.333333333,0.1,0.133333333,0.0,0.0,0.0,0.0,2.0,0
Y1050440,854.3333332999997,1.833333333,9.666666667000001,2.833333333,0.394563008,7.5,0.474847561,11.16666667,0.49796748,1.824695122,0.666666667,0.666666667,0.666666667,2.111111111,1.0,0
Y1050441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050442,244.1666667,0.166666667,1.666666667,0.166666667,0.151515152,1.666666667,0.151515152,1.833333333,0.424242424,2.151515152,0.0,0.0,0.0,0.0,1.666666667,0
Y1050443,13.0,0.166666667,0.0,0.166666667,0.0,0.166666667,0.166666667,0.166666667,0.0,2.166666667,0.0,0.0,0.0,0.0,0.0,0
Y1050444,122.5,1.333333333,2.166666667,1.833333333,0.449074074,0.5,0.125,3.666666667,0.333333333,2.148148148,0.333333333,0.333333333,0.333333333,0.462777778,1.666666667,0
Y1050445,372.3333333,1.5,3.166666667,4.833333333,0.245072751,4.666666667,0.5239417989999999,7.833333333,0.184920635,5.86087963,0.0,0.0,0.0,0.0,3.5,0
Y1050446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050447,119.3333333,0.333333333,1.833333333,0.0,0.333333333,1.166666667,0.238095238,1.833333333,0.089285714,1.714285714,0.0,0.0,0.0,0.0,1.166666667,0
Y1050448,897.1666667000003,3.166666667,7.833333333,2.833333333,0.56503268,3.666666667,0.324533147,10.33333333,0.832773109,3.645074697,0.166666667,0.166666667,0.166666667,1.0555555559999998,2.666666667,0
Y1050449,742.6666667000002,2.166666667,6.166666667,3.5,0.495833333,7.833333333,0.684722222,9.333333332999999,0.719444445,4.958333333,0.0,0.0,0.0,0.0,3.333333333,0
Y1050450,515.6666667,1.166666667,5.833333333,2.0,0.484126984,3.666666667,0.279365079,7.5,0.228571429,2.817460318,0.166666667,0.166666667,0.166666667,0.236111111,2.0,0
Y1050451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Y1050452,855.6666667000003,1.5,10.66666667,1.333333333,0.762237762,7.333333333,0.423271173,11.0,0.268842269,2.88986014,0.0,0.0,0.0,0.0,5.783333333,1
Y1050453,554.5,2.166666667,7.0,0.166666667,0.8205128209999999,2.0,0.16538461599999998,7.0,0.606410256,3.625854701,0.166666667,0.166666667,0.166666667,0.375,2.333333333,0
Y1050454,1155.666667,2.666666667,5.666666667,7.666666667,0.360476191,12.33333333,0.782857143,11.16666667,0.579047619,3.159365079,2.166666667,2.166666667,2.166666667,8.166666667000001,8.233333333,3
Y9999984,1008.333333,3.0,13.33333333,1.5,0.853959627,11.16666667,0.7607919259999999,14.16666667,1.206961698,2.6365165630000003,1.166666667,1.166666667,1.166666667,4.027777778,6.55,2
Y9999985,845.6666667000003,1.0,0.666666667,3.166666667,0.066666667,3.666666667,0.65,3.166666667,0.1,6.070833333,0.0,0.0,0.0,0.0,8.15,1
os0,489.90360546938933,1.4350656503204693,4.882034095235297,2.0,0.4580629776387395,3.4837664125557675,0.3846501702936929,6.247834604026363,0.3561179123183036,1.7716533024761656,0.01623358744423306,0.01623358744423306,0.01623358744423306,0.0,5.798158725035304,1
os1,217.47739216424458,1.4666333266408518,2.0584750284015048,1.8249083146872676,0.2729295750982325,1.2750250050443859,0.2413311377112071,3.8083916784035337,0.4755713696985541,2.7688530009536456,0.0,0.0,0.0,0.0,5.105964193032254,1
os2,805.293285890085,1.6021772431850432,8.929653537080391,0.9246243614859541,0.6637259179435409,6.822447118300911,0.4761668208983879,9.467341355289667,0.5455813632187243,2.9828374267862743,0.10217724318504323,0.10217724318504323,0.10217724318504323,0.0,4.05653792703507,1
os3,1112.5512975000918,4.6543057355181885,11.800164846047672,2.890605667304063,0.7863520867912144,9.881541026801118,0.6553156155072979,14.190770513058776,0.7236475090005976,3.2590614221111207,2.0,2.0,2.0,6.550348854503608,5.6547589675775125,1
os4,685.3795943068102,1.0661869002724094,5.581534208897433,2.918465791102565,0.2974119944602523,5.148920525538461,0.3237233992462957,7.899520233272409,0.2925161827679567,2.101317498452191,0.4669065499134355,0.4669065499134355,0.4669065499134355,2.3018391050384976,2.9216306845179485,1
os5,770.5463204622299,1.6465393788211022,7.757856002366871,0.7421439976331281,0.591355618688516,6.4547136016201225,0.5033233114884289,8.479872711821104,0.7059090018977877,3.0100059205142435,0.17673031107435344,0.17673031107435344,0.17673031107435344,0.07715460466061552,2.965157120387337,1
os6,1429.4179013384023,2.955716637052765,13.799516759494846,1.9046699583513595,0.8680004092975008,11.942190004810126,0.7986226628437563,14.653140035797938,1.0399022146682844,7.07951725416533,1.7822866549517342,1.7822866549517342,1.7822866549517342,6.410252418995986,4.224476660802437,1
os7,593.6363698142005,2.3618182639129777,8.552726943519001,2.2963625658149316,0.7705727686873577,7.092725130800773,0.6125572771933959,9.296362565814931,0.6056236997662168,3.214136380861558,0.0,0.0,0.0,0.0,7.1097564473296675,1
os8,675.7799826391798,1.751177527917163,4.7907608348476245,0.39302536094763824,0.5485138932547391,2.9651268060218867,0.378562055949363,4.825634028825738,0.844378940123636,3.91089170070644,0.0,0.0,0.0,0.0,4.275289845008022,1
os9,712.2182823476677,1.4579902623907721,3.0,1.0812749093446317,0.3908538683739469,3.2483990040738306,0.4358307515585543,3.6241995016615727,0.8572288140054386,3.9152693688405447,0.04155230988002859,0.04155230988002859,0.04155230988002859,0.11080615934765776,3.9785377039661856,1
os10,449.0268441202202,0.8921693312845322,4.124197553237175,2.0,0.42242045454140265,2.5882539969267984,0.22813390456423385,5.356225774974156,0.3407465926981261,1.1084570890804442,0.0,0.0,0.0,0.0,6.092148135100827,1
os11,942.2459646372744,1.4333963052361207,8.21255510028476,3.641493493519405,0.5709649308774168,10.52071525845426,0.6752958487042853,11.29987405822757,1.0219939204040205,11.050739415462141,0.5541745382764078,0.5541745382764078,0.5541745382764078,2.39733496907114,4.8084750200250586,1
os12,1106.9450218024165,4.788503668807426,12.467978811400807,2.448766098049162,0.8222356427517872,10.33348981863096,0.6821879373251738,14.391127958455336,0.7804887585580395,3.3809580713214964,1.9743830490053684,1.9743830490053684,1.9743830490053684,6.514658556918102,5.770524857521898,1
os13,240.5238581040353,1.471438285246979,3.455241980591372,1.3047716182469788,0.4098293566091998,1.926680265838351,0.2719090008729681,4.333333333,0.3117233292756577,2.6820190885780573,0.24381729481701864,0.24381729481701864,0.24381729481701864,0.9736437300678666,5.167869209769872,1
os14,1016.0161298725508,3.554734308486956,2.9105073137547968,6.335797074498083,0.2750960792927753,5.545428778453663,0.6366131917922525,8.266829753940616,0.2344932864599376,5.751383150050949,1.5205253656877398,1.5205253656877398,1.5205253656877398,4.727766498211553,4.984208942799216,1
os15,1045.9686805372262,3.9629462438769423,5.972096829945092,5.111161268021963,0.4494429653593566,7.127250028587367,0.6545552991524032,10.256862939464307,0.4054745138997132,4.979384441492806,1.6736048414972546,1.6736048414972546,1.6736048414972546,5.320184069594375,5.239341402379688,1
os16,462.6691400885688,1.1350588736035638,4.4075686857807845,2.0,0.4441712774218007,2.9525883104053463,0.29422170726067337,5.6800784982281245,0.35369427589800256,1.346688035724088,0.0,0.0,0.0,0.0,5.922125455477506,1
os17,1008.2912284565359,3.3349001437771717,10.339600573127488,1.6643164508389436,0.7802371140614587,9.981981676100137,0.8386142344956211,11.334900140805376,0.9240915003096852,5.183167239613995,2.1627496400617727,2.1627496400617727,2.1627496400617727,4.556686271105987,4.620583693933527,1
os18,1157.2556277031972,3.0,7.466784541135242,4.657473956584026,0.6037965595233729,6.3970929296537635,0.4784702584620857,11.818208608411114,0.4291395796395167,3.6698778367018736,2.0969750551003723,2.0969750551003723,2.0969750551003723,7.457743742136331,4.389086622686961,1
os19,1539.6815698861328,3.430938568490816,10.578253746946237,2.9429123922079996,0.7186174002723851,10.521166135469183,0.7463441096154093,12.964078529434078,1.4262508765107549,9.753491479700356,1.3784471176604467,1.3784471176604467,1.3784471176604467,5.8630869020694885,4.333333333,1
os20,1254.7229540729284,2.9040154181442057,11.50201665316159,3.7943712609024303,0.7173264985047222,9.70562873909757,0.6584374807113361,14.44618624574786,0.7128407628288234,4.239550790560658,1.9040154181442064,1.9040154181442064,1.9040154181442064,5.811714350741877,4.7758617947785655,1
os21,1062.9661574805946,4.10590488209516,11.980408251135144,1.6686531986986792,0.8382428298498719,7.7981228953030755,0.5204304906393402,12.733388048871404,0.9395916005990216,4.1061160483274355,1.5843265990375843,1.5843265990375843,1.5843265990375843,5.468982224615658,5.575496632830547,1
os22,240.40836507309564,1.4483396792530738,3.446002538171636,1.281673012253074,0.4082559515712402,1.894342217424709,0.26403522607646795,4.333333333,0.3078655620961561,2.616774526085538,0.2253384100052637,0.2253384100052637,0.2253384100052637,0.8998513834293146,5.25241010774138,1
os23,1043.82006436391,3.9336635702128895,5.752476777409793,5.199009289036082,0.4369363663934199,7.013779668103474,0.6532682400805738,10.114109905316363,0.3932093470789175,5.034762994376571,1.6626238388704897,1.6626238388704897,1.6626238388704897,5.277687589428795,5.2210397313424,1
os24,704.9956071337791,2.179204645290524,4.797476538498413,1.813608129429116,0.475369586777941,4.0940745063118325,0.4417414119535495,6.02954813963741,1.1453809867365448,3.68271116679674,0.2114678281519313,0.2114678281519313,0.2114678281519313,0.6872704412558753,4.14650217758662,1
os25,992.0579061001463,2.167518223038864,7.054987850974091,3.4063666162119484,0.5358694745617829,8.609124145244355,0.795916129125364,9.831630221587238,0.8639155771988041,9.015872910088577,0.11082725898704547,0.11082725898704547,0.11082725898704547,0.5500726288462539,3.3792984687443353,1
os26,243.04899915468982,1.9663807022836852,3.607832896009056,1.850142981883372,0.4367981467768772,2.6918811402746288,0.4505774686294795,4.333333333,0.3844510748307885,4.033378708457644,0.666666667,0.666666667,0.666666667,2.620422228521345,3.20475692998904,1
os27,1241.7820236273724,2.7791577112374943,12.754318914925339,2.118700743812428,0.8321532428581321,10.650107467800176,0.7203223618058683,14.043826124150035,0.6653513123193713,5.260810635529019,1.8354032335249777,1.8354032335249777,1.8354032335249777,6.5374898547897935,4.22291218895001,1
os28,363.5217911642788,0.677976363338901,3.0339290890302744,1.504523878532846,0.22218978481914028,2.3469049686121095,0.17500383829868302,4.5248813319510095,0.755238178697765,2.5608071052859827,0.16440472772679113,0.16440472772679113,0.16440472772679113,0.42471221288319866,4.9864283643878915,1
os29,599.2855761943333,2.4371410157987268,8.251435936427939,1.317166793107934,0.7783272223271426,5.134333585838713,0.4613508827017468,8.317166793107933,0.5966679595632839,3.0772441407324624,0.0,0.0,0.0,0.0,6.077834748709388,1
os30,669.5695373788948,2.050893579218254,4.631701845821053,2.4087022871435173,0.4670553683501377,4.5104894462536835,0.4700238807394966,5.479021107492632,0.5069925592417911,2.5405213419476973,0.11227660536385144,0.11227660536385144,0.11227660536385144,0.2994042800720577,4.846153870040316,1
os31,565.1340285450736,0.6900458315742602,4.9953241670739255,1.6760183328240932,0.2588187351742035,3.985972501249833,0.2123014998996028,5.5187033316762415,0.16509628430507345,0.878230936491583,1.295926669675573,1.295926669675573,1.295926669675573,2.375865561233874,2.102868324177244,1
os32,366.93939978064697,1.0609032643264116,1.6944949577882982,1.5406021761770057,0.21611921426723052,2.0160431259792353,0.4950869357480904,2.8205594476112923,0.3394097244470735,2.0574373920211566,0.5854623145241824,0.5854623145241824,0.5854623145241824,1.674910103768656,3.751178516744364,1
os33,526.1449891197241,1.075313019569958,4.918270729289858,1.8301252079299084,0.3625295488029301,3.75481218835995,0.2985001690187109,5.826917082350192,0.26405936099224225,1.2713202163827293,0.6794991687899921,0.6794991687899921,0.6794991687899921,1.245748476199923,3.798043952190492,1
os34,243.0366657443153,1.962856870847024,3.6016661909962213,1.8519048976043453,0.4358511170822719,2.6945240138508035,0.4504196303470453,4.333333333,0.3828213027939096,4.018534568539893,0.666666667,0.666666667,0.666666667,2.6160409314367,3.2017616732728995,1
os35,406.3269970619936,1.0488407854790718,4.672874773528684,1.9085265355705407,0.3759763012989023,2.731787713789149,0.2819427221037384,5.656594511218607,0.30437789875891896,1.5385767373939436,0.0,0.0,0.0,0.0,5.067743474516584,1
os36,238.04392333861398,1.1799917772591808,3.276701614348513,1.0366440532427286,0.38391011010624426,1.4900061672956206,0.17127612928927874,4.3100143900364385,0.27036207857600186,1.8632564884609355,0.0,0.0,0.0,0.0,6.23103227519374,1
os37,1125.3723793974334,3.8098033554756463,8.498928268763963,4.733156315004619,0.622042520386928,6.9641691680954505,0.4784420960698318,12.732084582093716,0.5048080615387556,2.908708703322399,2.0,2.0,2.0,6.3947556890560575,5.048252713016506,1
os38,701.6293257322154,1.8231266974063645,3.0,3.2720935194381853,0.3152448082586722,4.952369033903171,0.5326472301195012,4.4761845169413785,0.4777784684271251,2.378807215068726,0.16326445512865032,0.16326445512865032,0.16326445512865032,0.4353718790369519,4.647954501738197,1
os39,1286.6344445044294,3.0937036905934154,10.609814939457001,2.674351815842725,0.6979144124228309,9.864814880111258,0.6822952895619416,12.758055623892625,1.010988137548788,8.30278014443116,0.91935187475069,0.91935187475069,0.91935187475069,3.943541717919469,4.273425922578076,1
os40,1062.78591606016,4.192141958712082,7.691064691638372,4.423574123344651,0.5473322128727471,8.01538342385286,0.6646291205318047,11.374192049564938,0.5014740701327034,4.545936076758571,1.7595532345819187,1.7595532345819187,1.7595532345819187,5.6528043508320245,5.382588724130162,1
os41,628.1806481457965,2.9670082257913446,8.207559211566599,1.9010246773740331,0.7278026926124047,4.641575663149288,0.39445882735742505,8.849134873470533,0.8686526079040241,2.679682401871511,0.20755921156659932,0.20755921156659932,0.20755921156659932,0.6745674373579438,5.149209923170804,1
os42,557.420133330953,0.7662700925829957,4.98007931483559,1.7065080372092931,0.2793376902624646,3.9402379446262987,0.2293557159300993,5.579682740538111,0.18467591014051965,0.9560027810808844,1.1739678520433021,1.1739678520433021,1.1739678520433021,2.1522743955594663,2.4382550727803247,1
os43,601.0155945222183,2.35009835502452,7.754706399086434,0.595391955938086,0.7412774583293793,3.540882266818928,0.32469127836233225,7.336470932724288,0.5540269489829148,2.7905927957869703,0.10901937815655227,0.10901937815655227,0.10901937815655227,0.19986885996730666,4.953657417104312,1
os44,620.8398526962999,2.825233206441314,8.14454809182397,1.4756996193239433,0.7451055712580218,4.2950145047065975,0.37645827308545293,8.439562595663281,0.7838142096739684,2.7656934720420683,0.1445480918239693,0.1445480918239693,0.1445480918239693,0.4697812982652836,5.169688537108425,1
os45,647.8963353251518,3.347783299907313,8.37679257792498,3.043349899721939,0.6813311426248994,5.572359177739606,0.4428041735154554,9.94915175340383,1.0965090209874382,2.4486764618326067,0.37679257792497983,0.37679257792497983,0.37679257792497983,1.2245758778322928,5.094209079047213,1
os46,371.77761986550973,0.6441837605059317,3.089931625841376,1.5674487193473077,0.24274332359527925,2.288367520146761,0.16493336866446198,4.544965812853238,0.7020218605896098,2.317196117566947,0.14418376050593168,0.14418376050593168,0.14418376050593168,0.3724747142798641,5.184359832927607,1
os47,1253.0665002284484,2.9211511473335072,11.273540263856676,3.960016643054247,0.7043204406035943,9.539983356945754,0.6495587027045584,14.406202877525251,0.71112882212237,4.136308477697075,1.9211511473335072,1.9211511473335072,1.9211511473335072,5.825194457692702,4.819843499686347,1
os48,1145.3003961593647,3.0138795076911817,5.555405455642529,6.4861204923088165,0.4689385719693877,4.416497804941619,0.3266164853209253,11.541525944951351,0.3275749684354599,2.579774299053637,2.0138795076911817,2.0138795076911817,2.0138795076911817,6.226633160487429,4.548555762186439,1
os49,1168.678972597214,3.0,8.710911237510118,3.5830009006084818,0.6850369065152992,7.6977708392688795,0.5773928562202804,12.100964678005385,0.5073865069041452,4.309669541237856,2.153526268679919,2.153526268679919,2.153526268679919,8.16463391035378,4.343845651687602,1
os50,592.5389061578826,2.3471854151328047,8.611258338551895,2.4865895996059906,0.7690663215031663,7.473179198295092,0.6419319382326995,9.486589599605992,0.6073635192606347,3.2407302505601394,0.0,0.0,0.0,0.0,7.310226475187829,1
os51,1055.541845337812,3.9906716549760586,11.898098803475133,1.5369580819488038,0.8409450904783969,7.370113765791901,0.4931233331186929,12.453535926037194,0.9664506198195336,4.228533924667401,1.5184790406132609,1.5184790406132609,1.5184790406132609,5.2924558951833305,5.542572853667772,1
os52,1228.4756350610558,3.1651072161874594,7.975048787046129,6.334892783812541,0.5174731108256344,7.1385965524304025,0.5203485172232806,13.809941567858667,0.6829361929474213,2.656294922050263,2.165107216187459,2.165107216187459,2.165107216187459,6.020459384277456,5.440799240227529,1
os53,1270.046534078835,2.745495627166134,13.615613867259347,2.262013281553414,0.8376433847696376,11.237986718446583,0.7405735846510448,14.816065759086829,0.7286776425995003,5.1946283174304595,1.7454956271661344,1.7454956271661344,1.7454956271661344,5.687012115278139,4.36899433137386,1
os54,378.37525899440766,1.2059784502739048,5.6965589176638725,2.255036497101206,0.3856376608386672,4.059131040382538,0.2930039559438114,6.765109490656444,1.0386963457395657,2.5646059583858247,0.05880431008634938,0.05880431008634938,0.05880431008634938,0.15191113424272512,5.215724713180127,1
os55,404.2166024592225,1.5,5.394257412745365,1.8597689798533124,0.3841435667998075,3.3597689798533117,0.4106578655609142,6.306897686305303,0.30459076091495696,2.128438933892507,0.0,0.0,0.0,0.0,4.264356468057281,1
os56,675.5662639852352,2.00982010927721,4.323650821417249,2.583264534285136,0.4379958541671784,4.602904753574825,0.4823575475613098,5.2941904928503485,0.4994747328223245,2.501882805263767,0.122544972864515,0.122544972864515,0.122544972864515,0.3267865933250136,4.812268257355899,1
os57,1010.752501892931,3.0018160391670827,8.94096069653826,2.1970943372122322,0.6971870003211107,9.138055035557029,0.8456986123681031,10.471388367148316,0.9229276242804606,6.710801922787888,1.30472170255703,1.30472170255703,1.30472170255703,2.7432610154783257,4.072978304763933,1
os58,1203.3969788334794,3.092136913498869,8.447178520112429,4.991797772662714,0.6011222137419984,7.539315433611297,0.5572407359198864,13.088035799460476,0.6145903925866368,3.4625640099787964,2.166666667,2.166666667,2.166666667,7.051564147169629,4.950650652392062,1
os59,473.90251084424943,1.3350595397581158,4.640902796161095,2.0,0.4620813900761173,3.2525893096371736,0.3486398779146301,5.946746053234193,0.364355687008622,1.5428527103018663,0.0,0.0,0.0,0.0,5.7821249891693185,1
os60,1128.31896269951,4.728301348878184,11.659744125765092,5.230831597880462,0.6754557177702349,11.44528786087749,0.6879673010893865,16.285543735112395,0.9108573946406916,4.4375340245683335,1.5798720616221626,1.5798720616221626,1.5798720616221626,5.874367437341883,4.953580655538777,1
os61,555.1500780147262,0.7887014692254463,4.975593039496334,1.71548058786089,0.2853760355845867,3.926779118635444,0.2343744532462661,5.5976278418682215,0.19043782840408688,0.9788895826723204,1.1380776494099976,1.1380776494099976,1.1380776494099976,2.0864756907272555,2.536953130055559,1
os62,1082.786678175953,4.092824541277489,10.808015338733542,4.609695097224005,0.6717012499803652,11.139236811846613,0.7520420635957326,14.751043765539839,0.9633835909750847,5.128774387438072,1.6919846616841654,1.6919846616841654,1.6919846616841654,5.069794394237726,4.531223906111504,1
os63,768.7104193386449,1.666666667,7.635824852724119,1.3085692283410062,0.6107351009652723,5.166817756804623,0.3881600660734152,8.796262720710084,0.6675801125674007,2.6219150980787984,0.7591921084201674,0.7591921084201674,0.7591921084201674,2.11630336817361,2.8777878507869747,1
os64,761.9970357085672,1.666666667,7.358984291506702,2.208301052920506,0.6236096400724424,3.2981439667183787,0.2180092821887653,9.211523562951474,0.5937603117701191,2.033769553612346,1.5897137929029426,1.5897137929029426,1.5897137929029426,5.082649984446169,2.7532095981145583,1
os65,952.0958804703523,1.5777174158316294,8.338836072123481,3.2446104393546973,0.6248570198215546,10.250113176344756,0.702351535619874,11.011231836603589,1.1425644421993169,11.731786305477627,0.5722146771414367,0.5722146771414367,0.5722146771414367,2.3692524862339432,5.133197518946132,1
os66,258.7147089044461,1.0853688981257514,2.7236000676626024,1.3251910747653144,0.3159540628656252,1.6625955375046038,0.18559440434846167,3.967493373797561,0.4014218987632664,1.5884607428836333,0.4877866122699182,0.4877866122699182,0.4877866122699182,0.8276112854033301,5.819936051343577,1
os67,897.8035155683197,1.7045520122073778,2.3777215530991733,2.562764942423362,0.3339490965936442,2.760814080135044,0.4475810887259607,4.0725192538649555,0.17492854726384935,2.8575729070164404,1.3084537367840157,1.3084537367840157,1.3084537367840157,4.3645319637644,6.147059279952852,1
os68,998.2383329759283,3.0907562372225006,10.073429299084577,1.995878439818615,0.7413668588262877,10.138615482974695,0.8149756027687522,11.419968007768848,0.8961290454351134,5.583132011282103,1.993397312813808,1.993397312813808,1.993397312813808,4.339950722972551,4.535230070479469,1
os69,1260.5743212614211,2.7545920775171613,10.143416593137774,1.7082850526530309,0.8728892509352205,9.916570103222824,0.8393163972220501,11.124855156959093,1.7150759000017644,13.288812004352245,1.1481052319045564,1.1481052319045564,1.1481052319045564,4.268336123476253,5.930636023578282,1
os70,399.50914194755364,1.5,5.427702958114303,1.851407593498536,0.3786157613967179,3.351407593498536,0.4116798127614288,6.315259072609909,0.3005029720627303,2.1537089014566546,0.0,0.0,0.0,0.0,4.18074260466002,1
os71,1027.4145931345224,3.613342595137254,8.733842722348129,2.8730369630884867,0.6575926059899874,5.900046308006214,0.486047463144249,10.493537090299363,0.7762880513109648,4.982958536581196,1.3866574048627458,1.3866574048627458,1.3866574048627458,4.748830433971828,5.2900277847317065,1
os72,406.2531147878653,1.050802261781628,4.67647081341605,1.9081996228527949,0.3759358263923171,2.734403015525237,0.2825163760849719,5.659536725672441,0.3043226349428005,1.5414885956658777,0.0,0.0,0.0,0.0,5.063101313933212,1
os73,997.8463952434797,2.886715178209061,12.799276313429464,1.7751202813813065,0.8278330288244697,10.584059014950327,0.7142091692615423,13.875362842620813,1.1308524023111115,2.6024455079094357,1.150483121002123,1.150483121002123,1.150483121002123,4.105998250112688,6.6778500131598975,2
os74,1608.5974317903203,2.914360879250598,9.270091821375509,4.202898997135159,0.5488461109036706,11.919632716604676,0.7379120353994877,13.027009182623715,2.3475448072952507,8.751816644469262,0.3241101850023922,0.3241101850023922,0.3241101850023922,2.2851869142134547,7.6200268208850375,2
os75,1043.3344228372207,3.1346338643046137,8.849349734347694,1.4294317408939632,0.8398307935123509,6.019027495880466,0.5028433102783495,10.262765077893963,1.110435592502521,9.880357842543507,1.5480492039469815,1.5480492039469815,1.5480492039469815,4.329777803341091,7.335079112639295,2
os76,1076.934869263705,2.8411801780112285,8.996076577494385,2.309792798013396,0.6788107894386051,9.24701803806481,0.7087686355780407,11.143126135013397,1.5388475284009941,5.742857375071927,1.9882297325066984,1.9882297325066984,1.9882297325066984,5.4830507881675485,5.060813048707548,2
os77,928.3177033642661,1.744775200295516,10.135844794474906,3.7134264019432175,0.6093096445319169,6.937829327997212,0.3702118333059589,11.6980154683523,0.2896656114812577,2.130911211485766,1.619906931588131,1.619906931588131,1.619906931588131,6.048646112755723,6.281476084894744,2
os78,951.7760839772498,1.6705398189527845,12.065964718739586,3.1937787307624466,0.6297763285600799,8.422536960642201,0.4449464024551052,12.143427758190336,0.17777157421502027,2.0012113947915777,2.1395546032143136,2.1395546032143136,2.1395546032143136,7.067403000470603,4.952662753247653,2
os79,669.4458470106076,2.956975627509908,7.440823895808654,2.364243907127477,0.6786425664969571,6.650514934113285,0.6161487307307366,9.309105733089307,0.5043990277492616,5.590670716704499,1.9650514933484209,1.9650514933484209,1.9650514933484209,5.584563236634307,6.6708298148682905,2
os80,720.7919187806737,2.4708591575281567,5.637525823788892,2.9488759288050947,0.574816520288459,6.2024547351794865,0.5955284996871221,8.15899866499229,0.5065185567164586,6.093096155108432,1.4856847722846478,1.4856847722846478,1.4856847722846478,4.80287094229176,6.909918582022888,2
os81,959.5317729263612,1.9051776188257128,1.3691369269545317,3.5,0.1243187644244706,2.245042251508641,0.22499020710870585,4.496615800739399,0.08254013556430981,0.938171172879292,2.160135368277884,2.160135368277884,2.160135368277884,8.598894563650308,6.531712363601588,2
os82,685.1062035248079,3.6632747894334137,7.442689875160428,4.553918247990176,0.5354289783204204,6.592748941251125,0.4723786248178154,11.06561392515282,0.4928202101153685,4.571094863898493,0.3585965187117952,0.3585965187117952,0.3585965187117952,2.1117350543173745,8.091251476885358,2
os83,1602.3875353755468,2.7732350523934155,9.440720724848939,4.159443076602754,0.5431731796838785,13.120196561213168,0.8128420969593819,13.14022932181602,2.3012203217458618,10.443106859462382,0.2604258826685981,0.2604258826685981,0.2604258826685981,2.08176905091852,7.696946762694233,2
os84,653.626183329581,3.809006205880375,8.500702444150347,2.7532165021635926,0.7112833683488157,2.5178941230885794,0.24086860749271366,10.969942312703537,0.7668585702020171,2.2348358325085567,0.5429236953585523,0.5429236953585523,0.5429236953585523,1.6164319113763277,7.4755323836503065,2
os85,635.6779542596225,4.222968655813006,9.299058597705901,2.9010602342443725,0.7346474041770767,1.808244208816976,0.1537402540358861,11.886573452030165,0.8186255383963462,1.2656413970135016,0.21766748470987154,0.21766748470987154,0.21766748470987154,0.6480554659190062,7.729823602871827,2
os86,1776.3645419929874,2.492324922696988,11.500728344495478,2.567619008510271,0.7535551722173096,13.682016820606025,0.916456934860294,13.795686292980413,2.1510509059418847,17.201885948386597,1.4777031115403907,1.4777031115403907,1.4777031115403907,7.138151385454216,6.59203358626283,2
os87,1850.4276248286026,2.9190703384853305,11.49519265902934,2.2524036724853302,0.8364785521516045,9.509349624417226,0.6763692157917635,13.58092966451467,2.2739332961102234,13.094119083606143,2.0690438325572,2.0690438325572,2.0690438325572,9.373586813838516,5.9861912336542655,2
os88,938.9875812812436,1.854715831825693,1.4339479017438366,3.41447000488967,0.13549445360003035,2.369800405395052,0.2415071265644175,4.525775822046353,0.09060894397986737,1.253451002361179,2.1452841681743067,2.1452841681743067,2.1452841681743067,8.447862164627969,6.54465437532565,2
