username,active_num_days,active_avg_count,active_sum_count,problem_sum_count,video_pause_backward_seek_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,0.666666666667,130.0,130.0,0.0,1.16666666667,0.0,0.0,0.0,0.0,9.81666666667,5.16666666667,6.0
102602012,0.5,0.416666666667,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
103602527,2.33333333333,101.05555555,289.0,5.16666666667,0.666666666667,0.0,0.0,0.0,0.0,9.56111111117,7.388888889,4.0
104602001,2.33333333333,94.63888889,238.166666667,6.5,1.66666666667,1.0,0.333333333333,0.333333333333,0.333333333333,9.69444444467,7.49999999983,5.0
104602002,1.16666666667,46.25,100.5,0.0,1.0,0.666666666667,0.666666666667,0.5,0.666666666667,9.5444444445,3.861111111,6.0
104602003,1.83333333333,94.9166666667,219.833333333,0.0,2.66666666667,1.33333333333,0.666666666667,0.666666666667,0.666666666667,9.511111111,5.777777778,5.0
104602005,0.5,70.0833333333,82.6666666667,3.66666666667,1.66666666667,4.33333333333,1.16666666667,0.833333333333,1.16666666667,9.6333333335,6.6666666665,7.0
104602006,1.16666666667,26.7222222167,62.1666666667,0.0,0.833333333333,4.16666666667,0.833333333333,0.833333333333,1.16666666667,9.9055555555,5.83333333317,6.0
104602007,2.16666666667,179.027777777,436.166666667,20.0,4.33333333333,2.83333333333,1.0,0.666666666667,1.0,9.75000000017,9.888888889,8.0
104602008,2.33333333333,42.7277777783,142.666666667,0.0,1.16666666667,0.5,0.333333333333,0.166666666667,0.333333333333,9.92222222233,8.69444444467,7.0
104602009,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.333333333333,0.166666666667,0.333333333333,9.87222222233,9.05555555533,7.0
104602010,1.66666666667,105.361111112,399.0,0.0,2.16666666667,1.5,0.166666666667,0.166666666667,0.166666666667,9.95555555567,9.77777777783,7.0
104602011,2.0,36.5611111117,108.5,0.0,1.5,1.16666666667,0.5,0.333333333333,0.5,9.80000000017,7.33333333317,7.0
104602012,3.0,53.5277777833,159.333333333,0.0,1.83333333333,5.0,1.0,0.666666666667,1.33333333333,9.83333333317,9.27777777783,8.0
104602013,1.33333333333,34.9166666667,62.6666666667,0.0,0.5,1.0,0.333333333333,0.333333333333,0.333333333333,9.90555555567,8.50000000017,6.0
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92777777783,2.38888888883,5.0
104602016,0.166666666667,3.16666666667,3.16666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.86666666683,5.33333333333,2.0
104602017,0.166666666667,15.8333333333,15.8333333333,0.0,0.166666666667,0.0,0.0,0.0,0.0,9.70555555567,9.5,5.0
104602018,2.66666666667,76.3333333283,226.666666667,0.0,4.33333333333,2.66666666667,0.5,0.333333333333,0.5,9.63333333333,8.22222222233,5.0
104602019,2.16666666667,67.6361111117,255.166666667,0.0,2.33333333333,0.0,0.0,0.0,0.0,9.71666666667,6.55555555533,8.0
104602020,0.166666666667,16.0,16.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,9.1666666665,9.44444444433,7.0
104602021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27777777767,5.5,8.0
104602022,2.16666666667,41.425,176.166666667,0.0,1.66666666667,0.0,0.0,0.0,0.0,9.48888888883,9.8333333335,8.0
104602023,0.333333333333,5.91666666667,11.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.76666666667,9.33333333317,9.0
104602024,0.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.14444444467,6.77777777783,7.0
104602025,1.5,7.70833333333,30.3333333333,0.0,0.0,2.33333333333,0.333333333333,0.166666666667,0.333333333333,8.83333333317,3.86111111117,6.0
104602026,1.33333333333,27.5833333333,62.5,0.0,0.333333333333,0.0,0.0,0.0,0.0,3.38888888867,1.4444444445,2.0
104602027,0.833333333333,13.1111111117,22.0,0.0,0.166666666667,1.5,0.333333333333,0.166666666667,0.333333333333,9.61666666667,9.722222222,5.0
104602028,0.166666666667,2.33333333333,2.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.7055555555,8.99999999983,10.0
104602029,0.5,6.5,19.5,0.0,0.0,0.166666666667,0.166666666667,0.166666666667,0.166666666667,9.777777778,6.77777777783,6.0
104602030,0.333333333333,47.3333333333,94.6666666667,0.0,3.5,0.5,0.166666666667,0.166666666667,0.166666666667,9.75000000017,3.05555555567,5.0
104602031,0.666666666667,17.94444445,53.5,0.0,0.166666666667,0.0,0.0,0.0,0.0,9.71111111117,3.44444444433,5.0
104602032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77222222217,9.888888889,5.0
104602033,1.66666666667,47.9888888833,188.5,6.33333333333,1.5,0.166666666667,0.166666666667,0.166666666667,0.166666666667,8.38333333333,5.8055555555,8.0
104602035,2.0,55.5888888883,194.166666667,0.0,3.66666666667,1.33333333333,0.833333333333,0.5,0.833333333333,9.938888889,9.888888889,8.0
104602037,0.166666666667,10.8333333333,10.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.82222222217,9.388888889,6.0
104602501,2.33333333333,28.0833333333,115.333333333,3.0,1.5,0.166666666667,0.166666666667,0.166666666667,0.166666666667,9.87222222233,4.25,5.0
104602502,2.0,139.491666667,244.166666667,2.66666666667,2.83333333333,3.83333333333,1.0,0.666666666667,1.0,9.672222222,5.83333333333,6.0
104602503,1.0,115.777777783,203.333333333,2.16666666667,1.5,2.83333333333,0.833333333333,0.333333333333,0.833333333333,6.66111111117,3.33333333333,4.0
104602504,2.83333333333,69.694444445,262.166666667,0.0,4.66666666667,2.66666666667,0.833333333333,0.5,1.0,9.78888888883,6.66666666683,7.0
104602505,2.16666666667,81.7916666667,259.333333333,4.66666666667,2.33333333333,3.33333333333,0.833333333333,0.666666666667,1.16666666667,9.727777778,8.4444444445,8.0
104602506,1.33333333333,49.6666666667,105.333333333,2.66666666667,1.0,2.66666666667,0.833333333333,0.5,0.833333333333,9.63333333333,6.111111111,6.0
104602507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6333333335,5.38888888867,3.0
104602508,2.5,49.3472222167,163.0,6.33333333333,0.5,0.0,0.0,0.0,0.0,9.7333333335,5.277777778,6.0
104602509,1.33333333333,88.5277777833,204.5,8.0,1.5,0.0,0.0,0.0,0.0,9.53333333317,2.6666666665,4.0
104602510,1.83333333333,51.1388888883,139.666666667,0.833333333333,0.5,0.333333333333,0.333333333333,0.166666666667,0.333333333333,9.83888888867,7.49999999983,7.0
104602511,3.0,102.077777783,343.666666667,6.16666666667,2.33333333333,1.5,0.666666666667,0.5,0.666666666667,9.9444444445,6.44444444433,7.0
104602513,1.83333333333,89.55555555,244.0,17.1666666667,0.833333333333,2.5,0.833333333333,0.5,1.0,9.972222222,9.66666666683,9.0
104602514,1.0,3.29166666667,4.16666666667,0.0,0.0,1.83333333333,0.666666666667,0.333333333333,0.666666666667,9.73333333317,7.1666666665,7.0
104602515,0.166666666667,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.29444444433,4.16666666683,6.0
104602516,1.33333333333,23.625,91.1666666667,0.0,0.333333333333,6.16666666667,1.0,0.833333333333,1.0,9.8166666665,8.5,5.0
104602517,0.333333333333,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,9.51666666683,8.361111111,8.0
104602519,2.66666666667,76.3333333283,210.666666667,1.83333333333,1.66666666667,12.5,1.0,0.666666666667,1.33333333333,9.79444444433,9.777777778,9.0
104602520,2.33333333333,118.555555556,334.5,18.5,2.5,2.33333333333,0.833333333333,0.666666666667,1.0,4.54444444433,5.22222222217,4.0
104602521,1.0,19.5,57.6666666667,0.0,1.0,0.833333333333,0.5,0.5,0.5,9.822222222,8.47222222233,8.0
104602522,2.0,120.805555555,237.5,0.0,1.66666666667,7.33333333333,0.833333333333,0.333333333333,0.833333333333,7.211111111,5.30555555567,5.0
104602524,0.833333333333,64.6111111167,178.666666667,0.0,1.33333333333,2.83333333333,0.833333333333,0.5,0.833333333333,8.88333333317,3.50000000017,6.0
104602525,0.666666666667,34.0,68.0,0.0,1.0,1.0,0.166666666667,0.166666666667,0.166666666667,7.11111111117,2.722222222,5.0
104602526,1.83333333333,118.75,268.333333333,0.0,5.66666666667,3.66666666667,0.833333333333,0.333333333333,0.833333333333,9.9055555555,7.44444444433,7.0
