username,hw_mean
Y1050411,0.352941176
Y1050310,0
Y1050426,0
Y1050429,0
Y1050334,1.647058824
Y1050444,0.49
Y1050447,0
Y1050357,2.607647059
Y1050389,0
Y1050279,9.455882353
Y1050275,2.352941176
Y1050376,8.842941176
Y1050396,3.411764706
Y1050369,0
Y1050443,0
Y1050412,3.176470588
Y1050329,1.470588235
Y1050392,0
Y1050307,1.666470588
Y1050425,0
Y1050418,2
Y1050289,1.058823529
Y1050287,0
Y1050422,0
Y1050282,0
Y1050315,1.951176471
Y1050356,3.205882353
Y1050345,0
Y1050323,8.867647059
Y1050368,2.794117647
Y1050388,0
Y1050328,10
Y1050319,4.647058824
Y1050367,8.465882353
Y1050427,7.730588235
Y1050313,1.941176471
Y1050311,0.323529412
Y1050342,0
Y1050438,0.941176471
Y1050450,0.25
Y1050448,1.117647059
Y1050332,5.955882353
Y1050420,8.808823529
Y1050314,2.588235294
Y1050430,0
Y1050276,7.151764706
Y1050431,0
Y1050278,7.122941176
Y1050366,0
Y1050312,0
Y1050402,0
Y1050360,2.705882353
Y1050432,0
Y1050364,3.117647059
Y1050348,0
Y1050309,0
Y1050408,0
Y1050280,0.411764706
Y1050419,0
Y1050404,0
Y1050384,0
Y1050317,5.842941176
Y1050349,6.691176471
Y1050302,2.882352941
Y1050300,0
Y1050341,0.862941176
Y1050324,2.627647059
Y1050437,0
Y1050387,0
Y1050377,2.705882353
Y1050413,5.838235294
Y1050421,7.01
Y1050344,2.294117647
Y1050327,0
Y1050433,0
Y1050428,0
Y1050378,10
Y1050297,0
Y1050405,0
Y1050371,0.455882353
Y1050439,0
Y1050373,0
Y1050298,0
Y1050354,5.078235294
Y1050277,0
Y1050414,8.352941176
Y1050292,4.921764706
Y1050355,0
Y1050383,0
Y1050337,0.470588235
Y1050305,2.529411765
Y1050281,0
Y1050415,3.073529412
Y1050347,0
Y1050330,0
Y1050435,0
Y1050440,2.235294118
Y1050391,0
Y1050451,0
Y1050397,0
Y1050284,0
Y1050398,0
Y1050417,5.779411765
Y1050343,0
Y1050336,0
Y1050291,0
Y1050449,0
Y1050326,0
Y1050358,6.612941176
Y1050445,0
Y1050318,4.529411765
Y1050322,8.323529412
Y1050454,8.117647059
Y1050290,0
Y1050306,3.338235294
Y1050399,0
Y1050362,7.269411765
Y1050380,10
Y1050361,2.818823529
Y1050395,0
Y1050293,8.387058824
Y1050386,2.019411765
Y1050363,0
Y1050304,0
Y1050299,0
Y9999984,4.264705882
Y1050331,0.470588235
Y1050446,0
Y1050423,0.098235294
Y1050379,0
Y1050285,0
Y1050382,0
Y1050288,0
Y1050390,0.392352941
Y1050365,9.823529412
Y1050296,1.764705882
Y1050401,0
Y1050352,8.544117647
Y1050381,6.970588235
Y1050375,0
Y1050400,1.514705882
Y1050441,0
Y1050321,0
Y1050338,0
Y1050346,3.592941176
Y1050303,2.215882353
Y1050409,0
Y1050301,1.764705882
Y1050283,0.352941176
Y1050335,0
Y1050359,2.553529412
Y1050286,4.215882353
Y1050294,0
Y1050436,0.588235294
Y1050407,1.132352941
Y1050424,0
Y1050393,0
Y1050316,1.058823529
Y1050340,0
Y1050374,0
Y1050403,0.588235294
Y1050325,2.083529412
Y1050416,7.705882353
Y1050453,0.397058824
Y1050274,8.612941176
Y1050353,5.779411765
Y1050295,0.470588235
Y1050333,0
Y9999985,0
Y1050350,0
Y1050372,8.230588235
Y1050452,0
Y1050442,0
Y1050406,0
Y1050308,1.985294118
Y1050320,0
Y1050434,0
Y1050410,0
Y1050339,1.544117647
Y1050370,0
Y1050394,1.176470588
Y1050351,5.882352941
Y1050385,2.352941176
