username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_backward_seek_sum,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
Y1050160,1.1666666666666667,215.83333333333334,282.1666666666667,1.1666666666666667,20.138888888833332,25.833333333333332,1.1666666666666667,20.8055555555,27.0,3.0,1.0,2.0,0.09999999999999999,5.1523336475,1.0,2.3333333333333335,0.5083333333333333,3.0,0.6666666666666666,0.0,0.0,8.333333333333334,3.6666666666666665,5.5,1.95,1.8333333333333333,0.30833333333333335,0.0,13.833333333333334,4.0,5.5,1.2166666666666666,19.333333333333332,5.216666666666667,9.666666666666666,2.858333333333333,0.0,0.0,22.333333333333332,5.883333333333333,51.333333333333336,13.958333333333334,0.0,0.0,0.0,0.0,0.0,37.0,30.0
Y1050161,0.8333333333333334,93.33333333333333,148.16666666666666,0.5,12.916666666666666,19.333333333333332,0.16666666666666666,7.166666666666667,7.166666666666667,1.0,0.16666666666666666,0.8333333333333334,0.027777777833333333,1.8099696200000002,0.5,0.5,0.08333333333333333,1.0,0.16666666666666666,0.0,0.0,1.0,0.8333333333333334,2.1666666666666665,0.36111111116666667,0.3333333333333333,0.0555555555,0.0,3.1666666666666665,0.5277777778333334,1.1666666666666667,0.1944444445,4.333333333333333,0.7222222221666666,3.5,0.5833333333333334,0.0,0.0,5.333333333333333,0.8888888888333333,13.166666666666666,2.194444445,0.0,0.0,0.0,0.0,0.0,52.5,40.0
Y1050162,2.3333333333333335,368.1111111166667,1070.3333333333333,2.1666666666666665,18.194444445,48.0,2.1666666666666665,86.33333332166667,229.66666666666666,9.666666666666666,7.666666666666667,2.0,0.6572954821666667,8.225779930166667,3.6666666666666665,8.666666666666666,0.7291208791666666,9.5,0.8222222221666667,0.3333333333333333,0.024725274666666668,38.5,67.33333333333333,77.0,6.866361415833333,22.833333333333332,2.0394383394999998,0.3333333333333333,115.5,9.895726496333333,90.5,8.093223442833333,206.0,17.988949938333334,108.83333333333333,9.689407815000001,0.3333333333333333,0.024725274666666668,215.66666666666666,18.822283271666667,530.8333333333334,46.5253663,0.0,0.0,0.0,0.0,0.0,44.16666667,30.0
Y1050163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050164,0.5,6.055555555000001,18.166666666666668,0.0,0.0,0.0,0.5,0.6666666666666666,2.0,1.0,0.6666666666666666,0.3333333333333333,0.11111111116666667,1.2383962714999999,0.3333333333333333,0.16666666666666666,0.027777777833333333,0.6666666666666666,0.11111111116666667,0.3333333333333333,0.0555555555,0.0,0.0,0.16666666666666666,0.027777777833333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.027777777833333333,0.16666666666666666,0.027777777833333333,0.3333333333333333,0.0555555555,0.8333333333333334,0.13888888883333333,0.3333333333333333,0.0555555555,1.3333333333333333,0.22222222216666665,2.8333333333333335,0.4722222221666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050165,0.5,12.416666666666666,24.166666666666668,0.0,0.0,0.0,0.3333333333333333,2.8333333333333335,5.666666666666667,0.5,0.16666666666666666,0.3333333333333333,0.0555555555,1.2496988023333333,0.3333333333333333,0.3333333333333333,0.11111111116666667,0.5,0.16666666666666666,0.16666666666666666,0.0555555555,0.5,0.16666666666666666,3.6666666666666665,1.2222222221666665,0.16666666666666666,0.0555555555,0.0,4.166666666666667,1.388888888833333,0.3333333333333333,0.11111111116666667,4.5,1.5,4.166666666666667,1.388888888833333,0.16666666666666666,0.0555555555,5.0,1.6666666666666667,13.833333333333334,4.611111111666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y1050166,1.1666666666666667,24.833333333333332,65.66666666666667,0.5,1.0833333333333333,2.0,0.8333333333333334,2.4444444445,5.833333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,1.4750200893333332,0.8333333333333334,0.3333333333333333,0.22222222216666668,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.16666666666666666,2.0,1.1111111111666665,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,1.3333333333333333,0.8333333333333334,0.8333333333333334,3.5,2.1666666666666665,3.3333333333333335,2.1111111111666667,0.0,0.0,4.166666666666667,2.5,11.0,6.777777778333333,0.0,0.0,0.0,0.0,0.0,27.5,20.0
Y1050167,1.1666666666666667,142.02777778333333,311.0,0.6666666666666666,35.416666666666664,39.833333333333336,0.8333333333333334,9.0,13.0,4.0,2.0,2.0,0.2748316498333333,3.213253955666666,2.3333333333333335,1.3333333333333333,0.16456228966666667,3.5,0.4444444445,0.5,0.10185185183333334,0.8333333333333334,0.6666666666666666,3.8333333333333335,0.5345117845,0.5,0.07533670033333333,0.16666666666666666,4.666666666666667,0.6468855218333334,1.3333333333333333,0.21422558916666667,6.0,0.8611111111666666,7.166666666666667,0.9372895623333334,0.5,0.10185185183333334,10.0,1.3611111111666665,23.666666666666668,3.2613636363333334,0.6666666666666666,0.5,0.8333333333333334,0.5,1.294117647,47.66666667,30.0
Y1050168,1.0,59.583333333333336,158.83333333333334,0.6666666666666666,5.583333333333333,10.166666666666666,0.6666666666666666,4.666666666666667,13.333333333333334,1.8333333333333333,1.3333333333333333,0.5,0.1481481481666667,3.6263169956666665,1.5,1.0,0.11111111116666667,1.3333333333333333,0.2777777778333333,0.8333333333333334,0.09259259266666668,4.166666666666667,2.5,1.3333333333333333,0.1481481481666667,1.3333333333333333,0.1481481481666667,0.6666666666666666,5.5,0.6111111111666666,4.5,0.5,10.0,1.1111111111666667,4.0,0.574074074,1.0,0.11111111116666667,11.833333333333334,1.4444444445000002,26.833333333333332,3.24074074,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,1.029411765,11.33333333,10.0
Y1050169,1.1666666666666667,132.16666666666666,350.8333333333333,1.0,13.333333333333334,29.0,1.1666666666666667,19.555555555,52.666666666666664,4.0,2.0,2.0,0.25,2.6371643818333332,1.5,2.3333333333333335,0.3484848483333334,3.8333333333333335,0.48484848483333337,0.16666666666666666,0.015151515166666666,20.333333333333332,7.166666666666667,15.0,1.3636363635000002,2.6666666666666665,0.24242424249999997,0.0,35.333333333333336,4.303030303,9.833333333333334,0.8939393938333334,45.166666666666664,5.196969696666667,21.166666666666668,2.0606060605,0.16666666666666666,0.015151515166666666,49.166666666666664,5.696969696666667,115.66666666666667,12.969696968333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
