username,active_num_days,active_sum_count,video_num_days,num_watched,num_complete,seek_video_sum,pause_video_sum,stop_video_sum,video_sum_count,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,video_stop_sum,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,mt_mean,hw_mean,qz_mean,counseling_join_num,final_score
101302503,3.0,607.0,3.0,7.0,5.5,3.0,6.0,5.5,34.5,5.0,2.0,16.5,7.0,0.0,0.0,0.0,0.0,0.0,9.9,7.0,0,61.0
102602012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.57
103602527,1.5,238.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9444444445,7.777777778,0,47.15
104602001,1.0,218.5,1.0,2.5,1.5,1.5,1.0,1.5,9.5,0.5,0.5,3.0,1.5,1.5,0.5,0.5,0.5,6.9784920635,9.677777778,8.333333333,0,58.21
104602002,1.5,425.5,1.5,6.0,3.0,1.5,5.5,3.0,78.5,0.0,0.5,16.0,3.0,1.0,0.5,0.5,0.5,7.212222222,9.7944444445,6.722222222,0,69.33
104602003,2.5,357.5,1.0,2.0,0.5,1.5,1.0,0.5,17.0,10.0,0.5,3.0,0.5,0.5,0.5,0.5,0.5,5.293083333,9.261111111,6.555555556,0,55.3
104602005,2.5,624.0,1.0,1.0,0.5,0.5,1.0,0.5,8.0,0.5,0.5,4.0,0.5,4.0,2.0,1.0,2.0,7.9705917875,9.6333333335,8.333333333,0,74.12
104602006,1.0,70.0,1.0,2.5,1.0,1.0,2.5,1.0,14.5,1.0,2.0,7.5,1.0,1.0,0.5,1.0,1.0,5.998486842,9.6555555555,6.333333333,0,61.13
104602007,1.0,55.0,1.0,0.5,0.5,0.0,0.5,0.5,2.5,0.0,0.0,1.5,0.5,1.5,1.0,1.5,1.5,8.301352657,9.8333333335,9.777777778,0,85.72
104602008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,6.512254902,9.938888889,9.055555556,0,72.53
104602009,1.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,1.0,1.5,8.694378655,9.388888889,9.444444444,0,79.78
104602010,1.0,433.0,0.5,1.5,1.5,0.5,0.5,1.5,7.5,1.5,0.5,0.5,1.5,2.5,1.0,1.0,1.0,8.769362745,9.988888889,9.888888889,0,76.68
104602011,1.5,496.0,0.5,4.0,2.5,3.0,3.5,1.5,27.5,0.5,3.0,14.0,1.5,3.0,1.5,1.0,1.5,8.689398148,9.8833333335,8.333333333,0,70.97
104602012,2.5,1116.5,2.5,12.0,4.0,9.5,9.5,3.5,86.5,20.0,6.0,33.5,4.0,5.0,2.0,1.0,2.0,8.3666459625,9.9166666665,8.888888889,1,88.14
104602013,1.0,357.0,1.0,2.0,1.0,1.5,2.0,1.0,25.0,10.0,6.0,6.0,1.5,0.5,0.5,0.5,0.5,8.912199074,9.888888889,8.666666667,0,66.43
104602014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,1.8095833335,6.8944444445,3.111111111,0,50.89
104602016,1.0,26.0,0.5,1.0,0.5,0.5,1.0,0.5,7.0,2.5,0.5,3.5,0.5,3.5,1.5,1.0,1.5,3.918777778,9.3333333335,6.0,0,25.71
104602017,2.0,455.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,6.9125,9.588888889,9.0,0,52.83
104602018,2.5,771.5,1.0,1.5,0.0,0.5,1.5,0.0,19.5,1.5,5.0,12.0,0.0,2.0,1.0,1.0,1.0,7.523429293,9.7,7.777777778,0,54.02
104602019,3.0,660.0,1.5,8.0,6.5,5.5,6.0,5.5,66.5,9.5,28.0,16.0,7.0,1.0,0.5,0.5,0.5,5.563998016,9.8,6.444444444,0,80.67
104602020,1.0,601.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,3.5,1.5,1.0,1.5,8.089791667,9.5666666665,9.222222222,0,77.99
104602021,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,8.597583333,8.961111111,6.0,0,80.61
104602022,1.5,623.5,1.0,3.0,0.5,2.5,1.5,0.0,73.0,62.5,3.5,2.5,0.0,3.0,1.0,1.0,1.0,8.6564267675,9.6555555555,9.666666667,0,83.56
104602023,1.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,8.87291453,8.9,9.333333333,0,95.5
104602024,0.5,11.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.5,0.5,0.5,0.5,4.647708333,7.177777778,6.888888889,0,72.67
104602025,2.5,262.0,2.0,4.0,2.5,0.5,2.5,2.5,11.5,0.0,0.0,7.0,2.5,1.0,0.5,0.5,0.5,6.428323529,8.3666666665,5.388888889,0,61.38
104602026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.722222222,1.888888889,0,25.57
104602027,4.5,555.0,2.5,3.5,2.0,2.0,2.5,1.5,15.5,7.0,0.0,5.0,1.5,1.0,0.5,0.5,0.5,4.262416667,9.55,9.444444444,0,57.3
104602028,1.0,310.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,8.864871795,9.9055555555,9.333333333,4,104.16
104602029,2.5,447.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5,0.5,0.5,0.5,6.234867725,9.727777778,6.888888889,0,67.13
104602030,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.5,8.698527778,9.5333333335,4.777777778,0,54.11
104602031,3.5,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,4.480880231,9.2944444445,5.222222222,0,50.2
104602032,0.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,6.3333333335,9.5055555555,9.777777778,0,51.06
104602033,2.5,593.5,2.5,6.0,5.5,3.5,3.0,4.0,37.5,6.0,6.5,6.5,4.0,3.0,1.0,1.0,1.0,6.4375,7.55,6.611111111,0,82.94
104602035,1.0,267.0,0.5,1.5,1.0,0.0,1.0,1.0,3.5,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,6.620039683,9.938888889,9.777777778,0,80.48
104602037,3.0,1043.5,1.0,6.5,0.5,6.5,3.0,0.0,76.5,51.5,7.5,5.0,0.0,6.0,1.5,1.5,2.5,7.5694444445,9.9055555555,8.777777778,0,61.61
