username,active_avg_count,active_sum_count,problem_avg_count,problem_sum_count,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,final_score
101302503,185.90277780000002,328.05555560000005,7.064814814,15.72222222,0.0,0.0,0.0,0.0,9.9,7.0,2
102602012,0.9722222220000001,1.7222222219999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
103602527,172.8703704,465.16666669999995,11.25925926,14.83333333,0.0,0.0,0.0,0.0,9.488888889,7.777777778,1
104602001,104.387963,262.5,5.305555556,7.777777778,1.7777777780000001,0.833333333,0.5555555560000001,0.8888888890000001,9.555555556,8.333333332999999,1
104602002,85.22685186,248.11111110000002,4.833333333,11.66666667,2.166666667,1.277777778,0.833333333,1.5,9.588888889,6.722222222,2
104602003,136.15277780000002,338.05555560000005,4.944444444,10.5,2.222222222,1.166666667,0.833333333,1.166666667,9.522222222,6.555555556,1
104602005,135.89814819999998,287.55555560000005,11.91666667,19.44444444,5.555555556,1.611111111,1.0555555559999998,1.888888889,9.766666667,8.333333332999999,2
104602006,66.73611111,174.88888889999998,2.361111111,4.722222222,3.666666667,1.166666667,1.0,1.5,9.811111111,6.333333333,2
104602007,178.1259259,594.3888889,4.927777778,16.33333333,2.777777778,1.388888889,1.111111111,1.6666666669999999,9.666666667000001,9.777777777999999,3
104602008,45.31851852,163.72222219999998,4.6111111110000005,4.6111111110000005,2.277777778,0.944444444,0.5555555560000001,1.0,9.877777777999999,9.055555556,2
104602009,75.20370371,120.16666670000001,6.8611111110000005,9.055555556,2.611111111,1.0555555559999998,0.666666667,1.166666667,9.777777777999999,9.444444444,2
104602010,131.5,414.5,6.805555556,8.888888889,2.722222222,1.0,0.7222222220000001,1.0555555559999998,9.977777778,9.888888889,2
104602011,94.11150794,300.0,7.233333332999999,13.11111111,2.666666667,1.0555555559999998,0.833333333,1.111111111,9.766666667,8.333333332999999,2
104602012,139.15277780000002,457.6111111000001,8.004629629,15.66666667,5.0,1.388888889,0.944444444,1.7777777780000001,9.833333332999999,8.888888889,3
104602013,83.32407407,225.2222222,3.75,5.5,2.222222222,1.0555555559999998,0.7222222220000001,1.111111111,9.877777777999999,8.666666667000001,2
104602014,0.0,0.0,0.0,0.0,0.38888888899999996,0.166666667,0.111111111,0.166666667,7.188888888999999,3.111111111,1
104602016,12.01851852,24.44444444,0.0,0.0,1.611111111,0.5555555560000001,0.5,0.611111111,9.766666667,6.0,0
104602017,99.29166667,179.5,9.055555556,16.77777778,2.444444444,0.7222222220000001,0.38888888899999996,0.944444444,9.577777778,9.0,1
104602018,86.76018518,292.1666667,6.092592592999999,11.94444444,3.0,0.944444444,0.666666667,1.166666667,9.6,7.777777778,1
104602019,91.69444444,377.72222220000003,9.101851852000001,14.44444444,3.0555555560000003,0.944444444,0.611111111,1.0,9.8,6.444444444,3
104602020,60.67962963,149.5,10.63888889,12.16666667,1.7777777780000001,0.7222222220000001,0.5,0.7222222220000001,9.333333332999999,9.222222222000001,2
104602021,23.00648148,92.0,2.277777778,4.555555556,1.333333333,0.611111111,0.333333333,0.611111111,9.322222222,6.0,3
104602022,132.60277779999998,307.05555560000005,9.388888889,9.388888889,1.5,0.7222222220000001,0.5555555560000001,0.7222222220000001,9.611111111,9.666666667000001,3
104602023,28.30555556,98.66666667,1.611111111,4.833333333,2.111111111,0.7777777779999999,0.444444444,0.8888888890000001,8.3,9.333333332999999,3
104602024,78.91944444,128.6666667,5.583333333,5.722222222,1.4444444440000002,0.5,0.333333333,0.5555555560000001,6.955555556,6.8888888889999995,2
104602025,35.30092593,124.7777778,3.8055555560000003,9.388888889,3.5,1.0,0.5555555560000001,1.0555555559999998,8.333333332999999,5.3888888889999995,2
104602026,25.86111111,46.55555556,0.0,0.0,0.0,0.0,0.0,0.0,3.4444444439999997,1.888888889,0
104602027,60.41296297,184.22222219999998,5.0,7.5,2.611111111,0.8888888890000001,0.5555555560000001,0.8888888890000001,9.6,9.444444444,1
104602028,89.49537037,222.16666669999998,9.777777777999999,14.5,1.5,0.833333333,0.444444444,0.833333333,9.811111111,9.333333332999999,3
104602029,72.3287037,202.9444444,9.833333332999999,9.833333332999999,3.5,1.111111111,0.833333333,1.333333333,9.755555556000001,6.8888888889999995,2
104602030,71.89629629,189.5555556,4.5,4.5,1.611111111,0.611111111,0.38888888899999996,0.666666667,9.666666667000001,4.777777778,1
