number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.698707117434,165.71616882,0.569620281163,0.566204569109
2.0,0.719125761272,150.003969294,0.58947823317,0.5829098849
3.0,0.738477916302,130.171385743,0.752256180036,0.74626237794
4.0,0.801464618733,82.6892833772,0.873318438246,0.869198712661
5.0,0.829783353304,64.5428661846,0.9115786293,0.907954802632
6.0,0.838630601084,60.4736863056,0.914437479914,0.910194710322
