username,video_backward_seek_avg,video_stop_backward_seek_avg,watched_time_hour,qz_mean,video_pause_backward_seek_avg,watched_time_weekday,final_score
Y1050182,0.652338945642,2.70672658237,1.40330023826,1.77677119051,3.22690399065,-0.146065744381,90.0
Y1050183,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050184,-0.647249476904,-0.535506510819,-0.961078966259,-0.880100314498,-0.693650114862,-1.17052685565,10.0
Y1050185,0.0646243500979,1.32799379693,0.753606983059,1.6576957169,0.102643380557,-0.146065744381,99.0
Y1050186,2.45358046665,-0.0109898163058,0.130912721468,1.20372047374,1.25565066501,0.366164811256,85.0
Y1050187,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,20.0
Y1050188,-0.187867262952,-0.535506510819,1.52982959357,0.0799456915132,4.29916861212,1.64674120035,45.0
Y1050189,1.31330332761,0.222128713074,1.82540032929,1.79165562471,0.568471085425,2.15897175598,91.0
Y1050190,3.085887271,1.19758406784,1.40778276906,1.73956010501,3.44662126361,0.366164811256,90.0
Y1050191,1.16840403494,-0.535506510819,-0.168747338826,0.251116684833,1.84088949107,0.878395366893,40.0
Y1050192,0.910927034844,0.0327199053959,1.16526854738,0.705091927985,0.459703433624,2.15897175598,70.0
Y1050193,-0.463496591268,-0.535506510819,-0.858356588776,-0.828004794792,-0.316833606963,-0.914411577836,20.0
Y1050194,3.79235148986,-0.535506510819,1.90426599021,-0.716371538279,0.497359204073,1.90285647817,20.0
Y1050195,0.404382421796,0.146365191366,1.33997206852,0.273443336136,1.04985088065,-0.146065744381,40.0
Y1050196,-0.647249476904,-0.535506510819,-0.961078966259,-0.9024269658,-0.693650114862,-1.17052685565,10.0
Y1050197,3.7648152826,3.66191261892,2.32115647003,1.46419807227,1.96062575781,0.366164811256,80.0
Y1050198,2.10904380626,2.87385200011,1.00273638302,-0.277280729328,-0.693650114862,-0.146065744381,20.0
Y1050199,-0.14192904175,-0.535506510819,-0.126205725395,-0.64194936727,-0.458139797354,-0.914411577836,30.0
Y1050200,1.4920099689,-0.535506510819,1.38014997,-0.522873893657,2.82615862747,0.366164811256,30.0
Y1050201,0.600738870811,-0.535506510819,1.86435769978,0.779514098994,1.79490890437,0.110049533438,68.0
Y1050202,-0.484989116418,1.31934687278,2.39846156163,1.06976056593,1.55715563201,0.110049533438,75.0
Y1050203,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050204,0.0098961064768,1.98401943181,-0.0135447573514,1.64281128269,-0.015711910957,0.110049533438,90.0
Y1050205,2.42026163822,0.084376855424,1.88627424841,1.62792684849,1.53038644713,1.39062592253,88.0
Y1050206,-0.118799308157,1.22082969467,0.247334091349,1.36000703286,0.146940556084,0.366164811256,70.0
Y1050207,0.163455725293,0.10374820998,1.43337779517,0.459498763657,-0.241898506323,1.64674120035,40.0
Y1050208,-0.0522401334387,-0.535506510819,1.04072153031,0.809282967398,-0.497391517222,0.622280089074,70.0
Y1050209,-0.435933658436,-0.0809253737559,-0.706027217632,1.39721811837,0.436799408271,0.110049533438,85.0
Y1050210,-0.647249476904,-0.535506510819,-0.307644274645,-0.753582623783,-0.693650114862,-0.658296300018,20.0
Y1050211,0.530439471431,-0.535506510819,0.534186487783,-0.284722946429,0.231263131132,1.39062592253,40.0
Y1050212,-0.440527480667,-0.535506510819,-0.737825542948,-0.865215880296,-0.269731543687,-0.914411577836,20.0
Y1050213,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050214,1.51268216853,0.084376855424,0.576997853992,-0.545200544959,0.00517322650567,-0.658296300018,20.0
Y1050215,-0.517541557778,-0.134405512341,-0.226035692343,-0.530316110757,-0.460910507092,-0.914411577836,20.0
Y1050216,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050217,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050218,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050219,-0.647249476904,-0.535506510819,0.861471726691,-0.649391584371,-0.622997019666,0.110049533438,20.0
Y1050220,1.34671111127,-0.176626667205,-0.217228683097,-0.232627426723,1.15969212941,0.366164811256,30.0
Y1050221,-0.0959908202718,-0.535506510819,-0.0149840350173,1.37489146706,-0.568044612417,2.15897175598,80.0
Y1050222,0.0352612407786,0.438595921849,1.3714403799,0.682765276683,-0.0557535979947,1.13451064471,50.0
Y1050223,0.0543524495936,0.704260221667,0.87778196395,-0.433567288446,0.231263131132,0.366164811256,20.0
Y1050224,0.214092174084,2.75208919517,0.467524881924,1.49396694068,0.467079305889,1.39062592253,68.0
Y1050225,1.81810173736,4.3891224479,0.277491180063,0.943242875213,1.54840810621,0.366164811256,75.0
Y1050226,-0.17373242568,-0.535506510819,-0.752203532319,0.325538855842,-0.00233675268176,1.64674120035,40.0
Y1050227,-0.206242551598,-0.535506510819,0.064348163553,-0.880100314498,-0.411037734079,1.13451064471,10.0
Y1050228,1.24716881665,0.721276630019,1.18533070381,0.705091927985,1.10865274209,0.878395366893,66.0
Y1050229,0.274278152106,0.18225317641,-0.232204160956,2.00003770354,1.70465946217,0.878395366893,99.0
Y1050230,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,0.0
Y1050231,-0.647249476904,-0.535506510819,-0.80064517567,-1.05127130782,-0.693650114862,-0.402181022199,10.0
Y1050232,1.83341447794,1.16917274464,-0.313148723506,-1.05127130782,0.578105598663,0.110049533438,10.0
Y1050233,-0.647249476904,-0.535506510819,-0.787428321769,-1.05127130782,-0.55234392447,-0.402181022199,10.0
Y1050234,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050235,-0.647249476904,-0.535506510819,-0.790205280853,-1.05127130782,-0.580605162549,-0.402181022199,10.0
Y1050236,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,20.0
Y1050237,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,0.0
Y1050238,-0.509434812746,-0.535506510819,-0.787234103288,0.91347400681,-0.693650114862,-0.402181022199,40.0
Y1050239,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050240,-0.647249476904,-0.535506510819,-0.80044825929,-1.05127130782,-0.693650114862,-0.402181022199,10.0
Y1050241,0.709568704577,0.316833116913,1.71171814273,-0.455893939749,0.292128785313,1.13451064471,20.0
Y1050242,-0.171162455342,0.704260221667,-0.290672770917,-0.455893939749,-0.333961630434,-0.658296300018,20.0
Y1050243,-0.647249476904,0.316833116913,-0.766586687744,-1.05127130782,-0.622997019666,-0.402181022199,10.0
Y1050244,-0.426746014251,3.55572370229,-0.765134766206,-1.05127130782,-0.580605162549,-0.402181022199,10.0
Y1050245,-0.426746014251,-0.535506510819,-0.786194955243,-1.05127130782,-0.580605162549,-0.402181022199,10.0
Y1050246,-0.371620148588,-0.535506510819,-0.759477959485,-0.679160452775,-0.693650114862,-0.402181022199,30.0
Y1050247,-0.647249476904,-0.535506510819,-0.731278864207,-0.738698189582,-0.128425353295,-0.402181022199,30.0
Y1050248,-0.647249476904,-0.535506510819,-0.778458384024,-0.753582623783,-0.693650114862,-0.402181022199,30.0
Y1050249,-0.647249476904,-0.535506510819,-0.796614627424,-0.604738281766,-0.693650114862,-0.402181022199,30.0
Y1050250,-0.647249476904,-0.535506510819,-0.801343910332,-1.05127130782,-0.693650114862,-0.402181022199,10.0
Y1050251,-0.647249476904,-0.535506510819,-0.794782703513,-1.05127130782,-0.693650114862,-0.402181022199,0.0
Y1050252,-0.450371385328,-0.535506510819,-0.793385362274,-1.05127130782,-0.693650114862,-0.402181022199,10.0
Y1050253,-0.647249476904,-0.535506510819,-0.802578507899,-1.05127130782,-0.580605162549,-0.402181022199,10.0
Y1050254,-0.578342144825,-0.535506510819,-0.781430723029,-1.05127130782,-0.693650114862,-0.402181022199,20.0
Y1050255,-0.0500525987939,0.222128713074,-0.0023858342136,0.0204079547063,0.531003535387,0.110049533438,40.0
Y1050256,-0.647249476904,-0.535506510819,-0.961078966259,-0.20285855832,-0.693650114862,-1.17052685565,30.0
Y1050257,-0.302712816509,-0.535506510819,-0.779164608655,0.995338394919,-0.55234392447,-0.402181022199,40.0
Y1050258,-0.187867262952,-0.535506510819,-0.795777987498,-1.05127130782,-0.599445987746,-0.402181022199,10.0
Y1050259,1.2895305191,-0.239040552458,0.322832709689,1.55350467748,0.395210964456,1.39062592253,80.0
Y1050260,2.32916445037,0.269480918403,1.71365831327,0.74230301349,0.405398032377,2.4150870338,50.0
Y1050261,-0.647249476904,-0.535506510819,-0.961078966259,1.20372047374,-0.693650114862,-1.17052685565,82.0
Y1050262,-0.578342144825,-0.535506510819,0.0325044736501,0.995338394919,-0.128425353295,1.90285647817,50.0
Y1050263,0.482830769192,-0.535506510819,-0.841666232756,0.325538855842,2.75422093069,-0.914411577836,40.0
Y1050264,-0.471848995349,0.084376855424,-0.364607435831,0.779514098994,0.00759130042751,0.366164811256,40.0
Y1050265,-0.509434812746,2.87385200011,-0.803087647673,-0.455893939749,-0.693650114862,-0.146065744381,20.0
Y1050266,-0.607873858534,0.084376855424,0.884722260055,0.853936270003,-0.143106515948,1.13451064471,40.0
Y1050267,-0.154297024466,-0.535506510819,0.0846431498023,0.0427346060089,-0.200890066766,-0.658296300018,30.0
Y1050268,-0.361019020427,0.557236599909,0.517842579436,1.21116269084,-0.0632071112284,0.110049533438,60.0
Y1050269,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.0
Y1050270,-0.592123611241,-0.535506510819,-0.161686365437,-0.38147176874,-0.580605162549,0.622280089074,40.0
Y1050271,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,0.0
Y1050272,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,0.0
Y1050273,-0.647249476904,-0.535506510819,-0.567688754017,-0.0540142163023,-0.693650114862,-0.146065744381,40.0
Y9999986,2.08279339383,0.60094632843,0.709264032386,0.943242875213,0.588198898057,1.39062592253,58.0
Y9999987,-0.647249476904,-0.535506510819,-0.961078966259,0.682765276683,-0.693650114862,-1.17052685565,27.0
Y9999988,-0.49189476448,-0.535506510819,1.12432876542,0.0501768231097,-0.335674432725,2.4150870338,33.0
Y9999989,-0.647249476904,-0.535506510819,0.659204219084,1.09208721723,-0.693650114862,1.13451064471,59.0
Y9999990,0.293793261187,-0.176626667205,1.66326163971,1.65025349979,0.562168810116,1.39062592253,63.0
Y9999991,-0.607873858534,0.438595921849,-0.504957702854,0.645554191179,-0.612903720272,0.366164811256,36.0
Y9999992,-0.324445128976,0.316833116913,1.75492667914,0.109714559917,-0.101794571043,0.878395366893,38.0
Y9999993,0.777976708218,0.248010660467,0.267222046613,1.33768038156,0.571961851377,0.622280089074,49.0
Y9999994,-0.536997745578,-0.535506510819,0.580611005345,-0.12099417021,-0.693650114862,0.878395366893,20.0
Y9999995,-0.555373034224,-0.535506510819,0.811027176593,1.34512259866,-0.469354574459,1.64674120035,57.0
Y9999996,-0.647249476904,-0.535506510819,-0.961078966259,1.24837377635,-0.693650114862,-1.17052685565,54.0
Y9999997,-0.509434812746,0.251268527542,0.986418785819,1.51629359198,-0.176735162276,0.110049533438,58.0
Y9999998,-0.443808782221,-0.535506510819,-0.559019190939,0.764629664792,-0.464868664182,-0.658296300018,49.0
Y9999999,-0.29060183113,-0.535506510819,1.94169521255,2.00003770354,0.17131505096,0.110049533438,73.0
