username,forum_avg_count,video_stop_backward_seek_avg,watched_time_weekday,qz_mean,watched_time_hour,mt_online_num_day,video_avg_count,video_stop_backward_seek_sum,hw_mean,final_score
Y1050175,-0.152691298308,-0.314890908683,-0.38416283944,-0.258380911558,1.92103498097,-0.368204225225,-0.40343622071,-0.161264866482,-0.488866172418,30
Y1050176,-0.152691298308,-0.650293661385,-0.567024350118,1.2105650271,1.55456431999,1.22511587549,0.0810833673407,-0.607556011783,2.65721811764,90
Y1050177,-0.152691298308,0.993179804314,0.164421694789,-0.53764820052,0.795386861423,-0.368204225225,0.731253473796,0.285026276141,-0.302878530702,20
Y1050178,-0.152691298308,-0.650293661385,0.347283206564,-0.414770593363,-0.724394286707,-0.527536234628,-0.00812145429576,-0.607556011783,-0.566361023484,20
Y1050179,-0.152691298308,2.2087638315,-0.749885861893,1.72441683826,2.23113576518,1.06578386513,0.424598267621,3.40906428789,2.12880656155,95
Y1050180,-0.152691298308,-0.180729801968,-0.749885861893,0.216373479074,-0.806804820973,-0.527536234628,-0.688608114043,-0.161264866482,-0.550862053341,40
Y1050181,-0.152691298308,-0.650293661385,-1.84705493035,-0.330990406742,-1.3421439712,-0.686868244986,-0.878359201804,-0.607556011783,-0.674853814485,20
Y1050182,-0.152691298308,1.58243640945,-0.749885861893,1.48424697017,1.50637509583,1.22511587549,0.140735002231,2.07019085467,1.82564670531,90
Y1050184,-0.152691298308,-0.650293661385,-1.84705493035,-0.872768947006,-1.3421439712,-0.527536234628,-0.878359201804,-0.607556011783,-0.447535585253,10
Y1050185,4.50635088169,0.632986418759,0.347283206564,1.53451508214,0.735013715254,2.02177592537,-0.350109621643,1.17760856674,2.83824608927,99
Y1050186,-0.152691298308,-0.28909069477,-0.38416283944,1.30551590516,0.46375558439,0.587787835015,0.191444344784,-0.161264866482,2.28896258659,85
Y1050187,-0.152691298308,-0.650293661385,-1.4813319079,-0.610257695369,-0.759459935509,-0.686868244986,-0.531572731058,-0.607556011783,-0.674853814485,20
Y1050188,-0.152691298308,-0.650293661385,0.713006229017,0.339251086231,1.74285611839,0.906451855732,-0.0593760586391,-0.607556011783,0.275749688906,45
Y1050189,-0.152691298308,-0.12855603668,2.3587598317,1.56802715679,1.63050591425,0.587787835015,1.3615760529,0.285026276141,1.96699731314,91
Y1050190,-0.152691298308,0.934484332452,0.895867740793,1.4730762784,1.62349397856,0.428455825612,2.39059402081,1.17760856674,1.77997640656,90
Y1050191,-0.152691298308,-0.650293661385,0.895867740793,-0.107576575639,-0.693251309301,-0.527536234628,2.04926016729,-0.607556011783,-0.571527346748,40
Y1050192,-0.152691298308,-0.2589904499,1.44445227502,0.735810636128,1.26978282594,4.73042009669,0.340846063493,-0.161264866482,2.08747597438,70
Y1050193,-0.152691298308,-0.2589904499,-0.932747373668,-0.638184424466,-0.407865690648,-0.527536234628,-0.642806127326,-0.161264866482,-0.654188521078,20
Y1050194,-0.152691298308,-0.650293661385,1.26159076325,-0.666111153228,2.08988342269,-0.527536234628,0.512058251843,-0.607556011783,-0.344209117516,20
Y1050195,-0.152691298308,-0.180729801968,-0.749885861893,0.272226936934,1.47064727111,-0.208872214866,0.646737903005,-0.161264866482,-0.189219416086,40
Y1050196,-0.152691298308,-0.650293661385,-0.38416283944,-1.19671900182,-0.660003518936,-0.686868244986,-0.793298369341,-0.607556011783,-0.674853814485,10
Y1050197,-0.152691298308,2.60141828809,-0.0184398158894,1.19380898977,1.89015024599,1.22511587549,5.41614239822,6.08681115434,1.2263531923,80
Y1050198,-0.152691298308,2.28448041067,-0.201301327665,-0.280722294769,1.27398247444,-0.686868244986,-0.446511898594,0.285026276141,-0.674853814485,20
Y1050199,-0.152691298308,-0.314890908683,-1.11560888435,-0.330990406742,-0.0898134384251,1.06578386513,-0.136803226552,-0.161264866482,0.782049381063,30
Y1050200,-0.152691298308,0.0205118440183,0.347283206564,-0.57674562072,1.33883220469,0.109791804895,1.27433417316,-0.161264866482,-0.137556182042,30
Y1050201,-0.152691298308,-0.2589904499,-0.38416283944,0.707883907366,1.84001872653,1.06578386513,0.719802977382,-0.161264866482,1.65929109214,68
Y1050202,-0.152691298308,0.627031823229,-0.567024350118,1.06534603706,1.94011892624,0.109791804895,0.254694707332,0.731317421442,1.7516649545,75
Y1050203,-0.152691298308,-0.650293661385,-0.932747373668,-1.0738413949,-1.00200916131,-0.686868244986,-0.806384651282,-0.607556011783,-0.674853814485,10
Y1050204,-0.152691298308,2.02387934832,-0.201301327665,1.47866162428,-0.369311544795,-0.208872214866,0.140189740833,2.51648199997,1.66466406859,90
Y1050205,-0.152691298308,0.167885773128,0.530144718339,1.37254005445,1.32168614252,-0.0495402045078,0.0446598825887,0.731317421442,2.03415951733,88
Y1050206,-0.152691298308,0.559188984613,-0.201301327665,1.3669547089,0.622765633148,-0.527536234628,-0.3440026903,0.285026276141,0.327412922598,70
Y1050207,-0.152691298308,-0.210077551986,2.3587598317,0.635274412182,1.3783931948,-0.686868244986,4.60152134898,0.731317421442,-0.674853814485,40
Y1050208,-0.152691298308,-0.650293661385,1.6273137868,0.70229856148,0.489496718643,0.269123815253,0.524817376711,-0.607556011783,1.660324357,70
Y1050209,-0.152691298308,0.132312761585,-0.0184398158894,1.22732106442,-0.562731031049,1.06578386513,-0.362541589593,0.285026276141,2.20485484209,85
Y1050210,-0.152691298308,-0.650293661385,-0.38416283944,-0.582330966606,-0.824977701488,-0.686868244986,-0.744224812158,-0.607556011783,-0.674853814485,20
Y1050211,-0.152691298308,-0.2589904499,1.6273137868,-0.370087827277,1.07749355743,0.747119845373,1.50334410694,-0.161264866482,-0.00839809728324,40
Y1050212,-0.152691298308,-0.2589904499,-0.38416283944,-0.889524984331,-0.0322638787727,-0.686868244986,-0.145527414408,-0.161264866482,-0.674853814485,20
Y1050213,-0.152691298308,-0.650293661385,-1.84705493035,-1.39220610396,-1.3421439712,-0.686868244986,-0.878359201804,-0.607556011783,-0.674853814485,10
Y1050214,-0.152691298308,-0.223417438357,-0.567024350118,-0.761062031287,1.00447970908,-0.368204225225,-0.217392912768,-0.161264866482,-0.576693670012,20
Y1050215,-0.152691298308,-0.374079619804,-0.201301327665,-0.442697322125,-0.202058366177,-0.686868244986,-0.448147683965,-0.161264866482,-0.674853814485,20
Y1050216,-0.152691298308,-0.650293661385,-0.567024350118,-1.39220610396,-0.72209407385,-0.686868244986,-0.734410100721,-0.607556011783,-0.674853814485,10
Y1050218,-0.152691298308,-0.650293661385,-1.11560888435,-1.36427937506,-0.754964409084,-0.686868244986,-0.757311094099,-0.607556011783,-0.674853814485,10
Y1050219,-0.152691298308,-0.650293661385,-0.38416283944,-0.36450248139,1.17453760448,-0.527536234628,-0.684246020036,-0.607556011783,-0.220217356372,20
Y1050220,-0.152691298308,0.0237214350198,-0.38416283944,-0.330990406742,-0.773611396161,-0.686868244986,0.669093634829,0.285026276141,-0.674853814485,30
Y1050221,-0.152691298308,-0.650293661385,0.713006229017,1.19380898977,-0.149505344207,0.747119845373,-0.72786695979,-0.607556011783,1.83680596387,80
Y1050222,-0.152691298308,0.0205118440183,1.07872925257,0.646445103955,1.11982045132,-0.686868244986,-0.589370476136,-0.161264866482,-0.674853814485,50
Y1050223,-0.152691298308,0.20345878467,0.530144718339,-0.677281844666,0.57991999618,-0.527536234628,-0.0713718168435,0.285026276141,-0.592192640155,20
Y1050224,-0.152691298308,1.61367490526,0.164421694789,1.38371074623,0.113346710869,-0.527536234628,-0.0631928907772,1.62389970937,0.193088514575,68
Y1050225,-0.152691298308,3.13230401207,-0.0184398158894,0.886614972047,0.444744912907,1.86244391597,-0.0513061846167,4.30164657581,2.03849922891,75
Y1050226,-0.152691298308,-0.650293661385,0.530144718339,0.534738188237,-1.11456400341,-0.527536234628,1.00279382367,-0.607556011783,-0.674853814485,40
Y1050227,-0.152691298308,-0.650293661385,-0.0184398158894,-0.900695675768,-0.144606918784,-0.527536234628,-0.498857026243,-0.607556011783,-0.674853814485,10
Y1050228,4.50635088169,0.73691458186,-0.201301327665,0.719054598804,0.807343291816,0.109791804895,0.268326250906,1.62389970937,1.31852040147,66
Y1050229,-0.152691298308,-0.15601591463,0.895867740793,1.84729444542,0.2392455122,1.38444788585,0.0272426646589,0.285026276141,2.8314265423,99
Y1050231,-0.152691298308,-0.650293661385,-0.749885861893,-1.28049918844,-1.09232862053,0.109791804895,-0.688608114043,-0.607556011783,-0.550862053341,10
Y1050232,-0.152691298308,1.11057077621,0.164421694789,-1.00123189971,-0.616073489253,-0.686868244986,0.371380720991,0.285026276141,-0.674853814485,10
Y1050233,-0.152691298308,-0.650293661385,-0.201301327665,-1.25257245958,-0.974646003104,-0.686868244986,-0.315649079571,-0.607556011783,-0.674853814485,10
Y1050234,-0.152691298308,-0.650293661385,-1.29847039612,-1.30842591734,-1.20624613925,0.747119845373,-0.799841510311,-0.607556011783,-0.550862053341,10
Y1050235,-0.152691298308,-0.650293661385,-0.201301327665,-1.25257245958,-0.958111437612,-0.208872214866,-0.453055039683,-0.607556011783,-0.628356904056,10
Y1050236,-0.152691298308,-0.650293661385,-1.29847039612,-0.973305170952,-1.21160043991,2.34043994609,-0.85218663796,-0.607556011783,-0.302878530702,20
Y1050237,-0.152691298308,-0.650293661385,-1.29847039612,-1.50391301944,-1.22434865552,-0.686868244986,-0.839100356058,-0.607556011783,-0.674853814485,0
Y1050238,-0.152691298308,4.04534484826,-0.201301327665,0.78049340255,-0.935755432363,3.29643200633,-0.66897869117,-0.161264866482,0.172423221169,40
Y1050239,-0.152691298308,-0.650293661385,-1.29847039612,-1.28049918844,-1.21882121065,-0.527536234628,-0.865272919902,-0.607556011783,-0.654188521078,10
Y1050240,-0.152691298308,-0.650293661385,-0.201301327665,-1.3363526462,-0.975045537606,0.747119845373,-0.318920649919,-0.607556011783,-0.519864112704,10
Y1050241,-0.152691298308,-0.063338858244,0.895867740793,-0.48179474266,0.875369979728,-0.0495402045078,2.0824120817,-0.161264866482,-0.473367202275,20
Y1050242,-0.152691298308,1.76867163061,-0.38416283944,-0.554404237844,-0.602051217893,-0.527536234628,0.250332613404,0.731317421442,-0.674853814485,20
Y1050243,-0.152691298308,-0.063338858244,-0.201301327665,-0.973305170952,-0.927757539417,-0.686868244986,-0.518486449116,-0.161264866482,-0.674853814485,10
Y1050244,-0.152691298308,2.16708943877,-0.201301327665,-1.02915862848,-0.919906871246,-0.686868244986,-0.387623629975,0.731317421442,-0.674853814485,10
Y1050245,-0.152691298308,-0.650293661385,-0.201301327665,-1.1408655442,-0.971782805088,-0.686868244986,-0.662435550199,-0.607556011783,-0.674853814485,10
Y1050246,-0.152691298308,-0.650293661385,-0.749885861893,-0.805744797709,-1.04103027104,1.70311190561,-0.767125805536,-0.607556011783,0.499554817883,30
Y1050247,-0.152691298308,-0.650293661385,-0.201301327665,-0.45945335945,-0.905872654712,-0.208872214866,-0.675521832102,-0.607556011783,0.56506379871,30
Y1050248,-0.152691298308,-0.650293661385,-0.201301327665,-0.358917135504,-0.987055738604,0.269123815253,-0.655892409228,-0.607556011783,-0.0858929483495,30
Y1050249,-0.152691298308,-0.650293661385,-0.201301327665,-0.202527454033,-0.998449992228,2.34043994609,-0.570831576804,-0.607556011783,-0.426870291846,30
Y1050250,-0.152691298308,-0.650293661385,-0.749885861893,-1.50391301944,-1.10997241005,2.49977195549,-0.754039523594,-0.607556011783,-0.416537644967,10
Y1050251,-0.152691298308,-0.650293661385,-0.749885861893,-1.50391301944,-1.10004660701,-0.686868244986,-0.682064973072,-0.607556011783,-0.674853814485,0
Y1050252,-0.152691298308,-0.12855603668,-0.201301327665,-1.20788969339,-0.975757134103,-0.686868244986,-0.505400167214,-0.161264866482,-0.674853814485,10
Y1050253,-0.152691298308,-0.12855603668,-0.38416283944,-0.973305170952,-0.527510964732,-0.527536234628,-0.306924891322,-0.161264866482,-0.592192640155,10
Y1050254,-0.152691298308,-0.650293661385,-0.201301327665,-0.649355115904,-0.960566839242,2.49977195549,-0.367994207102,-0.607556011783,-0.1582214758,20
Y1050255,-0.152691298308,1.01181329997,-0.0184398158894,0.389519198204,-0.0549039897802,0.428455825612,-0.394712032461,0.731317421442,0.413587196832,40
Y1050256,-0.152691298308,4.04534484826,-0.749885861893,-0.113161921525,-1.08608875289,0.109791804895,-0.695151254975,-0.161264866482,-0.442369261989,30
Y1050257,-0.152691298308,-0.650293661385,-0.201301327665,0.674371832718,-0.965193987838,-0.527536234628,-0.197872542332,-0.607556011783,-0.612857933913,40
Y1050258,-0.152691298308,-0.650293661385,-0.201301327665,-1.1408655442,-0.930243567537,-0.527536234628,-0.28293337452,-0.607556011783,-0.571527346748,10
Y1050259,-0.152691298308,-0.446135460413,2.54162134348,1.48424697017,-0.0063339072067,2.49977195549,0.831581635323,-0.161264866482,1.48714919685,80
Y1050260,-0.152691298308,-0.095947447462,3.27306738948,0.791664093988,1.08181607277,-0.686868244986,1.33322244178,0.285026276141,-0.674853814485,50
Y1050261,-0.152691298308,-0.650293661385,-1.11560888435,1.24966244763,-0.796276605014,0.269123815253,-0.767125805536,-0.607556011783,1.44685187455,82
Y1050262,-0.152691298308,-0.650293661385,0.895867740793,1.06534603706,-0.117386511554,-0.368204225225,-0.61009042255,-0.607556011783,-0.240882649779,50
Y1050263,-0.152691298308,-0.650293661385,-1.4813319079,0.423031272853,-1.15516089865,-0.686868244986,0.5807612319,-0.607556011783,-0.674853814485,40
Y1050264,-0.152691298308,0.167885773128,1.07872925257,0.903371009372,0.458172236942,-0.527536234628,-0.256215549161,0.285026276141,-0.519864112704,40
Y1050265,-0.152691298308,2.55127805358,0.895867740793,-0.163430033498,-0.646228154634,-0.686868244986,-0.0997254279656,1.62389970937,-0.674853814485,20
Y1050266,-0.152691298308,1.34179540758,0.895867740793,0.931297738469,1.21870639404,-0.208872214866,0.240517901967,1.62389970937,-0.406204998439,40
Y1050267,-0.152691298308,-0.650293661385,-1.11560888435,0.210788133523,0.0602199668908,-0.368204225225,-0.482172016683,-0.607556011783,-0.0755603014704,30
Y1050268,8.69948884033,0.102212516715,-0.567024350118,1.28317452228,-0.286323692151,-0.686868244986,-0.569413896228,0.285026276141,-0.674853814485,60
Y1050270,-0.152691298308,-0.650293661385,0.713006229017,0.0990812178042,-0.117410819986,1.22511587549,-0.535934824986,-0.607556011783,0.964523922875,40
Y1050273,-0.152691298308,-0.650293661385,-0.38416283944,-0.308649023531,-0.824403872208,-0.0495402045078,-0.740953241692,-0.607556011783,0.921540112349,40
Y9999986,-0.152691298308,0.132312761585,1.07872925257,0.942468429907,0.876535543943,-0.368204225225,0.603116963331,0.285026276141,-0.426870291846,58
Y9999988,-0.152691298308,-0.650293661385,1.99303680925,0.0767398349286,0.649139429159,-0.686868244986,-0.161885266933,-0.607556011783,-0.674853814485,33
Y9999989,-0.152691298308,-0.650293661385,0.895867740793,1.16588226101,0.452978024367,-0.686868244986,-0.688608114043,-0.607556011783,-0.674853814485,59
Y9999990,-0.152691298308,-0.403154788007,0.713006229017,1.48424697017,1.6960344333,-0.686868244986,0.643902542011,-0.161264866482,-0.674853814485,63
Y9999991,-0.152691298308,0.0205118440183,0.530144718339,0.551494225561,-0.459727208206,-0.686868244986,0.377923862079,-0.161264866482,-0.674853814485,36
Y9999992,-0.152691298308,-0.063338858244,1.26159076325,0.288982974258,1.82815957525,-0.686868244986,-0.223499844111,0.285026276141,-0.674853814485,38
Y9999993,-0.152691298308,-0.110732707712,0.713006229017,0.959224467231,-0.370739914635,-0.527536234628,2.30324308902,0.285026276141,-0.674853814485,49
Y9999994,-0.152691298308,-0.650293661385,-0.38416283944,-0.470624051223,-0.248519724206,-0.686868244986,-0.734410100721,-0.607556011783,-0.674853814485,20
Y9999995,-0.152691298308,-0.650293661385,2.72448285525,1.17146760656,0.5590278918,-0.686868244986,-0.191329401243,-0.607556011783,-0.674853814485,57
Y9999997,-0.152691298308,-0.108489225549,-0.38416283944,1.30551590516,0.59025758283,-0.686868244986,-0.595368355396,0.731317421442,-0.674853814485,58
Y9999998,-0.152691298308,-0.650293661385,0.713006229017,0.668786486831,0.158367122354,-0.686868244986,0.75306394383,-0.607556011783,-0.674853814485,49
Y9999999,-0.152691298308,-0.2589904499,0.347283206564,1.87522117318,1.49857980074,-0.686868244986,1.57859022769,0.285026276141,-0.674853814485,73
