evaluation_num,kfold_split_num,username,video_backward_seek_avg,problem_num_days,watched_time_weekday,qz_mean,label_val_predict,label_val_test
1,1,Y1050163,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,0.0
1,1,Y1050170,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,10.0
1,1,Y1050187,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,20.0
1,1,Y1050195,-0.303428911639,0.776061074877,0.207836885505,0.29138930928,37.1091129044,40.0
1,1,Y1050207,0.356862209637,-0.188364338562,1.1412797397,0.252238331406,38.7016318868,40.0
1,1,Y1050217,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,10.0
1,1,Y1050218,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,10.0
1,1,Y1050222,0.795171383762,1.2582737816,2.0747225939,1.16576114846,55.8528740847,50.0
1,1,Y1050260,2.37776480729,0.293848368157,1.6080011668,1.16576114846,54.9336666,50.0
1,1,Y1050264,-0.454877092418,0.776061074877,0.207836885505,0.317489961196,37.5749005631,40.0
1,1,Y1050268,-0.221879890986,1.74048648832,0.674558312605,1.36151603783,77.8299382222,60.0
1,1,Y1050269,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,10.0
1,1,Y1050272,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.9038213258,0.0
1,2,Y1050161,-0.454877092418,-0.670577045282,-0.725605968694,-0.0740198175427,28.5615232714,40.0
1,2,Y1050162,1.05960471538,0.776061074877,-0.258884541594,0.317489961196,36.0756419999,30.0
1,2,Y1050182,0.524728203654,1.2582737816,0.207836885505,1.88352907615,83.7439012374,90.0
1,2,Y1050186,1.7327077409,1.2582737816,1.1412797397,1.16576114846,73.6243011402,85.0
1,2,Y1050193,-0.454877092418,-0.670577045282,-0.725605968694,-0.465529596281,21.8043957303,20.0
1,2,Y1050203,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0472681892,10.0
1,2,Y1050209,-0.454877092418,4.15155002191,0.674558312605,1.5572709272,78.0625325121,85.0
1,2,Y1050215,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0472681892,20.0
1,2,Y1050229,0.338422901925,0.293848368157,2.0747225939,1.94878070594,89.4064103595,99.0
1,2,Y1050249,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0472681892,30.0
1,2,Y1050258,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0472681892,10.0
1,2,Y1050261,-0.454877092418,2.22269919504,-0.725605968694,1.70082451274,78.0227733576,82.0
1,2,Y1050266,-0.454877092418,0.293848368157,0.207836885505,0.447993220775,39.3586718326,40.0
1,3,Y1050166,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0124102205,20.0
1,3,Y1050175,-0.286601336165,0.293848368157,0.207836885505,0.434942894817,39.3730763555,30.0
1,3,Y1050176,-0.299545624797,2.70491190175,0.207836885505,1.36151603783,73.9531381376,90.0
1,3,Y1050189,1.61000666879,0.293848368157,1.6080011668,1.79217679444,85.9921389131,91.0
1,3,Y1050190,2.59211606865,1.2582737816,1.1412797397,1.75302581657,83.672536343,90.0
1,3,Y1050202,-0.382758911023,0.776061074877,0.207836885505,1.10050951867,70.3145016479,75.0
1,3,Y1050204,-0.0314735764721,0.776061074877,0.674558312605,1.81827744636,83.9638736024,90.0
1,3,Y1050225,2.17022470776,1.2582737816,1.1412797397,1.23101277825,74.5898960827,75.0
1,3,Y1050246,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0124102205,30.0
1,3,Y1050247,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0124102205,30.0
1,3,Y1050250,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0124102205,10.0
1,3,Y1050251,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.0124102205,0.0
1,3,Y9999986,0.933397898061,0.293848368157,-0.258884541594,1.42676766762,55.463472106,58.0
1,4,Y1050167,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,14.4991885503,30.0
1,4,Y1050168,-0.454877092418,-0.670577045282,-0.725605968694,-0.752636767356,16.3015868322,10.0
1,4,Y1050177,-0.0762566404694,-0.188364338562,1.1412797397,-0.85703937502,17.7594556881,20.0
1,4,Y1050178,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,14.4991885503,20.0
1,4,Y1050188,-0.454877092418,-0.188364338562,3.0081654481,-0.230623729038,31.7267641755,45.0
1,4,Y1050200,0.371203893469,1.2582737816,0.674558312605,-0.269774706912,27.0172410834,30.0
1,4,Y1050219,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,14.4991885503,20.0
1,4,Y1050220,0.22663972109,-0.670577045282,0.674558312605,-0.400277966491,24.9579314497,30.0
1,4,Y1050231,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,14.4991885503,10.0
1,4,Y1050238,-0.454877092418,-0.670577045282,-0.725605968694,0.186986701616,32.52317137,40.0
1,4,Y1050255,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,14.4991885503,40.0
1,4,Y9999989,-0.454877092418,-0.188364338562,0.207836885505,1.16576114846,50.9817798747,59.0
1,4,Y9999996,-0.454877092418,-0.670577045282,-0.725605968694,1.16576114846,49.4206552635,54.0
1,5,Y1050173,-0.454877092418,0.776061074877,0.207836885505,1.75302581657,83.1095773386,70.0
1,5,Y1050181,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.5787246829,20.0
1,5,Y1050185,0.266304721034,0.293848368157,0.207836885505,1.5572709272,79.7658769036,99.0
1,5,Y1050198,-0.454877092418,-0.670577045282,-0.725605968694,0.0564834420368,31.3498089198,20.0
1,5,Y1050212,-0.454877092418,-0.188364338562,-0.725605968694,-0.530781226071,21.137075803,20.0
1,5,Y1050213,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.5787246829,10.0
1,5,Y1050216,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.5787246829,10.0
1,5,Y1050235,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.5787246829,10.0
1,5,Y1050244,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.5787246829,10.0
1,5,Y1050245,-0.454877092418,-0.670577045282,-0.725605968694,-0.85703937502,15.5787246829,10.0
1,5,Y1050262,-0.328670275102,-0.188364338562,2.0747225939,0.447993220775,43.1162304021,50.0
