username,video_stop_backward_seek_sum,qz_mean,watched_time_hour,mt_online_num_day,indicator,final_score
Y1050229,1.65495157963,-0.306043450254,0.35784342848,0.406012101622,1.0,99.0
Y1050230,-2.34251139733,-0.500853990576,0.29323281851,-0.288650270222,0.0,0.0
Y1050231,-1.56538811348,0.42737190982,0.359713399167,-0.276705017025,0.0,10.0
Y1050232,-0.0578855343993,-1.03540559456,0.91752862178,0.0525074976943,0.0,10.0
Y1050233,-1.50828622165,-0.405303840482,-0.12055665652,-0.187777425366,0.0,10.0
Y1050234,-1.64162125932,1.09220705304,0.760470420506,-0.337067296283,0.0,10.0
Y1050235,-1.42208297798,0.0962565964489,0.10036658729,-0.304700444667,0.0,10.0
Y1050236,-0.811820272133,2.93027100288,1.29359864309,0.0253492785767,0.0,20.0
Y1050237,-2.22056965419,-0.50915593177,0.218670262669,-0.420824978392,0.0,0.0
Y1050238,0.497306097136,3.68342410164,2.06171365492,0.0798226973899,0.0,40.0
Y1050239,-1.7884488201,-0.234014191661,0.131262044314,-0.0036112656465,0.0,10.0
Y1050240,-1.45270357497,1.06241806353,0.634254030155,-0.653516527529,0.0,10.0
Y1050241,-0.29260344314,0.384859396871,-0.374926413597,-0.241324144595,0.0,20.0
Y1050242,0.497801488684,-1.24594531793,1.58327987351,-0.153992101249,0.0,20.0
Y1050243,-0.574349043712,-0.641465924107,0.329705475626,0.320341618568,0.0,10.0
Y1050244,0.095307101467,-1.40461334508,1.72747754775,0.178428791889,0.0,10.0
Y1050245,-1.30363727034,-0.351527607038,-0.202888625455,0.0371128228705,0.0,10.0
Y1050246,-0.929046497105,2.19397058074,0.957630910644,-0.262985437981,0.0,30.0
Y1050247,-0.359580535494,0.362465052983,-0.335297780552,0.777198729879,0.0,30.0
Y1050248,-0.172849661172,0.92489042866,-0.133040433779,0.998024811068,0.0,30.0
Y1050249,0.195404505139,3.12576295022,0.844651329507,0.67578088419,0.0,30.0
Y1050250,-1.64158962022,2.8342881274,1.68886765697,-1.20496366604,0.0,10.0
Y1050251,-2.09189213934,-0.517916452441,0.139989048675,-0.560300702912,0.0,0.0
Y1050252,-1.04757667014,-0.751436876293,0.529179635051,-0.104815643242,0.0,10.0
Y1050253,-0.136984793876,-0.502099124662,0.153485564861,-0.161553478577,0.0,10.0
Y1050254,0.055965073185,3.23669025989,0.978321294906,0.372380316064,0.0,20.0
Y1050255,2.13344157496,0.0130289965172,1.35513142501,0.371379961183,0.0,40.0
Y1050256,-0.219739195006,0.315525201405,0.654536320849,0.790256296756,0.0,30.0
Y1050257,-0.769575219164,-0.0494716575009,-0.33122848081,0.567187080152,0.0,40.0
Y1050258,-1.23760695446,-0.186879944748,-0.152052513617,-0.0422871721799,0.0,10.0
Y1050259,0.384843333132,2.30777568488,0.298443439758,0.777615685038,1.0,80.0
Y1050260,0.647192108576,-0.470721241692,-0.256708246146,0.671465193729,0.0,50.0
Y1050261,0.207664503285,0.476191533343,-0.585839455007,1.16745583949,1.0,82.0
Y1050262,0.633154920851,0.261153300375,-0.947921760479,0.602410064339,0.0,50.0
Y1050263,-0.535466724988,-0.0822079246787,-0.469281366357,1.32636512263,0.0,40.0
Y1050264,1.84901354538,-0.674468840594,0.046059433475,0.0996441454009,0.0,40.0
Y1050265,1.89730962941,-1.95708910532,2.61477636173,0.707675598399,0.0,20.0
Y1050266,2.51435180603,-1.0821088775,1.63959449509,0.0584324711296,0.0,40.0
Y1050267,0.644363928941,0.175753950947,-1.0082790952,0.0318695672162,0.0,30.0
Y1050268,-0.290777304048,0.0196240411881,-0.543994418152,1.84288935053,1.0,60.0
Y1050269,-1.83829897724,-0.36590892806,0.0919337927113,0.281607128797,0.0,10.0
Y1050270,1.18827626023,1.95541621739,-0.349564451871,0.190446073492,0.0,40.0
Y1050271,-2.34251139733,-0.500853990576,0.29323281851,-0.288650270222,0.0,0.0
Y1050272,-2.34251139733,-0.500853990576,0.29323281851,-0.288650270222,0.0,0.0
Y1050273,-1.19657231201,0.368537361091,0.128591626025,0.224783334487,0.0,40.0
Y9999986,1.8591212308,-0.55679563403,0.0989879417314,-0.254174887833,0.0,58.0
Y9999987,-2.34251139733,-0.500853990576,0.29323281851,-0.288650270222,0.0,27.0
Y9999988,0.162075430467,-0.214333663961,-0.94930429145,0.0118965732698,0.0,33.0
Y9999989,0.824019044388,-0.0731998863579,-1.23634901364,0.522864648944,0.0,59.0
Y9999990,1.21903634337,-0.161031224469,-1.51640897573,-0.307342673674,1.0,63.0
Y9999991,0.363947261822,-0.553001062266,-0.147719381608,0.308410013828,0.0,36.0
Y9999992,1.63243653648,-0.21287415251,-1.78416782443,-0.911783544285,0.0,38.0
Y9999993,-0.287849837904,-0.407191823584,0.29923704526,0.560362546883,0.0,49.0
Y9999994,-1.30601516616,-0.368292962341,-0.212135330022,-0.0719879087334,0.0,20.0
Y9999995,0.533789928044,-0.165160556614,-1.12950996064,0.100372932678,0.0,57.0
Y9999996,-0.779452895053,-0.0825242967763,-0.330794161466,1.47914766674,0.0,54.0
Y9999997,1.52194510827,-1.25460280243,1.01137492892,0.262573164657,0.0,58.0
Y9999998,0.573274203262,-0.208474082549,-1.1793346995,-0.210452352902,0.0,49.0
Y9999999,1.88931757171,-0.812501382722,-0.0483945377242,0.287142902714,1.0,73.0
