username,video_stop_backward_seek_sum,qz_mean,watched_time_hour,mt_online_num_day,indicator,final_score
Y1050160,0.52018830526,-0.171005439832,-1.1254733835,0.0704446914205,0.0,30.0
Y1050161,-0.163241444286,-0.0906222261632,-0.686181718392,1.03458204771,0.0,40.0
Y1050162,0.568017127564,-0.702312347854,-0.35810558902,-0.80621013228,0.0,30.0
Y1050163,-2.34251139733,-0.500853990576,0.29323281851,-0.288650270222,0.0,0.0
Y1050164,-1.60870585522,-0.892663323879,0.758860596526,-0.680386906292,0.0,0.0
Y1050165,-1.98667339133,-0.525079871924,0.0756519433327,-0.674349075144,0.0,0.0
Y1050166,-0.318972582381,-0.0800198621379,-0.590958283156,1.20338164988,0.0,20.0
Y1050167,0.984764801141,0.419720812701,0.0357373711439,0.713134040616,0.0,30.0
Y1050168,0.842869552212,-1.71285240598,2.22240109053,-0.794438677711,0.0,10.0
Y1050169,-1.5916078089,-0.551976414067,-0.16591504425,-1.10256731052,0.0,0.0
Y1050170,-1.34307308401,0.276818471444,0.13817099533,-1.41110140323,0.0,10.0
Y1050171,-1.67566258267,-0.377110777551,-0.0233078326276,-1.01928755035,0.0,10.0
Y1050172,-0.892020995769,-0.619967801084,0.50815341872,-0.459938758105,0.0,10.0
Y1050173,0.950940511323,0.222590828126,-1.15293578156,0.146278740278,1.0,70.0
Y1050174,1.28627274102,0.436613072063,-1.22396436964,0.221690559024,1.0,80.0
Y1050175,0.773798023824,-0.479599459884,-0.365714556298,-1.71498579557,0.0,30.0
Y1050176,0.854698268676,0.668863392893,-0.863257110002,-0.219601236746,1.0,90.0
Y1050177,0.0552073428712,0.114300971167,-0.712237294087,0.000397271310032,0.0,20.0
Y1050178,0.286440569675,0.149469436958,-0.805729291818,1.20940455614,0.0,20.0
Y1050179,3.49790498657,-1.4976922299,1.94823118665,-0.648681103667,1.0,95.0
Y1050180,0.0660635770667,-0.346650449834,0.136336450763,0.735140703141,0.0,40.0
Y1050181,-0.779452895053,-0.0825242967763,-0.330794161466,1.47914766674,0.0,20.0
Y1050182,1.40245141971,-0.403778858048,-0.659410502808,-0.490036230575,1.0,90.0
Y1050183,-2.00973120007,-0.411790249315,0.160375461483,0.0877196131306,0.0,10.0
Y1050184,-1.41190015551,-0.0903776264364,0.00802435873542,0.705023027064,0.0,10.0
Y1050185,1.13303851416,1.90162423578,-0.352171112723,-0.12938659156,1.0,99.0
Y1050186,0.897187388051,0.46310247296,-0.986054055983,0.643426723015,1.0,85.0
Y1050187,-0.125836979176,-0.110096012661,-0.719753764158,0.88236054539,0.0,20.0
Y1050188,1.66932365242,1.52005622559,-0.866790634074,-0.739689101748,0.0,45.0
Y1050189,1.04223210626,0.344893283243,-1.14322760862,-0.228529995388,1.0,91.0
Y1050190,2.15223476632,-0.448233460456,-0.0147100244259,-0.847741822388,1.0,90.0
Y1050191,-1.32368634816,-0.147165064984,-0.0780169791655,0.27437207754,0.0,40.0
Y1050192,1.65376265409,4.69082343272,0.847912256558,-1.16192938138,1.0,70.0
Y1050193,0.289399478864,-0.42956440914,-0.0430274006803,0.0463504678739,0.0,20.0
Y1050194,1.03847385135,-0.20642031323,-1.45818040696,-1.61594409009,0.0,20.0
Y1050195,0.892329022004,0.0911632065446,-1.20270272356,-0.683616663074,0.0,40.0
Y1050196,-1.28341071979,-0.454468126974,-0.279460524811,-0.654880113237,0.0,10.0
Y1050197,2.493448001,-0.0151748366879,2.21594876825,-0.75545712186,1.0,80.0
Y1050198,1.59447375237,-0.721413018997,-0.953641159912,-1.58376922865,0.0,20.0
Y1050199,1.15146356617,1.30473955793,0.406169048265,-0.296272512078,0.0,30.0
Y1050200,0.426665571363,0.136099221384,0.173679806229,-0.803818094454,0.0,30.0
Y1050201,1.49908071286,-0.0889985704531,-0.546774109966,-0.722109769219,1.0,68.0
Y1050202,1.35192815446,-0.332630191819,-0.585714747705,0.0114394787994,1.0,75.0
Y1050203,-1.21391662192,-0.317010508402,-0.23206759022,0.207890716671,0.0,10.0
Y1050204,0.859063720574,-1.1620767498,1.44666263808,1.29378034395,1.0,90.0
Y1050205,0.845540121228,-0.365863664025,-0.318881257263,0.113609300957,1.0,88.0
Y1050206,0.776546309572,0.09917520075,-1.11611027283,0.566492521262,1.0,70.0
Y1050207,1.11355140043,-0.126766089597,-1.43478799252,-0.0143206916143,0.0,40.0
Y1050208,-0.243626118095,0.0162845642208,-0.588621403295,0.667171033092,1.0,70.0
Y1050209,0.797712785446,-0.18010198346,0.909017943116,0.657289999905,1.0,85.0
Y1050210,-0.546609682573,-0.199940015926,-0.537372745325,0.556695951551,0.0,20.0
Y1050211,0.92223762644,0.795859666352,0.246201937142,-1.260613311,0.0,40.0
Y1050212,0.251823755747,-0.731567257067,-0.196867922186,-0.798517332471,0.0,20.0
Y1050213,-2.1408264293,-0.446875965569,0.212713208191,-0.0605473106144,0.0,10.0
Y1050214,0.604275708614,-0.484985421182,-0.272759055258,-1.64291587727,0.0,20.0
Y1050215,0.42900114996,-0.625138990857,-0.230300038239,-0.208815682297,0.0,20.0
Y1050216,-1.49895060518,-0.490575647146,-0.17976848632,-0.756287321784,0.0,10.0
Y1050217,-2.09040518729,-0.433381459318,0.192583305611,-0.00352157071245,0.0,10.0
Y1050218,-1.48255674323,-0.47476451575,-0.179091991019,-0.662378731812,0.0,10.0
Y1050219,1.14344091625,-0.0612213899147,-1.42605737322,-0.724616102558,0.0,20.0
Y1050220,-0.430416445234,-0.976188749442,1.16671793616,0.679656368997,0.0,30.0
Y1050221,-0.0834144253811,0.384288719336,-0.478480775365,0.745885249106,1.0,80.0
Y1050222,0.519062097992,-0.181085113474,-1.13120516859,0.00465850268928,0.0,50.0
Y1050223,-0.302656832768,-0.250532478577,-0.723737556512,-1.05569534814,0.0,20.0
Y1050224,0.299110237781,-0.260953076108,0.0580417927657,1.15260654193,1.0,68.0
Y1050225,2.20690069875,-1.47073718144,2.69910678017,0.348618754315,1.0,75.0
Y1050226,-0.421955239619,0.146916143521,-0.404675337366,1.64221218031,0.0,40.0
Y1050227,-0.524589133192,-0.167714078148,-0.545231951828,-0.368426500027,0.0,10.0
Y1050228,0.868492119466,-0.685579085805,0.596386335772,0.648728229751,1.0,66.0
