0,1,2,3,4,5,6,7,8,9,10
11.6737351106,-2.90762199702,-6.79115612078,3.41401396689,-9.70605108739,-0.554077983433,-12.0711178772,3.4630173729,-0.768916373093,3.9698126186,36.9146659385
