evaluation_num,kfold_split_num,username,video_backward_seek_avg,video_stop_backward_seek_avg,watched_time_hour,qz_mean,video_pause_backward_seek_avg,watched_time_weekday,label_val_predict,label_val_test
1,6,Y1050165,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.8721441227,0.0
1,6,Y1050180,-0.647249476904,-0.535506510819,-0.944684625629,0.161810079623,-0.693650114862,-0.402181022199,32.9049485421,40.0
1,6,Y1050181,-0.647249476904,-0.535506510819,-0.961078966259,-0.64194936727,-0.693650114862,-1.17052685565,18.218730252,20.0
1,6,Y1050182,0.652338945642,2.70672658237,1.40330023826,1.77677119051,3.22690399065,-0.146065744381,89.7212758207,90.0
1,6,Y1050189,1.31330332761,0.222128713074,1.82540032929,1.79165562471,0.568471085425,2.15897175598,87.6351399751,91.0
1,6,Y1050190,3.085887271,1.19758406784,1.40778276906,1.73956010501,3.44662126361,0.366164811256,91.5136625448,90.0
1,6,Y1050211,0.530439471431,-0.535506510819,0.534186487783,-0.284722946429,0.231263131132,1.39062592253,27.2354377676,40.0
1,6,Y1050252,-0.450371385328,-0.535506510819,-0.793385362274,-1.05127130782,-0.693650114862,-0.402181022199,11.1358139545,10.0
1,6,Y1050261,-0.647249476904,-0.535506510819,-0.961078966259,1.20372047374,-0.693650114862,-1.17052685565,74.3608871219,82.0
1,6,Y9999986,2.08279339383,0.60094632843,0.709264032386,0.943242875213,0.588198898057,1.39062592253,49.2992648902,58.0
1,6,Y9999989,-0.647249476904,-0.535506510819,0.659204219084,1.09208721723,-0.693650114862,1.13451064471,49.7102657631,59.0
1,6,Y9999990,0.293793261187,-0.176626667205,1.66326163971,1.65025349979,0.562168810116,1.39062592253,84.9855080203,63.0
1,6,Y9999994,-0.536997745578,-0.535506510819,0.580611005345,-0.12099417021,-0.693650114862,0.878395366893,27.894251972,20.0
1,7,Y1050172,-0.647249476904,-0.535506510819,-0.367288139208,-0.694044886976,-0.693650114862,-0.914411577836,17.4779609344,10.0
1,7,Y1050175,-0.208151672783,-0.0484552978947,1.88550256206,0.087387908614,0.422933865515,0.110049533438,32.9317061741,30.0
1,7,Y1050201,0.600738870811,-0.535506510819,1.86435769978,0.779514098994,1.79490890437,0.110049533438,70.9054404683,68.0
1,7,Y1050203,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.1532631861,10.0
1,7,Y1050204,0.0098961064768,1.98401943181,-0.0135447573514,1.64281128269,-0.015711910957,0.110049533438,81.0275271632,90.0
1,7,Y1050218,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.1532631861,10.0
1,7,Y1050227,-0.206242551598,-0.535506510819,0.064348163553,-0.880100314498,-0.411037734079,1.13451064471,15.1476996015,10.0
1,7,Y1050234,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.1532631861,10.0
1,7,Y1050247,-0.647249476904,-0.535506510819,-0.731278864207,-0.738698189582,-0.128425353295,-0.402181022199,17.961262193,30.0
1,7,Y1050251,-0.647249476904,-0.535506510819,-0.794782703513,-1.05127130782,-0.693650114862,-0.402181022199,11.2395223975,0.0
1,7,Y1050270,-0.592123611241,-0.535506510819,-0.161686365437,-0.38147176874,-0.580605162549,0.622280089074,23.6355343349,40.0
1,7,Y1050272,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.1532631861,0.0
1,7,Y9999996,-0.647249476904,-0.535506510819,-0.961078966259,1.24837377635,-0.693650114862,-1.17052685565,53.0049760315,54.0
1,8,Y1050178,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.6932830697,20.0
1,8,Y1050183,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.6932830697,10.0
1,8,Y1050188,-0.187867262952,-0.535506510819,1.52982959357,0.0799456915132,4.29916861212,1.64674120035,37.5706112318,45.0
1,8,Y1050192,0.910927034844,0.0327199053959,1.16526854738,0.705091927985,0.459703433624,2.15897175598,65.8366357907,70.0
1,8,Y1050220,1.34671111127,-0.176626667205,-0.217228683097,-0.232627426723,1.15969212941,0.366164811256,30.1423670148,30.0
1,8,Y1050229,0.274278152106,0.18225317641,-0.232204160956,2.00003770354,1.70465946217,0.878395366893,93.2394651644,99.0
1,8,Y1050232,1.83341447794,1.16917274464,-0.313148723506,-1.05127130782,0.578105598663,0.110049533438,13.0850943983,10.0
1,8,Y1050239,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.6932830697,10.0
1,8,Y1050248,-0.647249476904,-0.535506510819,-0.778458384024,-0.753582623783,-0.693650114862,-0.402181022199,16.3009903867,30.0
1,8,Y1050250,-0.647249476904,-0.535506510819,-0.801343910332,-1.05127130782,-0.693650114862,-0.402181022199,10.5123890713,10.0
1,8,Y1050260,2.32916445037,0.269480918403,1.71365831327,0.74230301349,0.405398032377,2.4150870338,47.1257538918,50.0
1,8,Y1050264,-0.471848995349,0.084376855424,-0.364607435831,0.779514098994,0.00759130042751,0.366164811256,46.5039569499,40.0
1,8,Y9999987,-0.647249476904,-0.535506510819,-0.961078966259,0.682765276683,-0.693650114862,-1.17052685565,44.5216539345,27.0
1,9,Y1050163,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.793149445,0.0
1,9,Y1050173,-0.256774595307,1.73739916086,0.644243293279,1.50140915778,1.3317386139,2.15897175598,84.9497304908,70.0
1,9,Y1050184,-0.647249476904,-0.535506510819,-0.961078966259,-0.880100314498,-0.693650114862,-1.17052685565,13.9544776088,10.0
1,9,Y1050193,-0.463496591268,-0.535506510819,-0.858356588776,-0.828004794792,-0.316833606963,-0.914411577836,15.8449674391,20.0
1,9,Y1050199,-0.14192904175,-0.535506510819,-0.126205725395,-0.64194936727,-0.458139797354,-0.914411577836,18.033232851,30.0
1,9,Y1050206,-0.118799308157,1.22082969467,0.247334091349,1.36000703286,0.146940556084,0.366164811256,78.846288317,70.0
1,9,Y1050208,-0.0522401334387,-0.535506510819,1.04072153031,0.809282967398,-0.497391517222,0.622280089074,67.3641272266,70.0
1,9,Y1050235,-0.647249476904,-0.535506510819,-0.790205280853,-1.05127130782,-0.580605162549,-0.402181022199,11.6116126503,10.0
1,9,Y1050237,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.793149445,0.0
1,9,Y1050255,-0.0500525987939,0.222128713074,-0.0023858342136,0.0204079547063,0.531003535387,0.110049533438,32.8568237311,40.0
1,9,Y1050259,1.2895305191,-0.239040552458,0.322832709689,1.55350467748,0.395210964456,1.39062592253,84.9004289622,80.0
1,9,Y9999991,-0.607873858534,0.438595921849,-0.504957702854,0.645554191179,-0.612903720272,0.366164811256,42.8744720061,36.0
1,10,Y1050162,3.61122364558,-0.0484552978947,0.938752342738,0.176694513824,2.54158875859,1.64674120035,45.622466884,30.0
1,10,Y1050167,-0.555373034224,-0.535506510819,-0.732862672229,-0.336818466135,-0.63084736364,-0.914411577836,23.9564489873,30.0
1,10,Y1050174,-0.555373034224,-0.535506510819,-0.397957664732,1.18139382244,-0.505241861195,0.878395366893,73.6596212711,80.0
1,10,Y1050177,0.744678631092,1.85104444683,0.635005245006,-0.731255972481,-0.184947829452,0.878395366893,16.3207597013,20.0
1,10,Y1050194,3.79235148986,-0.535506510819,1.90426599021,-0.716371538279,0.497359204073,1.90285647817,24.0242836531,20.0
1,10,Y1050202,-0.484989116418,1.31934687278,2.39846156163,1.06976056593,1.55715563201,0.110049533438,70.5708070348,75.0
1,10,Y1050205,2.42026163822,0.084376855424,1.88627424841,1.62792684849,1.53038644713,1.39062592253,87.7625180711,88.0
1,10,Y1050210,-0.647249476904,-0.535506510819,-0.307644274645,-0.753582623783,-0.693650114862,-0.658296300018,15.4990249499,20.0
1,10,Y1050212,-0.440527480667,-0.535506510819,-0.737825542948,-0.865215880296,-0.269731543687,-0.914411577836,15.0102339623,20.0
1,10,Y1050215,-0.517541557778,-0.134405512341,-0.226035692343,-0.530316110757,-0.460910507092,-0.914411577836,19.7341462513,20.0
1,10,Y1050240,-0.647249476904,-0.535506510819,-0.80044825929,-1.05127130782,-0.693650114862,-0.402181022199,10.6450367238,10.0
1,10,Y1050263,0.482830769192,-0.535506510819,-0.841666232756,0.325538855842,2.75422093069,-0.914411577836,45.5931488425,40.0
2,1,Y1050170,-0.450371385328,-0.535506510819,-0.940182740431,-1.05127130782,-0.451410931091,0.366164811256,11.7087293562,10.0
2,1,Y1050174,-0.555373034224,-0.535506510819,-0.397957664732,1.18139382244,-0.505241861195,0.878395366893,73.4911419857,80.0
2,1,Y1050186,2.45358046665,-0.0109898163058,0.130912721468,1.20372047374,1.25565066501,0.366164811256,78.2421587455,85.0
2,1,Y1050187,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.5724697931,20.0
2,1,Y1050194,3.79235148986,-0.535506510819,1.90426599021,-0.716371538279,0.497359204073,1.90285647817,20.8056603453,20.0
2,1,Y1050200,1.4920099689,-0.535506510819,1.38014997,-0.522873893657,2.82615862747,0.366164811256,27.7391253725,30.0
2,1,Y1050201,0.600738870811,-0.535506510819,1.86435769978,0.779514098994,1.79490890437,0.110049533438,69.9665735467,68.0
2,1,Y1050205,2.42026163822,0.084376855424,1.88627424841,1.62792684849,1.53038644713,1.39062592253,85.8503806802,88.0
2,1,Y1050232,1.83341447794,1.16917274464,-0.313148723506,-1.05127130782,0.578105598663,0.110049533438,13.5991834503,10.0
2,1,Y1050237,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.5724697931,0.0
2,1,Y1050246,-0.371620148588,-0.535506510819,-0.759477959485,-0.679160452775,-0.693650114862,-0.402181022199,17.6362036288,30.0
2,1,Y1050273,-0.647249476904,-0.535506510819,-0.567688754017,-0.0540142163023,-0.693650114862,-0.146065744381,28.8518047463,40.0
2,1,Y9999989,-0.647249476904,-0.535506510819,0.659204219084,1.09208721723,-0.693650114862,1.13451064471,49.4680246598,59.0
2,2,Y1050179,0.416625685273,2.53960116463,2.25516604123,1.92561553253,1.17242281106,-0.146065744381,85.9769976812,95.0
2,2,Y1050212,-0.440527480667,-0.535506510819,-0.737825542948,-0.865215880296,-0.269731543687,-0.914411577836,14.9603367214,20.0
2,2,Y1050217,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.5740469358,10.0
2,2,Y1050219,-0.647249476904,-0.535506510819,0.861471726691,-0.649391584371,-0.622997019666,0.110049533438,17.5552868059,20.0
2,2,Y1050220,1.34671111127,-0.176626667205,-0.217228683097,-0.232627426723,1.15969212941,0.366164811256,30.8401112995,30.0
2,2,Y1050223,0.0543524495936,0.704260221667,0.87778196395,-0.433567288446,0.231263131132,0.366164811256,22.7895083037,20.0
2,2,Y1050259,1.2895305191,-0.239040552458,0.322832709689,1.55350467748,0.395210964456,1.39062592253,83.8298479756,80.0
2,2,Y1050260,2.32916445037,0.269480918403,1.71365831327,0.74230301349,0.405398032377,2.4150870338,47.7544275526,50.0
2,2,Y1050261,-0.647249476904,-0.535506510819,-0.961078966259,1.20372047374,-0.693650114862,-1.17052685565,73.2255538691,82.0
2,2,Y1050265,-0.509434812746,2.87385200011,-0.803087647673,-0.455893939749,-0.693650114862,-0.146065744381,19.7338432193,20.0
2,2,Y1050267,-0.154297024466,-0.535506510819,0.0846431498023,0.0427346060089,-0.200890066766,-0.658296300018,31.5108081585,30.0
2,2,Y9999991,-0.607873858534,0.438595921849,-0.504957702854,0.645554191179,-0.612903720272,0.366164811256,42.4220564365,36.0
2,2,Y9999994,-0.536997745578,-0.535506510819,0.580611005345,-0.12099417021,-0.693650114862,0.878395366893,28.3022534075,20.0
2,3,Y1050169,-0.647249476904,-0.535506510819,-0.137003744645,-1.05127130782,-0.693650114862,-0.402181022199,11.5574181483,0.0
2,3,Y1050183,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.692133075,10.0
2,3,Y1050184,-0.647249476904,-0.535506510819,-0.961078966259,-0.880100314498,-0.693650114862,-1.17052685565,14.7711219037,10.0
2,3,Y1050192,0.910927034844,0.0327199053959,1.16526854738,0.705091927985,0.459703433624,2.15897175598,67.4578442865,70.0
2,3,Y1050203,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.692133075,10.0
2,3,Y1050204,0.0098961064768,1.98401943181,-0.0135447573514,1.64281128269,-0.015711910957,0.110049533438,81.1431538176,90.0
2,3,Y1050206,-0.118799308157,1.22082969467,0.247334091349,1.36000703286,0.146940556084,0.366164811256,76.9219208125,70.0
2,3,Y1050218,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.692133075,10.0
2,3,Y1050229,0.274278152106,0.18225317641,-0.232204160956,2.00003770354,1.70465946217,0.878395366893,92.6743752628,99.0
2,3,Y1050235,-0.647249476904,-0.535506510819,-0.790205280853,-1.05127130782,-0.580605162549,-0.402181022199,12.065456546,10.0
2,3,Y1050251,-0.647249476904,-0.535506510819,-0.794782703513,-1.05127130782,-0.693650114862,-0.402181022199,11.8721114591,0.0
2,3,Y1050252,-0.450371385328,-0.535506510819,-0.793385362274,-1.05127130782,-0.693650114862,-0.402181022199,11.9737987519,10.0
2,3,Y1050271,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.692133075,0.0
2,4,Y1050162,3.61122364558,-0.0484552978947,0.938752342738,0.176694513824,2.54158875859,1.64674120035,42.5422715557,30.0
2,4,Y1050171,-0.589826700263,-0.535506510819,0.365618566036,-0.470778373951,-0.353842371409,0.366164811256,22.3407027383,10.0
2,4,Y1050180,-0.647249476904,-0.535506510819,-0.944684625629,0.161810079623,-0.693650114862,-0.402181022199,33.4601270753,40.0
2,4,Y1050182,0.652338945642,2.70672658237,1.40330023826,1.77677119051,3.22690399065,-0.146065744381,90.3900236662,90.0
2,4,Y1050226,-0.17373242568,-0.535506510819,-0.752203532319,0.325538855842,-0.00233675268176,1.64674120035,38.5552938424,40.0
2,4,Y1050236,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,10.4934257962,20.0
2,4,Y1050240,-0.647249476904,-0.535506510819,-0.80044825929,-1.05127130782,-0.693650114862,-0.402181022199,10.6230191799,10.0
2,4,Y1050241,0.709568704577,0.316833116913,1.71171814273,-0.455893939749,0.292128785313,1.13451064471,23.8075605218,20.0
2,4,Y1050245,-0.426746014251,-0.535506510819,-0.786194955243,-1.05127130782,-0.580605162549,-0.402181022199,10.9863527931,10.0
2,4,Y1050254,-0.578342144825,-0.535506510819,-0.781430723029,-1.05127130782,-0.693650114862,-0.402181022199,10.6668921192,20.0
2,4,Y1050263,0.482830769192,-0.535506510819,-0.841666232756,0.325538855842,2.75422093069,-0.914411577836,43.9229470059,40.0
2,4,Y1050268,-0.361019020427,0.557236599909,0.517842579436,1.21116269084,-0.0632071112284,0.110049533438,75.2583634108,60.0
2,4,Y9999999,-0.29060183113,-0.535506510819,1.94169521255,2.00003770354,0.17131505096,0.110049533438,91.8384743514,73.0
2,5,Y1050161,-0.647249476904,-0.535506510819,-0.961078966259,0.0650612573114,-0.693650114862,-1.17052685565,30.7148011607,40.0
2,5,Y1050168,-0.647249476904,-0.535506510819,-0.961078966259,-0.991733571011,-0.693650114862,-1.17052685565,11.4066352357,10.0
2,5,Y1050175,-0.208151672783,-0.0484552978947,1.88550256206,0.087387908614,0.422933865515,0.110049533438,31.7724200195,30.0
2,5,Y1050185,0.0646243500979,1.32799379693,0.753606983059,1.6576957169,0.102643380557,-0.146065744381,81.0211736511,99.0
2,5,Y1050197,3.7648152826,3.66191261892,2.32115647003,1.46419807227,1.96062575781,0.366164811256,81.5326955303,80.0
2,5,Y1050198,2.10904380626,2.87385200011,1.00273638302,-0.277280729328,-0.693650114862,-0.146065744381,23.3693348694,20.0
2,5,Y1050202,-0.484989116418,1.31934687278,2.39846156163,1.06976056593,1.55715563201,0.110049533438,71.3152971482,75.0
2,5,Y1050210,-0.647249476904,-0.535506510819,-0.307644274645,-0.753582623783,-0.693650114862,-0.658296300018,15.5812011643,20.0
2,5,Y1050215,-0.517541557778,-0.134405512341,-0.226035692343,-0.530316110757,-0.460910507092,-0.914411577836,19.6445062237,20.0
2,5,Y1050233,-0.647249476904,-0.535506510819,-0.787428321769,-1.05127130782,-0.55234392447,-0.402181022199,10.9798896121,10.0
2,5,Y1050248,-0.647249476904,-0.535506510819,-0.778458384024,-0.753582623783,-0.693650114862,-0.402181022199,16.1487839097,30.0
2,5,Y1050255,-0.0500525987939,0.222128713074,-0.0023858342136,0.0204079547063,0.531003535387,0.110049533438,32.231005756,40.0
2,5,Y9999995,-0.555373034224,-0.535506510819,0.811027176593,1.34512259866,-0.469354574459,1.64674120035,55.1300520325,57.0
2,6,Y1050173,-0.256774595307,1.73739916086,0.644243293279,1.50140915778,1.3317386139,2.15897175598,83.2075505394,70.0
2,6,Y1050191,1.16840403494,-0.535506510819,-0.168747338826,0.251116684833,1.84088949107,0.878395366893,41.7683947607,40.0
2,6,Y1050211,0.530439471431,-0.535506510819,0.534186487783,-0.284722946429,0.231263131132,1.39062592253,27.6054102439,40.0
2,6,Y1050225,1.81810173736,4.3891224479,0.277491180063,0.943242875213,1.54840810621,0.366164811256,71.28720685,75.0
2,6,Y1050227,-0.206242551598,-0.535506510819,0.064348163553,-0.880100314498,-0.411037734079,1.13451064471,15.1795574458,10.0
2,6,Y1050230,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.1072121837,0.0
2,6,Y1050238,-0.509434812746,-0.535506510819,-0.787234103288,0.91347400681,-0.693650114862,-0.402181022199,48.5799628498,40.0
2,6,Y1050243,-0.647249476904,0.316833116913,-0.766586687744,-1.05127130782,-0.622997019666,-0.402181022199,10.838471099,10.0
2,6,Y1050253,-0.647249476904,-0.535506510819,-0.802578507899,-1.05127130782,-0.580605162549,-0.402181022199,11.5858975817,10.0
2,6,Y1050269,-0.647249476904,-0.535506510819,-0.961078966259,-1.05127130782,-0.693650114862,-1.17052685565,11.1072121837,10.0
