number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.65231234466,220.938533621,0.121872747087,0.114903483175
2.0,0.710029905881,167.926057781,0.491042574905,0.482899256104
3.0,0.707377371863,171.586817345,0.515446099631,0.503723021396
4.0,0.719174862962,161.706562937,0.584236103912,0.570715326804
5.0,0.795825495199,94.659976951,0.793487111845,0.785023468888
6.0,0.791519573183,97.1881313812,0.794229200997,0.784025690302
7.0,0.790050324961,99.9304719653,0.9019250648,0.896204026913
8.0,0.78984571799,100.609921726,0.902357933271,0.895793760718
