username,video_stop_backward_seek_sum,qz_mean,watched_time_hour,mt_online_num_day,final_score
Y1050160,-0.586567211567,0.633335194452,0.715709475268,-0.560425650459,30.0
Y1050161,-0.586567211567,0.793104419699,-0.537506183382,-0.560425650459,40.0
Y1050162,0.27642822614,-0.245395544402,1.06929511096,-0.560425650459,30.0
Y1050163,-0.586567211567,-1.84308779686,-1.36103203509,-0.560425650459,0.0
Y1050164,0.27642822614,-1.84308779686,-0.797568796276,-0.560425650459,0.0
Y1050165,-0.586567211567,-1.84308779686,-0.792426209224,-0.560425650459,0.0
Y1050166,-0.586567211567,0.793104419699,-0.78635434152,-0.560425650459,20.0
Y1050167,0.27642822614,1.19252748281,0.10098018398,0.383449129263,30.0
Y1050168,2.86541453926,-0.884472445386,0.288921510765,-0.371650694515,10.0
Y1050169,-0.586567211567,-1.84308779686,-0.161137285674,-0.560425650459,0.0
Y1050170,-0.586567211567,-1.84308779686,0.0520116710767,0.383449129263,10.0
Y1050171,-0.586567211567,-1.84308779686,-0.33224995936,-0.371650694515,10.0
Y1050172,0.27642822614,-1.12412628326,-0.414280564102,-0.371650694515,10.0
Y1050173,-0.586567211567,1.03275825757,0.92757677368,-0.182875738571,70.0
Y1050174,-0.586567211567,1.35229670806,1.10433769293,0.00589921737325,80.0
Y1050175,0.27642822614,-0.72470322014,1.80794125514,-0.182875738571,30.0
Y1050176,-0.586567211567,0.713219807075,0.98567138964,0.383449129263,90.0
Y1050177,-0.586567211567,0.233912131337,0.301952262783,-0.182875738571,20.0
Y1050178,-0.586567211567,1.27241209544,-0.33916148309,-0.371650694515,20.0
Y1050179,3.72840997698,1.00080441252,1.94733869989,0.00589921737325,95.0
Y1050180,0.27642822614,0.473565969206,-0.494721013982,-0.371650694515,40.0
Y1050181,-0.586567211567,0.633335194452,-1.36103203509,-0.560425650459,20.0
Y1050182,0.27642822614,0.633335194452,1.4795995397,-0.371650694515,90.0
Y1050183,-0.586567211567,-1.31584935355,-1.36103203509,-0.560425650459,10.0
Y1050184,-0.586567211567,-0.405164769648,-1.36103203509,-0.371650694515,10.0
Y1050185,-0.586567211567,1.03275825757,0.85057094591,1.70487382087,99.0
Y1050186,-0.586567211567,1.35229670806,0.48260478434,0.00589921737325,85.0
Y1050187,-0.586567211567,0.713219807075,-0.397166456075,-0.560425650459,20.0
Y1050188,-0.586567211567,1.00080441252,1.81334470824,1.32732390898,45.0
Y1050189,-0.586567211567,0.841035187272,1.23002373285,0.00589921737325,91.0
Y1050190,1.13942366385,0.681265962026,1.94665505654,0.00589921737325,90.0
Y1050191,-0.586567211567,-0.644818607517,-0.978362622756,-0.371650694515,40.0
Y1050192,-0.586567211567,0.793104419699,1.29878647507,4.91404807192,70.0
Y1050193,0.27642822614,0.154027518714,0.184434496737,-0.371650694515,20.0
Y1050194,-0.586567211567,-0.165510931778,2.31279559976,-0.371650694515,20.0
Y1050195,-0.586567211567,0.393681356583,1.47847818958,-0.182875738571,40.0
Y1050196,-0.586567211567,-1.2838955085,-0.232647419123,-0.560425650459,10.0
Y1050197,2.86541453926,0.473565969206,1.22556258408,1.32732390898,80.0
Y1050198,0.27642822614,-0.00574170653228,2.46779603723,-0.560425650459,20.0
Y1050199,0.27642822614,0.633335194452,0.710550880986,1.51609886493,30.0
Y1050200,0.27642822614,-0.325280157025,0.740001170552,0.383449129263,30.0
Y1050201,0.27642822614,0.553450581829,1.64097936119,0.00589921737325,68.0
Y1050202,0.27642822614,0.952873644945,1.07658730278,-0.371650694515,75.0
Y1050203,-0.586567211567,-0.612864762468,-0.798387076216,-0.560425650459,10.0
Y1050204,2.00241910156,0.904942877371,-0.844057128376,-0.560425650459,90.0
Y1050205,0.27642822614,0.633335194452,0.589691762945,-0.371650694515,88.0
Y1050206,-0.586567211567,1.19252748281,0.524565228958,-0.371650694515,70.0
Y1050207,-0.586567211567,1.03275825757,1.26101562505,-0.560425650459,40.0
Y1050208,-0.586567211567,0.473565969206,-0.380474909364,-0.371650694515,70.0
Y1050209,1.13942366385,0.713219807075,-0.286808934116,0.194674173315,85.0
Y1050210,-0.586567211567,0.154027518714,-0.505544780453,-0.560425650459,20.0
Y1050211,0.27642822614,-0.245395544402,1.30412840855,1.13854895304,40.0
Y1050212,0.27642822614,-0.485049382271,0.805748340037,-0.560425650459,20.0
Y1050213,-0.586567211567,-1.52354934637,-1.36103203509,-0.560425650459,10.0
Y1050214,0.27642822614,-0.804587832763,1.6176255414,-0.182875738571,20.0
Y1050215,0.27642822614,0.0741429060908,0.524877316065,-0.560425650459,20.0
Y1050216,-0.586567211567,-1.52354934637,-0.335356511625,-0.560425650459,10.0
