evaluation_num,kfold_split_num,username,video_backward_seek_avg,video_stop_backward_seek_avg,qz_mean,video_pause_backward_seek_avg,hw_mean,video_stop_backward_seek_sum,label_val_predict,label_val_test
1,1,Y1050167,-0.536832504368,-0.445541801005,-0.333307079609,-0.58930530371,-0.434804612345,-0.404143871225,24.2976477323,30.0
1,1,Y1050168,-0.536832504368,-0.445541801005,-0.871469706664,-0.58930530371,-0.434804612345,-0.404143871225,14.6410890423,10.0
1,1,Y1050176,0.0888782868128,-0.445541801005,1.15127947772,0.627469415871,3.21118135436,-0.404143871225,84.2466684326,90.0
1,1,Y1050184,-0.536832504368,-0.445541801005,-0.732289716906,-0.58930530371,-0.434804612345,-0.404143871225,17.1384749104,10.0
1,1,Y1050185,0.186531858752,2.09963423358,1.50386878519,0.038802933941,3.50680183815,2.354811623,90.0909478707,99.0
1,1,Y1050186,2.24451817389,0.270845159094,1.26262346952,1.19218855296,2.58298782631,0.285595002332,83.3230455191,85.0
1,1,Y1050189,1.5368518224,0.589239361512,1.81006476266,0.63838647091,1.98780525229,0.975333875891,88.5183289093,91.0
1,1,Y1050209,-0.477654830241,-0.445541801005,1.59665544494,0.138215747916,2.70616302789,-0.404143871225,88.1761531905,85.0
1,1,Y1050229,0.257839117991,-0.445541801005,1.93068741952,1.73183328922,3.50680183815,-0.404143871225,100.0,99.0
1,1,Y1050233,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,13.3091499125,10.0
1,1,Y1050242,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,13.3091499125,20.0
1,1,Y1050256,-0.536832504368,-0.445541801005,-0.444651071416,-0.58930530371,-0.434804612345,-0.404143871225,22.2997390378,30.0
1,1,Y9999991,-0.536832504368,-0.445541801005,0.613116850744,-0.58930530371,-0.434804612345,-0.404143871225,41.2798716356,36.0
1,2,Y1050173,-0.41847715647,2.65880168655,1.40180345928,1.59325785117,-0.434804612345,0.285595002332,62.3232929459,70.0
1,2,Y1050174,-0.536832504368,-0.445541801005,1.18839414184,-0.58930530371,1.97942933858,-0.404143871225,74.7369679593,80.0
1,2,Y1050177,1.25625101807,2.81401886419,-0.732289716906,0.0654636427538,-0.434804612345,0.975333875891,16.0398220728,20.0
1,2,Y1050179,0.415928047042,2.65880168655,1.93068741952,0.956676930996,2.77612654239,2.354811623,96.5570172352,95.0
1,2,Y1050188,0.0549442358308,-0.445541801005,0.000724895809492,4.74584907464,-0.434804612345,-0.404143871225,39.5905522242,45.0
1,2,Y1050191,1.21877182438,-0.445541801005,0.121347553507,2.36119673932,-0.434804612345,-0.404143871225,37.6066088801,40.0
1,2,Y1050219,-0.536832504368,-0.445541801005,-0.723011050932,-0.58930530371,-0.434804612345,-0.404143871225,16.9319803646,20.0
1,2,Y1050222,0.342378652254,0.884891124892,0.845083500248,0.0862499588271,-0.434804612345,0.285595002332,45.6206838964,50.0
1,2,Y1050224,0.173299583728,2.88054050908,1.34613146338,0.450010483912,-0.434804612345,2.354811623,61.8887046679,68.0
1,2,Y1050225,2.06698515186,4.21097343499,0.984263490006,1.81151416666,2.18882718126,3.73428937012,77.14807567,75.0
1,2,Y1050247,-0.536832504368,-0.445541801005,-0.834355042738,-0.58930530371,-0.434804612345,-0.404143871225,14.9398832233,30.0
1,2,Y1050255,-0.00423343829592,-0.445541801005,-0.1662910919,0.50197627373,-0.434804612345,-0.404143871225,28.9356412604,40.0
1,2,Y1050261,-0.536832504368,-0.445541801005,1.35541012955,-0.58930530371,1.14183796785,-0.404143871225,71.7287107698,82.0
1,3,Y1050169,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,0.0
1,3,Y1050180,-0.536832504368,-0.445541801005,0.149183551458,-0.58930530371,-0.434804612345,-0.404143871225,32.5415611117,40.0
1,3,Y1050197,4.35472440826,3.13814884101,1.54098344904,2.6592188434,0.53433787367,7.18298373792,84.6949766906,80.0
1,3,Y1050199,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,30.0
1,3,Y1050201,0.715761595547,-0.445541801005,0.780132838454,1.97722729453,1.96070670794,-0.404143871225,73.4412172739,68.0
1,3,Y1050203,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,10.0
1,3,Y1050211,-0.536832504368,-0.445541801005,-0.407536407573,0.138215747916,-0.434804612345,-0.404143871225,24.0448931935,40.0
1,3,Y1050236,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,20.0
1,3,Y1050250,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,10.0
1,3,Y1050258,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,10.0
1,3,Y1050264,-0.536832504368,-0.445541801005,0.594559518684,-0.546509948032,-0.434804612345,-0.404143871225,40.7337014748,40.0
1,3,Y1050270,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,12.6374054236,40.0
1,3,Y9999993,0.157861929593,-0.0406274314434,1.29045946747,-0.051572352349,-0.434804612345,0.285595002332,54.8800606782,49.0
1,4,Y1050170,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,13.4399304037,10.0
1,4,Y1050175,-0.224804768969,-0.445541801005,0.288363541216,0.432163647534,-0.434804612345,-0.404143871225,38.2912971789,30.0
1,4,Y1050183,-0.536832504368,-0.445541801005,-0.945699034544,-0.58930530371,-0.434804612345,-0.404143871225,13.4399304037,10.0
