evaluation_num,kfold_split_num,username,video_backward_seek_avg,video_avg_count,qz_mean,label_val_predict,label_val_test
1,3,Y1050161,-0.491276513497,-0.49110029024,0.307793596775,33.4710855795,40.0
1,3,Y1050184,-0.491276513497,-0.49110029024,-0.655407010315,19.1914613361,10.0
1,3,Y1050189,1.19211362881,2.029070728,1.56530550048,84.2013154484,91.0
1,3,Y1050194,5.83137780011,1.05186155766,-0.762429299992,31.2939478362,20.0
1,3,Y1050198,0.463086401765,-0.33680410545,0.294415810566,35.3961030019,20.0
1,3,Y1050215,-0.491276513497,-0.49110029024,-0.963096093135,14.6299147029,20.0
1,3,Y1050218,-0.491276513497,-0.49110029024,-0.963096093135,14.6299147029,10.0
1,3,Y1050220,0.558522693291,-0.268228023321,-0.963096093135,16.9270116305,30.0
1,3,Y1050241,0.880620177192,0.203232541315,-0.963096093135,17.3391760318,20.0
1,3,Y1050251,-0.491276513497,-0.49110029024,-0.963096093135,14.6299147029,0.0
1,3,Y9999987,-0.491276513497,-0.49110029024,1.35126092112,48.9406785097,27.0
1,3,Y9999995,-0.491276513497,-0.045355756402,1.20410527282,46.4354685287,57.0
1,3,Y9999997,-0.491276513497,-0.148219879595,1.57868328669,52.063332824,58.0
1,4,Y1050181,-0.491276513497,-0.49110029024,-0.963096093135,14.6455886622,20.0
1,4,Y1050193,-0.491276513497,-0.49110029024,-0.695540368944,18.4068289058,20.0
1,4,Y1050202,-0.273988528258,0.713267152149,1.0435718383,75.4554717467,75.0
1,4,Y1050204,0.472881915445,0.863277331806,1.47166099701,82.336028152,90.0
1,4,Y1050205,1.80064048753,0.261522211125,1.44490542459,83.6834655012,88.0
1,4,Y1050206,0.00759501017309,-0.153934553049,1.44490542459,81.6247604826,70.0
1,4,Y1050216,-0.491276513497,-0.49110029024,-0.963096093135,14.6455886622,10.0
1,4,Y1050222,-0.332216027779,-0.256798676242,0.883038403787,40.7375496535,50.0
1,4,Y1050234,-0.491276513497,-0.49110029024,-0.963096093135,14.6455886622,10.0
1,4,Y1050253,-0.491276513497,-0.49110029024,-0.963096093135,14.6455886622,10.0
1,4,Y9999986,2.52519198632,1.00042949606,0.615482679596,40.1267867857,58.0
1,4,Y9999988,-0.317755983276,0.331812695307,-0.120295561932,26.5213796099,33.0
1,4,Y9999998,-0.377661880773,0.0460790197128,1.03019405209,42.6854434099,49.0
1,5,Y1050160,-0.491276513497,-0.285372043853,-0.401229072333,22.544457645,30.0
1,5,Y1050163,-0.491276513497,-0.49110029024,-0.963096093135,14.4485503148,0.0
1,5,Y1050183,-0.491276513497,-0.49110029024,-0.963096093135,14.4485503148,10.0
1,5,Y1050191,-0.0406051370575,1.2593042061,-0.0132732722548,28.3003587059,40.0
1,5,Y1050199,-0.491276513497,-0.49110029024,-0.963096093135,14.4485503148,30.0
1,5,Y1050226,-0.491276513497,-0.216795961724,0.000104513954762,28.3618084446,40.0
1,5,Y1050229,0.576701034489,0.751841198347,1.64557221773,84.5816074105,99.0
1,5,Y1050237,-0.491276513497,-0.49110029024,-0.963096093135,14.4485503148,0.0
1,5,Y1050250,-0.491276513497,-0.49110029024,-0.963096093135,14.4485503148,10.0
1,5,Y1050259,-0.221565254981,0.114655101842,1.44490542459,80.5494268247,80.0
1,5,Y1050265,-0.491276513497,-0.49110029024,-0.963096093135,14.4485503148,20.0
1,5,Y1050266,-0.491276513497,0.331812695307,1.39139427975,48.3915371471,40.0
1,5,Y1050267,-0.371981149089,-0.216795961724,-0.267451210237,24.6710454907,30.0
1,6,Y1050168,-0.491276513497,-0.49110029024,-0.963096093135,14.7567665628,10.0
1,6,Y1050177,1.91848984754,2.33766309758,-0.655407010315,22.6566620812,20.0
1,6,Y1050196,-0.491276513497,-0.49110029024,-0.963096093135,14.7567665628,10.0
1,6,Y1050200,1.24392878681,0.948997434467,-0.548384720638,23.254751799,30.0
1,6,Y1050209,-0.411746270399,-0.131075859063,1.56530550048,82.2132450083,85.0
1,6,Y1050217,-0.491276513497,-0.49110029024,-0.963096093135,14.7567665628,10.0
1,6,Y1050223,-0.014095055866,0.108940428388,-0.521629148219,21.6740538667,20.0
1,6,Y1050233,-0.491276513497,-0.49110029024,-0.963096093135,14.7567665628,10.0
1,6,Y1050236,-0.491276513497,-0.49110029024,-0.963096093135,14.7567665628,20.0
1,6,Y1050238,-0.491276513497,-0.49110029024,1.23086084524,45.6531400501,40.0
1,6,Y1050258,-0.491276513497,-0.49110029024,-0.963096093135,14.7567665628,10.0
1,6,Y9999989,-0.491276513497,-0.285372043853,0.883038403787,40.7241120494,59.0
1,6,Y9999996,-0.491276513497,-0.49110029024,1.36463870733,47.5370652627,54.0
1,7,Y1050162,4.39983342722,1.33188055963,0.374682527823,44.7613161394,30.0
1,7,Y1050164,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,0.0
1,7,Y1050190,2.31614106207,0.942139826255,1.44490542459,86.0067531262,90.0
1,7,Y1050210,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,20.0
1,7,Y1050213,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,10.0
1,7,Y1050230,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,0.0
1,7,Y1050246,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,30.0
1,7,Y1050247,-0.491276513497,-0.49110029024,-0.80256265862,16.5236547499,30.0
1,7,Y1050248,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,30.0
1,7,Y1050252,-0.491276513497,-0.49110029024,-0.963096093135,14.0861462537,10.0
1,7,Y1050256,-0.491276513497,-0.49110029024,-0.240695637818,25.0549344865,30.0
1,7,Y1050257,-0.491276513497,-0.49110029024,1.37801649354,49.6331451563,40.0
1,7,Y9999993,0.442339381806,0.29323864911,1.41814985217,52.0231443918,49.0
1,8,Y1050166,-0.014095055866,-0.33680410545,-0.963096093135,14.8144291782,20.0
1,8,Y1050176,0.349630670944,0.264951015231,0.856282831368,72.9363313768,90.0
1,8,Y1050180,-0.491276513497,-0.49110029024,-0.0801622033028,26.9013260241,40.0
1,8,Y1050203,-0.491276513497,-0.49110029024,-0.963096093135,14.0599580636,10.0
1,8,Y1050219,-0.491276513497,-0.371092146514,-0.642029224105,18.7220100751,20.0
1,8,Y1050224,0.463086401765,0.500395563817,1.43152763838,81.4695801478,68.0
1,8,Y1050240,-0.491276513497,-0.49110029024,-0.963096093135,14.0599580636,10.0
1,8,Y1050243,-0.491276513497,-0.49110029024,-0.963096093135,14.0599580636,10.0
1,8,Y1050249,-0.491276513497,-0.49110029024,-0.963096093135,14.0599580636,30.0
1,8,Y1050255,0.22449567295,-0.345376115716,0.16063794847,31.5406070564,40.0
1,8,Y1050260,2.18624166538,0.931853413935,0.856282831368,44.7193898243,50.0
1,8,Y1050261,-0.491276513497,-0.49110029024,1.07032741072,74.7502363761,82.0
1,8,Y1050263,-0.491276513497,-0.49110029024,0.374682527823,33.5165761856,40.0
1,9,Y1050171,-0.431628831293,-0.156791889862,0.0803712312123,30.1030750139,10.0
1,9,Y1050172,-0.491276513497,-0.49110029024,-0.454740217171,22.0638611161,10.0
1,9,Y1050187,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,20.0
1,9,Y1050225,1.57650980274,0.368958073013,1.01681626588,78.1728766635,75.0
1,9,Y1050228,1.08061534691,1.06471957306,1.05694962451,77.731358477,66.0
1,9,Y1050231,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,10.0
1,9,Y1050239,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,10.0
1,9,Y1050242,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,20.0
1,9,Y1050244,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,10.0
1,9,Y1050262,-0.371981149089,-0.131075859063,1.71246114878,54.7019457774,50.0
1,9,Y1050269,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,10.0
1,9,Y1050270,-0.491276513497,-0.49110029024,-0.963096093135,14.4311899224,40.0
1,10,Y1050167,-0.491276513497,-0.49110029024,-0.0801622033028,27.5518325259,30.0
1,10,Y1050169,-0.491276513497,-0.49110029024,-0.963096093135,14.8308181382,0.0
1,10,Y1050173,-0.332216027779,0.460392849299,1.08370519693,74.5080955764,70.0
1,10,Y1050174,-0.491276513497,-0.473956269708,1.03019405209,73.4979074099,80.0
1,10,Y1050179,0.26426079426,0.248949929407,1.64557221773,83.5980169718,95.0
1,10,Y1050185,-0.200818235022,-0.12421825085,1.03019405209,73.9703975161,99.0
1,10,Y1050214,1.03570415092,-0.0853584709201,-0.722295941363,20.8218004428,20.0
1,10,Y1050232,-0.491276513497,-0.49110029024,-0.963096093135,14.8308181382,10.0
1,10,Y1050254,-0.491276513497,-0.49110029024,-0.963096093135,14.8308181382,20.0
1,10,Y1050271,-0.491276513497,-0.49110029024,-0.963096093135,14.8308181382,0.0
1,10,Y1050273,-0.491276513497,-0.49110029024,0.829527258949,40.6583321981,40.0
1,10,Y9999999,-0.223765696629,0.794701249677,1.71246114878,83.738061131,73.0
2,1,Y1050167,-0.491276513497,-0.49110029024,-0.0801622033028,27.8693951847,30.0
2,1,Y1050170,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,10.0
2,1,Y1050174,-0.491276513497,-0.473956269708,1.03019405209,74.3962795436,80.0
2,1,Y1050183,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,10.0
2,1,Y1050189,1.19211362881,2.029070728,1.56530550048,83.9809642443,91.0
2,1,Y1050203,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,10.0
2,1,Y1050230,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,0.0
2,1,Y1050233,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,10.0
2,1,Y1050236,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,20.0
2,1,Y1050237,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,0.0
2,1,Y1050246,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,30.0
2,1,Y1050257,-0.491276513497,-0.49110029024,1.37801649354,49.1619695189,40.0
2,1,Y1050258,-0.491276513497,-0.49110029024,-0.963096093135,14.976643753,10.0
2,2,Y1050161,-0.491276513497,-0.49110029024,0.307793596775,32.5100045041,40.0
2,2,Y1050190,2.31614106207,0.942139826255,1.44490542459,84.3400067161,90.0
2,2,Y1050191,-0.0406051370575,1.2593042061,-0.0132732722548,27.9233813418,40.0
2,2,Y1050198,0.463086401765,-0.33680410545,0.294415810566,33.6640857651,20.0
2,2,Y1050199,-0.491276513497,-0.49110029024,-0.963096093135,14.3850977877,30.0
2,2,Y1050215,-0.491276513497,-0.49110029024,-0.963096093135,14.3850977877,20.0
2,2,Y1050221,-0.491276513497,-0.319660084918,1.12383855556,76.1144885612,80.0
2,2,Y1050225,1.57650980274,0.368958073013,1.01681626588,77.3663057385,75.0
2,2,Y1050239,-0.491276513497,-0.49110029024,-0.963096093135,14.3850977877,10.0
2,2,Y1050243,-0.491276513497,-0.49110029024,-0.963096093135,14.3850977877,10.0
2,2,Y1050253,-0.491276513497,-0.49110029024,-0.963096093135,14.3850977877,10.0
2,2,Y9999986,2.52519198632,1.00042949606,0.615482679596,40.7642503878,58.0
2,2,Y9999995,-0.491276513497,-0.045355756402,1.20410527282,45.1220394266,57.0
2,3,Y1050176,0.349630670944,0.264951015231,0.856282831368,72.3883366272,90.0
2,3,Y1050184,-0.491276513497,-0.49110029024,-0.655407010315,18.8995418453,10.0
2,3,Y1050193,-0.491276513497,-0.49110029024,-0.695540368944,18.3272073937,20.0
2,3,Y1050206,0.00759501017309,-0.153934553049,1.44490542459,80.2946801691,70.0
2,3,Y1050214,1.03570415092,-0.0853584709201,-0.722295941363,20.3961463703,20.0
2,3,Y1050217,-0.491276513497,-0.49110029024,-0.963096093135,14.5116443826,10.0
2,3,Y1050229,0.576701034489,0.751841198347,1.64557221773,83.9293173271,99.0
2,3,Y1050232,-0.491276513497,-0.49110029024,-0.963096093135,14.5116443826,10.0
2,3,Y1050248,-0.491276513497,-0.49110029024,-0.963096093135,14.5116443826,30.0
2,3,Y1050250,-0.491276513497,-0.49110029024,-0.963096093135,14.5116443826,10.0
2,3,Y1050260,2.18624166538,0.931853413935,0.856282831368,44.622021317,50.0
2,3,Y1050261,-0.491276513497,-0.49110029024,1.07032741072,74.1903578126,82.0
2,3,Y9999989,-0.491276513497,-0.285372043853,0.883038403787,40.8007670143,59.0
2,4,Y1050208,0.08815811349,0.246949793673,0.909793976207,74.3960849233,70.0
2,4,Y1050216,-0.491276513497,-0.49110029024,-0.963096093135,15.0132998973,10.0
2,4,Y1050227,-0.204967638918,-0.276800033587,-0.695540368944,19.4724910648,10.0
2,4,Y1050234,-0.491276513497,-0.49110029024,-0.963096093135,15.0132998973,10.0
2,4,Y1050242,-0.491276513497,-0.49110029024,-0.963096093135,15.0132998973,20.0
2,4,Y1050244,-0.491276513497,-0.49110029024,-0.963096093135,15.0132998973,10.0
2,4,Y1050245,-0.491276513497,-0.49110029024,-0.963096093135,15.0132998973,10.0
2,4,Y1050251,-0.491276513497,-0.49110029024,-0.963096093135,15.0132998973,0.0
2,4,Y1050266,-0.491276513497,0.331812695307,1.39139427975,51.2312912342,40.0
2,4,Y9999987,-0.491276513497,-0.49110029024,1.35126092112,51.0384740648,27.0
2,4,Y9999990,0.092642901988,0.357528726105,1.41814985217,82.2574666375,63.0
2,4,Y9999993,0.442339381806,0.29323864911,1.41814985217,52.9948741887,49.0
2,4,Y9999994,-0.491276513497,-0.456812249176,0.240904665727,33.736724283,20.0
2,5,Y1050173,-0.332216027779,0.460392849299,1.08370519693,75.8557362954,70.0
2,5,Y1050179,0.26426079426,0.248949929407,1.64557221773,84.9068485924,95.0
2,5,Y1050181,-0.491276513497,-0.49110029024,-0.963096093135,14.1877887215,20.0
2,5,Y1050195,0.558522693291,1.20187173732,0.174015734679,32.0071161515,40.0
2,5,Y1050220,0.558522693291,-0.268228023321,-0.963096093135,15.8048609239,30.0
2,5,Y1050222,-0.332216027779,-0.256798676242,0.883038403787,40.9974446878,50.0
2,5,Y1050228,1.08061534691,1.06471957306,1.05694962451,77.6104972615,66.0
2,5,Y1050231,-0.491276513497,-0.49110029024,-0.963096093135,14.1877887215,10.0
2,5,Y1050238,-0.491276513497,-0.49110029024,1.23086084524,45.7856878688,40.0
2,5,Y1050256,-0.491276513497,-0.49110029024,-0.240695637818,24.5919750261,30.0
2,5,Y1050262,-0.371981149089,-0.131075859063,1.71246114878,52.8657952081,50.0
2,5,Y1050263,-0.491276513497,-0.49110029024,0.374682527823,33.4548003967,40.0
2,5,Y9999996,-0.491276513497,-0.49110029024,1.36463870733,47.7123890364,54.0
2,6,Y1050165,-0.491276513497,-0.49110029024,-0.963096093135,13.8444628243,0.0
2,6,Y1050166,-0.014095055866,-0.33680410545,-0.963096093135,14.9559582836,20.0
2,6,Y1050182,0.900502737609,0.507824639495,1.57868328669,83.5441768448,90.0
2,6,Y1050185,-0.200818235022,-0.12421825085,1.03019405209,73.0615806251,99.0
2,6,Y1050188,0.304025916047,0.39181676717,-0.240695637818,26.0136292954,45.0
2,6,Y1050194,5.83137780011,1.05186155766,-0.762429299992,31.7232115114,20.0
2,6,Y1050204,0.472881915445,0.863277331806,1.47166099701,80.7716274335,90.0
2,6,Y1050211,-0.491276513497,-0.405380187579,-0.963096093135,13.8081973862,40.0
2,6,Y1050219,-0.491276513497,-0.371092146514,-0.642029224105,18.4965408716,20.0
2,6,Y1050252,-0.491276513497,-0.49110029024,-0.963096093135,13.8444628243,10.0
2,6,Y1050255,0.22449567295,-0.345376115716,0.16063794847,32.0079452638,40.0
2,6,Y1050265,-0.491276513497,-0.49110029024,-0.963096093135,13.8444628243,20.0
2,6,Y1050267,-0.371981149089,-0.216795961724,-0.267451210237,24.2121143325,30.0
2,7,Y1050163,-0.491276513497,-0.49110029024,-0.963096093135,14.3836477331,0.0
2,7,Y1050164,-0.491276513497,-0.49110029024,-0.963096093135,14.3836477331,0.0
2,7,Y1050177,1.91848984754,2.33766309758,-0.655407010315,22.0081680288,20.0
2,7,Y1050178,-0.491276513497,-0.49110029024,-0.963096093135,14.3836477331,20.0
2,7,Y1050200,1.24392878681,0.948997434467,-0.548384720638,22.8718106703,30.0
2,7,Y1050202,-0.273988528258,0.713267152149,1.0435718383,74.8459296647,75.0
2,7,Y1050209,-0.411746270399,-0.131075859063,1.56530550048,82.4563068156,85.0
2,7,Y1050226,-0.491276513497,-0.216795961724,0.000104513954762,28.2609124887,40.0
2,7,Y1050240,-0.491276513497,-0.49110029024,-0.963096093135,14.3836477331,10.0
2,7,Y1050247,-0.491276513497,-0.49110029024,-0.80256265862,16.7116129494,30.0
2,7,Y1050259,-0.221565254981,0.114655101842,1.44490542459,80.9525075623,80.0
2,7,Y1050273,-0.491276513497,-0.49110029024,0.829527258949,40.379259315,40.0
2,7,Y9999992,-0.336192539767,0.0917964078559,-0.521629148219,20.8567962703,38.0
2,8,Y1050162,4.39983342722,1.33188055963,0.374682527823,43.187843211,30.0
2,8,Y1050168,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,10.0
2,8,Y1050169,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,0.0
2,8,Y1050171,-0.431628831293,-0.156791889862,0.0803712312123,30.1525810004,10.0
2,8,Y1050186,2.6104029611,0.858991326673,1.01681626588,80.7659354611,85.0
2,8,Y1050212,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,20.0
2,8,Y1050213,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,10.0
2,8,Y1050249,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,30.0
2,8,Y1050254,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,20.0
2,8,Y1050268,-0.0324481886315,-0.104502627238,1.43152763838,82.3121915882,60.0
2,8,Y1050269,-0.491276513497,-0.49110029024,-0.963096093135,14.5558940226,10.0
2,8,Y9999998,-0.377661880773,0.0460790197128,1.03019405209,44.3898386904,49.0
2,8,Y9999999,-0.223765696629,0.794701249677,1.71246114878,85.788829921,73.0
2,9,Y1050160,-0.491276513497,-0.285372043853,-0.401229072333,22.7610341577,30.0
2,9,Y1050180,-0.491276513497,-0.49110029024,-0.0801622033028,27.5452407587,40.0
2,9,Y1050196,-0.491276513497,-0.49110029024,-0.963096093135,14.5322469039,10.0
2,9,Y1050201,0.820972494988,0.866134668619,0.78939390032,73.5105451905,68.0
2,9,Y1050205,1.80064048753,0.261522211125,1.44490542459,84.8558041688,88.0
2,9,Y1050210,-0.491276513497,-0.49110029024,-0.963096093135,14.5322469039,20.0
2,9,Y1050224,0.463086401765,0.500395563817,1.43152763838,82.5081851013,68.0
2,9,Y1050235,-0.491276513497,-0.49110029024,-0.963096093135,14.5322469039,10.0
2,9,Y1050241,0.880620177192,0.203232541315,-0.963096093135,16.4995321734,20.0
2,9,Y1050264,-0.491276513497,-0.193937267738,1.25761641766,47.1864853519,40.0
2,9,Y1050272,-0.491276513497,-0.49110029024,-0.963096093135,14.5322469039,0.0
2,9,Y9999991,-0.491276513497,-0.49110029024,0.883038403787,41.7412340548,36.0
2,10,Y1050172,-0.491276513497,-0.49110029024,-0.454740217171,21.4834214455,10.0
2,10,Y1050175,-0.0719352329245,0.00607630519469,0.495082603709,36.8237524633,30.0
2,10,Y1050187,-0.491276513497,-0.49110029024,-0.963096093135,14.2418583782,20.0
2,10,Y1050192,1.54592124782,0.983285475532,0.990060693464,78.4376600629,70.0
2,10,Y1050197,3.17179291115,4.5449557411,1.35126092112,95.7283083614,80.0
2,10,Y1050207,0.015728785236,7.94375781162,1.21748305903,72.0745302354,40.0
2,10,Y1050218,-0.491276513497,-0.49110029024,-0.963096093135,14.2418583782,10.0
2,10,Y1050223,-0.014095055866,0.108940428388,-0.521629148219,22.6978807714,20.0
2,10,Y1050270,-0.491276513497,-0.49110029024,-0.963096093135,14.2418583782,40.0
2,10,Y1050271,-0.491276513497,-0.49110029024,-0.963096093135,14.2418583782,0.0
2,10,Y9999988,-0.317755983276,0.331812695307,-0.120295561932,28.9332728864,33.0
2,10,Y9999997,-0.491276513497,-0.148219879595,1.57868328669,51.5256083048,58.0
3,1,Y1050172,-0.491276513497,-0.49110029024,-0.454740217171,21.3751754383,10.0
3,1,Y1050178,-0.491276513497,-0.49110029024,-0.963096093135,14.0589845507,20.0
3,1,Y1050186,2.6104029611,0.858991326673,1.01681626588,78.8854222043,85.0
3,1,Y1050193,-0.491276513497,-0.49110029024,-0.695540368944,17.9096113337,20.0
3,1,Y1050205,1.80064048753,0.261522211125,1.44490542459,83.9621260055,88.0
3,1,Y1050220,0.558522693291,-0.268228023321,-0.963096093135,15.489303838,30.0
3,1,Y1050231,-0.491276513497,-0.49110029024,-0.963096093135,14.0589845507,10.0
3,1,Y1050244,-0.491276513497,-0.49110029024,-0.963096093135,14.0589845507,10.0
3,1,Y1050247,-0.491276513497,-0.49110029024,-0.80256265862,16.3693606205,30.0
3,1,Y9999989,-0.491276513497,-0.285372043853,0.883038403787,40.6191349811,59.0
3,1,Y9999992,-0.336192539767,0.0917964078559,-0.521629148219,20.5992901032,38.0
3,1,Y9999997,-0.491276513497,-0.148219879595,1.57868328669,50.6246483688,58.0
3,1,Y9999999,-0.223765696629,0.794701249677,1.71246114878,85.0116184824,73.0
3,2,Y1050163,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,0.0
3,2,Y1050164,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,0.0
3,2,Y1050184,-0.491276513497,-0.49110029024,-0.655407010315,19.7778482712,10.0
3,2,Y1050199,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,30.0
3,2,Y1050203,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,10.0
3,2,Y1050217,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,10.0
3,2,Y1050235,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,10.0
3,2,Y1050243,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,10.0
3,2,Y1050256,-0.491276513497,-0.49110029024,-0.240695637818,25.5605299379,30.0
3,2,Y1050259,-0.221565254981,0.114655101842,1.44490542459,81.3755338461,80.0
3,2,Y1050272,-0.491276513497,-0.49110029024,-0.963096093135,15.4874715507,0.0
3,2,Y1050273,-0.491276513497,-0.49110029024,0.829527258949,40.4835794005,40.0
3,2,Y9999986,2.52519198632,1.00042949606,0.615482679596,40.5624341508,58.0
3,3,Y1050165,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,0.0
3,3,Y1050173,-0.332216027779,0.460392849299,1.08370519693,76.3502064088,70.0
3,3,Y1050210,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,20.0
3,3,Y1050213,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,10.0
3,3,Y1050215,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,20.0
3,3,Y1050218,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,10.0
3,3,Y1050223,-0.014095055866,0.108940428388,-0.521629148219,21.8872629209,20.0
3,3,Y1050224,0.463086401765,0.500395563817,1.43152763838,82.6328365129,68.0
3,3,Y1050232,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,10.0
3,3,Y1050240,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,10.0
3,3,Y1050253,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,10.0
3,3,Y1050254,-0.491276513497,-0.49110029024,-0.963096093135,14.8859371011,20.0
3,3,Y9999991,-0.491276513497,-0.49110029024,0.883038403787,41.7901471618,36.0
3,4,Y1050161,-0.491276513497,-0.49110029024,0.307793596775,32.8840012157,40.0
3,4,Y1050166,-0.014095055866,-0.33680410545,-0.963096093135,15.137429401,20.0
3,4,Y1050169,-0.491276513497,-0.49110029024,-0.963096093135,14.4418232266,0.0
3,4,Y1050183,-0.491276513497,-0.49110029024,-0.963096093135,14.4418232266,10.0
3,4,Y1050197,3.17179291115,4.5449557411,1.35126092112,84.6350868563,80.0
3,4,Y1050208,0.08815811349,0.246949793673,0.909793976207,74.4098958797,70.0
3,4,Y1050226,-0.491276513497,-0.216795961724,0.000104513954762,28.3628630784,40.0
3,4,Y1050229,0.576701034489,0.751841198347,1.64557221773,85.7280494972,99.0
3,4,Y1050251,-0.491276513497,-0.49110029024,-0.963096093135,14.4418232266,0.0
3,4,Y1050260,2.18624166538,0.931853413935,0.856282831368,44.6322450183,50.0
3,4,Y1050264,-0.491276513497,-0.193937267738,1.25761641766,46.6062303962,40.0
3,4,Y1050268,-0.0324481886315,-0.104502627238,1.43152763838,81.8690873541,60.0
3,4,Y1050270,-0.491276513497,-0.49110029024,-0.963096093135,14.4418232266,40.0
3,5,Y1050177,1.91848984754,2.33766309758,-0.655407010315,21.8925674525,20.0
3,5,Y1050192,1.54592124782,0.983285475532,0.990060693464,77.6530566609,70.0
3,5,Y1050195,0.558522693291,1.20187173732,0.174015734679,32.5145367021,40.0
3,5,Y1050202,-0.273988528258,0.713267152149,1.0435718383,75.5581824256,75.0
3,5,Y1050204,0.472881915445,0.863277331806,1.47166099701,83.1180428885,90.0
3,5,Y1050214,1.03570415092,-0.0853584709201,-0.722295941363,20.4840867617,20.0
3,5,Y1050233,-0.491276513497,-0.49110029024,-0.963096093135,14.5399228903,10.0
