username,forum_num_days,forum_avg_count,forum_sum_count,video_forward_seek_sum,watched_time_hour,qz_mean,watched_time_weekday,video_pause_backward_seek_avg,indicator,final_score
Y1050228,6.82295619753,-0.443574162745,1.37777434795,0.100105752236,0.945691963014,-0.528720941044,1.43910633705,0.164231448208,1.0,66.0
Y1050229,0.152954070098,1.2231894929,0.750006299653,-1.65615131985,-0.829477463626,-0.276593335174,-0.00973783581484,-0.0216471871545,1.0,99.0
Y1050230,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,0.0
Y1050231,-0.570091426119,-1.24482036449,-0.36282222986,0.4850069727,0.408399989393,-0.301667525916,-0.00747783995978,0.00541003673411,0.0,10.0
Y1050232,-0.341724409189,-0.260527797279,0.361678652438,-0.791057682343,1.52734154247,-0.311232677019,-0.0478793411018,0.00176422318526,0.0,10.0
Y1050233,-0.547731432471,-1.1385798466,-0.304524801137,0.348166729195,0.526897878691,-0.351343077411,-0.0120864329805,0.00504145028131,0.0,10.0
Y1050234,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,10.0
Y1050235,-0.552220695935,-1.15993541281,-0.316114388008,0.375520917746,0.50314708746,-0.341561436542,-0.0111671798516,0.00511463959636,0.0,10.0
Y1050236,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,20.0
Y1050237,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,0.0
Y1050238,-0.130775512603,0.00136935209427,-0.211943796026,-0.411169561637,-1.8868456206,-0.280518856283,0.0349157827733,-0.0164964813409,0.0,40.0
Y1050239,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,10.0
Y1050240,-0.570065976968,-1.24466195877,-0.362925264578,0.48502740331,0.408475480671,-0.301441303681,-0.00747420571595,0.00541081499855,0.0,10.0
Y1050241,-0.0219222560555,1.53426377508,0.105861664401,0.731590122892,0.46239403294,1.07164752614,-0.0051580984586,0.000880137426537,0.0,20.0
Y1050242,-0.201838588373,0.174967347516,0.712747442796,0.347170958908,-0.111912295024,0.411063565429,-0.0126288766786,-0.00453952049075,0.0,20.0
Y1050243,-0.555363828184,-1.16961841394,-0.348036512016,0.419434869406,0.47817238655,-0.294970016671,-0.00927552439865,0.00533423324538,0.0,10.0
Y1050244,-0.54898062351,-1.13976790304,-0.329232308398,0.378122051803,0.512758299999,-0.312759831146,-0.010704484145,0.00521372475176,0.0,10.0
Y1050245,-0.550512562554,-1.14931866601,-0.300921571789,0.389015740424,0.504959917999,-0.335654675811,-0.0114814985858,0.00512414291308,0.0,10.0
Y1050246,-0.441103321244,-0.846434392828,-0.272291444097,0.297688805719,-0.199821393969,-0.247614986588,0.00318135080749,-0.000419907332362,0.0,30.0
Y1050247,-0.378636156173,-0.524592258316,-0.102224013415,-0.265521841243,0.363628350534,-0.480104799026,-0.0159874042254,-0.00101160078499,0.0,30.0
Y1050248,-0.472097369962,-0.958407084175,-0.340106125546,0.292185441012,-0.0831784478301,-0.274930612548,0.0020938324635,0.000723915518442,0.0,30.0
Y1050249,-0.426880517553,-0.838729772916,-0.313443463805,0.192739945574,-0.340181018191,-0.295164839284,0.00633984399753,-0.00173474722554,0.0,30.0
Y1050250,-0.570181729448,-1.24538244861,-0.362456623258,0.484934477079,0.408132117455,-0.302470248968,-0.00749073564753,0.00540727515408,0.0,10.0
Y1050251,-0.569333769779,-1.24010440768,-0.365889715475,0.485615220125,0.410647468821,-0.294932578027,-0.0073696435093,0.0054332067397,0.0,0.0
Y1050252,-0.569153179676,-1.23898034247,-0.36662086166,0.485760198078,0.411183163593,-0.293327279072,-0.00734385449775,0.00543872939354,0.0,10.0
Y1050253,-0.553819791619,-1.16988882545,-0.309640208692,0.3742371618,0.498403598281,-0.355776094992,-0.011395537311,0.00506573740421,0.0,10.0
Y1050254,-0.562848799838,-1.19980079558,-0.303711287173,0.53931548637,0.416867793199,-0.27439509233,-0.00867655195935,0.00546059111093,0.0,20.0
Y1050255,0.0770585997459,1.61415854888,-0.249625455551,-0.878701208881,-0.061266678889,-0.366502292396,-0.00695716932021,-0.0103305248076,0.0,40.0
Y1050256,-0.333900277436,-1.11860692027,0.3410614642,-0.552563119014,-1.13611252741,0.17543255243,0.0169768494374,-0.0118401464257,0.0,30.0
Y1050257,-0.0638833936019,0.29557613039,0.135145282252,-0.392942964495,-1.90343774128,-0.314970914754,0.0265184774872,-0.0182997534354,0.0,40.0
Y1050258,-0.5509351042,-1.14760320895,-0.252728858401,0.445685899801,0.486988177188,-0.334117164559,-0.0121763553202,0.00512333842772,0.0,10.0
Y1050259,-0.0216150573902,0.98258708651,0.151142290659,0.470037518956,-1.86400298016,-0.982395733117,0.0130781579443,-0.0156312504686,1.0,80.0
Y1050260,-0.0877599111031,1.77365233752,-1.63728964861,0.636840185001,0.38108643451,-0.437526862482,0.0112369245746,0.00437275648121,0.0,50.0
Y1050261,-0.350547444929,-1.16560588766,0.335054564231,-0.518416511477,-1.04859780554,0.175214117822,0.0153734647784,-0.0110047298241,1.0,82.0
Y1050262,0.0301735094151,1.36604148358,-0.783109473358,-0.362355898189,-1.01554356,-0.456091196084,0.0232425911616,-0.011563876545,0.0,50.0
Y1050263,0.324533773077,1.86372821816,1.76108693136,-4.01768820851,0.996795870423,-1.486189546,-0.0872164974244,-0.0273223702019,0.0,40.0
Y1050264,-0.0972611327806,0.421366950421,-0.0926091215971,-0.774814127337,-0.98799342984,-0.827307991769,0.00480693654436,-0.0142094604051,0.0,40.0
Y1050265,-0.339729826797,-0.317885888043,0.0518043748702,0.641809749577,-0.565186621352,-0.482273304663,-0.00128294474257,-0.00333404690501,0.0,20.0
Y1050266,-0.0100617210163,1.48505941427,-1.13765172548,0.336242356225,-0.903369896928,-0.180360122996,0.0318541719739,-0.0062223882646,0.0,40.0
Y1050267,-0.0786774558603,0.272569611953,0.0847629562179,-0.608418758311,-0.945851521453,0.839826787306,0.0251630173013,-0.0122940121568,0.0,30.0
Y1050268,15.0015964723,-2.3622411001,-0.714857080095,0.526626725663,0.248516685469,0.0605799209975,-0.322882879654,-0.640439081312,1.0,60.0
Y1050269,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,10.0
Y1050270,-0.238042707967,0.630124494501,-1.26389833733,0.621467326946,-0.304065054763,-0.493832640376,0.0193097617552,0.000871973260549,0.0,40.0
Y1050271,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,0.0
Y1050272,-0.605011290897,-1.88401867491,0.243234807549,0.00353877516909,0.289127228846,0.171875188812,-0.00913541500921,0.00176520965812,0.0,0.0
Y1050273,-0.393354447054,-1.28646037523,0.319608250022,-0.430610949237,-0.823559949286,0.17465242883,0.0112504756553,-0.00885651570559,0.0,40.0
Y9999986,-0.0383429079213,1.90669974563,-0.812377124754,0.306523784692,0.51527278454,-1.20955465394,-0.0209499073089,-3.09579392946e-05,0.0,58.0
Y9999987,-0.371950945992,-1.22603313145,0.327331407127,-0.474513730357,-0.936078877411,0.174933273326,0.0133119702168,-0.00993062276484,0.0,27.0
Y9999988,-0.0879093746583,2.45160731289,-2.61599245112,1.74356992867,0.301137286877,-0.762281450199,0.0267201672052,0.0111560520003,0.0,33.0
Y9999989,-0.153178974085,0.836893446523,-1.27562284593,0.521575609532,-0.934998633066,-0.448389733825,0.0329160526481,-0.00395000061472,0.0,59.0
Y9999990,0.117584083468,1.62991887614,-0.842000951686,-0.230076970943,-1.05679121937,1.0880631091,0.0476393018425,-0.010425135611,1.0,63.0
Y9999991,-0.193156261498,0.468958360221,-0.771506210781,0.368686165581,-0.953999100287,-0.64379863749,0.0205037845434,-0.00597166386112,0.0,36.0
Y9999992,-0.01888074789,1.33455376359,-1.30063690079,-0.0144715847041,0.220245773923,2.08516669744,0.04644969844,0.00156146609039,0.0,38.0
Y9999993,0.0703240988463,1.64619072732,0.59687131084,0.193401610561,-0.759177512937,-0.917938942547,-0.0199117668904,-0.0127853883315,0.0,49.0
Y9999994,-0.316804485778,0.872994299157,-1.88670177531,1.34469513514,0.784991943271,0.193253970036,0.0192581538871,0.0134810928665,0.0,20.0
Y9999995,-0.0850385080807,0.992242782688,-0.763590827819,0.491663229133,-1.05053255026,-0.163564520266,0.0281345856442,-0.00669383694063,0.0,57.0
Y9999996,-0.238773606046,-0.850041392323,0.375386606885,-0.747686590658,-1.63619665242,0.176680750191,0.0261390474889,-0.016613955578,0.0,54.0
Y9999997,0.0848601207493,1.54645835789,-0.739572122747,-0.228999572657,-0.768220781096,0.967471208849,0.037838416091,-0.00886356100203,0.0,58.0
Y9999998,-0.210396195656,-0.0369004444748,1.8950416443,1.01982939433,-0.575828763341,0.343360086297,-0.0295934108241,-0.00783424045738,0.0,49.0
Y9999999,0.280407727215,2.27707845578,-0.240583554268,-0.487701491046,-0.85046761758,1.55274886754,0.0359189816958,-0.013401959029,1.0,73.0
