username,watched_time_hour,qz_mean,watched_time_weekday,mt_online_num_day,final_score
Y1050160,0.0921754989533,-0.293703757062,-0.729277983857,-0.449868249271,30.0
Y1050161,-1.09154589556,0.266485650161,-1.34611222571,-0.449868249271,40.0
Y1050162,1.5570442309,-0.040467449687,1.94367039751,-0.449868249271,30.0
Y1050163,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050164,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050165,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,0.0
Y1050166,-1.01651281829,-0.616004511902,-0.729277983857,-0.449868249271,20.0
Y1050167,-0.526808942279,0.274159477657,0.298779085897,-0.449868249271,30.0
Y1050168,-0.662444510755,-1.03806502419,0.0931676719465,-0.449868249271,10.0
Y1050169,-0.312330181055,-1.2299107116,0.0931676719465,-0.449868249271,0.0
Y1050170,-0.383232192822,-1.2299107116,0.504390499848,-0.222266921576,10.0
Y1050171,-0.29582817237,-0.631352166894,-0.112443742004,-0.449868249271,10.0
Y1050172,-0.549485965483,-0.516244754451,-1.14050081176,-0.449868249271,10.0
Y1050173,0.873816988636,1.24873556967,1.5324475696,-0.222266921576,70.0
Y1050174,0.144333253284,1.21804025969,0.91561332775,1.59854369998,80.0
Y1050175,2.40114939938,-0.00977213970219,0.0931676719465,0.00533440611783,30.0
Y1050176,1.39081785228,1.1950187772,-0.523666569906,1.14334104459,90.0
Y1050177,0.893816566177,-0.631352166894,0.710001913799,-0.222266921576,20.0
Y1050178,-0.739971933621,-0.462527961978,0.0931676719465,-0.449868249271,20.0
Y1050179,1.915877881,1.72451287444,-0.523666569906,1.59854369998,95.0
Y1050180,-1.09154589556,0.0439446527712,-1.34611222571,-0.449868249271,40.0
Y1050181,-1.09154589556,-0.193943999611,-1.34611222571,-0.449868249271,20.0
Y1050182,1.45656181987,1.41755977459,-0.523666569906,1.82614502767,90.0
Y1050183,-1.09154589556,-1.2299107116,-1.34611222571,-0.449868249271,10.0
Y1050184,-1.09154589556,-1.05341267919,-1.34611222571,-0.449868249271,10.0
Y1050185,0.0791635004083,1.29477853465,0.710001913799,2.50894901075,99.0
Y1050186,0.274785275366,1.17199729471,-0.318055155955,0.915739716895,85.0
Y1050187,-1.09154589556,-0.692742786864,-1.34611222571,-0.449868249271,20.0
Y1050188,1.91073390173,0.220442685184,0.91561332775,-0.449868249271,45.0
Y1050189,1.77024461796,1.64010077198,1.94367039751,0.915739716895,91.0
Y1050190,1.36227545343,1.26408322467,0.298779085897,0.6881383892,90.0
Y1050191,-0.460017261214,0.0439446527712,1.5324475696,-0.222266921576,40.0
Y1050192,1.33546952206,0.657850852467,1.1212247417,6.37817158156,70.0
Y1050193,-0.657658679368,-0.807850199307,-0.523666569906,-0.449868249271,20.0
Y1050194,2.37075741029,-0.577635374421,1.94367039751,-0.449868249271,20.0
Y1050195,1.78859060319,0.419962200085,-0.318055155955,0.00533440611783,40.0
Y1050196,-0.379591977079,-1.07643416167,-0.729277983857,-0.449868249271,10.0
Y1050197,1.86243482626,1.24873556967,0.0931676719465,2.05374635537,80.0
Y1050198,1.42342848641,-0.0865104146642,-0.318055155955,-0.449868249271,20.0
Y1050199,-0.128467007298,-0.309051412054,-0.934889397808,1.82614502767,30.0
Y1050200,0.944538891964,-0.454854134482,-0.112443742004,-0.449868249271,30.0
Y1050201,1.53399568855,0.657850852467,-0.318055155955,0.915739716895,68.0
Y1050202,1.57480889263,1.03386839978,-0.318055155955,0.460537061506,75.0
Y1050203,-1.0659174702,-1.2299107116,-0.934889397808,-0.449868249271,10.0
Y1050204,-0.192666248731,1.31780001714,-0.318055155955,0.00533440611783,90.0
Y1050205,0.559593082842,1.30245236215,0.504390499848,0.00533440611783,88.0
